,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['html', 'css', 'css-position', 'bootstrap-5']","{'account_id': 1064381, 'reputation': 705, 'user_id': 1065313, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/eb5c5e97cfebef555559c78e220c2c10?s=256&d=identicon&r=PG', 'display_name': 'Rothens', 'link': 'https://stackoverflow.com/users/1065313/rothens'}",True,263,72954072.0,1,-1,1669057859,1657632167,1657635981.0,72953043,CC BY-SA 4.0,https://stackoverflow.com/questions/72953043/how-to-align-text-on-both-sides-of-a-bootstrap-switch,How to align text on both sides of a Bootstrap switch,,,,
1,"['css', 'reactjs', 'tailwind-css']","{'account_id': 22672899, 'reputation': 11, 'user_id': 16844387, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0d5504a238712b2f2f91ec735ac901c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rui Teixeira', 'link': 'https://stackoverflow.com/users/16844387/rui-teixeira'}",False,105,,2,0,1668900735,1658234620,1658256883.0,73037139,CC BY-SA 4.0,https://stackoverflow.com/questions/73037139/how-to-make-react-chrono-timeline-box-smaller,How to make react-chrono timeline box smaller,,,,
2,"['css', 'animation', 'webkit-transform', 'webkit-animation']","{'account_id': 4808580, 'reputation': 2791, 'user_id': 3882745, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/1jW2I.jpg?s=256&g=1', 'display_name': 'Josh Gafni', 'link': 'https://stackoverflow.com/users/3882745/josh-gafni'}",True,40,74494393.0,3,0,1668799078,1658779065,,73114706,CC BY-SA 4.0,https://stackoverflow.com/questions/73114706/webkit-transform-unsupported-property,-webkit-transform unsupported property,,,,
3,"['css', 'angular', 'sass', 'node-sass']","{'account_id': 16576860, 'reputation': 49, 'user_id': 11978450, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d1e994e2c5971e270059ec35da34b02?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thelopera', 'link': 'https://stackoverflow.com/users/11978450/thelopera'}",True,1993,,4,4,1668633516,1658294218,1658329829.0,73046301,CC BY-SA 4.0,https://stackoverflow.com/questions/73046301/angular-14-error-transform-failed-with-1-error-error-unterminated-string-toke,Angular 14 Error: Transform failed with 1 error: ERROR: Unterminated string token,,,,
4,"['javascript', 'css', 'react-native', 'react-native-flatlist']","{'account_id': 4640755, 'reputation': 9313, 'user_id': 3935035, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/370b7aad76088f41a3bf9ee5020bc0e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'four-eyes', 'link': 'https://stackoverflow.com/users/3935035/four-eyes'}",True,17,73056442.0,1,0,1668619980,1658338399,1668619980.0,73055943,CC BY-SA 4.0,https://stackoverflow.com/questions/73055943/setting-width-of-container-returns-unexpected-result-in-react-native-for-javascr,Setting width of container returns unexpected result in React-Native for JavaScript,,,,
5,"['css', 'reactjs', 'css-transitions', 'tailwind-css']","{'account_id': 3786377, 'reputation': 560, 'user_id': 3144214, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/268e13033386d6b8b98e862b5aa60697?s=256&d=identicon&r=PG&f=1', 'display_name': 'amir_70', 'link': 'https://stackoverflow.com/users/3144214/amir-70'}",True,206,73188445.0,3,0,1668615360,1659267265,1659320721.0,73182956,CC BY-SA 4.0,https://stackoverflow.com/questions/73182956/transition-doesnt-work-on-child-component-but-works-when-applied-to-the-parent,"Transition doesn&#39;t work on child component, but works when applied to the parent component",,,,
6,"['css', 'firefox', 'firefox-developer-tools']","{'account_id': 13628625, 'reputation': 39, 'user_id': 9831236, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-KxCT2CVpRBY/AAAAAAAAAAI/AAAAAAAAA6k/7Rvr9_OTidk/photo.jpg?sz=256', 'display_name': 'Gaming World', 'link': 'https://stackoverflow.com/users/9831236/gaming-world'}",True,96,,2,1,1668489495,1657275263,1657277811.0,72909904,CC BY-SA 4.0,https://stackoverflow.com/questions/72909904/change-extension-icon-background-using-css,Change extension icon background using css,,,,
7,"['html', 'css', 'angular', 'bootstrap-5', 'bootstrap-icons']","{'account_id': 25810302, 'reputation': 1, 'user_id': 19551194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f20c6a5988eba2c090806c0d8238e3f?s=256&d=identicon&r=PG', 'display_name': 'Swaraj Behera', 'link': 'https://stackoverflow.com/users/19551194/swaraj-behera'}",True,839,,3,0,1668405812,1657819379,,72984410,CC BY-SA 4.0,https://stackoverflow.com/questions/72984410/i-want-to-incorporate-bootstrap-icons-in-an-angular-project-but-it-is-not-workin,I want to incorporate bootstrap-icons in an angular project but it is not working,,,,
8,"['html', 'css', 'reactjs', 'email']","{'account_id': 24734451, 'reputation': 23, 'user_id': 18622011, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzqYLVwTjrZrfdT5Ib2UWxuLJ4iu7DbG3XCJWK7=k-s256', 'display_name': 'ANSHU JOSHI', 'link': 'https://stackoverflow.com/users/18622011/anshu-joshi'}",False,81,,2,0,1668364112,1658251745,,73041224,CC BY-SA 4.0,https://stackoverflow.com/questions/73041224/why-email-js-not-sending-mail-when-using-from-react-app,Why email js not sending mail when using from react app?,,,,
9,"['php', 'html', 'css', 'laravel']","{'account_id': 24320946, 'reputation': 1, 'user_id': 18261351, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzRyOPCw1hrijVP30djJS1m8jZdDU-ApXoEtoFi=k-s256', 'display_name': 'zeeshan shoukat', 'link': 'https://stackoverflow.com/users/18261351/zeeshan-shoukat'}",False,43,,2,0,1668061895,1658373590,,73060311,CC BY-SA 4.0,https://stackoverflow.com/questions/73060311/image-not-showing-on-browser-laravel,Image not showing on browser laravel,,,,
10,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 14867144, 'reputation': 45, 'user_id': 11570214, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-47z3Is-KwQM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcyfWHPXRtPsviCWHhuUfiMS-hpBA/mo/photo.jpg?sz=256', 'display_name': 'zeshan ahmad', 'link': 'https://stackoverflow.com/users/11570214/zeshan-ahmad'}",False,341,,2,0,1667916041,1659266474,1659272586.0,73182860,CC BY-SA 4.0,https://stackoverflow.com/questions/73182860/getboundingclientrect-top-returning-wrong-value,getBoundingClientRect().top returning wrong value,,,,
11,"['css', 'reactjs', 'tailwind-css']","{'account_id': 24954075, 'reputation': 31, 'user_id': 18818586, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxMJcSI5RoUJKacD8QpjgwXDsSWHOgL6fgghn4z=k-s256', 'display_name': 'Husnain Mehmood', 'link': 'https://stackoverflow.com/users/18818586/husnain-mehmood'}",False,215,,1,0,1667655855,1658422770,1658425622.0,73070078,CC BY-SA 4.0,https://stackoverflow.com/questions/73070078/tailwind-styling-not-working-in-react-project,Tailwind styling not working in react project,,,,
12,"['javascript', 'html', 'jquery', 'css', 'drop-down-menu']","{'account_id': 21010719, 'reputation': 314, 'user_id': 15439406, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-dyRLV1uqeWo/AAAAAAAAAAI/AAAAAAAAvF8/AMZuucl6a_-ilqXk9yNnCyyggJbvqdymTQ/s96-c/photo.jpg?sz=256', 'display_name': 'kodikai', 'link': 'https://stackoverflow.com/users/15439406/kodikai'}",True,95,74327533.0,1,0,1667649886,1657283822,,72911544,CC BY-SA 4.0,https://stackoverflow.com/questions/72911544/place-range-slider-into-a-dropdown,Place Range Slider into a DropDown,,,,
