,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from
0,"['css', 'vue.js', 'sass', 'vuetify.js']","{'account_id': 11974156, 'reputation': 31, 'user_id': 8761812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/614de36b7671c2028c3d8e5b908f9c5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex F', 'link': 'https://stackoverflow.com/users/8761812/alex-f'}",False,726,2,0,1669053453,1610152007,65638113,CC BY-SA 4.0,https://stackoverflow.com/questions/65638113/set-global-text-color-in-vuetify,Set global text color in Vuetify,,,,,
1,"['javascript', 'css', 'react-native', 'react-native-web']","{'account_id': 394237, 'reputation': 9207, 'user_id': 756566, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/0d46603fb8d0a3a068ff4875b9c74421?s=256&d=identicon&r=PG', 'display_name': 'Steven Matthews', 'link': 'https://stackoverflow.com/users/756566/steven-matthews'}",False,1144,3,1,1668791704,1610828438,65754314,CC BY-SA 4.0,https://stackoverflow.com/questions/65754314/what-is-the-best-way-to-dynamically-scale-styles-in-react-native-web-on-window-r,What is the best way to dynamically scale styles in React Native Web on window resize?,,,,,
2,"['html', 'css', 'file-upload', 'bootstrap-5']","{'account_id': 5490275, 'reputation': 3145, 'user_id': 4363830, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/qzCzJ.jpg?s=256&g=1', 'display_name': 'Morteza Negahi', 'link': 'https://stackoverflow.com/users/4363830/morteza-negahi'}",True,17645,6,8,1668514603,1610957956,65770908,CC BY-SA 4.0,https://stackoverflow.com/questions/65770908/how-to-change-choose-file-text-using-bootstrap-5,How to change &quot;Choose file&quot; text using Bootstrap 5,65776036.0,1640811764.0,,,
3,"['html', 'css', 'overflow']","{'account_id': 10445948, 'reputation': 19, 'user_id': 7700981, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-86MnF9zq-xA/AAAAAAAAAAI/AAAAAAAAAis/GZrbWEQ5Q1k/photo.jpg?sz=256', 'display_name': 'Rashmi Ranjan Bisoi', 'link': 'https://stackoverflow.com/users/7700981/rashmi-ranjan-bisoi'}",True,105,1,-1,1668437811,1610472875,65689022,CC BY-SA 4.0,https://stackoverflow.com/questions/65689022/how-to-make-horizontal-overflow-for-table-inside-a-div,How to make horizontal overflow for table inside a div?,65689831.0,1610475194.0,,,
4,"['css', 'reactjs', 'transform']","{'account_id': 19332375, 'reputation': 415, 'user_id': 14133683, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjpqUGHqRX74_m22TpqkQSGi-aILTlg7U_UYHEAQw=k-s256', 'display_name': 'Marko B.', 'link': 'https://stackoverflow.com/users/14133683/marko-b'}",True,1696,2,0,1668407366,1611960520,65962766,CC BY-SA 4.0,https://stackoverflow.com/questions/65962766/animate-card-rotating-on-button-click-in-react,animate card rotating on button click in react,65979247.0,1612002768.0,,,
5,"['html', 'css', 'sass']","{'account_id': 20447356, 'reputation': 21, 'user_id': 15002838, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjQBdQAYB4Xxr8fDPzIveYi74wBIlSpVCoskRM71w=k-s256', 'display_name': 'Prashant Kumar', 'link': 'https://stackoverflow.com/users/15002838/prashant-kumar'}",True,179,2,2,1668210559,1610598992,65713473,CC BY-SA 4.0,https://stackoverflow.com/questions/65713473/is-there-any-way-to-create-dynamic-utility-classes-in-css,Is there any way to create dynamic utility classes in css?,,1610610971.0,,,
6,"['css', 'angular', 'typescript', 'iframe']","{'account_id': 13771179, 'reputation': 21, 'user_id': 9938604, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3oOwEyYBVOY/AAAAAAAAAAI/AAAAAAAAACc/40au0f_iJbQ/photo.jpg?sz=256', 'display_name': 'Mitch Giesbrecht', 'link': 'https://stackoverflow.com/users/9938604/mitch-giesbrecht'}",False,55,2,0,1668083561,1611196293,65820399,CC BY-SA 4.0,https://stackoverflow.com/questions/65820399/how-to-make-the-image-inside-an-iframe-fit-to-the-size-of-the-iframe-angular,How to make the image inside an iframe fit to the size of the iframe? (angular),,,,,
7,"['css', 'reactjs', 'next.js']","{'account_id': 20551391, 'reputation': 1, 'user_id': 15084036, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjpvPF4lcDz4eamwQOCp_DTxFqJYBAxDReDa1dRtw=k-s256', 'display_name': 'vinod dhanda', 'link': 'https://stackoverflow.com/users/15084036/vinod-dhanda'}",False,815,2,0,1667554916,1611665078,65901608,CC BY-SA 4.0,https://stackoverflow.com/questions/65901608/how-to-use-two-different-global-css-for-different-page-next-js,How to use two different global css for different page next js?,,1612017360.0,,,
8,"['html', 'css', 'django', 'flexbox']","{'account_id': 19063385, 'reputation': 117, 'user_id': 13919003, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhfOvhmfpOQLG6uWP7HFCwp6Pn8ADU6LJc3nkHMew=k-s256', 'display_name': 'Bonsa&#239;', 'link': 'https://stackoverflow.com/users/13919003/bonsa%c3%af'}",False,242,2,2,1667454394,1610047908,65618788,,https://stackoverflow.com/questions/65618788/place-a-text-on-top-of-an-image,Place a text on top of an image,,1667454394.0,1610053765.0,Duplicate,
9,"['html', 'css', 'sidebar']","{'account_id': 12453889, 'reputation': 1, 'user_id': 9067717, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1302157813223364/picture?type=large', 'display_name': 'Raphael Aboohi', 'link': 'https://stackoverflow.com/users/9067717/raphael-aboohi'}",False,54,0,0,1667296281,1611763181,65922791,CC BY-SA 4.0,https://stackoverflow.com/questions/65922791/making-a-left-sidebar-right-compatible,making a left sidebar right compatible,,1611824589.0,,,
10,"['css', 'ionic-framework', 'sass', 'ionic4', 'ionic5']","{'account_id': 14269164, 'reputation': 456, 'user_id': 10307245, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-739FedLn7PE/AAAAAAAAAAI/AAAAAAAACO8/SKG90W6DvvI/photo.jpg?sz=256', 'display_name': 'Paulo Rosa', 'link': 'https://stackoverflow.com/users/10307245/paulo-rosa'}",False,348,2,1,1666872221,1610899159,65762833,CC BY-SA 4.0,https://stackoverflow.com/questions/65762833/ionic-5-css-custom-properties-background-image-cover-and-repeat,ionic 5 &quot;CSS Custom Properties&quot; --background image cover and repeat,,1612106679.0,,,
11,"['css', 'laravel', 'webpack', 'sass', 'laravel-mix']","{'account_id': 17565, 'reputation': 16962, 'user_id': 39428, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/c989d1af2bc13c00f97660dc4893f0ec?s=256&d=identicon&r=PG', 'display_name': 'Jack Sleight', 'link': 'https://stackoverflow.com/users/39428/jack-sleight'}",True,523,1,1,1666282854,1609862214,65582255,CC BY-SA 4.0,https://stackoverflow.com/questions/65582255/laravel-mix-import-multiple-globbed-scss-files-into-app-scss,Laravel Mix import multiple globbed SCSS files into app.scss,65582960.0,,,,
12,"['css', 'blazor', 'blazor-client-side']","{'account_id': 1895928, 'reputation': 2874, 'user_id': 1712913, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/77hRa.png?s=256&g=1', 'display_name': 'Sith2021', 'link': 'https://stackoverflow.com/users/1712913/sith2021'}",True,3291,4,4,1665800518,1610292898,65654999,CC BY-SA 4.0,https://stackoverflow.com/questions/65654999/how-to-add-a-footer-in-default-mainlayout-razor,How to add a footer in default MainLayout.razor?,,1610293317.0,,,
13,"['html', 'css']","{'account_id': 20413143, 'reputation': 11, 'user_id': 14976035, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--hfZP7EMj1M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclERRgS_LRsiD4m407BPpPZ4hs96Q/s96-c/photo.jpg?sz=256', 'display_name': 'just a random guy', 'link': 'https://stackoverflow.com/users/14976035/just-a-random-guy'}",True,74,3,0,1665588199,1611371962,65855394,,https://stackoverflow.com/questions/65855394/how-does-one-make-a-html-scrolling-page,How does one make a html scrolling page,65855444.0,1665588199.0,1611401827.0,Needs details or clarity,
14,"['html', 'css', 'svg']","{'account_id': 17697914, 'reputation': 372, 'user_id': 12848204, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b82ad735f676d3da6ba061369dfa5967?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saif', 'link': 'https://stackoverflow.com/users/12848204/saif'}",False,718,3,0,1665565881,1611586607,65887170,CC BY-SA 4.0,https://stackoverflow.com/questions/65887170/safari-not-showing-svg-correctly-transparent-background-showing-as-black,Safari not showing svg correctly (transparent background showing as black),,1611587106.0,,,
