,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['html', 'jquery', 'css', 'twitter-bootstrap']","{'account_id': 15006407, 'reputation': 103, 'user_id': 10832350, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-L1N0bpi59mQ/AAAAAAAAAAI/AAAAAAAAJtg/sPLAoxrJOfc/photo.jpg?sz=256', 'display_name': 'Malta', 'link': 'https://stackoverflow.com/users/10832350/malta'}",True,230,58593425.0,1,0,1669055429,1572274514,1669055429.0,58593216,CC BY-SA 4.0,https://stackoverflow.com/questions/58593216/bootstrap-collapse-open-one-hide-other,"Bootstrap collapse: Open one, hide other",,
1,"['javascript', 'css', 'reactjs', 'material-ui']","{'account_id': 9604568, 'reputation': 997, 'user_id': 7130982, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/fc6105dc92a23213a5bb2f8a2b79187b?s=256&d=identicon&r=PG', 'display_name': 'Omar Hussein', 'link': 'https://stackoverflow.com/users/7130982/omar-hussein'}",True,12952,58646697.0,3,6,1668583797,1572531856,1575462412.0,58645424,CC BY-SA 4.0,https://stackoverflow.com/questions/58645424/select-placeholder-styling,&lt;Select&gt; Placeholder styling,,
2,"['javascript', 'jquery', 'html', 'css']","{'account_id': 16870216, 'reputation': 13, 'user_id': 12198860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mA5J7s0ybNxkArpzPfCQjt1nPRGzlmP0Q-_GxHH=k-s256', 'display_name': 'Ashutosh Patil', 'link': 'https://stackoverflow.com/users/12198860/ashutosh-patil'}",True,4422,58334619.0,2,1,1668530050,1570770055,1668530019.0,58334495,CC BY-SA 4.0,https://stackoverflow.com/questions/58334495/how-to-remove-hide-only-play-pause-icon-button-from-video-tags-media-player,How to remove/hide only play/pause icon/button from video tag&#39;s media player,,
3,"['html', 'css', 'radio-button', 'accessibility']","{'account_id': 6374309, 'reputation': 1907, 'user_id': 4945793, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/b2850e14438ec7cc64635c0c017d8e1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'jenryb', 'link': 'https://stackoverflow.com/users/4945793/jenryb'}",True,896,58487097.0,2,1,1667419279,1571348011,1667419279.0,58440997,CC BY-SA 4.0,https://stackoverflow.com/questions/58440997/nested-radio-elements-are-treated-like-they-are-all-on-the-same-level-on-the-dom,Nested Radio elements are treated like they are all on the same level on the DOM,,
4,"['javascript', 'html', 'css', 'user-interface']","{'account_id': 16949370, 'reputation': 314, 'user_id': 12259320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/afb8a9753b6b73ceadd0d55aa5e8731e?s=256&d=identicon&r=PG&f=1', 'display_name': 'emoore', 'link': 'https://stackoverflow.com/users/12259320/emoore'}",True,204,58511161.0,2,1,1666774665,1571772291,1571795865.0,58511040,CC BY-SA 4.0,https://stackoverflow.com/questions/58511040/animate-one-object-when-another-is-focused,Animate one object when another is focused,,
5,"['javascript', 'css', 'reactjs', 'react-select']","{'account_id': 13818963, 'reputation': 1824, 'user_id': 9974904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d183b6c27e1754f42d2457dc787580e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Umbro', 'link': 'https://stackoverflow.com/users/9974904/umbro'}",True,30068,60965985.0,4,24,1666247299,1571396101,1622146094.0,58449403,CC BY-SA 4.0,https://stackoverflow.com/questions/58449403/how-to-add-an-icon-to-the-options-in-react-select,How to add an icon to the options in react-select?,,
6,"['javascript', 'html', 'css', 'css-selectors']","{'account_id': 4230528, 'reputation': 872, 'user_id': 3462919, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/d88753bc395e3ace3be6371b987cfbc9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Porkopek', 'link': 'https://stackoverflow.com/users/3462919/porkopek'}",True,1203,58376438.0,3,1,1666173826,1571044721,1571048674.0,58373638,CC BY-SA 4.0,https://stackoverflow.com/questions/58373638/how-to-select-all-tags-except-anchors-neither-anchors-inside-another-element-w,How to select all tags except anchors (neither anchors inside another element) with document.querySelectorAll?,,
7,"['html', 'css', 'jupyter-notebook']","{'account_id': 4666882, 'reputation': 4750, 'user_id': 3783002, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/06d56953a61cb745cc8c7755fe0a0b37?s=256&d=identicon&r=PG&f=1', 'display_name': 'user32882', 'link': 'https://stackoverflow.com/users/3783002/user32882'}",False,656,,2,2,1665609791,1571116180,,58387601,CC BY-SA 4.0,https://stackoverflow.com/questions/58387601/cannot-add-table-borders-in-jupyter-notebook-markdown-cell,cannot add table borders in jupyter notebook markdown cell,,
8,"['css', 'sass', 'visual-studio-code', 'vscode-settings']","{'account_id': 16873464, 'reputation': 43, 'user_id': 12201457, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAJMc3zB36gc0n6u7LTWHtiU1adcTL5n6WbBiaZAw=k-s256', 'display_name': 'mokate', 'link': 'https://stackoverflow.com/users/12201457/mokate'}",True,6491,,4,0,1665466143,1571072029,1571085125.0,58381055,CC BY-SA 4.0,https://stackoverflow.com/questions/58381055/visual-studio-code-live-sass-compiler-not-generating-css-file-in-separate-css,VIsual Studio Code - Live Sass Compiler Not Generating .css File in Separate css Folder,,
9,"['javascript', 'jquery', 'css', 'jquery-select2']","{'account_id': 16851028, 'reputation': 130, 'user_id': 12184061, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95f37189880a33d7d81c201695213d59?s=256&d=identicon&r=PG&f=1', 'display_name': 'Phong Nguyen', 'link': 'https://stackoverflow.com/users/12184061/phong-nguyen'}",True,2008,58718346.0,1,1,1664808374,1570637881,1570638267.0,58308340,CC BY-SA 4.0,https://stackoverflow.com/questions/58308340/the-horizontal-scroll-bar-automatically-appears-when-clicking-select2,The horizontal scroll bar automatically appears when clicking select2,,
