,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['css', 'html', 'html-table']","{'account_id': 174918, 'reputation': 13054, 'user_id': 404568, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/W1j32.jpg?s=256&g=1', 'display_name': 'David Given', 'link': 'https://stackoverflow.com/users/404568/david-given'}",False,2095,2,8,1669199743,1353280689,1519574323.0,13445653,CC BY-SA 3.0,https://stackoverflow.com/questions/13445653/table-columns-with-relative-size-in-html5,Table columns with relative size in HTML5,,,,,
1,['css'],"{'account_id': 969317, 'reputation': 7994, 'user_id': 992165, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/6KMlp.jpg?s=256&g=1', 'display_name': 'Sami', 'link': 'https://stackoverflow.com/users/992165/sami'}",False,7714,2,0,1668614670,1353995458,1354002438.0,13578127,CC BY-SA 3.0,https://stackoverflow.com/questions/13578127/background-color-not-working-css,background-color not working css,,,,,
2,"['html', 'css', 'onclick']","{'account_id': 1612536, 'reputation': 7204, 'user_id': 1491095, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/a0f783197120b449becc11025ceef9ec?s=256&d=identicon&r=PG', 'display_name': 'Alegro', 'link': 'https://stackoverflow.com/users/1491095/alegro'}",True,1505311,14,460,1668604718,1354206478,1660149486.0,13630229,CC BY-SA 4.0,https://stackoverflow.com/questions/13630229/can-i-have-an-onclick-effect-in-css,Can I have an onclick effect in CSS?,1374560358.0,13630259.0,,,
3,"['html', 'css', 'svg']","{'account_id': 292098, 'reputation': 5415, 'user_id': 594646, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/756da3a3c911696339c8eaa255c0f93e?s=256&d=identicon&r=PG', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/594646/joe'}",True,583900,24,451,1668554832,1352836963,1627229861.0,13367868,CC BY-SA 4.0,https://stackoverflow.com/questions/13367868/how-to-modify-the-fill-color-of-an-svg-image-when-being-served-as-background-ima,How to modify the fill color of an SVG image when being served as background image?,,27827090.0,,,
4,"['html', 'css', 'forms', 'xhtml', 'radio-button']","{'account_id': 1967842, 'reputation': 1444, 'user_id': 1767589, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/bd1f6a5abf25570c265a62b4ba2c6a74?s=256&d=identicon&r=PG', 'display_name': 'ninjacoder', 'link': 'https://stackoverflow.com/users/1767589/ninjacoder'}",True,207848,14,111,1668478801,1353577818,1353578363.0,13509883,CC BY-SA 3.0,https://stackoverflow.com/questions/13509883/how-to-vertically-align-a-html-radio-button-to-its-label,How to vertically align a html radio button to it&#39;s label?,,,,,
5,"['html', 'css']","{'account_id': 1864807, 'reputation': 1827, 'user_id': 1688631, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/1e4160858c2965d9ccf97c4a72cf3ddf?s=256&d=identicon&r=PG', 'display_name': 'harikrishnan.n0077', 'link': 'https://stackoverflow.com/users/1688631/harikrishnan-n0077'}",True,41077,11,48,1667667377,1353665461,1495542832.0,13526883,CC BY-SA 3.0,https://stackoverflow.com/questions/13526883/using-a-auto-margin-in-css-but-want-a-minimum-margin,Using a auto margin in css but want a minimum margin,,13526971.0,,,
6,"['html', 'css']","{'account_id': 2089647, 'reputation': 123, 'user_id': 1859773, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/6b8fa215d05639e986e526ffa16a3d7f?s=256&d=identicon&r=PG', 'display_name': 'Sebastian', 'link': 'https://stackoverflow.com/users/1859773/sebastian'}",True,80,5,1,1666367552,1354105228,1666367552.0,13604941,CC BY-SA 4.0,https://stackoverflow.com/questions/13604941/ordering-two-columns-avoiding-skip-to-new-line,"Ordering two columns, avoiding skip to new line",,13605061.0,,,
7,"['html', 'css', 'css-float']","{'account_id': 1063634, 'reputation': 6743, 'user_id': 1064717, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/lJtwA.png?s=256&g=1', 'display_name': 'coiso', 'link': 'https://stackoverflow.com/users/1064717/coiso'}",True,86,5,1,1665854394,1352239976,1352370269.0,13260258,CC BY-SA 3.0,https://stackoverflow.com/questions/13260258/filling-area-with-elements-using-float,filling area with elements using float,,13263777.0,,,
8,"['css', 'colors', 'svg']","{'account_id': 1117972, 'reputation': 458, 'user_id': 1106871, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gSvKY.jpg?s=256&g=1', 'display_name': 'Johnny5k', 'link': 'https://stackoverflow.com/users/1106871/johnny5k'}",True,4266,1,3,1665210302,1353534870,1495541542.0,13502649,CC BY-SA 3.0,https://stackoverflow.com/questions/13502649/change-color-of-svg-spritesheet-sprite-with-css,change color of SVG spritesheet sprite with CSS,,,,,
9,"['php', 'html', 'css']","{'account_id': 1098739, 'reputation': 749, 'user_id': 1091718, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/GFsSc.jpg?s=256&g=1', 'display_name': 'Alex Sarnowski', 'link': 'https://stackoverflow.com/users/1091718/alex-sarnowski'}",True,90439,14,12,1665149549,1352673319,1352676260.0,13336200,CC BY-SA 3.0,https://stackoverflow.com/questions/13336200/add-class-active-to-active-page-using-php,Add class=&quot;active&quot; to active page using PHP,,13338058.0,,,
10,"['html', 'css']","{'account_id': 2027052, 'reputation': 21, 'user_id': 1811750, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/013e66e5acdcf2bab86178e693657b1c?s=256&d=identicon&r=PG', 'display_name': 'Arthur', 'link': 'https://stackoverflow.com/users/1811750/arthur'}",False,11085,5,2,1665000476,1352453461,1352462514.0,13305328,CC BY-SA 3.0,https://stackoverflow.com/questions/13305328/how-to-fit-full-images-perfectly-into-the-slider,how to fit full images perfectly into the slider?,,,,,
11,"['python', 'html', 'css', 'django']","{'account_id': 1563127, 'reputation': 1928, 'user_id': 1452542, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/cbda2309e19850795f078c04ba58570f?s=256&d=identicon&r=PG', 'display_name': 'AustinT', 'link': 'https://stackoverflow.com/users/1452542/austint'}",True,105009,11,29,1664416706,1353286520,1657029378.0,13446325,CC BY-SA 4.0,https://stackoverflow.com/questions/13446325/why-is-my-static-css-not-working-in-django,Why is my static CSS not working in Django?,1657029540.0,13446661.0,,,
12,"['css', 'twitter-bootstrap', 'facebook-like']","{'account_id': 1881866, 'reputation': 11, 'user_id': 1701872, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f55975f386de30a5025b16e93a1224e2?s=256&d=identicon&r=PG', 'display_name': 'user1701872', 'link': 'https://stackoverflow.com/users/1701872/user1701872'}",False,7454,2,1,1663412860,1352325076,1352326224.0,13278881,CC BY-SA 3.0,https://stackoverflow.com/questions/13278881/the-big-facebook-share-buttons,The Big Facebook Share Buttons,,,,,
13,['css'],"{'account_id': 2041721, 'reputation': 2998, 'user_id': 1822704, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/c912e6201d3e4024f26a1cc5d5193ba7?s=256&d=identicon&r=PG', 'display_name': 'Maur&#237;cio Giordano', 'link': 'https://stackoverflow.com/users/1822704/maur%c3%adcio-giordano'}",True,4258,5,0,1663150117,1353459298,,13484758,CC BY-SA 3.0,https://stackoverflow.com/questions/13484758/set-sum-in-css-property,Set sum in css property,,13484838.0,,,
14,['css'],"{'account_id': 62018, 'reputation': 4222, 'user_id': 184491, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/986d656731e8d7d8a2c9d5fb2ab35305?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/184491/daniel'}",True,729,3,1,1663096521,1353967354,1353973101.0,13573914,CC BY-SA 3.0,https://stackoverflow.com/questions/13573914/equally-spaced-divs-multiple-rows,equally spaced divs. Multiple rows,,13576197.0,,,
15,"['jquery', 'html', 'css', 'blackberry', 'blackberry-webworks']","{'account_id': 1262077, 'reputation': 423, 'user_id': 1220081, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/90646c89ad66b746013c2b36cce578d3?s=256&d=identicon&r=PG', 'display_name': 'Jamie', 'link': 'https://stackoverflow.com/users/1220081/jamie'}",False,8888,1,1,1662901240,1353643831,1353644095.0,13522971,CC BY-SA 3.0,https://stackoverflow.com/questions/13522971/jquery-to-detect-scrolling-div-position,jQuery to Detect Scrolling Div Position,,,,,
16,"['css', 'width']","{'account_id': 377202, 'reputation': 2587, 'user_id': 729144, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/goE8a.jpg?s=256&g=1', 'display_name': 'Nitish', 'link': 'https://stackoverflow.com/users/729144/nitish'}",True,124515,6,43,1662723253,1352103545,,13228277,CC BY-SA 3.0,https://stackoverflow.com/questions/13228277/css-div-width-not-working,CSS div width not working,,21452680.0,,,
17,"['jquery', 'css', 'selection']","{'account_id': 1557348, 'reputation': 2136, 'user_id': 1448031, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/b895f8172dcf43b49e11254caa63638a?s=256&d=identicon&r=PG', 'display_name': 'user1448031', 'link': 'https://stackoverflow.com/users/1448031/user1448031'}",True,7535,3,6,1662593734,1351737029,1662593734.0,13170137,CC BY-SA 4.0,https://stackoverflow.com/questions/13170137/how-to-modify-select-tags-default-highlight-behaviour-in-ie-and-opera,How to modify SELECT tag&#39;s default highlight behaviour in IE and Opera?,,13170738.0,,,
18,"['html', 'css']","{'account_id': 1748851, 'reputation': 1470, 'user_id': 1598434, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9f7e4413a491c4adf9c2a5f828f8a1a4?s=256&d=identicon&r=PG', 'display_name': 'Random78952', 'link': 'https://stackoverflow.com/users/1598434/random78952'}",True,78513,6,66,1662498633,1352556891,1613511236.0,13322789,CC BY-SA 4.0,https://stackoverflow.com/questions/13322789/display-a-div-width-100-with-margins,Display a div width 100% with margins,,13322881.0,,,
