,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,"['javascript', 'css', 'reactjs']","{'account_id': 22909166, 'reputation': 33, 'user_id': 17046738, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/64920079b71405275537c0ef7a631409?s=256&d=identicon&r=PG&f=1', 'display_name': 'dev', 'link': 'https://stackoverflow.com/users/17046738/dev'}",True,28,73759470.0,1,0,1669071791,1663460684,73759364,CC BY-SA 4.0,https://stackoverflow.com/questions/73759364/how-to-remove-white-glowing-outline-inside-react-button-that-only-appears-in-mob,How to remove white glowing outline inside React button that only appears in mobile browser (Chrome &amp; Safari),,,
1,"['html', 'css', 'bootstrap-4', 'navigation']","{'account_id': 19160427, 'reputation': 45, 'user_id': 13996311, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zYObg.jpg?s=256&g=1', 'display_name': 'kroma235', 'link': 'https://stackoverflow.com/users/13996311/kroma235'}",True,34,,1,0,1668800112,1662949746,73683951,CC BY-SA 4.0,https://stackoverflow.com/questions/73683951/why-my-navbar-toggler-button-from-bootstrap-dont-show-the-list-of-nav-items,Why my navbar toggler button from bootstrap don&#39;t show the list of nav items?,1668800112.0,,
2,"['javascript', 'html', 'css']","{'account_id': 16084308, 'reputation': 33, 'user_id': 11609439, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zLYDr.png?s=256&g=1', 'display_name': 'Suffren', 'link': 'https://stackoverflow.com/users/11609439/suffren'}",True,91,73727088.0,1,0,1668800103,1663073722,73703430,CC BY-SA 4.0,https://stackoverflow.com/questions/73703430/collapse-multiple-elements-html,Collapse Multiple Elements HTML,1668800103.0,,
3,"['html', 'css', 'css-animations']","{'account_id': 26332602, 'reputation': 13, 'user_id': 19992904, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ORceO.png?s=256&g=1', 'display_name': 'Hanani Almuhanna', 'link': 'https://stackoverflow.com/users/19992904/hanani-almuhanna'}",True,30,73774357.0,2,1,1668708145,1663593618,73774025,CC BY-SA 4.0,https://stackoverflow.com/questions/73774025/css-pure-loading-spin-rotates-full-turn-before-it-shows-the-delay-function-assoc,CSS Pure loading spin rotates full turn before it shows the delay function associated with pseudo elements,1668708145.0,,
4,"['html', 'css', 'next.js', 'media-queries']","{'account_id': 7101869, 'reputation': 365, 'user_id': 5433067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b2a25be337bedf4632b39170b18eabe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jayna Tanawala', 'link': 'https://stackoverflow.com/users/5433067/jayna-tanawala'}",False,35,,0,0,1668461432,1663655297,73782412,CC BY-SA 4.0,https://stackoverflow.com/questions/73782412/grid-template-area-is-not-showing-the-content-on-the-mobile-view,grid-template-area is not showing the content on the mobile view,1668461432.0,,
5,"['html', 'css', 'frontend', 'media-queries', 'responsive-design-view']","{'account_id': 26023479, 'reputation': 19, 'user_id': 19730776, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e14a88cdb3a4fa46604e224043aea13?s=256&d=identicon&r=PG', 'display_name': 'Change', 'link': 'https://stackoverflow.com/users/19730776/change'}",True,57,74431085.0,2,-2,1668426217,1663874848,73819780,CC BY-SA 4.0,https://stackoverflow.com/questions/73819780/how-to-make-a-my-page-responsive-for-all-device,How to make a my page responsive for all device,1668425427.0,,
6,"['html', 'css']","{'account_id': 15083657, 'reputation': 80, 'user_id': 10885581, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/k4BKk.png?s=256&g=1', 'display_name': 'Z2r', 'link': 'https://stackoverflow.com/users/10885581/z2r'}",True,52,73594127.0,2,-1,1668340801,1662223711,73593938,CC BY-SA 4.0,https://stackoverflow.com/questions/73593938/is-there-any-way-in-css-to-make-other-objects-move-when-another-object-is-scaled,Is there any way in CSS to make other objects move when another object is scaled?,1668340801.0,,
7,"['javascript', 'css', 'responsive', 'horizontal-scrolling']","{'account_id': 25797538, 'reputation': 17, 'user_id': 19540463, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/nm0M2.jpg?s=256&g=1', 'display_name': 'Ana', 'link': 'https://stackoverflow.com/users/19540463/ana'}",True,75,73662314.0,1,1,1668263136,1662723658,73661602,CC BY-SA 4.0,https://stackoverflow.com/questions/73661602/how-to-center-image-cards-horizontally-inside-scrollable-container-with-js-or-c,How to center image cards horizontally inside scrollable container with JS (or CSS)?,1662727339.0,,
8,"['html', 'css', 'flexbox']","{'account_id': 10260443, 'reputation': 95, 'user_id': 7575318, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/5a189e854504764e6e3d0d7e0c20be2b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stuy', 'link': 'https://stackoverflow.com/users/7575318/stuy'}",False,39,,0,0,1668216351,1662669909,73654852,CC BY-SA 4.0,https://stackoverflow.com/questions/73654852/is-it-possible-to-figure-out-how-to-scroll-to-the-top-of-a-flex-box-that-has-rev,Is it possible to figure out how to scroll to the top of a Flex Box that has Reverse-Column set as Flex Direction?,,,
9,"['javascript', 'jquery', 'css', 'scroll']","{'account_id': 5302845, 'reputation': 327, 'user_id': 4231821, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/f9680e0e8b45efed784610c08b090c48?s=256&d=identicon&r=PG&f=1', 'display_name': 'Faizan Naeem', 'link': 'https://stackoverflow.com/users/4231821/faizan-naeem'}",False,29,,1,2,1668103463,1664447933,73894137,CC BY-SA 4.0,https://stackoverflow.com/questions/73894137/scrolltop-is-not-working-when-overflow-y-auto,scrolltop is not working when overflow-y: auto;,,,
10,"['css', 'sass', 'responsive-design', 'media-queries']","{'account_id': 23938034, 'reputation': 29, 'user_id': 17931539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28d349cb711ffa16724cfbf0c46669f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Harun', 'link': 'https://stackoverflow.com/users/17931539/harun'}",False,27,,3,0,1668085495,1662673144,73655274,CC BY-SA 4.0,https://stackoverflow.com/questions/73655274/how-to-achieve-this-responsiveness-im-only-asking-about-the-circle-users,How to achieve this responsiveness (im only asking about the circle users)?,1668085495.0,,
