,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
0,"['sql', 'postgresql', 'dblink']","{'account_id': 245464, 'reputation': 3969, 'user_id': 518973, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/KvSvE.png?s=256&g=1', 'display_name': 'Happy Coder', 'link': 'https://stackoverflow.com/users/518973/happy-coder'}",False,82,1,0,1668862449,1658759978,73111074,CC BY-SA 4.0,https://stackoverflow.com/questions/73111074/a-column-definition-list-is-required-for-functions-returning-record-with-dblin,A column definition list is required for functions returning &quot;record&quot; with dblink in Postgres,,,,
1,"['sql', 'sequel', 'rom-rb', 'rom-sql']","{'account_id': 16176297, 'reputation': 31, 'user_id': 11711477, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-O7ptMj-QRq0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdt7QS40Oa1bG_3i7NAKV_K3QdwgA/mo/photo.jpg?sz=256', 'display_name': 'Kenneth Teh', 'link': 'https://stackoverflow.com/users/11711477/kenneth-teh'}",False,38,0,1,1668678360,1659072506,73162007,CC BY-SA 4.0,https://stackoverflow.com/questions/73162007/using-rom-sql-or-sequel-how-can-i-query-for-multiple-records-using-multiple-col,"Using ROM-SQL or Sequel, how can I query for multiple records using multiple columns (with different values per row)?",1668678360.0,,,
2,"['python', 'sql', 'sqlalchemy', 'orm']","{'account_id': 2634097, 'reputation': 731, 'user_id': 5094261, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/c2f6790a9ac1c290ae0174a9af2e4311?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shiladitya Bose', 'link': 'https://stackoverflow.com/users/5094261/shiladitya-bose'}",True,973,2,3,1668627553,1656673481,72828293,CC BY-SA 4.0,https://stackoverflow.com/questions/72828293/difference-between-sqlalchemy-select-and-query-api,Difference between SQLAlchemy Select and Query API,1656695084.0,,,
3,"['sql', 'database', 'transactions', 'dirty-write', 'lost-update']","{'account_id': 11114866, 'reputation': 463, 'user_id': 8159477, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a93102ad96a009b6102191e4011352d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Patrick', 'link': 'https://stackoverflow.com/users/8159477/patrick'}",True,290,1,3,1668401055,1656888669,72850415,CC BY-SA 4.0,https://stackoverflow.com/questions/72850415/isolation-level-difference-between-dirty-write-and-lost-update,Isolation level: Difference between dirty write and lost update,1664055429.0,,,
4,"['sql', 'sql-server', 'join', 'sum']","{'account_id': 1080593, 'reputation': 1654, 'user_id': 1347640, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/c35b065686abcf4fcdf37b4f374f4aaf?s=256&d=identicon&r=PG', 'display_name': 'Doug Cassidy', 'link': 'https://stackoverflow.com/users/1347640/doug-cassidy'}",True,64,2,0,1668215930,1657922646,73000002,CC BY-SA 4.0,https://stackoverflow.com/questions/73000002/how-to-sum-columns-when-table-is-joined,How to sum columns when table is joined?,1668215930.0,,,
5,['sql'],"{'account_id': 24584240, 'reputation': 482, 'user_id': 18488955, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VDoqS.png?s=256&g=1', 'display_name': 'Munin', 'link': 'https://stackoverflow.com/users/18488955/munin'}",True,29,1,0,1668157342,1656991996,72863725,CC BY-SA 4.0,https://stackoverflow.com/questions/72863725/how-to-rename-a-field-in-cnosdb,How to rename a field in CnosDB?,1657024139.0,74400090.0,,
6,"['javascript', 'sql', 'timestamp', 'timezone', 'node-red']","{'account_id': 3709406, 'reputation': 305, 'user_id': 3087122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cd0cbdaafeb5fc4cf1c055b97e37d4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'NiphitAe', 'link': 'https://stackoverflow.com/users/3087122/niphitae'}",False,34,1,0,1668151817,1658397554,73064161,CC BY-SA 4.0,https://stackoverflow.com/questions/73064161/how-to-change-timestamp-in-javascript,How to change timestamp in javascript,,,,
7,"['sql', 'perl']","{'account_id': 1440058, 'reputation': 31, 'user_id': 1360464, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e77a6766768d71e98bdc515ddf705611?s=256&d=identicon&r=PG&f=1', 'display_name': 'HTM', 'link': 'https://stackoverflow.com/users/1360464/htm'}",True,70,2,1,1668027489,1658442647,73073323,CC BY-SA 4.0,https://stackoverflow.com/questions/73073323/check-to-see-if-a-sql-insert-was-successful-using-perl,Check to see if a SQL Insert was successful using Perl,,,,
8,"['sql', 'postgresql']","{'account_id': 12084450, 'reputation': 685, 'user_id': 9985445, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-y4ooBZ_hzRc/AAAAAAAAAAI/AAAAAAAAAtQ/dL_nPMm3FLM/photo.jpg?sz=256', 'display_name': 'James Strieter', 'link': 'https://stackoverflow.com/users/9985445/james-strieter'}",True,110,2,1,1667859162,1658149191,73022701,CC BY-SA 4.0,https://stackoverflow.com/questions/73022701/how-to-delete-rows-where-most-columns-are-empty-in-postgresql,How to delete rows where most columns are empty in postgresql?,,,,
9,"['sql', 'azure', 'csv', 'serverless', 'azure-synapse']","{'account_id': 15617442, 'reputation': 41, 'user_id': 11267281, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qr6OsiTELA4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reXZ3zwdLVdyMdxNWWtK_mTZjCiYg/mo/photo.jpg?sz=256', 'display_name': 'Mauro Minella', 'link': 'https://stackoverflow.com/users/11267281/mauro-minella'}",False,668,1,0,1667693701,1657926000,73000314,CC BY-SA 4.0,https://stackoverflow.com/questions/73000314/azure-synapse-sql-serverless-how-to-create-external-table-from-csv-with-fields,"Azure Synapse SQL Serverless, how to create external table from CSV with fields longer than 8Kb?",,,,
