,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['php', 'sql', 'sql-server', 'sql-server-2012', 'sqlsrv']","{'account_id': 11537635, 'reputation': 377, 'user_id': 8454443, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2309394329285130/picture?type=large', 'display_name': 'pjustindaryll', 'link': 'https://stackoverflow.com/users/8454443/pjustindaryll'}",True,406,57449483.0,1,0,1668326777,1565521191,1668326777.0,57449392,CC BY-SA 4.0,https://stackoverflow.com/questions/57449392/check-if-string-in-input-box-is-equal-to-varbinarymax-in-sql-server-php-sql,"Check if string in input box is equal to varbinary(max) in SQL SERVER, PHP | SQL SERVER 2012",,,
1,"['sql', 'sql-server', 'stored-procedures', 'ssis', 'etl']","{'account_id': 3034489, 'reputation': 1010, 'user_id': 2572899, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/5724a84e3168842273c3946bb0d9ca2b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Baldie47', 'link': 'https://stackoverflow.com/users/2572899/baldie47'}",True,13558,57577197.0,2,3,1668078741,1566294086,1668078741.0,57570813,CC BY-SA 4.0,https://stackoverflow.com/questions/57570813/execute-stored-procedure-with-parameters-in-ssis-ole-db-source-component,Execute Stored Procedure with parameters in SSIS OLE DB Source component,,,
2,"['php', 'sql', 'sql-server', 'cron']","{'account_id': 285516, 'reputation': 161, 'user_id': 584235, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/dAxuC.jpg?s=256&g=1', 'display_name': 'ajguk', 'link': 'https://stackoverflow.com/users/584235/ajguk'}",False,9210,,2,1,1667138460,1564592171,1567939578.0,57295715,CC BY-SA 4.0,https://stackoverflow.com/questions/57295715/send-requests-to-rest-api-from-sql-server-and-check-http-code-returned,Send requests to rest API from SQL Server and check http code returned,,,
3,"['sql', 'date', 'pyspark', 'apache-spark-sql', 'hive']","{'account_id': 16472062, 'reputation': 25, 'user_id': 11900881, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2668ef37e6b784d36c9b7cabc5e5b7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rupa', 'link': 'https://stackoverflow.com/users/11900881/rupa'}",True,1014,57493513.0,1,1,1666804915,1565779834,1666804915.0,57493244,CC BY-SA 4.0,https://stackoverflow.com/questions/57493244/searching-for-is-date-equivalent-in-hive-using-pyspark,Searching for IS_DATE equivalent in Hive using Pyspark,,,
4,"['sql', 'regex', 'hive', 'hiveql']","{'account_id': 16591896, 'reputation': 11, 'user_id': 11989871, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/567a423a4eb77bbcaf9a341214aa0e05?s=256&d=identicon&r=PG&f=1', 'display_name': 'Esha', 'link': 'https://stackoverflow.com/users/11989871/esha'}",True,82,,2,0,1666727998,1567003324,1666727998.0,57694962,CC BY-SA 4.0,https://stackoverflow.com/questions/57694962/how-can-i-replace-a-string-pattern-with-blank-in-hive,How can I replace a string pattern with blank in hive?,,,
5,"['php', 'mysql', 'sql']","{'user_type': 'does_not_exist', 'display_name': 'user285594'}",True,64,,1,0,1665591820,1566532648,1665591820.0,57619729,CC BY-SA 4.0,https://stackoverflow.com/questions/57619729/how-to-match-a-string-with-another-string-values-exactly,How to match a string with another string values exactly?,,,
6,"['sql', 'sql-server']","{'account_id': 16563096, 'reputation': 23, 'user_id': 11968522, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/750d002cb480379a070e91419b30b6e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mohit', 'link': 'https://stackoverflow.com/users/11968522/mohit'}",False,776,,4,-1,1665137448,1566578189,1566580438.0,57630128,CC BY-SA 4.0,https://stackoverflow.com/questions/57630128/which-store-type-sells-the-maximum-products-by-the-value-of-sales-amount-by-qu,Which store type sells the maximum products by the value of sales amount &amp; by quantity sold,,,
7,"['sql', 'amazon-redshift', 'aginity']","{'account_id': 3121987, 'reputation': 14265, 'user_id': 2641576, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/K9yqy.png?s=256&g=1', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/2641576/matt'}",True,11440,57327730.0,2,6,1664917660,1564748517,,57326426,CC BY-SA 4.0,https://stackoverflow.com/questions/57326426/amazon-redshift-error-error-0a000-specified-types-or-functions-one-per-info,Amazon Redshift Error - ERROR: 0A000: Specified types or functions (one per INFO message) not supported on Redshift tables,,,
8,"['php', 'mysql', 'sql', 'phpmyadmin']","{'account_id': 12718826, 'reputation': 53, 'user_id': 10347307, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-on31zAB3FM0/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaNKXuh-LMVsvOpij7JGNgmSGqHpwA/mo/photo.jpg?sz=256', 'display_name': 'Vishal Rana', 'link': 'https://stackoverflow.com/users/10347307/vishal-rana'}",False,8713,,1,1,1663931045,1565518881,1565519197.0,57449142,CC BY-SA 4.0,https://stackoverflow.com/questions/57449142/the-phpmyadmin-configuration-storage-is-not-completely-configured-some-extended,"The phpMyAdmin configuration storage is not completely configured, some extended - Xammp - Version -7.3.8-0-VC15",,,
9,"['sql', 'sql-server', 'window-functions']","{'user_type': 'does_not_exist', 'display_name': 'user4628567'}",True,2613,57434206.0,4,-1,1662916000,1565363663,1661024202.0,57432939,CC BY-SA 4.0,https://stackoverflow.com/questions/57432939/find-total-unique-number-of-hackers-who-made-at-least-one-submission-every-day-a,find total unique number of hackers who made at least one submission every day and find the hacker_id who made maximum number of submissions each day,,,
10,"['mysql', 'sql']","{'account_id': 16497230, 'reputation': 25, 'user_id': 11919469, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ZMX-KwAf_Dw/AAAAAAAAAAI/AAAAAAAAAAQ/ftlIVfoptP0/photo.jpg?sz=256', 'display_name': 'NewbeeLoveCoding', 'link': 'https://stackoverflow.com/users/11919469/newbeelovecoding'}",True,83,57468095.0,1,0,1662100093,1565642946,1662100093.0,57468054,CC BY-SA 4.0,https://stackoverflow.com/questions/57468054/limit-some-specific-day-in-a-week,Limit some specific day in a week?,,,
11,"['sql', 'elixir', 'ecto']","{'account_id': 1454184, 'reputation': 53, 'user_id': 1370265, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WAoMn.jpg?s=256&g=1', 'display_name': 'harry_sundown', 'link': 'https://stackoverflow.com/users/1370265/harry-sundown'}",True,1185,57698287.0,4,3,1661918541,1567013618,1567032472.0,57697461,CC BY-SA 4.0,https://stackoverflow.com/questions/57697461/within-group-by-grouping-select-value-based-on-highest-value-of-another-column,"Within GROUP BY grouping, select value based on highest value of another column",,,
12,"['sql', 'amazon-web-services', 'split', 'amazon-redshift']","{'account_id': 8202704, 'reputation': 415, 'user_id': 6173517, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c6f58351cadae4fc5c3daab00925b666?s=256&d=identicon&r=PG&f=1', 'display_name': 'sandunes90', 'link': 'https://stackoverflow.com/users/6173517/sandunes90'}",False,333,,4,1,1661845599,1564728840,1661845599.0,57321329,CC BY-SA 4.0,https://stackoverflow.com/questions/57321329/split-a-column-with-delimited-values-and-compare-each-value,Split a Column with Delimited Values and Compare Each Value,,,
13,"['mysql', 'sql']","{'account_id': 3060272, 'reputation': 2795, 'user_id': 2593099, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/08b5af505ac21320fa3919a2e85d2fb1?s=256&d=identicon&r=PG', 'display_name': 'GDY', 'link': 'https://stackoverflow.com/users/2593099/gdy'}",True,55,,2,0,1658422382,1565187031,1658422382.0,57396384,CC BY-SA 4.0,https://stackoverflow.com/questions/57396384/mysql-join-meta-table-wordpress-style-table-structure,MySQL Join meta table (WordPress style table structure),,,
14,"['mysql', 'sql', 'jdbc']","{'account_id': 14466465, 'reputation': 1015, 'user_id': 10449682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b998be29d331c2b6932cc43b9d9f855e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jessie', 'link': 'https://stackoverflow.com/users/10449682/jessie'}",True,5296,,2,0,1657778754,1565763401,1565770272.0,57489048,CC BY-SA 4.0,https://stackoverflow.com/questions/57489048/error-database40-java-sql-sqlnontransientconnectionexception,ERROR Database:40 - java.sql.SQLNonTransientConnectionException,,,
15,"['sql', 'oracle']","{'account_id': 16549559, 'reputation': 13, 'user_id': 11958259, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCWeL3y5tudsTzORCObVrdB28ffOEmUs2oG9HY7pw=k-s256', 'display_name': 'Revati Singh', 'link': 'https://stackoverflow.com/users/11958259/revati-singh'}",True,781,57597036.0,5,0,1657411862,1566410034,1566410093.0,57596897,CC BY-SA 4.0,https://stackoverflow.com/questions/57596897/how-to-find-the-city-name-not-starting-and-ending-with-a-vowel,How to find the city name not starting and ending with a vowel,,,
16,"['mysql', 'sql']","{'account_id': 13809154, 'reputation': 93, 'user_id': 9967316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e31696528790e00bf77ca0b70b8fe0a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thyme N', 'link': 'https://stackoverflow.com/users/9967316/thyme-n'}",True,11459,57720181.0,2,1,1657346158,1567135466,1567136062.0,57720114,CC BY-SA 4.0,https://stackoverflow.com/questions/57720114/mysql-workbench-no-database-selected-select-the-default-db-to-be-used-by-double,mysql workbench No database selected Select the default DB to be used by double-clicking its name in the SCHEMAS list in the sidebar,,,
17,"['sql', 'sql-server']","{'account_id': 4696228, 'reputation': 3642, 'user_id': 4732851, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/64ce82b4cdafc6ae92ae4c5843155d71?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bj&#246;rn C', 'link': 'https://stackoverflow.com/users/4732851/bj%c3%b6rn-c'}",True,58,57706466.0,2,0,1656274015,1567068398,1656274015.0,57706402,CC BY-SA 4.0,https://stackoverflow.com/questions/57706402/where-should-i-put-in-distinct,Where should i put in DISTINCT?,,,
18,"['sql', 'ms-access']","{'account_id': 16418097, 'reputation': 5, 'user_id': 11860042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/463952d519dffdbbc9082b1ae9d7995c?s=256&d=identicon&r=PG&f=1', 'display_name': 'DukeLeto', 'link': 'https://stackoverflow.com/users/11860042/dukeleto'}",True,181,57660365.0,3,0,1654322019,1566828249,1566836067.0,57659479,CC BY-SA 4.0,https://stackoverflow.com/questions/57659479/how-do-you-union-several-tables-that-all-have-a-date-field-grouping-them-by-date,How do you UNION several tables that all have a date field grouping them by date?,,,
19,"['javascript', 'sql', 'npm', 'database-connection', 'cypress']","{'account_id': 3126424, 'reputation': 2008, 'user_id': 9684373, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81c00dae403a944000836295b99f1151?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prany', 'link': 'https://stackoverflow.com/users/9684373/prany'}",True,19891,,5,8,1652103693,1565358641,1592644375.0,57431534,CC BY-SA 4.0,https://stackoverflow.com/questions/57431534/connection-to-sql-db-with-cypress,Connection to SQL DB with Cypress,,,
