,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
0,"['sql', 'sql-server', 'tsql']","{'account_id': 224694, 'reputation': 6307, 'user_id': 484703, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/QrfGN.jpg?s=256&g=1', 'display_name': 'Madam Zu Zu', 'link': 'https://stackoverflow.com/users/484703/madam-zu-zu'}",True,3194,2,1,1669305180,1555961750,1669305180.0,55800101,CC BY-SA 4.0,https://stackoverflow.com/questions/55800101/sql-query-performance-with-case-statement,SQL Query Performance with case statement,,,,,
1,"['mysql', 'sql']","{'account_id': 14618485, 'reputation': 1285, 'user_id': 10557927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7536048de02d951830d2b70fee545fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luis', 'link': 'https://stackoverflow.com/users/10557927/luis'}",True,395,3,1,1669245876,1554391293,1554391526.0,55519609,CC BY-SA 4.0,https://stackoverflow.com/questions/55519609/how-to-count-rows-that-arent-match-between-two-tables-in-mysql,How to count rows that aren&#39;t match between two tables in MySQL?,55519748.0,,,,
2,"['sql', 'sql-server', 'sql-server-2008-r2']","{'account_id': 15713510, 'reputation': 9, 'user_id': 11338257, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-INuM-aKhpWU/AAAAAAAAAAI/AAAAAAAAACA/JZsackmUL_0/photo.jpg?sz=256', 'display_name': 'Rufeena Jack', 'link': 'https://stackoverflow.com/users/11338257/rufeena-jack'}",False,7599,1,0,1668326815,1555926363,1555928524.0,55792422,CC BY-SA 4.0,https://stackoverflow.com/questions/55792422/how-to-fix-the-multi-part-identifier-could-not-be-bound,How to fix &quot;The multi-part identifier ....could not be bound&quot;,,,,,
3,"['sql', 'postgresql']","{'account_id': 9297192, 'reputation': 189, 'user_id': 6903749, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KSXtSYGJya0/AAAAAAAAAAI/AAAAAAAAJLE/wyC1XyDSY90/photo.jpg?sz=256', 'display_name': 'Роман Соляник', 'link': 'https://stackoverflow.com/users/6903749/%d0%a0%d0%be%d0%bc%d0%b0%d0%bd-%d0%a1%d0%be%d0%bb%d1%8f%d0%bd%d0%b8%d0%ba'}",True,25965,3,13,1667932955,1554824700,,55596620,CC BY-SA 4.0,https://stackoverflow.com/questions/55596620/unterminated-dollar-quote,Unterminated dollar quote,55596701.0,,,,
4,"['mysql', 'sql', 'jinja2', 'apache-superset']","{'account_id': 1751087, 'reputation': 1285, 'user_id': 1600162, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JLGDD.png?s=256&g=1', 'display_name': 'Hessam', 'link': 'https://stackoverflow.com/users/1600162/hessam'}",True,4566,1,1,1667419530,1554883229,1667419530.0,55607545,CC BY-SA 4.0,https://stackoverflow.com/questions/55607545/superset-sql-query-editor-using-parameter-in-where-clause,Superset sql query editor using parameter in where clause,55615759.0,1588696563.0,,,
5,"['sql', 'postgresql']","{'account_id': 13625480, 'reputation': 73, 'user_id': 9828881, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88f1f4b7ba6dc144082747b2d460c48f?s=256&d=identicon&r=PG&f=1', 'display_name': 'alejandroFernandez', 'link': 'https://stackoverflow.com/users/9828881/alejandrofernandez'}",True,8725,4,3,1667364495,1554285355,1564909819.0,55492261,CC BY-SA 4.0,https://stackoverflow.com/questions/55492261/what-is-the-difference-between-bool-or-and-bool-and,What is the difference between bool_or and bool_and,55492453.0,,,,
6,"['sql', 'apache-superset']","{'account_id': 1073691, 'reputation': 12405, 'user_id': 1072337, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/072d9a026068ebfb9292d6c2aada071d?s=256&d=identicon&r=PG', 'display_name': 'user1072337', 'link': 'https://stackoverflow.com/users/1072337/user1072337'}",False,767,1,0,1667333220,1555703893,1667333220.0,55767192,CC BY-SA 4.0,https://stackoverflow.com/questions/55767192/unable-to-run-window-functions-in-apache-superset-with-a-fresh-install-and-uploa,Unable to run window functions in Apache Superset with a fresh install and uploaded csv data - near &quot;(&quot;: syntax error,,,,,
7,"['sql', 'postgresql', 'apache-superset']","{'account_id': 12193400, 'reputation': 47, 'user_id': 8900013, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f940d37eae983a6b43cdab8038b9695?s=256&d=identicon&r=PG&f=1', 'display_name': 'Clay Crosby', 'link': 'https://stackoverflow.com/users/8900013/clay-crosby'}",True,1522,2,1,1667333207,1556010468,1667333207.0,55807801,CC BY-SA 4.0,https://stackoverflow.com/questions/55807801/select-minimum-date-within-where-clause,Select Minimum Date within WHERE Clause,55808109.0,,,,
8,"['sql', 'postgresql', 'sqlalchemy', 'sql-order-by']","{'account_id': 5293331, 'reputation': 37, 'user_id': 4225167, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1e256db590caf64581f649075e718d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'XSFg', 'link': 'https://stackoverflow.com/users/4225167/xsfg'}",True,321,4,1,1666359300,1554517482,,55545315,CC BY-SA 4.0,https://stackoverflow.com/questions/55545315/order-clause-with-explicit-order,Order clause with explicit order,,,,,
9,"['sql', 'oracle', 'loops', 'select', 'plsql']","{'account_id': 15714928, 'reputation': 1, 'user_id': 11339364, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-wfH2gycXMiw/AAAAAAAAAAI/AAAAAAAAAGE/lbvT6yheOYg/photo.jpg?sz=256', 'display_name': 'Satyam Shukla', 'link': 'https://stackoverflow.com/users/11339364/satyam-shukla'}",False,12341,3,0,1666235195,1554887810,1554890468.0,55608938,CC BY-SA 4.0,https://stackoverflow.com/questions/55608938/put-select-statement-in-a-for-loop-sql,Put select statement in a for loop - sql,,,,,
10,"['java', 'sql', 'sap-erp']","{'account_id': 6196439, 'reputation': 25, 'user_id': 4827586, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-hMvBv5td6bA/AAAAAAAAAAI/AAAAAAAAFig/F8B0_iAeFGg/photo.jpg?sz=256', 'display_name': 'yoann', 'link': 'https://stackoverflow.com/users/4827586/yoann'}",True,4897,3,0,1665150327,1554713200,1665150327.0,55569449,CC BY-SA 4.0,https://stackoverflow.com/questions/55569449/convert-prps-posid-to-formatted-wbs-element-out-of-sap,Convert PRPS POSID to formatted WBS Element out of SAP,65831490.0,,,,
11,"['sql', 'sql-server']","{'account_id': 3282188, 'reputation': 1652, 'user_id': 2762516, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/3qcdK.jpg?s=256&g=1', 'display_name': 'Casey ScriptFu Pharr', 'link': 'https://stackoverflow.com/users/2762516/casey-scriptfu-pharr'}",False,44,0,0,1663628741,1554319214,1663628741.0,55502781,CC BY-SA 4.0,https://stackoverflow.com/questions/55502781/sql-while-inserting-into-temp-tables-error-stating-already-exist-but-i-clean-up,SQL while inserting into temp tables error stating already exist but I clean up tables prior,,,,,
12,"['php', 'sql', 'database', 'mysqli']","{'account_id': 15032065, 'reputation': 1, 'user_id': 11321291, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2214533945244933/picture?type=large', 'display_name': 'Leonardo Grigorio', 'link': 'https://stackoverflow.com/users/11321291/leonardo-grigorio'}",False,65,1,0,1663585734,1554563866,1663585734.0,55550494,CC BY-SA 4.0,https://stackoverflow.com/questions/55550494/how-can-i-connect-each-user-to-his-own-database,How Can I Connect Each User To His Own Database?,,,,,
13,"['mysql', 'sql']","{'account_id': 3764147, 'reputation': 10256, 'user_id': 3128122, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/Ouuj9.jpg?s=256&g=1', 'display_name': 'Samuel Dauzon', 'link': 'https://stackoverflow.com/users/3128122/samuel-dauzon'}",True,40,2,0,1663525194,1554476345,1663525194.0,55538268,CC BY-SA 4.0,https://stackoverflow.com/questions/55538268/mysql-choose-one-field-in-duplicated-values,MySQL choose one field in duplicated values,55538526.0,,,,
14,"['sql', 'database', 'primary-key']","{'account_id': 14735350, 'reputation': 51, 'user_id': 10641550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0949c8d2ebbca79b8812362b6e483e44?s=256&d=identicon&r=PG&f=1', 'display_name': 'nutella', 'link': 'https://stackoverflow.com/users/10641550/nutella'}",True,17822,6,1,1663456762,1554982762,,55631622,CC BY-SA 4.0,https://stackoverflow.com/questions/55631622/can-i-use-one-same-primary-key-in-two-different-tables,Can I use one same primary key in two different tables?,,,,,
15,"['sql', 'sql-server', 'tsql']","{'account_id': 6537714, 'reputation': 978, 'user_id': 5056594, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh4.googleusercontent.com/-M5sZFImOMWw/AAAAAAAAAAI/AAAAAAAAAT8/x9f5FIEmAM4/photo.jpg?sz=256', 'display_name': 'Sagar Chamling', 'link': 'https://stackoverflow.com/users/5056594/sagar-chamling'}",True,7179,3,4,1662598002,1554702390,1554717713.0,55566923,CC BY-SA 4.0,https://stackoverflow.com/questions/55566923/how-to-aggregate-json-in-sql-server,How to aggregate JSON in SQL Server?,,,,,
