,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['sql', 'database']","{'account_id': 1173629, 'reputation': 159, 'user_id': 1150176, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/752a3e922c817607874eb49e25f2bebe?s=256&d=identicon&r=PG', 'display_name': 'user1150176', 'link': 'https://stackoverflow.com/users/1150176/user1150176'}",True,83313,4,15,1668198441,1326615504,1326623359.0,8868395,CC BY-SA 3.0,https://stackoverflow.com/questions/8868395/sql-multi-valued-attributes,SQL: multi valued attributes,,,,,
1,['sql'],"{'account_id': 1165178, 'reputation': 21, 'user_id': 1143778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b62d375f73971ab1fc7eeddb2b6215e?s=256&d=identicon&r=PG', 'display_name': 'user1143778', 'link': 'https://stackoverflow.com/users/1143778/user1143778'}",True,265,2,2,1668091594,1326304134,1326380338.0,8824104,CC BY-SA 3.0,https://stackoverflow.com/questions/8824104/sql-pull-distinct-values-form-1-column-with-all-values-from-2nd-column,SQL: pull distinct values form 1 column with all values from 2nd column,,,,,
2,"['sql', 'postgresql', 'database-design', 'triggers', 'sql-update']","{'account_id': 250369, 'reputation': 2029, 'user_id': 527036, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/5bf847dcfe8996bbd4bcd716f91dc10d?s=256&d=identicon&r=PG', 'display_name': 'EvilAmarant7x', 'link': 'https://stackoverflow.com/users/527036/evilamarant7x'}",True,33328,4,43,1667330259,1325861244,1649707137.0,8759595,CC BY-SA 4.0,https://stackoverflow.com/questions/8759595/within-a-trigger-function-how-to-get-which-fields-are-being-updated,"Within a trigger function, how to get which fields are being updated",8762116.0,,,,
3,"['sql', 'security', 'sql-injection']","{'account_id': 1003107, 'reputation': 4411, 'user_id': 1017513, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/5cfc2067c46749a76a30d2caf963a147?s=256&d=identicon&r=PG', 'display_name': 'Average Joe', 'link': 'https://stackoverflow.com/users/1017513/average-joe'}",True,272,3,2,1666397425,1327973841,1327974003.0,9073356,,https://stackoverflow.com/questions/9073356/sql-injection-in-a-disguise,SQL Injection in a Disguise,9073400.0,1328015279.0,not constructive,,
4,"['sql', 'stored-procedures', 'sql-injection', 'prepared-statement']","{'account_id': 988294, 'reputation': 578, 'user_id': 1006271, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b11edda002e605b56d1524bbd0d1f39f?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/1006271/daniel'}",True,2112,3,6,1666395328,1325607191,1325607761.0,8715104,CC BY-SA 3.0,https://stackoverflow.com/questions/8715104/preventing-sql-injection-why-should-one-escape-the-input-if-using-prepared-sta,Preventing sql injection - why should one escape the input if using prepared statements?,8715403.0,,,,
5,"['php', 'sql', 'sql-injection', 'validation']","{'account_id': 120771, 'reputation': 17100, 'user_id': 313389, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/90542ab4ef51518d0fc4f1d7a7f7e78d?s=256&d=identicon&r=PG', 'display_name': 'hd.', 'link': 'https://stackoverflow.com/users/313389/hd'}",True,2210,4,4,1666394205,1327815998,1327817970.0,9051226,CC BY-SA 3.0,https://stackoverflow.com/questions/9051226/passing-numeric-variable-and-preventing-sql-injection,Passing numeric variable and preventing SQL injection,9051373.0,,,,
6,"['sql', 'sql-server', 'constraints']","{'account_id': 1118715, 'reputation': 15211, 'user_id': 1107474, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1ed1a5311fa24392fb6c5f90f680c8dd?s=256&d=identicon&r=PG', 'display_name': 'mezamorphic', 'link': 'https://stackoverflow.com/users/1107474/mezamorphic'}",True,89512,7,104,1666239017,1325596641,1501383453.0,8712875,CC BY-SA 3.0,https://stackoverflow.com/questions/8712875/rename-a-constraint-in-sql-server,Rename a constraint in SQL Server?,8712921.0,,,,
7,"['sql', 'sql-server']","{'account_id': 559428, 'reputation': 2907, 'user_id': 921739, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/6scY0.png?s=256&g=1', 'display_name': 'Logical Fallacy', 'link': 'https://stackoverflow.com/users/921739/logical-fallacy'}",True,91681,4,33,1666228160,1327179030,1666228160.0,8956577,CC BY-SA 4.0,https://stackoverflow.com/questions/8956577/how-can-i-correct-the-correlation-names-on-this-sql-join,How can I correct the correlation names on this sql join?,8956604.0,,,,
8,"['sql', 'sqlite', 'indexing', 'timestamp', 'primary-key']","{'account_id': 107921, 'reputation': 6726, 'user_id': 286704, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/9b9fd642c131dddc0689f0f56eaa2011?s=256&d=identicon&r=PG', 'display_name': 'Marcx', 'link': 'https://stackoverflow.com/users/286704/marcx'}",True,2543,3,2,1664310934,1326880715,,8908211,CC BY-SA 3.0,https://stackoverflow.com/questions/8908211/sql-primary-key-autoincrement-vs-timestamp,SQL Primary key autoincrement vs timestamp,,,,,
9,"['sql', 'sql-server', 'sql-server-2008', 'tsql', 'finance']","{'account_id': 354305, 'reputation': 9139, 'user_id': 692572, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/tmid4.png?s=256&g=1', 'display_name': 'Michael A', 'link': 'https://stackoverflow.com/users/692572/michael-a'}",True,60864,18,10,1664185561,1325747170,,8738818,CC BY-SA 3.0,https://stackoverflow.com/questions/8738818/showing-what-quarter-of-a-financial-year-a-date-is-in,Showing what quarter of a financial year a date is in,8739030.0,,,,
