,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,"['sql', 'pandas', 'postgresql', 'sqlalchemy']","{'account_id': 20130979, 'reputation': 51, 'user_id': 14764365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7337ec466115788754e6f97875ea1eb4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Elias', 'link': 'https://stackoverflow.com/users/14764365/elias'}",True,637,68638764.0,3,1,1669317251,1628003308,68638554,CC BY-SA 4.0,https://stackoverflow.com/questions/68638554/change-all-column-names-to-lowercase-postgresql,Change all column names to lowercase Postgresql,,,
1,"['python', 'sql', 'python-3.x', 'postgresql', 'list']","{'account_id': 18895427, 'reputation': 75, 'user_id': 13784710, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a32ddaf67b6561e0ee16810bcc35735?s=256&d=identicon&r=PG&f=1', 'display_name': 'bowih', 'link': 'https://stackoverflow.com/users/13784710/bowih'}",True,556,68842498.0,2,3,1669281070,1629350985,68842475,CC BY-SA 4.0,https://stackoverflow.com/questions/68842475/single-column-fetch-returning-in-list-in-python-postgresql,Single column fetch returning in list in python postgresql,,,
2,"['sql', 'excel', 'powershell']","{'account_id': 15324420, 'reputation': 45, 'user_id': 11055958, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-vBoyvvIglls/AAAAAAAAAAI/AAAAAAAAABA/Yzd_LIN33U0/photo.jpg?sz=256', 'display_name': 'anu priya', 'link': 'https://stackoverflow.com/users/11055958/anu-priya'}",False,96,,1,1,1668990192,1627908545,68621884,CC BY-SA 4.0,https://stackoverflow.com/questions/68621884/how-to-export-the-output-of-sql-query-to-excel-using-powershell,How to export the output of SQL query to excel using powershell,1627909377.0,,
3,"['sql', 'postgresql', 'triggers', 'sql-update', 'sql-insert']","{'account_id': 20421601, 'reputation': 47, 'user_id': 14982497, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-OlCRMcABoNA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmusFv7dkX0Nz0reQ0no_rUnxfraQ/s96-c/photo.jpg?sz=256', 'display_name': 'Nok', 'link': 'https://stackoverflow.com/users/14982497/nok'}",True,1798,68937452.0,2,0,1668970712,1629974041,68936943,CC BY-SA 4.0,https://stackoverflow.com/questions/68936943/postgresql-using-trigger-to-update-column-values-after-inserting-values,Postgresql using Trigger to update column values after inserting values,,,
4,"['sql', 'elixir', 'phoenix-framework', 'ecto']","{'account_id': 13212631, 'reputation': 60, 'user_id': 9542315, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f3db34b94d7bbe725ba40ba31b57fd0?s=256&d=identicon&r=PG&f=1', 'display_name': 'redtomato', 'link': 'https://stackoverflow.com/users/9542315/redtomato'}",True,271,68818311.0,1,0,1668861682,1629151510,68809698,CC BY-SA 4.0,https://stackoverflow.com/questions/68809698/what-is-the-proper-syntax-for-an-ecto-query-using-ilike-and-sql-concatenation,What is the proper syntax for an Ecto query using ilike and SQL concatenation?,1668861682.0,,
5,"['sql', 'google-bigquery', 'inner-join']","{'account_id': 22467294, 'reputation': 13, 'user_id': 16668254, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJymmcMO-uY7H2szraUCH16Lw9eyENQDw0dkYUZJ=k-s256', 'display_name': 'Steve Sheng', 'link': 'https://stackoverflow.com/users/16668254/steve-sheng'}",True,2796,68898898.0,3,0,1668508031,1629751686,68898855,CC BY-SA 4.0,https://stackoverflow.com/questions/68898855/unrecognized-name-employees-at-98,Unrecognized name: employees at [9:8],1641841520.0,,
6,"['sql', 'sql-server', 'tsql']","{'account_id': 22492673, 'reputation': 25, 'user_id': 16690190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e26c34e022de78a0dfd623bc939d633?s=256&d=identicon&r=PG&f=1', 'display_name': 'MisterXAGE_', 'link': 'https://stackoverflow.com/users/16690190/misterxage'}",True,888,,6,-2,1668378830,1629228088,68822945,CC BY-SA 4.0,https://stackoverflow.com/questions/68822945/how-to-select-a-name-in-an-list,How to select a Name in an List?,1629269817.0,,
7,"['sql', 'postgresql', 'postgresql-13']","{'account_id': 21498497, 'reputation': 135, 'user_id': 15843133, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8wt8G.png?s=256&g=1', 'display_name': 'trouble_bucket', 'link': 'https://stackoverflow.com/users/15843133/trouble-bucket'}",False,100,,2,0,1667895921,1629255277,68826027,CC BY-SA 4.0,https://stackoverflow.com/questions/68826027/prevent-daterange-column-from-inserting-empty,Prevent daterange column from inserting &#39;empty&#39;,,,
8,"['javascript', 'sql', 'node.js', 'nestjs', 'typeorm']","{'account_id': 13383143, 'reputation': 411, 'user_id': 9658618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/497828ba9a86416b2a64f3a1be7c0f4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'SeekanDestroy', 'link': 'https://stackoverflow.com/users/9658618/seekandestroy'}",False,2219,,2,6,1667841057,1628157758,68664529,CC BY-SA 4.0,https://stackoverflow.com/questions/68664529/typeorm-createquerybuilder-is-possible-to-use-table-name-as-string-instead-of-e,TypeORM createQueryBuilder: Is possible to use table name as string instead of entity,1639415425.0,,
9,"['sql', 'google-bigquery']","{'account_id': 22540658, 'reputation': 3, 'user_id': 16731252, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhznXOpxTEhXVwmOmw9jLMK6Vys7ixyg1UV9sHkpQ=k-s256', 'display_name': 'Wilcat', 'link': 'https://stackoverflow.com/users/16731252/wilcat'}",True,2902,68892139.0,1,0,1667579777,1629707966,68889595,CC BY-SA 4.0,https://stackoverflow.com/questions/68889595/sql-query-for-rfm-analysis-with-user-segmentation,SQL query for RFM analysis with user segmentation,1629708907.0,,
