,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,['sql'],"{'account_id': 337651, 'reputation': 2340, 'user_id': 666040, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/7d984140124829b05f7c01d3a1c9125e?s=256&d=identicon&r=PG', 'display_name': 'Francesco', 'link': 'https://stackoverflow.com/users/666040/francesco'}",True,32588,9159814.0,10,16,1669405133,1328529421,1329755917.0,9159729,CC BY-SA 3.0,https://stackoverflow.com/questions/9159729/simulate-a-left-join-without-using-left-join,Simulate a left join without using &quot;left join&quot;,,,,
1,"['sql', 'sql-server', 'sql-server-2008']","{'account_id': 167993, 'reputation': 887, 'user_id': 393148, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/bf06b9143f058f1a2f5c3b9d05250780?s=256&d=identicon&r=PG', 'display_name': 'user393148', 'link': 'https://stackoverflow.com/users/393148/user393148'}",True,97989,9473802.0,4,26,1669176672,1330383426,1330436521.0,9473718,CC BY-SA 3.0,https://stackoverflow.com/questions/9473718/getting-max-value-from-rows-and-joining-to-another-table,Getting max value from rows and joining to another table,,,,
2,"['mysql', 'sql']","{'account_id': 949609, 'reputation': 13, 'user_id': 976027, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6fb09f37a254dbbc91876e6cbef3c4ca?s=256&d=identicon&r=PG', 'display_name': 'user976027', 'link': 'https://stackoverflow.com/users/976027/user976027'}",True,8190,,6,0,1668787421,1330171449,1668787421.0,9443812,CC BY-SA 4.0,https://stackoverflow.com/questions/9443812/how-to-query-maximum-marks,How to query maximum marks?,,,,
3,"['sql', 'casting']","{'account_id': 1128511, 'reputation': 930, 'user_id': 1115161, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9c5e0b853cc3b958a48c0d4979da84a5?s=256&d=identicon&r=PG', 'display_name': 'alkhader', 'link': 'https://stackoverflow.com/users/1115161/alkhader'}",True,256412,9410766.0,2,34,1668527925,1329990917,1668527925.0,9410686,CC BY-SA 4.0,https://stackoverflow.com/questions/9410686/convert-int-to-float,Convert INT to FLOAT,,,,
4,"['sql', 'sql-server', 'tsql', 'greatest-n-per-group']","{'account_id': 1275327, 'reputation': 7341, 'user_id': 1230724, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/ada631c9a86c60cb84057d17a6a47cba?s=256&d=identicon&r=PG', 'display_name': 'orange', 'link': 'https://stackoverflow.com/users/1230724/orange'}",True,75511,9430860.0,7,35,1668190287,1330086331,1668190287.0,9430743,CC BY-SA 4.0,https://stackoverflow.com/questions/9430743/selecting-most-recent-and-specific-version-in-each-group-of-records-for-multipl,"Selecting most recent and specific version in each group of records, for multiple groups",,,,
5,"['sql', 'where-clause', 'having']","{'account_id': 1018772, 'reputation': 7857, 'user_id': 1029733, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/a15b6ee9ffa696b4ca8f88de01a7d666?s=256&d=identicon&r=PG', 'display_name': 'Adam Sh', 'link': 'https://stackoverflow.com/users/1029733/adam-sh'}",True,208303,9253267.0,9,267,1667997633,1329085022,1601099129.0,9253244,CC BY-SA 4.0,https://stackoverflow.com/questions/9253244/sql-having-vs-where,SQL - HAVING vs. WHERE,,,,
6,"['sql', 'sql-server', 'sql-server-2008', 'aggregate-functions']","{'account_id': 446844, 'reputation': 1594, 'user_id': 840145, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/8f2fe901e39e3ab5a9a72faf807bb42b?s=256&d=identicon&r=PG', 'display_name': 'Corovei Andrei', 'link': 'https://stackoverflow.com/users/840145/corovei-andrei'}",True,21893,9358767.0,4,9,1667903331,1329729758,,9358691,CC BY-SA 3.0,https://stackoverflow.com/questions/9358691/sql-aggregate-function-to-obtain-a-list,Sql aggregate function to obtain a list,,,,
7,"['php', 'mysql', 'sql', 'database', 'phpmyadmin']","{'account_id': 474686, 'reputation': 25112, 'user_id': 884521, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b096fdd882f826178a7eb8c56e1a1aa5?s=256&d=identicon&r=PG', 'display_name': 'Mo.', 'link': 'https://stackoverflow.com/users/884521/mo'}",True,10863,9250457.0,5,1,1667865553,1329063257,1667865553.0,9250330,CC BY-SA 4.0,https://stackoverflow.com/questions/9250330/how-to-import-a-text-file-to-mysql-direct-or-through-php,How to import a text file to MySQL direct or through PHP,,,,
8,"['mysql', 'sql', 'entity-framework']","{'account_id': 441946, 'reputation': 844, 'user_id': 832323, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/28c68195e548e0a6952efe9f536d945a?s=256&d=identicon&r=PG', 'display_name': 'AFrieze', 'link': 'https://stackoverflow.com/users/832323/afrieze'}",True,9117,9445797.0,5,10,1667811605,1330186514,,9445678,CC BY-SA 3.0,https://stackoverflow.com/questions/9445678/entity-framework-with-mysql-table-capitalization-issue-between-linux-and-window,"Entity Framework with mysql, Table Capitalization issue between linux and windows",,,,
9,"['sql', 'oracle', 'oracle10g', 'rownum']","{'account_id': 1158690, 'reputation': 6198, 'user_id': 1138658, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Z311c.jpg?s=256&g=1', 'display_name': 'Gaurav Soni', 'link': 'https://stackoverflow.com/users/1138658/gaurav-soni'}",True,82850,9240230.0,10,28,1666032120,1328963155,1354007105.0,9240192,CC BY-SA 3.0,https://stackoverflow.com/questions/9240192/selecting-the-second-row-of-a-table-using-rownum,Selecting the second row of a table using rownum,,,,
10,"['mysql', 'sql', 'unique-key']","{'account_id': 339736, 'reputation': 17700, 'user_id': 669388, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/2925f716bddf65e82b11f666f742b978?s=256&d=identicon&r=PG', 'display_name': 'DEVOPS', 'link': 'https://stackoverflow.com/users/669388/devops'}",True,275200,9172188.0,8,101,1665706298,1328597799,,9172164,CC BY-SA 3.0,https://stackoverflow.com/questions/9172164/how-to-remove-unique-key-from-mysql-table,How to remove unique key from mysql table,,,,
