,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['sql', 'sql-server', 'tsql', 'ssis']","{'account_id': 20993344, 'reputation': 13, 'user_id': 15425758, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b24d0baa0d0f41bddcdd5c350aa34bd6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shal', 'link': 'https://stackoverflow.com/users/15425758/shal'}",True,124,69187336.0,3,0,1669077766,1631643335,1631650815.0,69182743,CC BY-SA 4.0,https://stackoverflow.com/questions/69182743/finding-occurrence-of-the-duplicate-values,Finding Occurrence of the duplicate values,,
1,"['sql', 'sql-server', 'dateadd', 'regional-settings']","{'account_id': 22831824, 'reputation': 5, 'user_id': 16980140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5298c94d6e56931889ee134805fc8e5c?s=256&d=identicon&r=PG', 'display_name': 'SandGrug', 'link': 'https://stackoverflow.com/users/16980140/sandgrug'}",True,62,69296987.0,1,0,1668741279,1632360270,1668741279.0,69292943,CC BY-SA 4.0,https://stackoverflow.com/questions/69292943/dateadd-uses-wrong-region-format,DATEADD uses wrong region format,,
2,"['mysql', 'sql']","{'account_id': 21239873, 'reputation': 254, 'user_id': 15623535, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mo1UX.jpg?s=256&g=1', 'display_name': 'M&#242;e', 'link': 'https://stackoverflow.com/users/15623535/m%c3%b2e'}",True,31,69043837.0,1,1,1668720734,1630666491,1668720734.0,69043791,CC BY-SA 4.0,https://stackoverflow.com/questions/69043791/mysql-duplicate-results-of-query-relation-with-2-other-table-in-operator,"Mysql duplicate results of query relation with 2 other table , IN operator",,
3,"['sql', 'database', 'google-bigquery']","{'account_id': 20047679, 'reputation': 21, 'user_id': 14696988, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjlvIOu1IRHpZauExWT8ZJ9g40GUSuQ88cS2IN7xCs=k-s256', 'display_name': 'karan Sharma_5017', 'link': 'https://stackoverflow.com/users/14696988/karan-sharma-5017'}",True,19310,69360023.0,2,0,1668319350,1632824188,1633556024.0,69359886,CC BY-SA 4.0,https://stackoverflow.com/questions/69359886/syntax-error-expected-end-of-input-but-got-keyword-where-at-41-in-bigquery,Syntax error: Expected end of input but got keyword WHERE at [4:1] in BigQuery,,
4,"['mysql', 'sql', 'count', 'distinct']","{'account_id': 15604019, 'reputation': 39, 'user_id': 11257332, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf586194d0b83468ba0596a7d756a1ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'JumpJ', 'link': 'https://stackoverflow.com/users/11257332/jumpj'}",True,115,69136287.0,2,-1,1667844155,1631296597,1667844155.0,69136235,CC BY-SA 4.0,https://stackoverflow.com/questions/69136235/how-do-i-count-the-same-email-being-used-but-a-different-domain-in-this-mysql-d,"How do I COUNT the same email being used, but a different domain in this MySQL database?",,
5,"['sql', 'google-bigquery', 'metadata', 'database-metadata']","{'account_id': 21592586, 'reputation': 421, 'user_id': 15921941, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8de176cc3187291e8ce1f8f2548a7b28?s=256&d=identicon&r=PG&f=1', 'display_name': 'randomdatascientist', 'link': 'https://stackoverflow.com/users/15921941/randomdatascientist'}",True,643,74223120.0,2,0,1666878263,1632386855,,69296811,CC BY-SA 4.0,https://stackoverflow.com/questions/69296811/viewing-historical-metadata-of-bigquery-tables-datasets,Viewing Historical Metadata of BigQuery Tables/Datasets,,
6,"['sql', 'amazon-web-services', 'grafana', 'amazon-timestream']","{'account_id': 22669932, 'reputation': 45, 'user_id': 16841823, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhsDbCIgL6eSUa6DWqN9YwPQvyZGlfjbaatzptsMZY=k-s256', 'display_name': 'Ew Na', 'link': 'https://stackoverflow.com/users/16841823/ew-na'}",True,761,69077876.0,3,1,1666440768,1630923098,1630924101.0,69072809,CC BY-SA 4.0,https://stackoverflow.com/questions/69072809/grafana-multi-value-query-in-timestream,grafana multi value query in timestream,,
7,"['php', 'sql']","{'account_id': 19662729, 'reputation': 3, 'user_id': 14393850, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiZy97xhTDaoDZHAMlYwvvYYBwYv3efZu4LqrO5aQ=k-s256', 'display_name': 'Patrick Mc Cabe', 'link': 'https://stackoverflow.com/users/14393850/patrick-mc-cabe'}",True,40,69163078.0,2,0,1665969374,1631537196,1665969374.0,69162944,CC BY-SA 4.0,https://stackoverflow.com/questions/69162944/php-script-applied-to-multiple-cells,PHP script applied to multiple cells,,
8,"['sql', 'sqlite', 'lag', 'lead', 'over-clause']","{'account_id': 22694697, 'reputation': 21, 'user_id': 16863055, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/v5M1B.png?s=256&g=1', 'display_name': 'yunjeong park', 'link': 'https://stackoverflow.com/users/16863055/yunjeong-park'}",True,2508,69709367.0,8,1,1664973211,1631362753,,69142971,CC BY-SA 4.0,https://stackoverflow.com/questions/69142971/codility-sqleventsdelta-compute-the-difference-between-the-latest-and-the-secon,Codility SqlEventsDelta (Compute the difference between the latest and the second latest value for each event type),,
9,"['mysql', 'sql']","{'account_id': 22750124, 'reputation': 21, 'user_id': 16910402, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjA7MUT6KChbW-3TMQOoeCO7ute7qITKEke_mgN5w=k-s256', 'display_name': 'Pushpak Yadav', 'link': 'https://stackoverflow.com/users/16910402/pushpak-yadav'}",True,90,69181092.0,1,1,1664939562,1631632625,1664939562.0,69180426,CC BY-SA 4.0,https://stackoverflow.com/questions/69180426/savepoint-in-mysql,SAVEPOINT in MySQL,,
