,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['java', 'sql', 'spring-boot', 'liquibase', 'bidirectional']","{'account_id': 18624606, 'reputation': 23, 'user_id': 13574018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc1997124395d535e8d41979c8a687a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maxim Grankin', 'link': 'https://stackoverflow.com/users/13574018/maxim-grankin'}",True,242,64246940.0,2,2,1669146591,1601720139,1602083283.0,64183096,CC BY-SA 4.0,https://stackoverflow.com/questions/64183096/liquibase-bidirectional-relationships-changelog-order,Liquibase bidirectional relationships changelog order,,
1,"['python', 'html', 'sql', 'conditional-statements']","{'account_id': 18928644, 'reputation': 27, 'user_id': 13941779, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6f264b05929c38bf18df2b96e39a7ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'aisha&#39;s SO', 'link': 'https://stackoverflow.com/users/13941779/aishas-so'}",False,116,,1,0,1668784718,1604060052,1668784718.0,64608151,CC BY-SA 4.0,https://stackoverflow.com/questions/64608151/internal-server-error-in-register-html-page,Internal Server error in register html page,,
2,"['mysql', 'sql', 'count', 'subquery', 'aggregate-functions']","{'account_id': 19805850, 'reputation': 19, 'user_id': 14505806, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6Gwsv.jpg?s=256&g=1', 'display_name': 'Mistry Jignesh', 'link': 'https://stackoverflow.com/users/14505806/mistry-jignesh'}",True,9065,,4,1,1668542624,1604060856,1609418313.0,64608365,CC BY-SA 4.0,https://stackoverflow.com/questions/64608365/write-query-to-display-look-like-in-image,Write Query to display look like in image,,
3,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 19784168, 'reputation': 61, 'user_id': 14488535, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ad95884bc75c7d4edd01a5bcb15036e?s=256&d=identicon&r=PG&f=1', 'display_name': 'clickidyclack', 'link': 'https://stackoverflow.com/users/14488535/clickidyclack'}",False,15220,,2,6,1667761625,1603230814,1603230934.0,64453851,CC BY-SA 4.0,https://stackoverflow.com/questions/64453851/numeric-value-is-not-recognized-what-column,&quot;Numeric value &#39;&#39; is not recognized&quot; - what column?,,
4,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 2802857, 'reputation': 33, 'user_id': 2410758, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c6f3064e58b4759f6f0f7c0397185c2?s=256&d=identicon&r=PG', 'display_name': 'kappapilla', 'link': 'https://stackoverflow.com/users/2410758/kappapilla'}",True,2265,64501358.0,1,1,1667394003,1603459676,1603460461.0,64500948,CC BY-SA 4.0,https://stackoverflow.com/questions/64500948/does-snowflake-insert-overwrite-impact-how-streams-capture-changes,Does Snowflake insert “OVERWRITE” impact how STREAMs capture changes,,
5,"['sql', 'sql-server']","{'account_id': 6229805, 'reputation': 29, 'user_id': 4846937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbfdf50810030d7581f9555f7d2e4b89?s=256&d=identicon&r=PG&f=1', 'display_name': 'Potatan', 'link': 'https://stackoverflow.com/users/4846937/potatan'}",True,482,,2,0,1667098425,1602076041,1602076189.0,64244657,CC BY-SA 4.0,https://stackoverflow.com/questions/64244657/is-there-way-to-update-multiple-rows-in-the-same-table-with-different-values,"Is there way to update multiple rows in the same table, with different values?",,
6,"['sql', 'sql-server', 'view', 'timeout', 'execution']","{'account_id': 18647296, 'reputation': 27, 'user_id': 13591618, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-kqdsB2D2BPY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4yet3lizKkAd_zMm_50Dyxp_7Rg/photo.jpg?sz=256', 'display_name': 'Jordan Hersey', 'link': 'https://stackoverflow.com/users/13591618/jordan-hersey'}",True,55,64383425.0,1,0,1666895392,1602776341,1666895392.0,64375111,CC BY-SA 4.0,https://stackoverflow.com/questions/64375111/ssms-executing-view-timeout,SSMS executing view timeout,,
7,"['sql', 'hana', 'sap-business-technology-platform']","{'account_id': 16601986, 'reputation': 27, 'user_id': 11997384, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-cFRl8yguw2I/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcMf9G1tpmhRK9zcCBLVXBYFnE95A/photo.jpg?sz=256', 'display_name': 'CodeStar', 'link': 'https://stackoverflow.com/users/11997384/codestar'}",False,977,,0,0,1666769783,1601855752,1666769783.0,64200980,CC BY-SA 4.0,https://stackoverflow.com/questions/64200980/cumulative-sum-and-remaining-balance-based-on-conditions-on-previous-row-in-sql,Cumulative Sum and remaining balance based on conditions on previous row in SQL(HANA),,
8,"['python', 'sql', 'sqlalchemy']","{'account_id': 2875898, 'reputation': 101, 'user_id': 7332090, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc4ed52b8115cf1c280db3059c3a0a4c?s=256&d=identicon&r=PG', 'display_name': 'qmk', 'link': 'https://stackoverflow.com/users/7332090/qmk'}",True,381,,1,4,1666354307,1603215733,,64450609,CC BY-SA 4.0,https://stackoverflow.com/questions/64450609/in-sqlalchemy-is-there-a-way-to-eager-load-multiple-aliased-selectables-of-the,"In SQLAlchemy, is there a way to eager-load multiple aliased selectables of the same class using one query?",,
9,"['python', 'sql', 'postgresql', 'csv', 'google-cloud-platform']","{'account_id': 16196175, 'reputation': 3300, 'user_id': 11693768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/692ebec00b99a45dff3ea0d2542615fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'anarchy', 'link': 'https://stackoverflow.com/users/11693768/anarchy'}",True,156,64343568.0,1,0,1665790111,1602623631,1602625366.0,64343237,,https://stackoverflow.com/questions/64343237/most-efficient-way-of-storing-and-updating-data-points-tables-csv-tables-in,Most efficient way of storing and updating data points / tables / csv tables in a table or database using python maybe SQL?,1602640851.0,Needs more focus
