,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,"['sql', 'postgresql', 'jsonb']","{'account_id': 6271996, 'reputation': 2146, 'user_id': 4957620, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/JueJ4.png?s=256&g=1', 'display_name': 'chris', 'link': 'https://stackoverflow.com/users/4957620/chris'}",True,2574,65024264.0,2,4,1669309694,1606400648,65023886,CC BY-SA 4.0,https://stackoverflow.com/questions/65023886/how-to-get-value-from-json-with-dynamic-key-in-postgres,How to get value from JSON with dynamic key in Postgres,,,
1,"['mysql', 'sql', 'orm', 'sql-order-by', 'typeorm']","{'account_id': 7706017, 'reputation': 2730, 'user_id': 5836969, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/5fb9e2b1bd7dc295b7ab04bdbe1f9166?s=256&d=identicon&r=PG', 'display_name': 'Sai', 'link': 'https://stackoverflow.com/users/5836969/sai'}",True,17575,64681472.0,1,15,1669191483,1604498123,64681418,CC BY-SA 4.0,https://stackoverflow.com/questions/64681418/orderby-on-multiple-columns-using-typeorm,Orderby on multiple columns using typeorm,,,
2,"['sql', 'macros', 'concatenation', 'dbt']","{'account_id': 3029772, 'reputation': 5619, 'user_id': 2569042, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/3pKWM.jpg?s=256&g=1', 'display_name': 'Krzysztof Słowiński', 'link': 'https://stackoverflow.com/users/2569042/krzysztof-s%c5%82owi%c5%84ski'}",True,2388,,2,0,1669149414,1604557849,64692228,CC BY-SA 4.0,https://stackoverflow.com/questions/64692228/concatenate-columns-using-a-macro-in-dbt-for-redshift,Concatenate columns using a macro in DBT for Redshift,1604685800.0,,
3,"['sql', 'group-by', 'count', 'google-bigquery']","{'account_id': 5945854, 'reputation': 75, 'user_id': 4675376, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6ba52718855066c9b8e2df366f9d553?s=256&d=identicon&r=PG&f=1', 'display_name': 'LucasLee', 'link': 'https://stackoverflow.com/users/4675376/lucaslee'}",True,126,64908795.0,4,0,1668603418,1605775514,64908173,CC BY-SA 4.0,https://stackoverflow.com/questions/64908173/sql-to-calculate-the-overall-total-and-sub-total-number,SQL to calculate the overall total and sub total number,,,
4,"['sql', 'pandas', 'snowflake-cloud-data-platform']","{'account_id': 5429757, 'reputation': 351, 'user_id': 4321000, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SVOiU.jpg?s=256&g=1', 'display_name': 'Danieledu', 'link': 'https://stackoverflow.com/users/4321000/danieledu'}",True,615,,3,1,1668451531,1604637554,64708951,CC BY-SA 4.0,https://stackoverflow.com/questions/64708951/how-to-view-stats-on-snowflake,how to view stats on snowflake?,1605758550.0,,
5,"['python', 'sql']","{'account_id': 16976466, 'reputation': 3, 'user_id': 12279696, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8917665f5ae00e3673fdf70518671dd4?s=256&d=identicon&r=PG&f=1', 'display_name': 'moni', 'link': 'https://stackoverflow.com/users/12279696/moni'}",False,762,,2,0,1668056845,1605651970,64884256,CC BY-SA 4.0,https://stackoverflow.com/questions/64884256/python-loop-to-execute-multiple-sql-files-in-a-directory,Python loop to execute multiple sql files in a directory,,,
6,"['sql', 'sql-server']","{'user_type': 'does_not_exist', 'display_name': 'user14193972'}",True,462,,2,-1,1666944832,1604373820,64656386,CC BY-SA 4.0,https://stackoverflow.com/questions/64656386/split-date-time-data-by-hour-and-expand-a-range-of-date-time-into-rows,Split Date/Time Data by Hour and Expand a Range of Date/Time into Rows,,,
7,"['sql', 'database', 'firebase', 'google-bigquery', 'analytics']","{'account_id': 19922950, 'reputation': 75, 'user_id': 14598342, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiZvpGVuMBTBzumTWQ3q59BVH5_ebABVtRrPE9X=k-s256', 'display_name': 'xtract studio', 'link': 'https://stackoverflow.com/users/14598342/xtract-studio'}",True,5050,64832797.0,5,6,1666789701,1605347691,64832654,CC BY-SA 4.0,https://stackoverflow.com/questions/64832654/change-from-table-name-dynamically-based-on-date-in-bigquery-scheduled-query,Change FROM Table Name Dynamically based on date in Bigquery Scheduled Query,1605351723.0,,
8,"['javascript', 'php', 'html', 'sql', 'arrays']","{'account_id': 13983867, 'reputation': 137, 'user_id': 10099430, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-KfKAiImYmPE/AAAAAAAAAAI/AAAAAAAABJg/GUrwB0B8QNw/photo.jpg?sz=256', 'display_name': 'Sang Tonsing', 'link': 'https://stackoverflow.com/users/10099430/sang-tonsing'}",False,54,,1,0,1666454888,1606154879,64973874,CC BY-SA 4.0,https://stackoverflow.com/questions/64973874/how-to-insert-javascript-array-data-into-a-database,How to insert javascript array data into a database?,,,
9,"['sql', 'arrays', 'postgresql', 'create-table', 'unique-constraint']","{'account_id': 10946712, 'reputation': 51, 'user_id': 8044561, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12cbc7a0b144e6f0886b5d838793184e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Austin Chappell', 'link': 'https://stackoverflow.com/users/8044561/austin-chappell'}",True,254,,1,4,1666211803,1605932652,64939812,CC BY-SA 4.0,https://stackoverflow.com/questions/64939812/postgresql-constraint-on-2-columns-so-col-a-cannot-share-any-values-of-col-b,"Postgresql constraint on 2 columns, so &quot;col_a&quot; cannot share any values of &quot;col_b&quot;",1605958225.0,,
