,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['python', 'sql', 'amazon-web-services', 'boto3', 'athena']","{'account_id': 12817120, 'reputation': 2362, 'user_id': 9273406, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4IJsc.jpg?s=256&g=1', 'display_name': 'azizbro', 'link': 'https://stackoverflow.com/users/9273406/azizbro'}",True,800,1,3,1669242458,1641883381,1641940683.0,70662594,CC BY-SA 4.0,https://stackoverflow.com/questions/70662594/how-to-check-athena-query-ran-successfully-in-python,How to check Athena query ran successfully in Python?,,,
1,"['sql', 'reporting-services', 'ssrs-2008']","{'account_id': 16473123, 'reputation': 3491, 'user_id': 11901732, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RiNDt.jpg?s=256&g=1', 'display_name': 'nilsinelabore', 'link': 'https://stackoverflow.com/users/11901732/nilsinelabore'}",False,116,1,0,1669150455,1641880571,,70662229,CC BY-SA 4.0,https://stackoverflow.com/questions/70662229/how-to-report-on-the-last-day-of-each-month-ssrs,How to report on the last day of each month SSRS,,,
2,"['sql', 'sequelize.js']","{'account_id': 18920762, 'reputation': 13, 'user_id': 13923232, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IIBFM.jpg?s=256&g=1', 'display_name': 'Alexei', 'link': 'https://stackoverflow.com/users/13923232/alexei'}",True,447,2,0,1668975735,1643366386,,70892345,CC BY-SA 4.0,https://stackoverflow.com/questions/70892345/how-can-i-convert-sql-query-to-sequelize,How can I convert SQL-query to Sequelize?,70895818.0,,
3,"['sql', 'postgresql', 'plpgsql']","{'account_id': 23806637, 'reputation': 11, 'user_id': 17816060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63a39627061d68ddda9499c5fe31f95f?s=256&d=identicon&r=PG', 'display_name': 'user17816060', 'link': 'https://stackoverflow.com/users/17816060/user17816060'}",True,262,2,1,1668616155,1641137811,,70557305,CC BY-SA 4.0,https://stackoverflow.com/questions/70557305/trigger-for-creating-a-new-record-after-new-user-creation-doesnt-work-in-postgr,Trigger for creating a new record after new user creation doesn&#39;t work in PostgreSQL,,,
4,"['sql', 'tsql', 'common-table-expression', 'azure-synapse', 'azure-sql-data-warehouse']","{'account_id': 7891248, 'reputation': 55, 'user_id': 5961311, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hCdUg.jpg?s=256&g=1', 'display_name': 'TomYumGuy', 'link': 'https://stackoverflow.com/users/5961311/tomyumguy'}",False,1159,1,1,1668013599,1643604918,1653384939.0,70921423,CC BY-SA 4.0,https://stackoverflow.com/questions/70921423/deleting-duplicated-rows-using-cte-and-getting-target-dml-table-is-not-hash-par,Deleting Duplicated Rows using CTE and getting &quot;target DML table is not hash partitioned&quot;,,,
5,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 2399238, 'reputation': 91, 'user_id': 2097351, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75f9fe964d3621f9dd9daeef433dd66d?s=256&d=identicon&r=PG', 'display_name': 'Rful', 'link': 'https://stackoverflow.com/users/2097351/rful'}",True,353,3,4,1666647448,1643206462,,70864833,CC BY-SA 4.0,https://stackoverflow.com/questions/70864833/how-to-cumulatively-combine-arrays-from-previous-rows-into-one-aggregate-array,how to cumulatively combine arrays from previous rows into one aggregate array? (Snowflake/SQL),,,
6,"['javascript', 'sql', 'node.js', 'prisma', 'prisma2']","{'account_id': 20598900, 'reputation': 61, 'user_id': 15120596, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OfgJ3.jpg?s=256&g=1', 'display_name': 'xander', 'link': 'https://stackoverflow.com/users/15120596/xander'}",True,4112,2,5,1666596905,1642936776,1643730353.0,70821501,CC BY-SA 4.0,https://stackoverflow.com/questions/70821501/how-to-upsert-many-fields-in-prisma-orm,how to upsert many fields in prisma ORM,,,
7,"['sql', 'json', 'google-bigquery']","{'account_id': 17980899, 'reputation': 59, 'user_id': 13067276, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OePnY.jpg?s=256&g=1', 'display_name': 'Chr1sCon', 'link': 'https://stackoverflow.com/users/13067276/chr1scon'}",True,822,2,2,1666460087,1643576564,,70918897,CC BY-SA 4.0,https://stackoverflow.com/questions/70918897/flatten-json-string-in-bigquery,Flatten json string in BigQuery,70919118.0,,
8,"['mysql', 'sql', 'popsql']","{'account_id': 23835261, 'reputation': 1, 'user_id': 17841068, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1779034aa9390761db03af911de0fa6c?s=256&d=identicon&r=PG', 'display_name': 'hemantanity', 'link': 'https://stackoverflow.com/users/17841068/hemantanity'}",False,784,1,0,1666288693,1641388425,,70593473,CC BY-SA 4.0,https://stackoverflow.com/questions/70593473/popsql-is-stuck-at-startup-what-can-i-do,"POPsql is stuck at startup, what can i do?",,,
9,"['sql', 'oracle', 'database-partitioning']","{'account_id': 16093878, 'reputation': 195, 'user_id': 11737958, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b720f309a9ac6dbdad5b5760a28dba4b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kishan', 'link': 'https://stackoverflow.com/users/11737958/kishan'}",False,53,1,0,1666223491,1643616846,1666223491.0,70922891,CC BY-SA 4.0,https://stackoverflow.com/questions/70922891/how-to-identify-a-newly-created-autopartition-in-oracle-database,How to identify a newly created autopartition in oracle database,,,
