,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['mysql', 'sql', 'database', 'dbeaver']","{'account_id': 5028983, 'reputation': 471, 'user_id': 14561199, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100001127127207/picture?type=large', 'display_name': 'Akila Uyanwatta', 'link': 'https://stackoverflow.com/users/14561199/akila-uyanwatta'}",True,607,1,1,1669200362,1651040662,1669200362.0,72024147,CC BY-SA 4.0,https://stackoverflow.com/questions/72024147/getting-logging-a-list-of-previously-run-sql-queries,Getting/logging a list of previously run SQL queries,,,,
1,"['sql', 'postgresql']","{'account_id': 24985394, 'reputation': 47, 'user_id': 18847243, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a4464b6e9d9ac3133742d2a662d4946?s=256&d=identicon&r=PG', 'display_name': 'NightHawk', 'link': 'https://stackoverflow.com/users/18847243/nighthawk'}",True,74,2,0,1669198753,1651230501,,72056984,CC BY-SA 4.0,https://stackoverflow.com/questions/72056984/fill-nulls-with-lag-but-ignore-nulls-isnt-supported,"Fill nulls with lag, but ignore nulls isn&#39;t supported",72057507.0,,,
2,"['sql', 'postgresql', 'groupwise-maximum']","{'account_id': 24746815, 'reputation': 1, 'user_id': 18632890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzNh2TQdkswYUpyXwc-tyYIQzFUfta-E3IHI0IsgQ=k-s256', 'display_name': 'milkeyyy', 'link': 'https://stackoverflow.com/users/18632890/milkeyyy'}",False,65,1,0,1669071064,1649078377,1649079970.0,71737981,CC BY-SA 4.0,https://stackoverflow.com/questions/71737981/for-how-many-customers-was-this-the-first-ever-merchant-they-ordered-with-sql-q,For how many customers was this the first-ever merchant they ordered with? SQL question,,,,
3,"['sql', 'informix', 'multiset']","{'account_id': 247217, 'reputation': 202503, 'user_id': 521799, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/eb96efa7a5664ba1c4ebf586abd4121f?s=256&d=identicon&r=PG', 'display_name': 'Lukas Eder', 'link': 'https://stackoverflow.com/users/521799/lukas-eder'}",True,222,2,0,1669067102,1648812268,1648813004.0,71706158,CC BY-SA 4.0,https://stackoverflow.com/questions/71706158/how-to-nest-multiset-in-unnamed-row-in-informix,How to nest MULTISET in unnamed ROW in Informix?,71706159.0,,,
4,['sql'],"{'account_id': 22326424, 'reputation': 55, 'user_id': 16548375, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/227a8667867ac7bbaa92600e86174edf?s=256&d=identicon&r=PG&f=1', 'display_name': 'PeterFonteneau', 'link': 'https://stackoverflow.com/users/16548375/peterfonteneau'}",False,394,2,-1,1668630568,1650993577,1668630568.0,72018048,CC BY-SA 4.0,https://stackoverflow.com/questions/72018048/trying-to-find-the-percent-of-total-by-dividing-sum-by-count-but-it-returns,"Trying to find the percent of total by Dividing SUM() by COUNT(), but it returns the value 1 - how can I better write my query?",,,,
5,"['mysql', 'sql', 'phpmyadmin']","{'account_id': 24653336, 'reputation': 15, 'user_id': 18550218, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyHI72u53u5YPadyaiMrg7gQOcn3bpkB1xjpj3J=k-s256', 'display_name': 'Rahul Mayo International', 'link': 'https://stackoverflow.com/users/18550218/rahul-mayo-international'}",False,243,1,0,1668505244,1649574029,1668505244.0,71814432,CC BY-SA 4.0,https://stackoverflow.com/questions/71814432/duplicate-all-rows-in-sql-but-with-different-id,Duplicate all rows in SQL but with different id?,,,,
6,"['mysql', 'sql']","{'account_id': 16528397, 'reputation': 161, 'user_id': 11942410, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gaLjILGB8OU/AAAAAAAAAAI/AAAAAAAABJI/HRuMCc5NebE/photo.jpg?sz=256', 'display_name': 'vish', 'link': 'https://stackoverflow.com/users/11942410/vish'}",True,284,6,1,1668151650,1649705635,1649705873.0,71833369,CC BY-SA 4.0,https://stackoverflow.com/questions/71833369/get-employees-who-received-a-raise-in-2-consecutive-years,Get employees who received a raise in 2 consecutive years,71833574.0,,,
7,"['sql', 'group-by', 'timescaledb']","{'account_id': 15808905, 'reputation': 169, 'user_id': 11406665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b8154bc445a4b43c0aab11f8460d9973?s=256&d=identicon&r=PG&f=1', 'display_name': 'gsmith1515', 'link': 'https://stackoverflow.com/users/11406665/gsmith1515'}",True,117,3,5,1667811085,1650662113,1667811085.0,71974709,CC BY-SA 4.0,https://stackoverflow.com/questions/71974709/sql-time-series-group-with-max-amount-of-results,SQL Time Series Group with max amount of results,72002821.0,,,
8,"['sql', 'druid']","{'account_id': 10790344, 'reputation': 3, 'user_id': 7938049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d51edc9d14d37ca38347709904e4681d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Carl', 'link': 'https://stackoverflow.com/users/7938049/carl'}",True,431,2,0,1667540692,1651104377,1651113645.0,72036523,CC BY-SA 4.0,https://stackoverflow.com/questions/72036523/druid-group-by-day-of-week-and-hour-of-day,Druid Group by Day of Week and Hour of Day,72037208.0,,,
9,"['sql', 'google-cloud-platform', 'google-bigquery', 'google-cloud-spanner']","{'account_id': 24780636, 'reputation': 11, 'user_id': 18664081, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgF5vTfHpNRO2wKQQMIgtKL3nv6OL4wszmOWpC0=k-s256', 'display_name': 'Igor Popov', 'link': 'https://stackoverflow.com/users/18664081/igor-popov'}",False,298,2,0,1667059370,1648824207,,71708737,CC BY-SA 4.0,https://stackoverflow.com/questions/71708737/how-to-refer-a-temporary-table-inside-external-query-function-of-the-gcp-bigqu,How to refer a temporary table inside EXTERNAL_QUERY() function of the GCP BigQuery?,,,,
