,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['sql', 'google-cloud-platform', 'google-bigquery']","{'account_id': 15106411, 'reputation': 21, 'user_id': 10901978, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/458aeedaa052af8a84db72027fb00bfb?s=256&d=identicon&r=PG&f=1', 'display_name': 'ComprehensiveCompass', 'link': 'https://stackoverflow.com/users/10901978/comprehensivecompass'}",False,1009,1,0,1669123120,1640036922,1640093745.0,70428420,CC BY-SA 4.0,https://stackoverflow.com/questions/70428420/bigquery-error-when-running-query-error-detected-while-parsing-row-starting-at,BigQuery error when running query &quot;Error detected while parsing row starting at position: 219019. Error: Missing close double quote (&quot;) character,,,
1,"['sql', 'ms-access', 'pivot', 'pivot-table']","{'account_id': 2986790, 'reputation': 2134, 'user_id': 5618307, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FVWb0.jpg?s=256&g=1', 'display_name': 'IqbalHamid', 'link': 'https://stackoverflow.com/users/5618307/iqbalhamid'}",True,1524,1,0,1669080021,1640741689,1640741993.0,70514290,CC BY-SA 4.0,https://stackoverflow.com/questions/70514290/how-can-i-pivot-a-table-in-microsoft-access,How Can I Pivot a Table in Microsoft Access?,,,
2,"['sql', 'bq']","{'account_id': 22954548, 'reputation': 99, 'user_id': 17085305, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c841d6db7a8bf4741675f9d3e45720d?s=256&d=identicon&r=PG', 'display_name': 'clucko87', 'link': 'https://stackoverflow.com/users/17085305/clucko87'}",True,63,2,0,1668720572,1638899384,1638899712.0,70264762,CC BY-SA 4.0,https://stackoverflow.com/questions/70264762/sql-count-with-table,SQL Count with Table,,,
3,"['java', 'sql', 'spring-boot', 'hibernate', 'jpa']","{'account_id': 9589070, 'reputation': 91, 'user_id': 7120670, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/535d89ea63243a282995bb3f476881d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'MarcoA7', 'link': 'https://stackoverflow.com/users/7120670/marcoa7'}",True,110,1,0,1668720517,1640304450,1668720517.0,70468475,CC BY-SA 4.0,https://stackoverflow.com/questions/70468475/spring-boot-and-jpa-query-p0,Spring boot and jpa query @P0,70472174.0,,
4,"['java', 'sql', 'spring', 'postgresql', 'hibernate']","{'account_id': 11253290, 'reputation': 1133, 'user_id': 9167731, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q5U92.jpg?s=256&g=1', 'display_name': 'Semyon Kirekov', 'link': 'https://stackoverflow.com/users/9167731/semyon-kirekov'}",True,44,1,0,1667345120,1638540723,,70215686,CC BY-SA 4.0,https://stackoverflow.com/questions/70215686/hibernate-sequence-generator-requests-2-values,Hibernate Sequence Generator requests 2 values,74282805.0,,
5,"['sql', 'oracle', 'plsql', 'procedure']","{'account_id': 23685792, 'reputation': 1, 'user_id': 17710756, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6682ba677fbdb4c4268fed10423bb8f?s=256&d=identicon&r=PG', 'display_name': 'Grzegorzko', 'link': 'https://stackoverflow.com/users/17710756/grzegorzko'}",True,192,2,-3,1667198833,1640850596,1640851576.0,70528799,,https://stackoverflow.com/questions/70528799/procedure-with-parameters-in-pl-sql,Procedure with parameters in pl/sql,,1667198784.0,Not suitable for this site
6,"['c++', 'sql', 'qt', 'user-interface']","{'account_id': 22819224, 'reputation': 3, 'user_id': 16969362, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/017daa88daa44af0b1a0b08bd9cff6ed?s=256&d=identicon&r=PG', 'display_name': 'thaidy_04', 'link': 'https://stackoverflow.com/users/16969362/thaidy-04'}",False,53,0,0,1666908452,1639482055,1666908452.0,70348264,CC BY-SA 4.0,https://stackoverflow.com/questions/70348264/inserting-retrieving-image-using-pixmap-in-c-qtcreator,Inserting/retrieving image using PixMap in C++/QTCreator,,,
7,"['sql', 'bash', 'shell', 'sh']","{'account_id': 21729161, 'reputation': 3, 'user_id': 16038160, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92303052348b5b9b4e779db8f0ebc9d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Omar Yahya', 'link': 'https://stackoverflow.com/users/16038160/omar-yahya'}",True,143,1,0,1666722418,1640589555,1666722418.0,70492647,CC BY-SA 4.0,https://stackoverflow.com/questions/70492647/why-is-my-script-not-printing-output-on-one-line,Why is my script not printing output on one line?,70492919.0,,
8,"['sql', 'spring', 'kotlin', 'jdbc', 'spring-jdbc']","{'account_id': 22571897, 'reputation': 393, 'user_id': 16757965, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhpHIMlrJUdZQMeCGba-uD7uWd5RRkzIjERBn9G=k-s256', 'display_name': 'inconnu', 'link': 'https://stackoverflow.com/users/16757965/inconnu'}",True,783,1,0,1666250570,1639000589,1639223838.0,70282203,CC BY-SA 4.0,https://stackoverflow.com/questions/70282203/does-using-namedparameterjdbctemplate-prevent-sql-injection,Does using NamedParameterJdbcTemplate prevent SQL injection?,70314929.0,,
9,"['java', 'mysql', 'sql', 'spring-boot']","{'account_id': 19587917, 'reputation': 253, 'user_id': 14335620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df15b5f10a84826f59c7ee3f437b063a?s=256&d=identicon&r=PG&f=1', 'display_name': 'ABpositive', 'link': 'https://stackoverflow.com/users/14335620/abpositive'}",True,315,2,0,1665999496,1639337927,,70327065,CC BY-SA 4.0,https://stackoverflow.com/questions/70327065/springboot-getting-results-via-two-parameters-error,Springboot getting results via two parameters error,70327249.0,,
10,"['sql', 'group-by', 'common-table-expression', 'percentage', 'clickhouse']","{'account_id': 23613665, 'reputation': 3, 'user_id': 17648164, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f4f15a391e0f92b1e4d9ec315e2dad5?s=256&d=identicon&r=PG', 'display_name': 'Wade C. Blake', 'link': 'https://stackoverflow.com/users/17648164/wade-c-blake'}",True,1236,2,0,1665219095,1639173007,1639173882.0,70310769,CC BY-SA 4.0,https://stackoverflow.com/questions/70310769/how-to-select-data-with-percentages-from-clickhouse,How to select data with percentages from Clickhouse?,70311190.0,,
11,"['sql', '.net', '.net-core', 'ado.net']","{'account_id': 23550217, 'reputation': 56, 'user_id': 17593050, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxezjaCkduO1ydAP7ktgXEtJNWl7cnXiu9b6Ked=k-s256', 'display_name': 'Bhavesh', 'link': 'https://stackoverflow.com/users/17593050/bhavesh'}",True,130,1,-1,1665159524,1638689033,1665159524.0,70232240,CC BY-SA 4.0,https://stackoverflow.com/questions/70232240/in-ado-net-iterating-over-a-loop-inside-a-sql-connection-is-causing-error,"In ADO.Net, iterating over a loop inside a sql connection is causing error",70232329.0,,
12,"['sql', 'string', 'google-bigquery']","{'account_id': 23764864, 'reputation': 11, 'user_id': 17779751, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjh6haqfKYDS3c10DF0kW0bNVzPpQHJeiRCodxQ=k-s256', 'display_name': 'NIDHEESH C', 'link': 'https://stackoverflow.com/users/17779751/nidheesh-c'}",True,642,1,1,1664784978,1640684469,,70505278,CC BY-SA 4.0,https://stackoverflow.com/questions/70505278/bigquery-equivalent-for-concat-ws,BigQuery equivalent for CONCAT_WS,,,
13,"['javascript', 'sql', 'reactjs']","{'account_id': 23080985, 'reputation': 19, 'user_id': 17411829, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a76b2d3ef6667baede44221af5d6d599?s=256&d=identicon&r=PG', 'display_name': 'Y.F', 'link': 'https://stackoverflow.com/users/17411829/y-f'}",False,56,1,0,1664474892,1640169188,,70447646,CC BY-SA 4.0,https://stackoverflow.com/questions/70447646/how-to-resolve-could-not-identify-current-directory-permission-denied,How to resolve could not identify current directory: Permission denied,,,
14,"['sql', 'sql-server', 'triggers', 'create-table', 'drop-table']","{'account_id': 23309613, 'reputation': 11, 'user_id': 17389069, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Oycgi.png?s=256&g=1', 'display_name': 'Bronco638', 'link': 'https://stackoverflow.com/users/17389069/bronco638'}",False,133,1,1,1664219035,1640094816,1640527113.0,70436580,CC BY-SA 4.0,https://stackoverflow.com/questions/70436580/recreate-an-existing-trigger-on-table-drop-create,Recreate an existing Trigger on Table Drop/Create?,,,
15,['sql'],"{'account_id': 23320815, 'reputation': 13, 'user_id': 17398749, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyQYEOuJrbcz1LRIPmCUAIYyvoVWw9bassayy63=k-s256', 'display_name': 'Seth Johnson', 'link': 'https://stackoverflow.com/users/17398749/seth-johnson'}",False,542,3,-1,1663709208,1639772174,,70398465,CC BY-SA 4.0,https://stackoverflow.com/questions/70398465/sql-remove-curly-bracket,SQL remove curly bracket,,,
16,"['sql', 'azure', 'azure-sql-database', 'azure-table-storage']","{'account_id': 11461267, 'reputation': 575, 'user_id': 8400863, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/181d81462e2e1e5c67a7ec6cde610e3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'user8400863', 'link': 'https://stackoverflow.com/users/8400863/user8400863'}",True,262,3,1,1663550891,1640555792,,70490125,,https://stackoverflow.com/questions/70490125/large-sensor-data-best-option-tables-sql-vs-azure-table,Large Sensor Data best option. Tables SQL Vs Azure Table,70494955.0,1640698424.0,Needs details or clarity
17,"['sql', 'abap', 'hana']","{'account_id': 23515957, 'reputation': 41, 'user_id': 17563865, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/038d70b030e57a7c96db5e081e3a41d9?s=256&d=identicon&r=PG', 'display_name': 'Marshal', 'link': 'https://stackoverflow.com/users/17563865/marshal'}",False,639,3,4,1662732284,1638376161,1638448213.0,70187855,CC BY-SA 4.0,https://stackoverflow.com/questions/70187855/how-can-i-join-2-tables-with-converted-uuid-field,How can I join 2 tables with converted UUID field?,,,
