,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['sql', 'expression', 'azure-data-factory', 'google-cloud-dataflow', 'quote']","{'account_id': 15221930, 'reputation': 207, 'user_id': 10983581, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-fzNNEgRncGw/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMeEeFkafl5qjuRxZzCFkTEGJ0dxw/mo/photo.jpg?sz=256', 'display_name': 'Manish Jain', 'link': 'https://stackoverflow.com/users/10983581/manish-jain'}",True,13527,58866855.0,5,3,1668777327,1573557538,1668777327.0,58817597,CC BY-SA 4.0,https://stackoverflow.com/questions/58817597/adf-data-flow-concat-expression-with-single-quote,ADF data flow concat expression with single quote,,
1,"['sql', 'azure', 'sql-order-by', 'azure-cosmosdb', 'aggregate-functions']","{'account_id': 4191168, 'reputation': 57401, 'user_id': 3433751, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/a81372741efcd00e2a45cbc134b78ab0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anthony Breneli&#232;re', 'link': 'https://stackoverflow.com/users/3433751/anthony-breneli%c3%a8re'}",True,2384,66465276.0,2,7,1668692800,1574333959,,58973333,CC BY-SA 4.0,https://stackoverflow.com/questions/58973333/how-to-order-results-of-a-query-by-the-results-of-an-aggregate-function-in-comos,How to order results of a query by the results of an aggregate function in ComosDb?,,
2,"['sql', 'wordpress', 'multisite']","{'account_id': 6459659, 'reputation': 443, 'user_id': 5049606, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cG68T.jpg?s=256&g=1', 'display_name': 'Feriman', 'link': 'https://stackoverflow.com/users/5049606/feriman'}",True,183,59012100.0,2,-1,1668281376,1574541587,,59012048,CC BY-SA 4.0,https://stackoverflow.com/questions/59012048/which-sql-table-contains-the-users-of-main-site-in-wordpress-multisite,Which SQL table contains the users of main site in WordPress multisite?,,
3,"['sql', 'partitioning', 'databricks', 'delta-lake']","{'account_id': 2993951, 'reputation': 31, 'user_id': 2540860, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/647037618/picture?type=large', 'display_name': 'Dan Ecott', 'link': 'https://stackoverflow.com/users/2540860/dan-ecott'}",True,6269,,1,2,1667461979,1574769948,1667461979.0,59050606,CC BY-SA 4.0,https://stackoverflow.com/questions/59050606/partitioning-a-delta-table-by-a-subset-of-date-column,Partitioning a Delta Table by a subset of date column,,
4,"['sql', 'postgresql', 'date', 'select', 'where-clause']","{'account_id': 17109872, 'reputation': 13, 'user_id': 12381001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94cee5c79ddc0a06ec4ed84a5f2dfc4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Learningtocode2010', 'link': 'https://stackoverflow.com/users/12381001/learningtocode2010'}",True,852,58886208.0,4,0,1667406144,1573860011,1589748625.0,58885929,CC BY-SA 4.0,https://stackoverflow.com/questions/58885929/how-to-answer-this-question-list-employees-who-were-hired-in-1986,How to answer this question : List employees who were hired in 1986,,
5,"['sql', 'report', 'moodle']","{'user_type': 'does_not_exist', 'display_name': 'user11934522'}",False,1676,,2,0,1667298435,1573464527,1590636708.0,58798684,CC BY-SA 4.0,https://stackoverflow.com/questions/58798684/moodle-sql-query-to-get-the-report-of-completed-as-well-as-not-completed-list-of,Moodle sql query to get the report of completed as well as not completed list of enrolled users,,
6,"['sql', 'postgresql', 'haskell', 'haskell-beam']","{'account_id': 4897977, 'reputation': 6980, 'user_id': 3946931, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/a45b621c0a6b96ea0996dfd51867c541?s=256&d=identicon&r=PG&f=1', 'display_name': 'therewillbecode', 'link': 'https://stackoverflow.com/users/3946931/therewillbecode'}",False,387,,0,8,1666999853,1572725295,1572725821.0,58674880,CC BY-SA 4.0,https://stackoverflow.com/questions/58674880/how-do-i-write-a-query-which-returns-a-nested-list-using-the-beam-library-in-has,How do I write a query which returns a nested list using the Beam library in Haskell?,,
7,"['sql', 'sql-server', 'ssms']","{'account_id': 1498120, 'reputation': 469, 'user_id': 1403598, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/d6f6dea087976c3e0de24d98c0ba2065?s=256&d=identicon&r=PG', 'display_name': 'user1403598', 'link': 'https://stackoverflow.com/users/1403598/user1403598'}",False,240,,0,0,1664886748,1574599640,1664886748.0,59017802,CC BY-SA 4.0,https://stackoverflow.com/questions/59017802/restore-a-sql-server-backup-utilising-sql-backup-and-ftp-to-another-server,Restore a SQL Server backup utilising SQL backup and FTP to another server,,
8,"['sql', 'postgresql', 'rounding', 'postgres-10']","{'account_id': 17044953, 'reputation': 483, 'user_id': 12332018, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDknj5IfHUQu7xaE38LSsuK2XW_Z_yYg64y2vN5os8=k-s256', 'display_name': 'radek lopatecki', 'link': 'https://stackoverflow.com/users/12332018/radek-lopatecki'}",True,48643,58732188.0,4,38,1664037070,1573048984,1661034632.0,58731907,CC BY-SA 4.0,https://stackoverflow.com/questions/58731907/error-function-rounddouble-precision-integer-does-not-exist,"ERROR: function round(double precision, integer) does not exist",,
9,"['sql', 'json', 'tsql', 'sql-server-2016']","{'account_id': 3044022, 'reputation': 3579, 'user_id': 2580231, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/45TUp.jpg?s=256&g=1', 'display_name': 'hoggar', 'link': 'https://stackoverflow.com/users/2580231/hoggar'}",True,1252,58664038.0,2,0,1663750124,1572556624,1572597755.0,58651256,CC BY-SA 4.0,https://stackoverflow.com/questions/58651256/sql-generate-json-array-without-column-names,SQL - generate JSON array without column names,,
