,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['sql', 'sql-server', 'tsql']","{'account_id': 690754, 'reputation': 1981, 'user_id': 560784, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/020cc9c682c0b4cd79dcf50e9c229acb?s=256&d=identicon&r=PG', 'display_name': 'Sha', 'link': 'https://stackoverflow.com/users/560784/sha'}",True,496,65826917.0,1,0,1668346787,1611223351,1668346787.0,65825057,CC BY-SA 4.0,https://stackoverflow.com/questions/65825057/how-to-use-sql-merge-to-remove-duplicates-and-update-data,"How to use SQL MERGE to remove duplicates, and update data?",,
1,"['mysql', 'sql', 'pivot']","{'account_id': 20411752, 'reputation': 11, 'user_id': 14974951, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhCY8PO69PBGkDWjdvw5PaULAnjyVlMKz2uJp5xyg=k-s256', 'display_name': 'Tim Behrends', 'link': 'https://stackoverflow.com/users/14974951/tim-behrends'}",True,58,,3,1,1667654621,1610241286,1667654621.0,65649272,CC BY-SA 4.0,https://stackoverflow.com/questions/65649272/select-column-with-the-most-entries-of-a-specific-value-in-mysql-python,Select column with the most entries of a specific value in mySQL &amp; Python,,
2,"['sql', 'sql-server', 'tsql']","{'account_id': 20114719, 'reputation': 35, 'user_id': 14750412, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhK2H940EJ7gMKuGBYD5FrSAa3TJutVnB-JMpY=k-s256', 'display_name': 'Niroshan De Mel', 'link': 'https://stackoverflow.com/users/14750412/niroshan-de-mel'}",True,90,65683946.0,1,0,1667454513,1610452904,1667454513.0,65683550,CC BY-SA 4.0,https://stackoverflow.com/questions/65683550/why-columns-value-change-into-null-when-try-to-update-only-one-column,Why columns value change into NULL when try to update only one column?,,
3,"['sql', 'sql-server', 'tsql']","{'account_id': 3501376, 'reputation': 75, 'user_id': 2928063, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/544309290/picture?type=large', 'display_name': 'Benny Christiansen', 'link': 'https://stackoverflow.com/users/2928063/benny-christiansen'}",True,519,65943630.0,2,1,1666305133,1611845969,1611847004.0,65939704,CC BY-SA 4.0,https://stackoverflow.com/questions/65939704/fifo-profit-calculation-in-t-sql,FIFO Profit Calculation in T-SQL,,
4,"['c#', 'sql', 'database']","{'account_id': 18316679, 'reputation': 27, 'user_id': 13338320, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/115287590141638/picture?type=large', 'display_name': 'Sandanuwan Dharmarathna', 'link': 'https://stackoverflow.com/users/13338320/sandanuwan-dharmarathna'}",True,168,,2,0,1666263210,1610968973,1610998071.0,65773588,CC BY-SA 4.0,https://stackoverflow.com/questions/65773588/when-add-new-purchase-i-want-to-update-quantity-in-another-table,When Add new purchase I want to update Quantity in another table,,
5,"['sql', 'oracle']","{'account_id': 15372836, 'reputation': 492, 'user_id': 11090439, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abd72fe8481364d70fdb7fb839095329?s=256&d=identicon&r=PG&f=1', 'display_name': 'J. Doe', 'link': 'https://stackoverflow.com/users/11090439/j-doe'}",True,1115,65760630.0,2,3,1666042464,1610886243,1610887205.0,65760536,CC BY-SA 4.0,https://stackoverflow.com/questions/65760536/sql-developer-fills-remaining-space-in-char-with-spaces,SQL Developer fills remaining space in char with spaces,,
6,"['mysql', 'sql', 'rdbms']","{'account_id': 16729554, 'reputation': 19, 'user_id': 12092296, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b7a78d73fa1afbe8b0c0b71fd851eff?s=256&d=identicon&r=PG&f=1', 'display_name': 'ran', 'link': 'https://stackoverflow.com/users/12092296/ran'}",True,650,65689215.0,3,-1,1660995410,1610472655,1610521410.0,65688977,CC BY-SA 4.0,https://stackoverflow.com/questions/65688977/sql-commands-to-fetch-the-users-who-didnt-offerd-any-rides-in-carpooling-databa,sql commands to fetch the users who didn&#39;t offerd any rides in carpooling databasel schema,,
7,"['sql', 'sql-server', 'tsql', 'union', 'union-all']","{'account_id': 14601460, 'reputation': 19, 'user_id': 10545626, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-j7e4_KX9oJo/AAAAAAAAAAI/AAAAAAAAGRs/JIJxP25Yy9I/photo.jpg?sz=256', 'display_name': 'ravish raja', 'link': 'https://stackoverflow.com/users/10545626/ravish-raja'}",True,329,65559876.0,1,-1,1660791272,1609749079,1660791272.0,65559679,CC BY-SA 4.0,https://stackoverflow.com/questions/65559679/alternative-to-union-all-in-sql-server,Alternative to union all in SQL Server,,
8,"['sql', 'sequelize.js']","{'account_id': 15731256, 'reputation': 23, 'user_id': 11351537, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-zLl19XciPGM/AAAAAAAAAAI/AAAAAAAAAFc/L41517B6X98/photo.jpg?sz=256', 'display_name': 'Praveen Reddy', 'link': 'https://stackoverflow.com/users/11351537/praveen-reddy'}",True,273,65650964.0,2,0,1660150061,1610019325,1610022552.0,65611645,CC BY-SA 4.0,https://stackoverflow.com/questions/65611645/i-am-getting-count-as-1-instead-of-0-when-i-did-groupby-using-sequelize-in-nodej,i am getting count as 1 instead of 0 when i did groupby using sequelize in nodejs,,
9,"['sql', 'asp.net-core', 'sharding', 'ef-core-3.1', 'azure-sql']","{'account_id': 4678368, 'reputation': 4536, 'user_id': 3787891, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7aa8482aeb0a60d767ca7ee8b10e948b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Assaf S.', 'link': 'https://stackoverflow.com/users/3787891/assaf-s'}",False,269,,1,2,1660051036,1610706239,1610707838.0,65734340,CC BY-SA 4.0,https://stackoverflow.com/questions/65734340/is-it-possible-to-inject-dbcontext-with-sharding-info-when-using-the-azure-sql-e,Is it possible to inject DbContext with sharding info when using the Azure SQL Elastic Database Client in ASP.NET Core?,,
10,"['sql', 'sql-server', 'sql-server-ce', 'sql-server-ce-4']","{'account_id': 467214, 'reputation': 1341, 'user_id': 872432, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/0e8f8bc56b42d12d54b18b215035cc16?s=256&d=identicon&r=PG', 'display_name': 'Markus Knappen Johansson', 'link': 'https://stackoverflow.com/users/872432/markus-knappen-johansson'}",True,168,,2,0,1659212109,1610243568,1610266253.0,65649463,CC BY-SA 4.0,https://stackoverflow.com/questions/65649463/sql-query-slow-in-sql-server-ce-but-fast-in-sql-server,SQL-query slow in SQL Server CE but fast in SQL Server,,
11,"['sql', 'oracle']","{'account_id': 18423192, 'reputation': 17, 'user_id': 13420269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31d152dfed9e35b35000c19daacb7d2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cyreaver', 'link': 'https://stackoverflow.com/users/13420269/cyreaver'}",True,43,65724490.0,1,1,1658606571,1610647227,1658606571.0,65724455,CC BY-SA 4.0,https://stackoverflow.com/questions/65724455/oracle-return-highest-value-of-count,Oracle return highest value of count,,
12,"['sql', 'google-bigquery', 'user-agent']","{'account_id': 17554819, 'reputation': 335, 'user_id': 12734492, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YVYcC.png?s=256&g=1', 'display_name': 'Galat', 'link': 'https://stackoverflow.com/users/12734492/galat'}",True,1760,,2,0,1658316062,1610909623,1610913232.0,65764716,CC BY-SA 4.0,https://stackoverflow.com/questions/65764716/bigquery-sql-user-agent-detecting,BigQuery SQL User Agent Detecting,,
13,"['sql', 'amazon-web-services', 'amazon-redshift']","{'account_id': 11972090, 'reputation': 347, 'user_id': 8760298, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8240991d6b3d13277d9779da9ee783f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tpk43', 'link': 'https://stackoverflow.com/users/8760298/tpk43'}",True,713,65720319.0,1,0,1658296933,1610547143,1658296933.0,65703661,CC BY-SA 4.0,https://stackoverflow.com/questions/65703661/redshift-udf-function-with-dynamic-sqlstatement,Redshift UDF function with dynamic SQLstatement,,
14,"['sql', 'polymorphic-associations']","{'account_id': 17655422, 'reputation': 512, 'user_id': 12815134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f40b24b3f7a74ac4b453eead91bf0ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'jason', 'link': 'https://stackoverflow.com/users/12815134/jason'}",True,170,65533577.0,1,0,1657200415,1609528034,1609534347.0,65532801,CC BY-SA 4.0,https://stackoverflow.com/questions/65532801/polymorphic-association-query-multiple-join-as-separate-columns,Polymorphic association query multiple JOIN as separate columns,,
