,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason
0,"['sql', 'tsql', 'sql-server-2017', 'azure-sql-server', 'for-json']","{'account_id': 1398241, 'reputation': 5368, 'user_id': 1327570, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/cWc9y.jpg?s=256&g=1', 'display_name': 'ttugates', 'link': 'https://stackoverflow.com/users/1327570/ttugates'}",True,847,59416678.0,1,2,1668665311,1576775068,1576788366.0,59414078,CC BY-SA 4.0,https://stackoverflow.com/questions/59414078/how-to-aggregate-and-join-or-union-into-flat-json-object-with-arrays,How to aggregate and Join or Union into flat Json object with arrays?,,,
1,"['java', 'sql', 'playframework', 'ebean']","{'account_id': 14555334, 'reputation': 191, 'user_id': 11393301, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SdncI.jpg?s=256&g=1', 'display_name': 'Zack', 'link': 'https://stackoverflow.com/users/11393301/zack'}",True,153,59517423.0,2,1,1668089619,1577376713,1668089619.0,59490802,CC BY-SA 4.0,https://stackoverflow.com/questions/59490802/ebean-not-fetch-onetomany-relationship,Ebean not fetch oneToMany relationship,,,
2,"['sql', 'database', 'database-design', 'relational-database', 'accounting']","{'account_id': 6302274, 'reputation': 832, 'user_id': 4896540, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/87995a686ab93aa90a57360c43ea00b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/4896540/alex'}",True,28507,59465148.0,2,45,1666572383,1576893281,1577125632.0,59432964,CC BY-SA 4.0,https://stackoverflow.com/questions/59432964/relational-data-model-for-double-entry-accounting,Relational Data Model for Double-Entry Accounting,1585041601.0,,
3,"['sql', 'database', 'foreign-keys', 'relational-database', 'entity-relationship']","{'user_type': 'does_not_exist', 'display_name': 'user12466103'}",True,1048,,1,-3,1666428627,1575255691,1575259624.0,59132125,CC BY-SA 4.0,https://stackoverflow.com/questions/59132125/er-relational-table-to-database,ER/Relational Table to Database,,,
4,"['sql', 'r', 'sql-server', 'cpu-usage', 'resource-governor']","{'account_id': 9951062, 'reputation': 481, 'user_id': 7363680, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8SDGL.jpg?s=256&g=1', 'display_name': 'Brisbane Pom', 'link': 'https://stackoverflow.com/users/7363680/brisbane-pom'}",False,156,,1,0,1666384776,1575507356,1575511533.0,59186680,CC BY-SA 4.0,https://stackoverflow.com/questions/59186680/prevent-machine-learning-services-r-on-sql-server-taking-up-high-levels-of-cpu,Prevent Machine Learning Services (R) on SQL Server taking up high levels of CPU,,,
5,"['java', 'sql', 'xampp']","{'account_id': 17357539, 'reputation': 11, 'user_id': 12574577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/461eb2a67501c2848237fb80e52b0642?s=256&d=identicon&r=PG&f=1', 'display_name': 'New Fish', 'link': 'https://stackoverflow.com/users/12574577/new-fish'}",False,43,,0,1,1665424090,1576913849,1577006500.0,59434379,CC BY-SA 4.0,https://stackoverflow.com/questions/59434379/unable-to-connect-to-xampp-server,Unable to connect to XAMPP server,,,
6,"['sql', 'oracle']","{'account_id': 14895756, 'reputation': 11, 'user_id': 10756127, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0211d09d481d2f45a51495a383e5a2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bhavana', 'link': 'https://stackoverflow.com/users/10756127/bhavana'}",True,1594,,11,0,1665325804,1577256543,1577256804.0,59475913,CC BY-SA 4.0,https://stackoverflow.com/questions/59475913/shortest-and-longest-city-name,shortest and longest city name,,,
7,"['sql', 'bash', 'postgresql', 'shell']","{'account_id': 13292338, 'reputation': 29, 'user_id': 9596447, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/981741475315015/picture?type=large', 'display_name': 'Alex Kamau', 'link': 'https://stackoverflow.com/users/9596447/alex-kamau'}",True,1937,,4,0,1665145489,1575367612,1575368844.0,59154561,CC BY-SA 4.0,https://stackoverflow.com/questions/59154561/how-to-run-all-postgres-sql-scripts-from-same-folder-using-shell-script,How to run all postgres sql scripts from same folder using shell script,,,
8,['sql'],"{'account_id': 16662270, 'reputation': 45, 'user_id': 12041928, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8df98e973ad99776d838e5485b389b74?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr.A I', 'link': 'https://stackoverflow.com/users/12041928/mr-a-i'}",True,5666,,9,0,1662692973,1575954203,1575961220.0,59260550,CC BY-SA 4.0,https://stackoverflow.com/questions/59260550/sql-query-to-get-data-from-last-40-months,SQL query to get data from last 40 months,,,
9,"['sql', 'sql-server', 'graph-algorithm', 'graph-traversal', 'topological-sort']","{'account_id': 3655410, 'reputation': 8954, 'user_id': 3046585, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JRpC2.png?s=256&g=1', 'display_name': 'Ludovic Aubert', 'link': 'https://stackoverflow.com/users/3046585/ludovic-aubert'}",True,769,59137859.0,3,1,1662452378,1575282971,1575283174.0,59137122,CC BY-SA 4.0,https://stackoverflow.com/questions/59137122/sql-query-for-topological-sort,SQL query for topological sort,,,
