,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
0,"['sql', 'firebird']","{'account_id': 1551804, 'reputation': 2452, 'user_id': 1444032, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/6077b9b8c40ec36181d06595d68fd46d?s=256&d=identicon&r=PG', 'display_name': 'Thomas Turner', 'link': 'https://stackoverflow.com/users/1444032/thomas-turner'}",True,12361,10945651.0,3,8,1669365212,1339143988,1382114624.0,10945384,CC BY-SA 3.0,https://stackoverflow.com/questions/10945384/firebird-sql-statement-to-get-the-table-definition,Firebird SQL Statement to Get the Table Definition,,,,,
1,"['sql', 'postgresql', 'localization', 'indexing', 'pattern-matching']","{'account_id': 15081, 'reputation': 4049, 'user_id': 31493, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/945258270639ca5c60f7bc5b778b3319?s=256&d=identicon&r=PG', 'display_name': 'Daniel Serodio', 'link': 'https://stackoverflow.com/users/31493/daniel-serodio'}",True,68938,11007216.0,3,133,1669355498,1339535954,1381765910.0,11005036,CC BY-SA 3.0,https://stackoverflow.com/questions/11005036/does-postgresql-support-accent-insensitive-collations,Does PostgreSQL support &quot;accent insensitive&quot; collations?,,,,,
2,"['sql', 'oracle', 'window-functions']","{'account_id': 1436484, 'reputation': 6768, 'user_id': 1357722, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/e9786fd2cc6f0dd687ee82358fc1d521?s=256&d=identicon&r=PG', 'display_name': 'user1357722', 'link': 'https://stackoverflow.com/users/1357722/user1357722'}",True,682604,11183610.0,10,215,1669212461,1340598925,1505116972.0,11183572,CC BY-SA 3.0,https://stackoverflow.com/questions/11183572/whats-the-difference-between-rank-and-dense-rank-functions-in-oracle,What&#39;s the difference between RANK() and DENSE_RANK() functions in oracle?,1545927892.0,,,,
3,"['sql', 'sql-server']","{'account_id': 1005248, 'reputation': 4667, 'user_id': 1019193, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/fDPjT.jpg?s=256&g=1', 'display_name': 'Alejandro B.', 'link': 'https://stackoverflow.com/users/1019193/alejandro-b'}",True,54888,10950418.0,2,155,1668814127,1339161826,1668772301.0,10949730,CC BY-SA 4.0,https://stackoverflow.com/questions/10949730/is-it-possible-to-for-sql-output-clause-to-return-a-column-not-being-inserted,Is it possible to for SQL Output clause to return a column not being inserted?,,,,,
4,"['mysql', 'sql']","{'account_id': 1303277, 'reputation': 2561, 'user_id': 1252776, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0de241daab5b7b9759ca5374c1b73761?s=256&d=identicon&r=PG', 'display_name': 'sushil', 'link': 'https://stackoverflow.com/users/1252776/sushil'}",True,78330,11096550.0,13,36,1668765604,1340080771,,11094466,CC BY-SA 3.0,https://stackoverflow.com/questions/11094466/generate-serial-number-in-mysql-query,Generate serial number in mysql query,,,,,
5,"['java', 'sql', 'jpa', 'eclipselink']","{'account_id': 991364, 'reputation': 2575, 'user_id': 1008572, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/2546a87d9eb9ce02de5bf6a62ec7893c?s=256&d=identicon&r=PG', 'display_name': 'Rox', 'link': 'https://stackoverflow.com/users/1008572/rox'}",True,23141,11034480.0,4,14,1668341681,1339681073,,11034322,CC BY-SA 3.0,https://stackoverflow.com/questions/11034322/how-do-i-find-a-value-in-a-column-that-just-have-unique-values-with-eclipselink,How do I find a value in a column that just have unique values with EclipseLink?,,,,,
6,"['mysql', 'sql', 'database', 'testing', 'myisam']","{'account_id': 54841, 'reputation': 52350, 'user_id': 164171, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/FYet8.png?s=256&g=1', 'display_name': 'static_rtti', 'link': 'https://stackoverflow.com/users/164171/static-rtti'}",True,143330,11011447.0,10,121,1667578592,1339577738,1339579913.0,11011384,CC BY-SA 3.0,https://stackoverflow.com/questions/11011384/how-to-test-an-sql-update-statement-before-running-it,How to test an SQL Update statement before running it?,,,,,
7,"['sql', 'oracle', 'sql-loader']","{'account_id': 1123549, 'reputation': 69, 'user_id': 1111316, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ccdb60f4675c13c1608cb57e3b4fa8d9?s=256&d=identicon&r=PG', 'display_name': 'prateek', 'link': 'https://stackoverflow.com/users/1111316/prateek'}",True,11286,,3,3,1666857889,1339420280,,10980779,CC BY-SA 3.0,https://stackoverflow.com/questions/10980779/import-csv-file-into-table-using-sql-loader-but-large-no-of-columns,import csv file into table using SQL Loader [but large no. of Columns],,,,,
8,"['sql', 'sqlite', 'error-code']","{'account_id': 1554662, 'reputation': 1, 'user_id': 1446175, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/363803eabd36213f955b25ee51a59434?s=256&d=identicon&r=PG', 'display_name': 'user1446175', 'link': 'https://stackoverflow.com/users/1446175/user1446175'}",True,126,10963373.0,1,-1,1666816542,1339244867,1666816537.0,10960997,CC BY-SA 4.0,https://stackoverflow.com/questions/10960997/sqlite-1-column-table-errorcode-1,SQLite &gt;1 Column Table errorcode = 1,,,,,
9,"['php', 'mysql', 'sql', 'error-handling']","{'account_id': 1571706, 'reputation': 217, 'user_id': 1459268, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/3a01c5023a824875fc6070f825c14e0b?s=256&d=identicon&r=PG', 'display_name': 'user1459268', 'link': 'https://stackoverflow.com/users/1459268/user1459268'}",False,9362,,1,3,1666584435,1340373854,1495541081.0,11157763,CC BY-SA 3.0,https://stackoverflow.com/questions/11157763/fixing-php-pear-error,Fixing PHP PEAR error,,,,,
