,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['sql', 'sql-server', 'tsql']","{'account_id': 5433215, 'reputation': 119, 'user_id': 8288842, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ae179d11b695de643f5da1db1b29d01?s=256&d=identicon&r=PG&f=1', 'display_name': 'folow', 'link': 'https://stackoverflow.com/users/8288842/folow'}",False,13350,1,1,1669057585,1594797598,1594801538.0,62909503,CC BY-SA 4.0,https://stackoverflow.com/questions/62909503/create-automatically-generated-timestamp-column-in-table,Create automatically generated timestamp column in table?,,,,
1,"['sql', 'sql-server', 'stored-procedures']","{'account_id': 17209365, 'reputation': 13, 'user_id': 12459136, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1WO5Y.jpg?s=256&g=1', 'display_name': 'Sarita Pal', 'link': 'https://stackoverflow.com/users/12459136/sarita-pal'}",False,1793,2,0,1668776578,1593965666,1594132002.0,62743256,CC BY-SA 4.0,https://stackoverflow.com/questions/62743256/how-to-solve-maximum-stored-procedure-function-trigger-or-view-nesting-level,"How to solve maximum stored procedure, function, trigger, or view nesting level exceeded (limit 32)",,,,
2,"['sql', 'sql-server', 'codeigniter', 'sql-server-2005']","{'account_id': 19088587, 'reputation': 35, 'user_id': 13939310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02904628c77ceafee1b521537b2de464?s=256&d=identicon&r=PG&f=1', 'display_name': 'Niks', 'link': 'https://stackoverflow.com/users/13939310/niks'}",True,1108,1,0,1668761734,1594869063,1594869651.0,62926816,CC BY-SA 4.0,https://stackoverflow.com/questions/62926816/how-to-check-if-foreign-key-constraint-fails-when-deleting-record,How to check if foreign key constraint fails when deleting record,,,,
3,"['java', 'sql', 'oracle', 'jdbc', 'transactions']","{'account_id': 10946826, 'reputation': 17, 'user_id': 12719438, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c0dcb8a82cf34f438a2becff95a00e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adrian', 'link': 'https://stackoverflow.com/users/12719438/adrian'}",False,62,2,0,1668612701,1593791791,1668612701.0,62718932,CC BY-SA 4.0,https://stackoverflow.com/questions/62718932/how-to-refresh-table-after-con-commit-in-java,How to refresh table after con.commit() in java?,,,,
4,"['sql', 'filtering', 'snowflake-cloud-data-platform', 'blank-line']","{'account_id': 18577434, 'reputation': 21, 'user_id': 13537732, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/070256c96b9d3c36c20a0b76142e315b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Agnieshka', 'link': 'https://stackoverflow.com/users/13537732/agnieshka'}",True,14692,3,2,1668029202,1593627998,1593628089.0,62683202,CC BY-SA 4.0,https://stackoverflow.com/questions/62683202/filtering-out-empty-strings-in-snowflake,Filtering out empty strings in Snowflake,,,,
5,"['sql', 'regex', 'postgresql']","{'account_id': 5748147, 'reputation': 1475, 'user_id': 4538768, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/193e75d8ac32ee74d76e503a49388bf9?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Barton', 'link': 'https://stackoverflow.com/users/4538768/john-barton'}",True,34,1,0,1667331854,1594165235,1594167703.0,62785415,CC BY-SA 4.0,https://stackoverflow.com/questions/62785415/search-with-additional-words-at-the-beginning,Search with additional words at the beginning,62785629.0,,,
6,"['sql', 'database', 'postgresql', 'pgadmin']","{'account_id': 18929482, 'reputation': 3, 'user_id': 13811870, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pjKq9DsP7p0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclrQe4lZbIHQu3WkQki_mqIxp2IUg/photo.jpg?sz=256', 'display_name': 'humberto herrara', 'link': 'https://stackoverflow.com/users/13811870/humberto-herrara'}",True,418,2,0,1667229497,1594028378,,62753284,CC BY-SA 4.0,https://stackoverflow.com/questions/62753284/if-output-comes-in-negative-value-how-to-make-it-null,"If output comes in negative value, how to make it null?",62753975.0,,,
7,"['sql', 'odbc', 'hana']","{'account_id': 10558406, 'reputation': 217, 'user_id': 7778854, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-mzZp6f2aWQw/AAAAAAAAAAI/AAAAAAAAACI/_Qp2ladVRvM/photo.jpg?sz=256', 'display_name': 'Mr J.', 'link': 'https://stackoverflow.com/users/7778854/mr-j'}",False,263,0,0,1666934491,1595854867,1666934491.0,63115893,CC BY-SA 4.0,https://stackoverflow.com/questions/63115893/sap-sql-if-statement,SAP SQL IF Statement,,,,
8,"['sql', 'arrays', 'json', 'oracle', 'oracle19c']","{'account_id': 987434, 'reputation': 9287, 'user_id': 1005607, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/784311347e657bc34c93a6b7cb7d3faf?s=256&d=identicon&r=PG', 'display_name': 'gene b.', 'link': 'https://stackoverflow.com/users/1005607/gene-b'}",True,2823,1,3,1666714298,1595803222,1666714298.0,63106488,CC BY-SA 4.0,https://stackoverflow.com/questions/63106488/oracle-json-arrayagg-with-limit-rownum-based-on-order-by,Oracle JSON_ARRAYAGG with Limit/Rownum based on ORDER BY,63106519.0,,,
9,"['sql', 'postgresql', 'full-text-search', 'unnest', 'tsvector']","{'account_id': 9054293, 'reputation': 501, 'user_id': 10910480, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/691568994327627/picture?type=large', 'display_name': 'Arli  Chokoev', 'link': 'https://stackoverflow.com/users/10910480/arli-chokoev'}",True,186,2,1,1666043358,1595102922,1595110428.0,62973288,CC BY-SA 4.0,https://stackoverflow.com/questions/62973288/select-lexemes-from-unnested-ts-vectors,Select lexemes from unnested ts_vectors,62974312.0,,,
