,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
0,"['sql', 'distinct', 'openedge', 'case-when', 'progress-db']","{'account_id': 15411976, 'reputation': 121, 'user_id': 11118476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/340bd8cbd5eb3ca30aec35e18ba474b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack Williams', 'link': 'https://stackoverflow.com/users/11118476/jack-williams'}",False,7448,3,0,1669341715,1552057206,1552675028.0,55065843,CC BY-SA 4.0,https://stackoverflow.com/questions/55065843/how-to-count-distinct-on-case-when,How to Count Distinct on Case When?,,,,
1,"['sql', 'google-bigquery']","{'account_id': 5993083, 'reputation': 185, 'user_id': 4708632, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1172e39e5cce0d746eecddd04aa08b72?s=256&d=identicon&r=PG&f=1', 'display_name': 'kalyan4uonly', 'link': 'https://stackoverflow.com/users/4708632/kalyan4uonly'}",True,393,3,0,1667913026,1553016769,1553017091.0,55246899,CC BY-SA 4.0,https://stackoverflow.com/questions/55246899/how-to-find-the-average-distance-between-the-locations,How to find the average distance between the locations,55247151.0,,,
2,"['mysql', 'sql', 'apache-superset']","{'account_id': 5088299, 'reputation': 1221, 'user_id': 4082114, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/3I0SS.jpg?s=256&g=1', 'display_name': 'Neron Joseph', 'link': 'https://stackoverflow.com/users/4082114/neron-joseph'}",True,4179,1,1,1667419543,1553136750,1667419543.0,55273081,CC BY-SA 4.0,https://stackoverflow.com/questions/55273081/using-integer-year-in-superset-time-column,Using Integer Year in Superset time column,55340861.0,,,
3,"['sql', 'sqlite']","{'account_id': 14715284, 'reputation': 305, 'user_id': 10627413, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Maggie Liu', 'link': 'https://stackoverflow.com/users/10627413/maggie-liu'}",True,1998,9,3,1667418597,1552611341,1667418597.0,55174114,CC BY-SA 4.0,https://stackoverflow.com/questions/55174114/for-all-pairs-of-reviewers-such-that-both-reviewers-gave-a-rating-to-the-same-mo,"For all pairs of reviewers such that both reviewers gave a rating to the same movie, return the names of both reviewers",55180393.0,,,
4,"['php', 'sql', 'wordpress', 'woocommerce', 'product']","{'account_id': 15607748, 'reputation': 45, 'user_id': 11260049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d904391741fabb504ac99da0c9383fe4?s=256&d=identicon&r=PG&f=1', 'display_name': 'beig', 'link': 'https://stackoverflow.com/users/11260049/beig'}",True,361,1,1,1667396829,1553786379,1667396829.0,55401207,CC BY-SA 4.0,https://stackoverflow.com/questions/55401207/display-woocommerce-purchased-simple-products-by-customer,Display Woocommerce purchased simple products by customer,55403635.0,,,
5,"['sql', 'sql-server']","{'account_id': 4382876, 'reputation': 569, 'user_id': 3786670, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d401e90573677a2cbc2be737aa8fc548?s=256&d=identicon&r=PG&f=1', 'display_name': 'russ', 'link': 'https://stackoverflow.com/users/3786670/russ'}",False,102,0,0,1666895286,1552026041,1666895286.0,55057761,CC BY-SA 4.0,https://stackoverflow.com/questions/55057761/insert-and-select-rows-with-high-character-count,Insert and Select rows with high character count,,,,
6,"['mysql', 'sql', 'hierarchical-data', 'recursive-query']","{'account_id': 6898, 'reputation': 24541, 'user_id': 11755, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/YVFLg.jpg?s=256&g=1', 'display_name': 'dagda1', 'link': 'https://stackoverflow.com/users/11755/dagda1'}",True,4767,8,15,1666395296,1553200469,1587863185.0,55288840,CC BY-SA 4.0,https://stackoverflow.com/questions/55288840/get-parents-and-children-of-tree-folder-structure-in-my-sql-8-and-no-ctes,get parents and children of tree folder structure in my sql &lt; 8 and no CTEs,,,,
7,"['sql', 'sql-server']","{'account_id': 15451646, 'reputation': 33, 'user_id': 11146854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9cf8c0c9a552d21e469e267652881e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tamojit', 'link': 'https://stackoverflow.com/users/11146854/tamojit'}",True,8910,5,0,1666288389,1551684916,1551686791.0,54978548,CC BY-SA 4.0,https://stackoverflow.com/questions/54978548/sql-regular-expression-for-date,SQL regular expression for date,54978718.0,,,
8,"['sql', 'arrays', 'json', 'postgresql', 'postgresql-9.5']","{'account_id': 2373429, 'reputation': 5387, 'user_id': 2077479, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://i.stack.imgur.com/0Wh1v.png?s=256&g=1', 'display_name': 'Jongz Puangput', 'link': 'https://stackoverflow.com/users/2077479/jongz-puangput'}",True,6625,1,4,1666211646,1551583127,1615868845.0,54965259,CC BY-SA 4.0,https://stackoverflow.com/questions/54965259/jsonb-column-does-not-exist,JSONB column does not exist,54965288.0,,,
9,"['sql', 'spring', 'jpa', 'hibernate-envers']","{'account_id': 8936007, 'reputation': 1148, 'user_id': 6735277, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-qqOPhSc5o8Y/AAAAAAAAAAI/AAAAAAAAABE/Degk2MQJG1s/photo.jpg?sz=256', 'display_name': 'Roberto', 'link': 'https://stackoverflow.com/users/6735277/roberto'}",True,934,1,0,1665502869,1551792342,1665502869.0,55003951,CC BY-SA 4.0,https://stackoverflow.com/questions/55003951/how-to-make-method-in-crudrepository-to-find-any-elements-using-list-ids,How to make method in crudRepository to find any elements using list ids?,,,,
