,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['sql', 'sql-server', 'dbeaver']","{'account_id': 3203451, 'reputation': 2973, 'user_id': 2705042, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/ShRFK.jpg?s=256&g=1', 'display_name': 'spinjector', 'link': 'https://stackoverflow.com/users/2705042/spinjector'}",True,946,63924851.0,2,0,1668803995,1600275151,1600792714.0,63924685,CC BY-SA 4.0,https://stackoverflow.com/questions/63924685/how-do-i-configure-one-sql-server-to-connect-to-another-so-it-appears-query-dat,"How do I configure one SQL Server to connect to another, so it appears query data is coming from only one connection?",,,
1,"['sql', 'oracle', 'group-by', 'window-functions']","{'account_id': 15750975, 'reputation': 83, 'user_id': 11365543, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/342b92338fbdc9c123e98ce89b3d5035?s=256&d=identicon&r=PG&f=1', 'display_name': 'Natalia M', 'link': 'https://stackoverflow.com/users/11365543/natalia-m'}",True,270,63877805.0,3,2,1668726289,1600053673,1600066533.0,63877662,CC BY-SA 4.0,https://stackoverflow.com/questions/63877662/get-the-second-highest-max-for-each-value-on-oracle,Get the second highest max for each value on Oracle,,,
2,"['c#', 'sql', 'sql-server', 'asp.net-mvc', '.net-core']","{'account_id': 9067253, 'reputation': 39, 'user_id': 6751668, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/394fcc25ecf88ee405da7d4ed153916f?s=256&d=identicon&r=PG&f=1', 'display_name': 'vez25', 'link': 'https://stackoverflow.com/users/6751668/vez25'}",False,313,,1,1,1668464772,1599817666,1599818641.0,63844633,CC BY-SA 4.0,https://stackoverflow.com/questions/63844633/sqlcommand-executenonquery-return-1-but-no-row-inserted-in-database,SqlCommand.ExecuteNonQuery return 1 but no row inserted in database,,,
3,"['sql', 'datetime', 'max', 'greatest-n-per-group']","{'account_id': 8005341, 'reputation': 31, 'user_id': 6038808, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5699d27dd94e3fbaba082b2fde245306?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aadhii', 'link': 'https://stackoverflow.com/users/6038808/aadhii'}",True,3346,,1,1,1668190211,1600941481,1668190211.0,64044033,CC BY-SA 4.0,https://stackoverflow.com/questions/64044033/sql-query-to-get-latest-record-for-each-id,sql query to get latest record for each id,,,
4,"['mysql', 'sql', 'mariadb', 'subquery', 'sql-delete']","{'account_id': 6930638, 'reputation': 41800, 'user_id': 5448626, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/jwYwY.jpg?s=256&g=1', 'display_name': 'Vityata', 'link': 'https://stackoverflow.com/users/5448626/vityata'}",True,663,63745350.0,3,2,1667583410,1599238890,1599263832.0,63745298,CC BY-SA 4.0,https://stackoverflow.com/questions/63745298/delete-from-throws-a-sql-error-1064-42000-conn-5159-on-a-query-on-which,"DELETE FROM throws a SQL Error [1064] [42000]: (conn=5159) on a query, on which a SELECT works",,,
5,"['sql', 'sql-server', 'tsql', 'json-query']","{'account_id': 149749, 'reputation': 7775, 'user_id': 362479, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/p91ff.jpg?s=256&g=1', 'display_name': 'Laziale', 'link': 'https://stackoverflow.com/users/362479/laziale'}",True,83,63933886.0,1,0,1667335788,1600330107,1667335788.0,63933846,CC BY-SA 4.0,https://stackoverflow.com/questions/63933846/query-sql-column-with-json-values,Query SQL column with json values,,,
6,"['sql', 'postgresql', 'sql-insert', 'auto-increment', 'create-table']","{'account_id': 8278989, 'reputation': 310, 'user_id': 6224246, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/eae71e53bd18ebfbff85d32f98de5cae?s=256&d=identicon&r=PG&f=1', 'display_name': 'SyntaxError', 'link': 'https://stackoverflow.com/users/6224246/syntaxerror'}",True,1331,63720398.0,1,3,1666211591,1599123944,1614284694.0,63720340,,https://stackoverflow.com/questions/63720340/postgres-prevent-serial-incrementation-with-on-conflict-do-nothing,POSTGRES - prevent serial incrementation with ON CONFLICT DO NOTHING,1599124533.0,Duplicate,
7,"['sql', 'datetime', 'snowflake-cloud-data-platform', 'date-arithmetic']","{'account_id': 10759050, 'reputation': 445, 'user_id': 7916067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/375f723f0d422306d91d7abcc76d07fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'ee8291', 'link': 'https://stackoverflow.com/users/7916067/ee8291'}",True,5353,69368037.0,3,3,1665697428,1598990266,1625261950.0,63694609,CC BY-SA 4.0,https://stackoverflow.com/questions/63694609/how-to-truncate-a-date-to-the-first-day-of-the-month-in-snowflake,How to truncate a date to the first day of the month in Snowflake?,,,
8,"['mysql', 'sql']","{'account_id': 19523670, 'reputation': 1, 'user_id': 14284927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/252a56643d4690b9305f4aa1527e8bc3?s=256&d=identicon&r=PG&f=1', 'display_name': 'homosapianone22', 'link': 'https://stackoverflow.com/users/14284927/homosapianone22'}",True,58,,2,-1,1665589925,1600225239,1665589925.0,63912486,CC BY-SA 4.0,https://stackoverflow.com/questions/63912486/mysql-finding-and-combining-min-and-max-age,Mysql finding and combining min and max age,,,
9,"['mysql', 'sql']","{'account_id': 14576160, 'reputation': 25, 'user_id': 10528004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b7d1c9881cd841ae03dbc8840ffa1dc?s=256&d=identicon&r=PG', 'display_name': 'user10528004', 'link': 'https://stackoverflow.com/users/10528004/user10528004'}",True,11129,,4,-4,1664958939,1599570430,1599570975.0,63794605,CC BY-SA 4.0,https://stackoverflow.com/questions/63794605/sql-command-for-getting-average-marks,SQL command for getting average marks,,,
