,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
0,"['mysql', 'sql']","{'account_id': 717890, 'reputation': 3408, 'user_id': 648608, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/fh6w9.jpg?s=256&g=1', 'display_name': 'karto', 'link': 'https://stackoverflow.com/users/648608/karto'}",True,39675,11906717.0,9,47,1669318422,1344620016,1489584951.0,11906572,CC BY-SA 3.0,https://stackoverflow.com/questions/11906572/mysql-insert-random-datetime-in-a-given-datetime-range,Mysql insert random datetime in a given datetime range,,,,,
1,"['mysql', 'sql']","{'account_id': 934441, 'reputation': 4615, 'user_id': 965884, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/985e5cb13c6a8b2380019bcd86237796?s=256&d=identicon&r=PG', 'display_name': 'Harry', 'link': 'https://stackoverflow.com/users/965884/harry'}",True,2494,12161323.0,4,0,1668530450,1346162234,,12160875,CC BY-SA 3.0,https://stackoverflow.com/questions/12160875/sql-query-for-post-and-replies,SQL query for post and replies,,,,,
2,"['mysql', 'sql', 'greatest-n-per-group']","{'account_id': 55331, 'reputation': 165747, 'user_id': 165673, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e43e620f96a26bf6ee7fa70750c0302a?s=256&d=identicon&r=PG', 'display_name': 'Yarin', 'link': 'https://stackoverflow.com/users/165673/yarin'}",True,352904,12102288.0,19,323,1668183775,1345772210,1503492329.0,12102200,CC BY-SA 3.0,https://stackoverflow.com/questions/12102200/get-records-with-max-value-for-each-group-of-grouped-sql-results,Get records with max value for each group of grouped SQL results,1563910959.0,,,,
3,"['javascript', 'sql', 'checkbox', 'oracle11g', 'oracle-apex']","{'account_id': 38768, 'reputation': 33489, 'user_id': 111479, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/MOwCL.png?s=256&g=1', 'display_name': 'tonyf', 'link': 'https://stackoverflow.com/users/111479/tonyf'}",True,17086,12040507.0,1,3,1667953732,1345468464,1556448363.0,12038392,CC BY-SA 4.0,https://stackoverflow.com/questions/12038392/oracle-apex-checkbox-to-manipulate-other-values-when-checked-unchecked,Oracle ApEx Checkbox to Manipulate Other Values When Checked/Unchecked,,,,,
4,"['mysql', 'sql', 'distinct']","{'account_id': 399780, 'reputation': 18834, 'user_id': 765368, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/f668d64bf0f229073d4c9943672f0563?s=256&d=identicon&r=PG', 'display_name': 'user765368', 'link': 'https://stackoverflow.com/users/765368/user765368'}",True,228840,12188117.0,10,100,1667134543,1346283806,1346284367.0,12188027,CC BY-SA 3.0,https://stackoverflow.com/questions/12188027/mysql-select-distinct-multiple-columns,MySQL SELECT DISTINCT multiple columns,,,,,
5,['sql'],"{'account_id': 1518734, 'reputation': 333, 'user_id': 1419064, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/b26a324fe6edcd6781afba6e5270fc26?s=256&d=identicon&r=PG', 'display_name': 'Gusgus', 'link': 'https://stackoverflow.com/users/1419064/gusgus'}",True,13131,12195937.0,5,3,1665696481,1346272625,1346616226.0,12186110,CC BY-SA 3.0,https://stackoverflow.com/questions/12186110/converts-degrees-minutes-seconds-to-decimals-using-sql,Converts Degrees/Minutes/Seconds to Decimals using SQL,,,,,
6,"['sql', 'jira']","{'account_id': 428402, 'reputation': 1637, 'user_id': 810706, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/7e50c2321b7235c53a46fee37497a98f?s=256&d=identicon&r=PG', 'display_name': 'Tyson', 'link': 'https://stackoverflow.com/users/810706/tyson'}",True,6452,12169056.0,3,5,1665609246,1346191910,1346193986.0,12168253,CC BY-SA 3.0,https://stackoverflow.com/questions/12168253/jira-query-for-issues-without-parents,JIRA query for issues without parents,,,,,
7,"['sql', 'postgresql']","{'account_id': 261151, 'reputation': 4292, 'user_id': 545138, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/hpKHm.png?s=256&g=1', 'display_name': 'dude', 'link': 'https://stackoverflow.com/users/545138/dude'}",True,208804,11754123.0,6,279,1665130882,1343803522,1414994654.0,11753904,CC BY-SA 3.0,https://stackoverflow.com/questions/11753904/postgresql-delete-with-inner-join,PostgreSQL delete with inner join,,,,,
8,"['c#', 'sql', 'sql-agent-job']","{'account_id': 1663373, 'reputation': 521, 'user_id': 1531248, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2de5c2d429c68fb5f44deed1b4f311a4?s=256&d=identicon&r=PG', 'display_name': 'user1531248', 'link': 'https://stackoverflow.com/users/1531248/user1531248'}",True,45970,,2,17,1664522326,1343803931,1396271547.0,11754001,CC BY-SA 3.0,https://stackoverflow.com/questions/11754001/how-execute-exe-file-from-sql-agent-or-job,How execute exe file from sql agent or job?,,,,,
9,"['mysql', 'sql']","{'account_id': 337344, 'reputation': 23597, 'user_id': 665557, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/10b31574b457051a4f033e149a10da81?s=256&d=identicon&r=PG', 'display_name': 'cdub', 'link': 'https://stackoverflow.com/users/665557/cdub'}",True,946685,11754790.0,8,525,1664357780,1343807272,1479786173.0,11754781,CC BY-SA 3.0,https://stackoverflow.com/questions/11754781/how-to-declare-a-variable-in-mysql,How to declare a variable in MySQL?,,,,,
10,"['sql', 'oracle11g']","{'account_id': 1460103, 'reputation': 284, 'user_id': 1374657, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/08c08cabd8cbe6774c84f13ef5e5ffbb?s=256&d=identicon&r=PG', 'display_name': 'Saranya Jothiprakasam', 'link': 'https://stackoverflow.com/users/1374657/saranya-jothiprakasam'}",True,2104,12110603.0,1,1,1663770177,1345814818,,12110321,CC BY-SA 3.0,https://stackoverflow.com/questions/12110321/is-there-a-stuff-function-available-in-oracle,Is there a stuff() function available in oracle?,,,,,
11,"['sql', 'sqlite', 'select']","{'account_id': 1646941, 'reputation': 23, 'user_id': 1518317, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04598c9624855e1d22370ccbedcf1b8a?s=256&d=identicon&r=PG', 'display_name': 'Justin Gould', 'link': 'https://stackoverflow.com/users/1518317/justin-gould'}",True,24095,11743263.0,1,2,1663163255,1343747098,1663163255.0,11743120,CC BY-SA 4.0,https://stackoverflow.com/questions/11743120/select-statement-over-multiple-columns,Select statement over multiple columns,,,,,
12,"['sql', 'postgresql', 'date', 'timestamp', 'postgresql-9.1']","{'account_id': 1778252, 'reputation': 173, 'user_id': 1621571, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/34c2e48c2cd8b8ef4df885fa898a2489?s=256&d=identicon&r=PG', 'display_name': 'pkracer', 'link': 'https://stackoverflow.com/users/1621571/pkracer'}",True,3413,12153032.0,1,3,1663070858,1346129602,,12152980,CC BY-SA 3.0,https://stackoverflow.com/questions/12152980/postgresql-dow-conversion,PostgreSQL dow conversion,,,,,
13,"['sql', 'oracle', 'group-by']","{'account_id': 1638214, 'reputation': 429, 'user_id': 1511153, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ee6b467de40257b1d1e986aeb2899fc1?s=256&d=identicon&r=PG', 'display_name': 'Lucas Rey', 'link': 'https://stackoverflow.com/users/1511153/lucas-rey'}",True,6322,,4,3,1663066100,1345151218,1474315249.0,11995437,CC BY-SA 3.0,https://stackoverflow.com/questions/11995437/oracle-select-and-group-by-excluding-one-field,ORACLE Select and group by excluding one field,,,,,
14,"['java', 'sql', 'scheduled-tasks', 'connection-pooling', 'runtime-error']","{'account_id': 1604358, 'reputation': 209, 'user_id': 1484730, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/4af35930d9053f1f39825fc3d27d7ebc?s=256&d=identicon&r=PG', 'display_name': 'Morgan Azhari', 'link': 'https://stackoverflow.com/users/1484730/morgan-azhari'}",True,65661,,7,12,1662034895,1346407810,1346408194.0,12213246,CC BY-SA 3.0,https://stackoverflow.com/questions/12213246/javax-naming-namenotfoundexception-name-comp-env-is-not-bound-in-this-context,javax.naming.NameNotFoundException: Name [comp/env] is not bound in this Context. Unable to find [comp] error with java scheduler,,,,,
15,"['sql', 'union']","{'account_id': 52016, 'reputation': 5562, 'user_id': 155409, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/f7742b7d6787ae672a59adc841aab728?s=256&d=identicon&r=PG', 'display_name': 'Slinky', 'link': 'https://stackoverflow.com/users/155409/slinky'}",True,1123,12007930.0,2,1,1660791480,1345214071,1660791480.0,12007799,CC BY-SA 4.0,https://stackoverflow.com/questions/12007799/treat-multiple-columns-as-1-in-sql-to-get-aggregates,Treat Multiple Columns as 1 in SQL to Get Aggregates,,,,,
16,"['sql', 'sql-server-2008', 'proxy', 'jobs', 'agent']","{'account_id': 1546688, 'reputation': 846, 'user_id': 1440089, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/5eVKb.jpg?s=256&g=1', 'display_name': 'Edward Pescetto', 'link': 'https://stackoverflow.com/users/1440089/edward-pescetto'}",True,94056,12143054.0,5,24,1660307001,1345821781,1345839892.0,12112276,CC BY-SA 3.0,https://stackoverflow.com/questions/12112276/sql-agent-job-run-as-drop-down-list-is-empty,SQL Agent Job - &quot;Run As&quot; drop down list is empty,,,,,
17,"['sql', 'postgresql', 'bulkinsert', 'sql-insert']","{'account_id': 62127, 'reputation': 60929, 'user_id': 184773, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/fbc1a22f3d58c94ae770029f1019d420?s=256&d=identicon&r=PG', 'display_name': 'Luke101', 'link': 'https://stackoverflow.com/users/184773/luke101'}",True,267356,12207237.0,7,273,1659606030,1346366365,1426357251.0,12206600,CC BY-SA 3.0,https://stackoverflow.com/questions/12206600/how-to-speed-up-insertion-performance-in-postgresql,How to speed up insertion performance in PostgreSQL,,,,,
