,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason
0,"['sql', 'json', 'aws-iot']","{'account_id': 1201428, 'reputation': 281, 'user_id': 1172020, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/8146b4f8fffda1ec00a663f926e2dde8?s=256&d=identicon&r=PG', 'display_name': 'Travis Elliott', 'link': 'https://stackoverflow.com/users/1172020/travis-elliott'}",False,288,2,1,1667396814,1563468802,57099353,CC BY-SA 4.0,https://stackoverflow.com/questions/57099353/sql-query-on-aws-iot-rule-json-key-starts-with-number,SQL Query on AWS IoT Rule JSON key starts with number,,,,
1,"['sql', 'sql-server']","{'account_id': 5293426, 'reputation': 8145, 'user_id': 4225229, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/3eab2181c5c230c1fa1415ba394aca42?s=256&d=identicon&r=PG&f=1', 'display_name': 'JacobIRR', 'link': 'https://stackoverflow.com/users/4225229/jacobirr'}",True,728,3,1,1667238623,1563827503,57153328,CC BY-SA 4.0,https://stackoverflow.com/questions/57153328/loop-through-databases-to-get-information-schema-columns,Loop through databases to get INFORMATION_SCHEMA.COLUMNS,57153564.0,1563827805.0,,
2,"['sql', 'arrays', 'sql-like', 'presto']","{'account_id': 23249, 'reputation': 35267, 'user_id': 58129, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/MBBRu.jpg?s=256&g=1', 'display_name': 'Anthony Kong', 'link': 'https://stackoverflow.com/users/58129/anthony-kong'}",True,9740,3,4,1667237942,1564452814,57263468,CC BY-SA 4.0,https://stackoverflow.com/questions/57263468/how-to-search-for-text-in-an-array-of-varchar-field-in-presto,How to search for text in an array of varchar field in Presto?,57266527.0,1620735066.0,,
3,"['sql', 'postgresql']","{'account_id': 1200345, 'reputation': 2121, 'user_id': 1171132, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d065b89e3ccd87c50079436c9c5f94c3?s=256&d=identicon&r=PG', 'display_name': 'syned', 'link': 'https://stackoverflow.com/users/1171132/syned'}",True,2510,1,13,1666759367,1563520926,57107452,CC BY-SA 4.0,https://stackoverflow.com/questions/57107452/why-does-postgres-choose-index-scan-instead-of-index-seek-to-fetch-one-record-by,Why does Postgres choose index scan instead of index seek to fetch one record by primary key?,74202793.0,1604865917.0,,
4,"['sql', 'sql-server', 'asp.net-mvc', 'azure-sql-database']","{'account_id': 67418, 'reputation': 9326, 'user_id': 197304, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/fd52590e428f12a1731b8763e0da960a?s=256&d=identicon&r=PG', 'display_name': 'Lars Holdgaard', 'link': 'https://stackoverflow.com/users/197304/lars-holdgaard'}",True,2730,2,2,1666475156,1562951453,57011367,CC BY-SA 4.0,https://stackoverflow.com/questions/57011367/localhost-sql-server-database-is-extremely-slow-and-site-times-out-when-exportin,Localhost SQL Server database is extremely slow and site times out when exporting from Azure,,1562952627.0,,
5,['sql'],"{'account_id': 3655410, 'reputation': 8954, 'user_id': 3046585, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JRpC2.png?s=256&g=1', 'display_name': 'Ludovic Aubert', 'link': 'https://stackoverflow.com/users/3046585/ludovic-aubert'}",True,1024,4,1,1666270507,1562833828,56984842,CC BY-SA 4.0,https://stackoverflow.com/questions/56984842/does-left-join-return-same-row-count-as-left-table,does LEFT JOIN return same row count as left table?,56985026.0,,,
6,"['sql', 'postgresql', 'logging', 'transactions', 'commit']","{'account_id': 4149673, 'reputation': 157, 'user_id': 3402508, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/jePH5.jpg?s=256&g=1', 'display_name': 'itcoder', 'link': 'https://stackoverflow.com/users/3402508/itcoder'}",True,10153,2,4,1666109900,1562849482,56989671,CC BY-SA 4.0,https://stackoverflow.com/questions/56989671/how-to-read-postgres-transaction-log,How to read Postgres transaction log,56993145.0,1666109900.0,,
7,"['sql', 'sql-server', 'database', 'tsql']","{'account_id': 11278008, 'reputation': 767, 'user_id': 8271518, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IF6OF.png?s=256&g=1', 'display_name': 'Mad Scientist', 'link': 'https://stackoverflow.com/users/8271518/mad-scientist'}",True,18154,4,5,1665244010,1562593275,56936219,CC BY-SA 4.0,https://stackoverflow.com/questions/56936219/workaround-maximum-key-length-for-a-nonclustered-index-in-sql-server,Workaround maximum key length for a nonclustered index in SQL Server,57098653.0,,,
8,"['sql', 'regex', 'oracle', 'regexp-replace']","{'account_id': 12362473, 'reputation': 65, 'user_id': 9016122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1390e153bddefb9598947af0e7287926?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arun', 'link': 'https://stackoverflow.com/users/9016122/arun'}",True,491,2,1,1664741251,1562833244,56984671,CC BY-SA 4.0,https://stackoverflow.com/questions/56984671/how-to-remove-one-or-more-instances-of-in-a-string-using-regexp-replace-fun,How to remove one or more instances of &#39;?*&#39; in a string using REGEXP_REPLACE function in oracle?,56984785.0,1562852627.0,,
9,"['mysql', 'sql', 'database', 'phpmyadmin']","{'account_id': 1031456, 'reputation': 490, 'user_id': 1039706, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e14f480a7450c81ef8b02dcf6a3c0c1?s=256&d=identicon&r=PG', 'display_name': 'Mohsin Raza', 'link': 'https://stackoverflow.com/users/1039706/mohsin-raza'}",False,9052,2,8,1664665415,1564147053,57220891,CC BY-SA 4.0,https://stackoverflow.com/questions/57220891/missing-comma-before-start-of-a-new-alter-operation-near-character-set,Missing comma before start of a new alter operation. (near &quot;CHARACTER SET&quot;),,1592644375.0,,
10,"['sql', 'sql-server']","{'account_id': 3847622, 'reputation': 31, 'user_id': 3188601, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/24df0ed573c72bd5bd5cce3f6c4cce8c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prasanth', 'link': 'https://stackoverflow.com/users/3188601/prasanth'}",True,2162,3,3,1664361948,1563337739,57068534,CC BY-SA 4.0,https://stackoverflow.com/questions/57068534/updating-a-json-array-in-sql-server-table,Updating a json array IN SQL Server table,57068914.0,1563341676.0,,
11,"['sql', 'amazon-web-services', 'amazon-s3', 'amazon-s3-select']","{'account_id': 14387030, 'reputation': 181, 'user_id': 10392737, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-1yvlglxiBJI/AAAAAAAAAAI/AAAAAAAAAC8/woxKabgYD_Y/photo.jpg?sz=256', 'display_name': 'Huseyin Sahin', 'link': 'https://stackoverflow.com/users/10392737/huseyin-sahin'}",True,2899,1,2,1663940106,1562059860,56849354,CC BY-SA 4.0,https://stackoverflow.com/questions/56849354/cant-make-a-query-on-a-json-by-using-aws-s3-select,Can&#39;t make a query on a JSON by using AWS S3 Select,57449679.0,1562062952.0,,
