,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['python', 'sql', 'sqlalchemy', 'pydantic']","{'account_id': 18095653, 'reputation': 159, 'user_id': 13153985, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiE7zCzuQUjv7YhgODyHl4DQ_KDE6XzztfkeqXY=k-s256', 'display_name': 'user3105', 'link': 'https://stackoverflow.com/users/13153985/user3105'}",True,10058,1,14,1669156127,1647945516,1663846962.0,71570607,CC BY-SA 4.0,https://stackoverflow.com/questions/71570607/sqlalchemy-models-vs-pydantic-models,SQLAlchemy models vs Pydantic models,,,
1,"['sql', 'amazon-web-services', 'amazon-redshift', 'window-functions']","{'account_id': 5865914, 'reputation': 495, 'user_id': 4619898, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe3cfd3a7c896f4dd401608cfe96dc5a?s=256&d=identicon&r=PG&f=1', 'display_name': 'goerlitz', 'link': 'https://stackoverflow.com/users/4619898/goerlitz'}",False,668,1,1,1669103897,1646910238,1646910672.0,71423040,CC BY-SA 4.0,https://stackoverflow.com/questions/71423040/redshift-aggregate-grouped-data-by-date-range,Redshift aggregate grouped data by date range,,,
2,"['mysql', 'sql', 'sql-like', 'contains']","{'account_id': 18229176, 'reputation': 9, 'user_id': 13268423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7cdcef1d07e671aaeb0d836b558527f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/13268423/alex'}",False,178,3,0,1668505269,1646822135,1668505269.0,71407957,CC BY-SA 4.0,https://stackoverflow.com/questions/71407957/sql-query-to-find-duplicates-where-a-string-contains-a-specific-id,SQL Query to find duplicates where a String contains a specific id,,,
3,"['sql', 'sql-server', 'case', 'user-defined-functions']","{'account_id': 24567030, 'reputation': 11, 'user_id': 18474045, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aff34caed0708d6b02ddd59464076cb9?s=256&d=identicon&r=PG', 'display_name': 'NotaGoodCodeWiz', 'link': 'https://stackoverflow.com/users/18474045/notagoodcodewiz'}",True,430,3,1,1667987988,1647358806,,71484986,CC BY-SA 4.0,https://stackoverflow.com/questions/71484986/reusing-case-statement-for-many-columns-in-same-select-statement,Reusing Case Statement for many Columns in same SELECT statement,,,
4,"['mysql', 'sql', 'encryption']","{'account_id': 17109172, 'reputation': 57, 'user_id': 12380484, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-H6cvEO4SpSM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf646tdFweZbCXUzcRAqIavPC7SNA/photo.jpg?sz=256', 'display_name': 'gdm', 'link': 'https://stackoverflow.com/users/12380484/gdm'}",False,111,1,-1,1667986841,1648090369,,71596531,CC BY-SA 4.0,https://stackoverflow.com/questions/71596531/argument-data-type-money-is-invalid-for-argument-2-of-encryptbykey-function,Argument data type money is invalid for argument 2 of EncryptByKey function,,,
5,"['sql', 'view', 'ssms']","{'account_id': 20150193, 'reputation': 1, 'user_id': 14777681, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-kXbJlgvjYf8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnGoc-HO5EH5pb-kkhyVpgb7CVtWw/s96-c/photo.jpg?sz=256', 'display_name': 'Daniyal Ahsan', 'link': 'https://stackoverflow.com/users/14777681/daniyal-ahsan'}",True,1189,4,0,1667826455,1648149813,,71608321,CC BY-SA 4.0,https://stackoverflow.com/questions/71608321/view-created-in-sql-server-management-studio-but-not-visible-in-views-section,View created in SQL Server Management Studio but not visible in &quot;Views&quot; section,,,
6,"['sql', 'sql-server', 'sequence', 'rowcount']","{'account_id': 7454179, 'reputation': 620, 'user_id': 5667911, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/65a936088303dbf58376439747e4a029?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhishek', 'link': 'https://stackoverflow.com/users/5667911/abhishek'}",False,833,1,2,1667596046,1647001077,,71438409,CC BY-SA 4.0,https://stackoverflow.com/questions/71438409/could-not-get-next-value-from-sequence-in-sql-server,Could not get next value from sequence in SQL SERVER,,,
7,['sql'],"{'account_id': 24643043, 'reputation': 3, 'user_id': 18541029, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzurJy5Yb7lCYakcBbvhePoTk25jHsEGEcB08U8=k-s256', 'display_name': 'Dhanya Balakrishnan', 'link': 'https://stackoverflow.com/users/18541029/dhanya-balakrishnan'}",True,1513,4,0,1667130681,1647944494,,71570363,CC BY-SA 4.0,https://stackoverflow.com/questions/71570363/sql-query-to-find-maximum-average-minimum-of-temperature,"SQL Query to find maximum, average, minimum of temperature",71570408.0,,
8,"['sql', 'sas', 'enterprise-guide']","{'account_id': 18318815, 'reputation': 302, 'user_id': 13340047, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eef5900f42e5cb2bf3bcd2d34fe75a9b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Christoffer', 'link': 'https://stackoverflow.com/users/13340047/christoffer'}",True,201,1,0,1666838683,1648541355,1648564021.0,71658543,CC BY-SA 4.0,https://stackoverflow.com/questions/71658543/sas-enterprise-guide-run-time-acummulated-instead-of-individual-process-time,SAS Enterprise-guide run time acummulated instead of individual process time,71660039.0,,
9,"['c#', 'sql', 'entity-framework-core', 'asp.net-core-webapi']","{'account_id': 22541918, 'reputation': 299, 'user_id': 16732381, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxt8Nzfyb2rzEBQb9HzxQ0KFSk_KHQE7XaZDZrr=k-s256', 'display_name': 'Sarahrb', 'link': 'https://stackoverflow.com/users/16732381/sarahrb'}",True,1892,1,1,1666270933,1648052883,1648059438.0,71590732,CC BY-SA 4.0,https://stackoverflow.com/questions/71590732/the-linq-expression-could-not-be-translated-translation-of-method-failed,The LINQ expression could not be translated. Translation of method failed,71592189.0,,
