,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['sql', 'oracle', 'oracle-sqldeveloper', 'oracle-call-interface', 'dbeaver']","{'account_id': 12101838, 'reputation': 66, 'user_id': 8842436, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-jMrh5uY54XM/AAAAAAAAAAI/AAAAAAAAJ34/Kbx3ObTJMJ0/photo.jpg?sz=256', 'display_name': 'SehrInteressant', 'link': 'https://stackoverflow.com/users/8842436/sehrinteressant'}",False,3509,2,1,1669237877,1568285121,57905056,CC BY-SA 4.0,https://stackoverflow.com/questions/57905056/how-to-connect-to-oracle-adw-instance-using-dbeaver,How to connect to Oracle ADW instance using dbeaver,,,,,,
1,"['sql', 'sql-server-2012']","{'account_id': 5551741, 'reputation': 1244, 'user_id': 4404544, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/QG8UU.jpg?s=256&g=1', 'display_name': 'CarenRose', 'link': 'https://stackoverflow.com/users/4404544/carenrose'}",True,1621,1,0,1669140634,1569359453,58088193,CC BY-SA 4.0,https://stackoverflow.com/questions/58088193/find-unused-columns-in-sql,Find Unused Columns in SQL,58137656.0,,,,,
2,"['python', 'sql', 'pandas', 'filter']","{'account_id': 7905381, 'reputation': 978, 'user_id': 6534180, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/9b53589ac8e2cae1d6190e4bafbf14e8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pedro Alves', 'link': 'https://stackoverflow.com/users/6534180/pedro-alves'}",True,5629,2,1,1667533277,1567788693,57825950,CC BY-SA 4.0,https://stackoverflow.com/questions/57825950/pandas-read-sql-with-multiple-parameters-and-lists,Pandas read_sql with multiple parameters and lists,57826081.0,,,,,
3,"['sql', 'postgresql']","{'account_id': 1958310, 'reputation': 2973, 'user_id': 1760720, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/2725d511128304107f17561e03888cdb?s=256&d=identicon&r=PG', 'display_name': 'Brian Yeh', 'link': 'https://stackoverflow.com/users/1760720/brian-yeh'}",True,708,1,-1,1666273806,1568331913,57915709,CC BY-SA 4.0,https://stackoverflow.com/questions/57915709/column-reference-is-ambiguous-in-postgresql-query-even-when-subquery-has-that-co,column reference is ambiguous in Postgresql query even when subquery has that column explicitly named,57915751.0,1666273806.0,,,,
4,"['mysql', 'sql', 'mysql-workbench']","{'account_id': 15593630, 'reputation': 796, 'user_id': 11249828, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-tTeluA3FVmU/AAAAAAAAAAI/AAAAAAAAAHY/s3HfGWs_vSo/photo.jpg?sz=256', 'display_name': 'Bhavesh Ajani', 'link': 'https://stackoverflow.com/users/11249828/bhavesh-ajani'}",True,165,2,-2,1666212001,1568823341,57996976,CC BY-SA 4.0,https://stackoverflow.com/questions/57996976/create-another-table-trans-temp-from-transaction-table-by-change-the-column-name,Create another table TRANS_TEMP from TRANSACTION table by change the column name acc_no to account_no,,1568823766.0,,,,
5,"['sql', 'database', 'postgresql', 'select', 'sql-view']","{'account_id': 11363172, 'reputation': 129, 'user_id': 8330811, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://lh4.googleusercontent.com/-1n6KxopE7qc/AAAAAAAAAAI/AAAAAAAAAHE/Flc9qGD-IAQ/photo.jpg?sz=256', 'display_name': 'Prajna', 'link': 'https://stackoverflow.com/users/8330811/prajna'}",True,3034,3,5,1666211493,1568974070,58026241,CC BY-SA 4.0,https://stackoverflow.com/questions/58026241/how-to-create-a-read-only-view-in-postgresql-similar-to-oracle,"How to create a read only view in postgresql , similar to oracle?",,1590627549.0,,,,
6,"['sql', 'database', 'postgresql']","{'account_id': 18540, 'reputation': 3558, 'user_id': 42559, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/aa7c1350d93036592f58f165318044db?s=256&d=identicon&r=PG', 'display_name': 'llimllib', 'link': 'https://stackoverflow.com/users/42559/llimllib'}",True,2469,3,3,1666000612,1569590125,58135353,CC BY-SA 4.0,https://stackoverflow.com/questions/58135353/postgres-seems-to-be-ignoring-my-default-collation,Postgres seems to be ignoring my default collation,58135683.0,1569851868.0,,,,
7,"['sql', 'oracle']","{'account_id': 16762685, 'reputation': 1, 'user_id': 12117020, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c6cfaba8a781ae847bccfc0ec63e3ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'Choizen', 'link': 'https://stackoverflow.com/users/12117020/choizen'}",False,329,3,0,1665595997,1569559420,58128007,CC BY-SA 4.0,https://stackoverflow.com/questions/58128007/oracle-sql-query-finding-the-count-of-tuples-that-have-the-same-attribute-valu,Oracle SQL Query - Finding the count of tuples that have the same attribute value within same table,,1665595997.0,,,,
8,"['sql', '.net', 'sql-server', '.net-core']","{'account_id': 3069071, 'reputation': 1398, 'user_id': 2600162, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/yWGC9.jpg?s=256&g=1', 'display_name': 'Kees de Wit', 'link': 'https://stackoverflow.com/users/2600162/kees-de-wit'}",False,10154,1,4,1665043620,1569757914,58154924,CC BY-SA 4.0,https://stackoverflow.com/questions/58154924/sql-server-a-connection-was-successfully-established-with-the-server-but-then,"SQL Server: A connection was successfully established with the server, but then an error occurred during the login process",,1569761574.0,,,,
9,['sql'],"{'account_id': 9521298, 'reputation': 334, 'user_id': 11121286, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bed3fa4bfae37830aff6a87ccb6552a1?s=256&d=identicon&r=PG&f=1', 'display_name': 'PBJ ', 'link': 'https://stackoverflow.com/users/11121286/pbj'}",False,62,1,1,1664611287,1569415897,58098869,CC BY-SA 4.0,https://stackoverflow.com/questions/58098869/adding-case-expression-in-the-correct-spot,Adding CASE expression in the correct spot?,,1664611287.0,,,,
10,"['sql', 'sqlite']","{'account_id': 2744772, 'reputation': 51, 'user_id': 2365419, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/FIvNr.jpg?s=256&g=1', 'display_name': 'Prashanna Guru', 'link': 'https://stackoverflow.com/users/2365419/prashanna-guru'}",True,4332,2,3,1663944831,1569097198,58043806,CC BY-SA 4.0,https://stackoverflow.com/questions/58043806/how-do-you-find-correlation-between-two-variables-in-sqlite,How do you find correlation between two variables in Sqlite?,58044395.0,1569138893.0,,,,
11,"['sql', 'netezza']","{'account_id': 16453098, 'reputation': 31, 'user_id': 11886031, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b7a086d2ce3d692f8d5c17cbd6be87de?s=256&d=identicon&r=PG&f=1', 'display_name': 'HellaF10', 'link': 'https://stackoverflow.com/users/11886031/hellaf10'}",True,981,4,0,1663927857,1568628660,57954633,CC BY-SA 4.0,https://stackoverflow.com/questions/57954633/row-number-doesnt-count-right-on-timestamp,ROW_NUMBER() doesnt count right on timestamp,,1568704574.0,,,,
12,"['sql', 'postgresql']","{'account_id': 11334841, 'reputation': 129, 'user_id': 8311057, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/169ee733b2595a314e4fe72a05125d8f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tarik', 'link': 'https://stackoverflow.com/users/8311057/tarik'}",True,547,3,1,1663064033,1567681284,57804027,CC BY-SA 4.0,https://stackoverflow.com/questions/57804027/return-0-or-null-value-if-there-is-no-data-in-a-table-for-a-particular-date,Return 0 or Null value if there is no data in a table for a particular date?,57848233.0,1567691138.0,,,,
13,"['sql', 'sql-server']","{'account_id': 9159920, 'reputation': 47, 'user_id': 6811603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8d288d74f6bc3928d6654fdd6de069a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mason Lee', 'link': 'https://stackoverflow.com/users/6811603/mason-lee'}",True,880,7,1,1662555838,1569559761,58128050,CC BY-SA 4.0,https://stackoverflow.com/questions/58128050/total-duration-time-without-overlapping-time-in-sql-server,Total duration time without overlapping time in SQL Server,58129567.0,1569565975.0,,,,
14,"['sql', 'oracle', 'spring-boot', 'jpa', 'spring-data-jpa']","{'account_id': 170293, 'reputation': 5532, 'user_id': 2325154, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/8edaf24cd3712f7484ebf0edec77ca7c?s=256&d=identicon&r=PG', 'display_name': 'Nital', 'link': 'https://stackoverflow.com/users/2325154/nital'}",True,2675,3,2,1662068024,1567716933,57812885,CC BY-SA 4.0,https://stackoverflow.com/questions/57812885/how-to-execute-a-native-sql-query-having-interval-clause-through-spring-boot-jpa,How to execute a native SQL query having INTERVAL clause through Spring Boot JPA?,73575630.0,,,,,
15,"['sql', 'postgresql', 'weather']","{'account_id': 16691239, 'reputation': 31, 'user_id': 12063779, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd89c0c6a0cdd77b5f224988b1a3356d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adrien Dub&#233;dat', 'link': 'https://stackoverflow.com/users/12063779/adrien-dub%c3%a9dat'}",True,9838,3,3,1661859412,1568386650,57925988,CC BY-SA 4.0,https://stackoverflow.com/questions/57925988/using-copy-to-import-a-json-file-into-a-postgresql-table,Using COPY to import a .json file into a PostgreSQL table,,1568637869.0,,,,
16,"['sql', 'sql-server', 'dateadd']","{'account_id': 14611254, 'reputation': 2113, 'user_id': 10552687, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9fd4bd62f003f927fbf2881ba3a31716?s=256&d=identicon&r=PG&f=1', 'display_name': 'dvo', 'link': 'https://stackoverflow.com/users/10552687/dvo'}",True,4684,3,1,1660815345,1567788611,57825930,CC BY-SA 4.0,https://stackoverflow.com/questions/57825930/sql-subtract-business-days-from-date,SQL - Subtract Business Days from Date,57835852.0,,,,,
17,"['sql', 'sql-server', 'combinations']","{'account_id': 6768858, 'reputation': 13, 'user_id': 5212887, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fb3118a4cb43cf08cb8da125eb75db0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Soiss', 'link': 'https://stackoverflow.com/users/5212887/soiss'}",True,63,1,1,1658790392,1569532112,58124812,CC BY-SA 4.0,https://stackoverflow.com/questions/58124812/how-do-i-find-all-combinations-for-an-unknown-number-of-options-for-a-product,How do I find all combinations for an unknown number of options for a product?,58124868.0,1658790392.0,,,,
18,"['sql', 'oracle', 'bi-publisher']","{'account_id': 8002230, 'reputation': 69, 'user_id': 6036670, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/9e6a87e682dc39e9b99be534c74df16c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hailey', 'link': 'https://stackoverflow.com/users/6036670/hailey'}",True,1590,3,0,1658505280,1567398180,57751398,CC BY-SA 4.0,https://stackoverflow.com/questions/57751398/suppress-repeating-values-in-oracle-sql,Suppress Repeating values in Oracle sql,57751420.0,1567400786.0,,,,
