,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['sql', 'sql-server']","{'account_id': 3690100, 'reputation': 152, 'user_id': 4877272, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/72a6deceb85d83a5680246503fb0e6f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'JL_Coder', 'link': 'https://stackoverflow.com/users/4877272/jl-coder'}",True,519,62112394.0,1,2,1669117377,1590903243,62111988,CC BY-SA 4.0,https://stackoverflow.com/questions/62111988/what-caused-sql-servers-sequence-number-to-skip,What caused SQL Server&#39;s Sequence number to skip?,,,,,
1,"['python', 'sql', 'sql-server', 'pandas']","{'account_id': 1322482, 'reputation': 83, 'user_id': 1267983, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9d1bad4e99e8b0e11c0773b1a276e348?s=256&d=identicon&r=PG', 'display_name': 'user1267983', 'link': 'https://stackoverflow.com/users/1267983/user1267983'}",True,2672,,1,2,1668618390,1589655187,61842006,CC BY-SA 4.0,https://stackoverflow.com/questions/61842006/sql-server-merge-using-pandas-dataframe,SQL Server Merge using Pandas Dataframe?,1589662512.0,,,,
2,"['sql', 'code-injection', 'ctf']","{'account_id': 18499215, 'reputation': 1, 'user_id': 13476937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9b7e55038727f4f33bedaa7786d2515?s=256&d=identicon&r=PG&f=1', 'display_name': 'kitsu_alt', 'link': 'https://stackoverflow.com/users/13476937/kitsu-alt'}",False,189,,1,0,1668290262,1589076082,61706246,CC BY-SA 4.0,https://stackoverflow.com/questions/61706246/mariadb-gives-me-an-error-that-says-where-1-1-in-a-ctf,MariaDB gives me an error that says &#39;WHERE &#39;1&#39;=&#39;1&#39;&#39; in a ctf,,,,,
3,"['sql', 'postgresql', 'database-sequence']","{'account_id': 11901859, 'reputation': 3345, 'user_id': 8709603, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Hs2yu.jpg?s=256&g=1', 'display_name': 'Charith Jayasanka', 'link': 'https://stackoverflow.com/users/8709603/charith-jayasanka'}",True,1988,62010991.0,3,2,1667505556,1590441074,62010838,CC BY-SA 4.0,https://stackoverflow.com/questions/62010838/reset-postgres-auto-increment-value-to-0,Reset Postgres auto-increment value to 0,1590441180.0,,,,
4,"['python', 'sql']","{'account_id': 3267113, 'reputation': 41, 'user_id': 2751396, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2751396', 'link': 'https://stackoverflow.com/users/2751396/user2751396'}",False,52,,1,-1,1667455300,1589319477,61762438,CC BY-SA 4.0,https://stackoverflow.com/questions/61762438/sql-updating-a-field-with-a-sequential-number,SQL updating a field with a sequential number,1667455300.0,,,,
5,"['sql', 'oracle', 'oracle-sqldeveloper', 'oracle-apex']","{'account_id': 18493185, 'reputation': 51, 'user_id': 13472231, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-UPmokrgyhBg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMhupdSKLvFkCYauP_LWn6L_fJ9RA/photo.jpg?sz=256', 'display_name': 'amy', 'link': 'https://stackoverflow.com/users/13472231/amy'}",True,353,62013178.0,2,0,1667280407,1590446842,62011920,CC BY-SA 4.0,https://stackoverflow.com/questions/62011920/how-do-i-fix-this-error-ora-00933-sql-command-not-properly-ended,How do I fix this error: ORA-00933: SQL command not properly ended,,,,,
6,"['sql', 'django', 'orm', 'inner-join']","{'account_id': 50918, 'reputation': 9226, 'user_id': 152016, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/61e75a9dfee755b5a3d1104d4d3c104a?s=256&d=identicon&r=PG', 'display_name': 'Niloct', 'link': 'https://stackoverflow.com/users/152016/niloct'}",True,112,61672091.0,2,0,1667054178,1588903341,61670783,CC BY-SA 4.0,https://stackoverflow.com/questions/61670783/why-does-django-queryset-produce-a-query-with-2-inner-joins-with-and-clauses-in,"Why does Django QuerySet produce a query with 2 inner joins with AND clauses, instead or a single inner join with OR, when chaining filters?",1667054178.0,,,,
7,"['sql', 'timestamp']","{'account_id': 6581231, 'reputation': 13, 'user_id': 7527245, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16accc2e28e17a7db879c7e30cd9f5fc?s=256&d=identicon&r=PG', 'display_name': 'Kai', 'link': 'https://stackoverflow.com/users/7527245/kai'}",True,688,,2,0,1666975282,1590712106,62076710,CC BY-SA 4.0,https://stackoverflow.com/questions/62076710/identifying-an-11-digit-timestamp,Identifying an 11 digit timestamp,,,,,
8,"['sql', 'postgresql', 'merge']","{'account_id': 7490478, 'reputation': 115, 'user_id': 5692372, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd388e369752259a6c92661c0258b928?s=256&d=identicon&r=PG&f=1', 'display_name': 'freakabhi', 'link': 'https://stackoverflow.com/users/5692372/freakabhi'}",False,849,,2,1,1666207341,1589387037,61779778,CC BY-SA 4.0,https://stackoverflow.com/questions/61779778/merge-in-postgres-using-insert-on-conflict,merge in Postgres - using insert on conflict,,,,,
9,"['c#', 'sql', 'asp.net-mvc-3', 'model-view-controller', 'razor-pages']","{'account_id': 18568662, 'reputation': 21, 'user_id': 13530939, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiI4uFPXvwXBVu-_qYm-7nuOMKt6Ha6JJ9BiprV_w=k-s256', 'display_name': 'Willie Mason', 'link': 'https://stackoverflow.com/users/13530939/willie-mason'}",True,14411,,6,1,1666009996,1589347052,61766956,CC BY-SA 4.0,https://stackoverflow.com/questions/61766956/cs0246the-type-or-namespace-name-errorviewmodel-could-not-be-found-are-you-m,CS0246	The type or namespace name &#39;ErrorViewModel&#39; could not be found (are you missing a using directive or an assembly reference?),,,,,
