,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,"['mysql', 'sql']","{'account_id': 7837589, 'reputation': 25, 'user_id': 9989987, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/059a51807fd4781a0243bd699d607dab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sehaj Kaur', 'link': 'https://stackoverflow.com/users/9989987/sehaj-kaur'}",True,3598,60126402.0,6,1,1668771598,1581161294,60126316,CC BY-SA 4.0,https://stackoverflow.com/questions/60126316/hackerrank-challenge-ollivanders-inventory,Hackerrank Challenge Ollivander&#39;s Inventory,,,
1,"['python', 'sql', 'json']","{'account_id': 11237791, 'reputation': 37, 'user_id': 8243250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b4536f5226c6c01c804aca1b8c93c15?s=256&d=identicon&r=PG&f=1', 'display_name': 'L.s', 'link': 'https://stackoverflow.com/users/8243250/l-s'}",True,4009,60219550.0,2,2,1668406981,1581647332,60219180,CC BY-SA 4.0,https://stackoverflow.com/questions/60219180/importing-json-file-from-github-into-python-getting-error-jsondecodeerror-exp,importing json file from github into python. Getting Error: JSONDecodeError: Expecting value: line 7 column 1 (char 6),,,
2,"['sql', 'sql-server']","{'account_id': 16688062, 'reputation': 75, 'user_id': 12061360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ca504dbddc9d26a19a0195fee0d393f?s=256&d=identicon&r=PG&f=1', 'display_name': 'mohan', 'link': 'https://stackoverflow.com/users/12061360/mohan'}",False,8197,,2,2,1668215361,1581610546,60212272,CC BY-SA 4.0,https://stackoverflow.com/questions/60212272/move-text-file-from-one-folder-to-another-folder-using-sql-script,Move text file from one folder to another folder using sql script,1581610673.0,,
3,"['python', 'sql', 'django', 'postgresql', 'django-orm']","{'account_id': 16919081, 'reputation': 449, 'user_id': 12236313, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sewBx.jpg?s=256&g=1', 'display_name': 'scūriolus', 'link': 'https://stackoverflow.com/users/12236313/sc%c5%abriolus'}",True,201,69117871.0,1,3,1668169359,1580706803,60033420,CC BY-SA 4.0,https://stackoverflow.com/questions/60033420/django-orm-filter-method-produces-sql-query-without-quotes,Django ORM &quot;filter&quot; method produces SQL query without quotes,1668169359.0,,
4,"['sql', 'sql-server', 'sql-insert']","{'account_id': 17195088, 'reputation': 17, 'user_id': 12448048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/204b38449085c5e903d1010c7e4644aa?s=256&d=identicon&r=PG', 'display_name': 'Jaret Sanchez', 'link': 'https://stackoverflow.com/users/12448048/jaret-sanchez'}",True,222,60152874.0,4,-4,1667849245,1581345309,60152606,,https://stackoverflow.com/questions/60152606/when-inserting-to-a-table-do-i-have-to-define-a-nullable-parameter,"When inserting to a table, do I have to define a nullable parameter?",1667849245.0,1612356341.0,Needs details or clarity
5,"['javascript', 'sql', 'node.js', 'express', 'sequelize.js']","{'account_id': 17007922, 'reputation': 175, 'user_id': 12303705, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCZepnHaCCFwbUJiRnE5xoj65Eppp-wGOMb0twnYw=k-s256', 'display_name': 'theNu', 'link': 'https://stackoverflow.com/users/12303705/thenu'}",True,991,60407395.0,3,6,1667812650,1582689852,60406603,CC BY-SA 4.0,https://stackoverflow.com/questions/60406603/how-to-order-by-many-to-many-relationship-in-sequelize,How to order by many to many relationship in Sequelize?,,,
6,"['java', 'sql', 'oracle', 'junit', 'h2']","{'account_id': 17025331, 'reputation': 137, 'user_id': 12316756, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mABKknTxL2vJVwfwSofef1a7KkeFsJjzSB_441pLg=k-s256', 'display_name': 'Namagiri Sridhar', 'link': 'https://stackoverflow.com/users/12316756/namagiri-sridhar'}",True,7561,60443680.0,2,1,1667810249,1582839338,60442087,CC BY-SA 4.0,https://stackoverflow.com/questions/60442087/write-a-query-in-h2-database-to-convert-date-format,write a query in h2 database to convert date format,1667810249.0,,
7,"['sql', 'apache-spark-sql']","{'account_id': 15363137, 'reputation': 43, 'user_id': 11083414, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-J4p1hPVW0Yg/AAAAAAAAAAI/AAAAAAAAACY/zZS-SFwK8_8/photo.jpg?sz=256', 'display_name': 'Martin Tynan', 'link': 'https://stackoverflow.com/users/11083414/martin-tynan'}",True,6321,60211407.0,4,2,1667578076,1581601191,60209203,CC BY-SA 4.0,https://stackoverflow.com/questions/60209203/adding-variable-hours-to-timestamp-in-spark-sql,Adding variable hours to timestamp in Spark SQL,,,
8,"['sql', 'sql-server', 'average']","{'account_id': 17852306, 'reputation': 27, 'user_id': 12967798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d76763a7f38c9fed2e9e82ad4efef73?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arizona72', 'link': 'https://stackoverflow.com/users/12967798/arizona72'}",True,511,60418154.0,1,0,1666895308,1582733221,60418022,CC BY-SA 4.0,https://stackoverflow.com/questions/60418022/how-do-i-create-a-new-column-in-sql-that-displays-the-total-average-for-another,How do I create a new column in SQL that displays the total average for another field in each row?,1666895308.0,,
9,"['java', 'sql', 'spring', 'spring-boot']","{'account_id': 17645003, 'reputation': 9, 'user_id': 12806616, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB7IkjTQMVzTzJuLJ9Z5oBnXbN3o22ttMTDBxQijA=k-s256', 'display_name': 'Bhargav Netha', 'link': 'https://stackoverflow.com/users/12806616/bhargav-netha'}",False,7802,,1,0,1666717535,1581250353,60136474,CC BY-SA 4.0,https://stackoverflow.com/questions/60136474/could-not-execute-statement-sql-n-a-constraint-null-nested-exception-is-o,could not execute statement; SQL [n/a]; constraint [null]; nested exception is org.hibernate.exception.ConstraintViolationException:,1581250901.0,,
