,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['sql', 'arrays', 'postgresql', 'database-design', 'foreign-keys']","{'account_id': 20972269, 'reputation': 17, 'user_id': 15409164, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-YWlxpJ6xMuI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnm9zUhfAvXhjVfD7KFzGEXnf8zpQ/s96-c/photo.jpg?sz=256', 'display_name': 'Mads Kristian Nylund', 'link': 'https://stackoverflow.com/users/15409164/mads-kristian-nylund'}",False,1588,2,0,1668780582,1636461517,1636462567.0,69898284,CC BY-SA 4.0,https://stackoverflow.com/questions/69898284/postgresql-array-of-foreign-keys,PostgreSQL array of foreign keys,,,
1,"['sql', 'sql-server', 'import-from-csv']","{'account_id': 8642400, 'reputation': 457, 'user_id': 6470705, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://lh5.googleusercontent.com/-Jkx7A43Ti6I/AAAAAAAAAAI/AAAAAAAAAE4/kxDuyLeVr-U/photo.jpg?sz=256', 'display_name': 'Max S.', 'link': 'https://stackoverflow.com/users/6470705/max-s'}",False,366,0,0,1668754039,1636655089,1636658694.0,69933142,CC BY-SA 4.0,https://stackoverflow.com/questions/69933142/how-to-import-csv-local-into-db-on-a-server,How to import csv (local) into DB (on a server),,,
2,"['sql', 'postgresql', 'jsonb']","{'account_id': 9122967, 'reputation': 87, 'user_id': 6787808, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-xaaT3Xh5-lo/AAAAAAAAAAI/AAAAAAAAAAo/ajeIg9gP-BE/photo.jpg?sz=256', 'display_name': 'ciolo', 'link': 'https://stackoverflow.com/users/6787808/ciolo'}",True,619,2,1,1667999818,1636971503,,69972768,CC BY-SA 4.0,https://stackoverflow.com/questions/69972768/ilike-query-inside-arrays-of-objects-in-jsonb-column,ILIKE query inside arrays of objects in jsonb column,,,
3,"['sql', 'plsql', 'oracle-apex-20.1', 'oracle21c']","{'account_id': 23284308, 'reputation': 1, 'user_id': 17367364, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgrVnHjXh8c4am2I8gRPilbR_dy9j4d3TB9YXBekp0=k-s256', 'display_name': 'om mahesh', 'link': 'https://stackoverflow.com/users/17367364/om-mahesh'}",False,707,2,0,1667393985,1636461358,1636618398.0,69898255,CC BY-SA 4.0,https://stackoverflow.com/questions/69898255/pls-00201-identifier-dbms-obfuscation-toolkit-desencrypt-must-be-declared,PLS-00201: identifier &#39;DBMS_OBFUSCATION_TOOLKIT.DESENCRYPT&#39; must be declared,,,
4,"['sql', 'amazon-web-services', 'apache-flink', 'amazon-kinesis', 'amazon-kinesis-analytics']","{'account_id': 10979338, 'reputation': 61, 'user_id': 8066997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48c96f8d2364969e233bb25dd5845159?s=256&d=identicon&r=PG&f=1', 'display_name': 'JCLOUD', 'link': 'https://stackoverflow.com/users/8066997/jcloud'}",False,869,2,1,1666860559,1636582507,,69920848,CC BY-SA 4.0,https://stackoverflow.com/questions/69920848/unable-to-create-a-source-for-reading-table-error-when-trying-to-query-a-glue-ta,Unable to create a source for reading table error when trying to query a glue table,,,
5,"['sql', 'postgresql', 'authentication', 'triggers', 'supabase']","{'account_id': 22383200, 'reputation': 507, 'user_id': 16596445, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiTjBK0nvix4waXSXYHvUVdpP8Td1D9XaCAXOltEw=k-s256', 'display_name': 'Ryan Millares', 'link': 'https://stackoverflow.com/users/16596445/ryan-millares'}",False,875,1,2,1666856434,1638143603,,70148478,CC BY-SA 4.0,https://stackoverflow.com/questions/70148478/database-error-saving-new-user-error-with-postgres-function,Database Error Saving New User error with Postgres Function?,,,
6,"['sql', 'python-3.x', 'apache-flink', 'flink-sql', 'pyflink']","{'account_id': 18615265, 'reputation': 223, 'user_id': 13566716, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-BdDu729vUck/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnS9c8IAmBoveBcL4P1FPFtpMZUvA/photo.jpg?sz=256', 'display_name': '3awny', 'link': 'https://stackoverflow.com/users/13566716/3awny'}",False,694,2,0,1666626631,1637502898,,70055167,CC BY-SA 4.0,https://stackoverflow.com/questions/70055167/invalid-sql-identifier-org-apache-flink-sql-parser-impl-parseexception-encoun,"Invalid SQL identifier - org.apache.flink.sql.parser.impl.ParseException: Encountered &quot;TABLE&quot; at line 2, column 16",,,
7,"['sql', 'google-bigquery']","{'account_id': 9445914, 'reputation': 728, 'user_id': 7024693, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50fba6fe4b75166b2333e1607e1e79ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jiho Choi', 'link': 'https://stackoverflow.com/users/7024693/jiho-choi'}",False,81,1,0,1666535419,1636971182,1637055836.0,69972692,CC BY-SA 4.0,https://stackoverflow.com/questions/69972692/combining-the-filtering-of-duplicate-rows-in-partitioned-table-and-the-query-bi,Combining the filtering of duplicate rows in partitioned table and the query. BigQuery,,,
8,"['sql', 'sql-update', 'ntext']","{'account_id': 2835122, 'reputation': 53, 'user_id': 2435866, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0a37f2acb7e2b8f9e00972fe0bee550?s=256&d=identicon&r=PG', 'display_name': 'user2435866', 'link': 'https://stackoverflow.com/users/2435866/user2435866'}",False,233,1,0,1666202191,1638176343,1638176780.0,70152031,CC BY-SA 4.0,https://stackoverflow.com/questions/70152031/update-ntext-column,Update ntext column,,,
9,"['mysql', 'sql', 'stored-procedures']","{'account_id': 21884821, 'reputation': 11, 'user_id': 16172582, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3902407343207407/picture?type=large', 'display_name': 'Mero', 'link': 'https://stackoverflow.com/users/16172582/mero'}",True,318,2,0,1665823177,1636978259,1637015347.0,69974215,CC BY-SA 4.0,https://stackoverflow.com/questions/69974215/how-to-write-a-correct-mysql-statement-for-this-question,How to write a correct MySQL statement for this question,,,
10,['sql'],"{'account_id': 15521214, 'reputation': 21, 'user_id': 11197347, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10101503415007275/picture?type=large', 'display_name': 'Stephen Lee', 'link': 'https://stackoverflow.com/users/11197347/stephen-lee'}",False,548,1,0,1665633668,1636505812,,69906809,CC BY-SA 4.0,https://stackoverflow.com/questions/69906809/sql-error-mismatched-input-in-expecting-eof,"SQL Error mismatched input &#39;IN&#39; expecting {&lt;EOF&gt;, &#39;;&#39;}",,,
