,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['python', 'python-3.x', 'django', 'django-forms', 'django-admin']","{'account_id': 12981577, 'reputation': 1, 'user_id': 9383792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4179e92a225b2440d1403de54a6f5a39?s=256&d=identicon&r=PG&f=1', 'display_name': 'shriekdj', 'link': 'https://stackoverflow.com/users/9383792/shriekdj'}",False,775,2,-1,1669554220,1649853283,1649962200.0,71857585,CC BY-SA 4.0,https://stackoverflow.com/questions/71857585/unable-to-login-django-admin-after-update-giving-error-forbidden-403-csrf-ve,Unable to Login Django Admin after Update : Giving Error Forbidden (403) CSRF verification failed,,,,,
1,['python'],"{'account_id': 23954804, 'reputation': 970, 'user_id': 17945841, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MFnqj.jpg?s=256&g=1', 'display_name': 'Programming Noob', 'link': 'https://stackoverflow.com/users/17945841/programming-noob'}",True,340,4,0,1669544531,1649368326,,71789343,CC BY-SA 4.0,https://stackoverflow.com/questions/71789343/entering-int-or-float-using-input,entering int or float using input(),71789405.0,,,,
2,"['python', 'automation', 'bots', 'tor', 'pywinauto']","{'account_id': 24872646, 'reputation': 19, 'user_id': 18746982, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzOi7CuHzbppnYZgcdxaJdBMEp25eJTfbDJBZNz=k-s256', 'display_name': 'CarlosFser BH', 'link': 'https://stackoverflow.com/users/18746982/carlosfser-bh'}",False,122,1,1,1669498963,1650230616,,71905553,CC BY-SA 4.0,https://stackoverflow.com/questions/71905553/can-i-reconnect-to-the-main-window-with-pywinauto,Can I reconnect to the main window with PyWinAuto?,,,,,
3,"['python', 'django']","{'account_id': 25116565, 'reputation': 11, 'user_id': 18965527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a3df61a4a15d50f3b673da1eacecdcd?s=256&d=identicon&r=PG', 'display_name': 'user18965527', 'link': 'https://stackoverflow.com/users/18965527/user18965527'}",True,525,1,1,1669484579,1651068525,1669484579.0,72030268,CC BY-SA 4.0,https://stackoverflow.com/questions/72030268/why-do-i-have-to-restart-the-django-server-every-time-i-make-some-changes-in-vie,Why do I have to restart the Django server every time I make some changes in views?,72030690.0,,,,
4,"['python', 'django', 'django-models', 'django-views', 'django-forms']","{'account_id': 23151455, 'reputation': 41, 'user_id': 17253393, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q4brT.jpg?s=256&g=1', 'display_name': 'JalenWithTheHead', 'link': 'https://stackoverflow.com/users/17253393/jalenwiththehead'}",True,1111,2,1,1669484472,1650474611,1669484472.0,71943650,CC BY-SA 4.0,https://stackoverflow.com/questions/71943650/how-to-save-multiple-objects-at-once-to-django-database,How to save multiple objects at once to Django database?,71943870.0,,,,
5,"['python', 'android', 'kivy', 'kivymd']","{'account_id': 23933894, 'reputation': 1, 'user_id': 17928417, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hbs56.jpg?s=256&g=1', 'display_name': 'C0D3R', 'link': 'https://stackoverflow.com/users/17928417/c0d3r'}",False,137,1,0,1669481536,1648759024,1648760370.0,71698873,CC BY-SA 4.0,https://stackoverflow.com/questions/71698873/using-a-spinner-for-changing-several-screens-in-kivy,Using a Spinner for changing several Screens in kivy,,,,,
6,"['python', 'setup.py']","{'account_id': 24494508, 'reputation': 11, 'user_id': 18411038, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1120707d4e57668b0d83c642144c4673?s=256&d=identicon&r=PG', 'display_name': 'Hallonmallic', 'link': 'https://stackoverflow.com/users/18411038/hallonmallic'}",False,619,1,0,1669480609,1651107606,,72036826,CC BY-SA 4.0,https://stackoverflow.com/questions/72036826/python-missing-from-venv-bin-python-folder-in-virtual-environment-pycharm,Python missing from /venv/bin/python folder in virtual environment Pycharm,,,,,
7,"['python', 'visual-studio-code', 'streamlit']","{'account_id': 23777713, 'reputation': 1, 'user_id': 17790906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e70ac8b000b04e87914038f51e9583d?s=256&d=identicon&r=PG', 'display_name': 'applesbanana_code', 'link': 'https://stackoverflow.com/users/17790906/applesbanana-code'}",True,3105,5,0,1669477962,1650321351,,71917749,CC BY-SA 4.0,https://stackoverflow.com/questions/71917749/why-isnt-streamlit-running-in-vscode,Why isn&#39;t streamlit running in VScode?,,,,,
8,"['python', 'flutter', 'video-streaming', 'live']","{'account_id': 24388076, 'reputation': 11, 'user_id': 18318518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/efff2ed418e3ce1124f439fa848d289f?s=256&d=identicon&r=PG', 'display_name': 'Yasan Malik', 'link': 'https://stackoverflow.com/users/18318518/yasan-malik'}",True,303,1,1,1669455904,1650347982,,71920292,CC BY-SA 4.0,https://stackoverflow.com/questions/71920292/capture-video-stream-from-a-website-to-flutter-app,capture video stream from a website to Flutter App,74581140.0,,,,
9,"['python', 'plotly', 'jupyter', 'plotly-python']","{'account_id': 7344626, 'reputation': 184, 'user_id': 5592783, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1064860763566872/picture?type=large', 'display_name': 'Stanislav Nosulenko', 'link': 'https://stackoverflow.com/users/5592783/stanislav-nosulenko'}",True,734,1,2,1669397835,1648803975,1648808623.0,71704440,CC BY-SA 4.0,https://stackoverflow.com/questions/71704440/python-plotly-chart-update-with-two-dropdowns,Python Plotly chart update with two dropdowns,71709798.0,,,,
