,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
0,"['python', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 14820809, 'reputation': 33, 'user_id': 10703205, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-JRphxMZKRqQ/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-jo9rO-uXI8W46wUJIfGKNkby2ByQ/mo/photo.jpg?sz=256', 'display_name': 'Farzin Irandoost', 'link': 'https://stackoverflow.com/users/10703205/farzin-irandoost'}",False,154,1,2,1669105243,1601803734,1601901860.0,64193001,CC BY-SA 4.0,https://stackoverflow.com/questions/64193001/make-keras-none-batch-size-unchanged-using-tf-scatter-nd,"make Keras &#39;None&#39; batch size unchanged, using tf.scatter_nd",,,,,
1,"['python', 'shapefile', 'geopandas', 'fiona']","{'account_id': 16436219, 'reputation': 385, 'user_id': 12042094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d48591d06c8684e04f2a7b8bce3f2d15?s=256&d=identicon&r=PG&f=1', 'display_name': 'RAH', 'link': 'https://stackoverflow.com/users/12042094/rah'}",False,711,1,2,1669096050,1603096195,,64423707,CC BY-SA 4.0,https://stackoverflow.com/questions/64423707/python-geopandas-unable-to-locate-shapefile,Python Geopandas Unable to Locate Shapefile,,,,,
2,"['python', 'html', 'flask']","{'account_id': 11187748, 'reputation': 447, 'user_id': 8209407, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bzcaSRPT14c/AAAAAAAAAAI/AAAAAAAADfI/ZQwTdYLrO9E/photo.jpg?sz=256', 'display_name': 'Prabhat kumar', 'link': 'https://stackoverflow.com/users/8209407/prabhat-kumar'}",True,236,2,-1,1669092609,1602772374,,64373912,CC BY-SA 4.0,https://stackoverflow.com/questions/64373912/cant-get-other-files-uploaded-python-flask-with-html,Can&#39;t get other files uploaded [python flask] with html,,,,,
3,['python'],"{'account_id': 19663655, 'reputation': 81, 'user_id': 14394599, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1-MN5WlM1XM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckyL3H05rm1z_RRjceFe4FP8PU0tg/photo.jpg?sz=256', 'display_name': 'Bbest Nichapa', 'link': 'https://stackoverflow.com/users/14394599/bbest-nichapa'}",True,14341,5,7,1669037709,1601903193,1631187547.0,64209238,CC BY-SA 4.0,https://stackoverflow.com/questions/64209238/error-15-initializing-libiomp5md-dll-but-found-libiomp5md-dll-already-initial,"Error #15: Initializing libiomp5md.dll, but found libiomp5md.dll already initialized",,,,,
4,"['python', 'django', 'django-settings']","{'account_id': 19111229, 'reputation': 1, 'user_id': 13957174, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/974666092955729/picture?type=large', 'display_name': 'Be Nod', 'link': 'https://stackoverflow.com/users/13957174/be-nod'}",False,1277,1,0,1669016887,1602154935,1602155811.0,64261167,CC BY-SA 4.0,https://stackoverflow.com/questions/64261167/os-path-joinbase-dir-template-problem,"os.path.join(&#39;BASE_DIR&#39;,&#39;template&#39;) problem",,,,,
5,"['python', 'fastapi', 'pydantic']","{'account_id': 4321912, 'reputation': 1999, 'user_id': 3529833, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mojimi', 'link': 'https://stackoverflow.com/users/3529833/mojimi'}",True,1718,1,5,1668895510,1603201480,1603202092.0,64446491,CC BY-SA 4.0,https://stackoverflow.com/questions/64446491/pydantic-upgrading-object-to-another-model,Pydantic - Upgrading object to another model,,,,,
6,"['python', 'matplotlib', 'pip', 'package', 'conda']","{'account_id': 17126382, 'reputation': 53, 'user_id': 14437582, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB0MnGoZ8L89MhQJ73qT9bU6dYTRM2okWzIRv4cFA=k-s256', 'display_name': 'Maj Klancnik', 'link': 'https://stackoverflow.com/users/14437582/maj-klancnik'}",True,38883,6,5,1668892116,1602525784,,64323080,CC BY-SA 4.0,https://stackoverflow.com/questions/64323080/cant-install-new-packages-for-python-python-3-9-0-windows-10,"Can&#39;t install new packages for Python (Python 3.9.0, Windows 10)",64329299.0,,,,
7,"['python', 'html', 'sql', 'conditional-statements']","{'account_id': 18928644, 'reputation': 27, 'user_id': 13941779, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6f264b05929c38bf18df2b96e39a7ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'aisha&#39;s SO', 'link': 'https://stackoverflow.com/users/13941779/aishas-so'}",False,115,1,0,1668784718,1604060052,1668784718.0,64608151,CC BY-SA 4.0,https://stackoverflow.com/questions/64608151/internal-server-error-in-register-html-page,Internal Server error in register html page,,,,,
8,"['python', 'pandas', 'seaborn']","{'account_id': 2651749, 'reputation': 1942, 'user_id': 2293224, 'user_type': 'registered', 'accept_rate': 3, 'profile_image': 'https://www.gravatar.com/avatar/ea183509c116356b6ac68ff45ae588e2?s=256&d=identicon&r=PG', 'display_name': 'user2293224', 'link': 'https://stackoverflow.com/users/2293224/user2293224'}",True,424,1,0,1668784106,1603939903,1668784106.0,64584284,CC BY-SA 4.0,https://stackoverflow.com/questions/64584284/setting-same-color-of-a-category-in-both-category-plots,Setting same color of a category in both category plots,64592371.0,,,,
9,"['python', 'video', 'ffmpeg', 'moviepy']","{'account_id': 19186691, 'reputation': 11, 'user_id': 14017346, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhCKa8xXQp8xidR_pwM8TaN4ZXDAWU7i6HLYW-EYA=k-s256', 'display_name': 'Andrew Best', 'link': 'https://stackoverflow.com/users/14017346/andrew-best'}",False,190,2,1,1668755205,1603735304,,64542559,CC BY-SA 4.0,https://stackoverflow.com/questions/64542559/moviepy-write-videofile-works-the-second-time-but-not-the-first,Moviepy write_videofile works the second time but not the first?,,,,,
