,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from
0,"['python', 'list', 'dictionary']","{'account_id': 4241960, 'reputation': 3, 'user_id': 3471575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bharat', 'link': 'https://stackoverflow.com/users/3471575/bharat'}",True,771,57567645.0,5,0,1669158443,1566279816,1566281353.0,57567297,CC BY-SA 4.0,https://stackoverflow.com/questions/57567297/sum-of-key-values-in-list-of-dictionary-grouped-by-particular-key,Sum of key values in list of dictionary grouped by particular key,,,,
1,"['python', 'html', 'button']","{'account_id': 16269614, 'reputation': 33, 'user_id': 11748655, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-axq2ojc7pHg/AAAAAAAAAAI/AAAAAAAADgg/nTVHwmVIvE8/photo.jpg?sz=256', 'display_name': 'Alino Ikonic Buddy', 'link': 'https://stackoverflow.com/users/11748655/alino-ikonic-buddy'}",True,4404,,1,1,1668869600,1565974784,,57528526,CC BY-SA 4.0,https://stackoverflow.com/questions/57528526/how-run-a-python-script-with-a-html-button,how run a python script with a html button?,,,,
2,"['python', 'visual-studio-code', 'compiler-optimization']","{'account_id': 13349529, 'reputation': 139, 'user_id': 9635153, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1728149107252344/picture?type=large', 'display_name': 'Niel Agneessens', 'link': 'https://stackoverflow.com/users/9635153/niel-agneessens'}",True,24583,57409500.0,4,9,1668862956,1565256562,1622544981.0,57409385,CC BY-SA 4.0,https://stackoverflow.com/questions/57409385/how-do-i-see-the-time-it-took-to-run-my-program-in-visual-studio-code,How do I see the time it took to run my program in Visual Studio Code?,,,,
3,"['python', 'pandas', 'numpy', 'machine-learning', 'scikit-learn']","{'account_id': 6486059, 'reputation': 453, 'user_id': 10978122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5dc7bb4fea9f9fa6cb5f4536b0c78120?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stanislav Jir&#225;k', 'link': 'https://stackoverflow.com/users/10978122/stanislav-jir%c3%a1k'}",True,13968,,4,5,1668790869,1566031716,1566031807.0,57534739,CC BY-SA 4.0,https://stackoverflow.com/questions/57534739/catboosterror-cat-features-must-be-integer-or-string-real-number-values-and-na,"CatBoostError: cat_features must be integer or string, real number values and NaN values should be converted to string",,,,
4,"['python', 'docker', 'docker-compose', 'stream-framework']","{'account_id': 5793435, 'reputation': 71, 'user_id': 4570014, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/891cb905e85b2f0ac53556e0e3f137ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'mohsen74x', 'link': 'https://stackoverflow.com/users/4570014/mohsen74x'}",True,11379,,3,5,1668787449,1565787876,,57495327,CC BY-SA 4.0,https://stackoverflow.com/questions/57495327/bin-sh-1-poetry-not-found,/bin/sh: 1: poetry: not found,,,,
5,"['python', 'pandas']","{'account_id': 16446449, 'reputation': 161, 'user_id': 11881138, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-YOijQAPG0gQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfgmf28_lOQMta0YY0OMaNkt2h0Ew/photo.jpg?sz=256', 'display_name': 'souvik dan', 'link': 'https://stackoverflow.com/users/11881138/souvik-dan'}",True,50923,,4,16,1668785152,1564934971,1564936800.0,57348149,CC BY-SA 4.0,https://stackoverflow.com/questions/57348149/typeerror-with-pandas-read-excel,TypeError with pandas.read_excel,,,,
6,"['python', 'numpy', 'data-science']","{'account_id': 6636503, 'reputation': 3692, 'user_id': 5123537, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://lh3.googleusercontent.com/-lkIKX0kr-SM/AAAAAAAAAAI/AAAAAAAAAfU/5p3jsAt1vHE/photo.jpg?sz=256', 'display_name': 'Martin Brisiak', 'link': 'https://stackoverflow.com/users/5123537/martin-brisiak'}",True,660116,57511555.0,8,193,1668716013,1565862515,1565882968.0,57507832,CC BY-SA 4.0,https://stackoverflow.com/questions/57507832/unable-to-allocate-array-with-shape-and-data-type,Unable to allocate array with shape and data type,,,,
7,"['python', 'google-cloud-platform', 'google-cloud-firestore']","{'account_id': 6590414, 'reputation': 4433, 'user_id': 5091805, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/87c1cfc873e64b3b49e7ecc2c98c5576?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ari', 'link': 'https://stackoverflow.com/users/5091805/ari'}",True,1028,57401071.0,3,1,1668709346,1565135446,1565224061.0,57385313,CC BY-SA 4.0,https://stackoverflow.com/questions/57385313/automating-a-cloud-firestore-export-in-python3,Automating a Cloud Firestore export in python3,,,,
8,"['python', 'types', 'type-hinting', 'type-bounds']","{'account_id': 7928081, 'reputation': 5650, 'user_id': 5986907, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/0521ce05a7fcb2580e4f513990a5a8c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'joel', 'link': 'https://stackoverflow.com/users/5986907/joel'}",False,1613,,2,20,1668692060,1566385026,1650371858.0,57590086,CC BY-SA 4.0,https://stackoverflow.com/questions/57590086/workaround-for-typevar-bound-on-a-typevar,Workaround for TypeVar bound on a TypeVar?,,,,
9,"['python', 'pyright']","{'account_id': 13734150, 'reputation': 914, 'user_id': 9928977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bba21fb03fcb300f0532052ba0633f92?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max Block', 'link': 'https://stackoverflow.com/users/9928977/max-block'}",True,12759,59309099.0,2,30,1668619935,1564809171,,57335636,CC BY-SA 4.0,https://stackoverflow.com/questions/57335636/is-it-possible-to-ignore-pyright-checking-for-one-line,Is it possible to ignore pyright checking for one line?,,,,
