,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['python', 'pyspark', 'apache-spark-sql', 'user-defined-functions']","{'account_id': 20808709, 'reputation': 39, 'user_id': 15283135, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7fda7d63e9de924e238610bfbfc783ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'santhosh', 'link': 'https://stackoverflow.com/users/15283135/santhosh'}",True,2203,3,2,1669117294,1630823576,1630834443.0,69061074,CC BY-SA 4.0,https://stackoverflow.com/questions/69061074/implement-lambda-function-from-python-to-pyspark-pyspark,Implement lambda function from python to pyspark-Pyspark,,,,,
1,"['python', 'jupyter-notebook', 'spyder', 'spacy']","{'account_id': 21117479, 'reputation': 127, 'user_id': 15524294, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a3a6e73d3bdc80bc41cc031a99ca673?s=256&d=identicon&r=PG&f=1', 'display_name': 'cagatay.e.sahin', 'link': 'https://stackoverflow.com/users/15524294/cagatay-e-sahin'}",True,519,2,2,1669107446,1630952659,1630996486.0,69078885,CC BY-SA 4.0,https://stackoverflow.com/questions/69078885/how-do-i-render-displacy-on-spyder-notebook,How do I render Displacy on Spyder Notebook?,,,,,
2,"['python', 'pandas']","{'account_id': 5328765, 'reputation': 263, 'user_id': 4250010, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/617f1e2bd83ead36005b1fdb80a666c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lee Roy', 'link': 'https://stackoverflow.com/users/4250010/lee-roy'}",True,370,3,1,1669104422,1632854350,,69366947,CC BY-SA 4.0,https://stackoverflow.com/questions/69366947/pandas-merging-multiple-columns-at-the-same-between-two-dataframes,Pandas Merging Multiple Columns at the Same Between Two Dataframes,69367180.0,,,,
3,"['python', 'pip', 'conda', 'paddle-paddle']","{'account_id': 20089721, 'reputation': 11, 'user_id': 14730505, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-kKVZD5PxLsg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclEX2A8UCiOFh9eW7MkPtBQbV8etA/s96-c/photo.jpg?sz=256', 'display_name': 'Daniel Garc&#237;a', 'link': 'https://stackoverflow.com/users/14730505/daniel-garc%c3%ada'}",True,1167,2,1,1669024092,1632556534,,69324201,CC BY-SA 4.0,https://stackoverflow.com/questions/69324201/problem-at-calling-module-paddleocr-in-python-with-anaconda,Problem at calling module paddleocr in Python with Anaconda,,,,,
4,['python'],"{'account_id': 13100944, 'reputation': 5, 'user_id': 9465315, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-okmdGxPW5dc/AAAAAAAAAAI/AAAAAAAAKT4/aoCbAF5rW4k/photo.jpg?sz=256', 'display_name': 'sakthivel', 'link': 'https://stackoverflow.com/users/9465315/sakthivel'}",True,274,3,-1,1668931273,1632897345,1668931273.0,69371465,CC BY-SA 4.0,https://stackoverflow.com/questions/69371465/how-do-i-get-the-normal-username-from-the-root-user-in-python,How do I get the normal username from the root user in Python?,69371549.0,,,,
5,"['python', 'python-2.x', 'crc', 'modbus']","{'account_id': 22889282, 'reputation': 41, 'user_id': 17029668, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxMbH_JkKWBcMExFbVS-kGbXQ8CBB5Pm7sfTAWD=k-s256', 'display_name': 'Moacir Ferreira', 'link': 'https://stackoverflow.com/users/17029668/moacir-ferreira'}",True,2547,2,2,1668916833,1632871412,1632871940.0,69369408,CC BY-SA 4.0,https://stackoverflow.com/questions/69369408/calculating-crc16-in-python-for-modbus,Calculating CRC16 in Python for modbus,,,,,
6,"['python', 'python-requests', 'zip']","{'account_id': 10257021, 'reputation': 189, 'user_id': 7569590, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/6248aad02aa008e6498b8246d62fa0e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jay', 'link': 'https://stackoverflow.com/users/7569590/jay'}",False,4102,2,-1,1668914852,1631889070,1668914852.0,69225147,CC BY-SA 4.0,https://stackoverflow.com/questions/69225147/python-download-zip-file-from-the-request,python download zip file from the request,,,,,
7,"['python', 'arrays', 'algorithm', 'dynamic-programming']","{'account_id': 12732909, 'reputation': 48, 'user_id': 9807081, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/A3s5i.jpg?s=256&g=1', 'display_name': 'Divyam Khanna', 'link': 'https://stackoverflow.com/users/9807081/divyam-khanna'}",True,5029,7,2,1668901209,1632807566,1632816457.0,69356332,CC BY-SA 4.0,https://stackoverflow.com/questions/69356332/counting-contiguous-sawtooth-subarrays,Counting contiguous sawtooth subarrays,69356778.0,,,,
8,"['python', 'textblob', 'language-detection']","{'account_id': 22770277, 'reputation': 31, 'user_id': 16927819, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4371596956250450/picture?type=large', 'display_name': 'Daniel Bueno', 'link': 'https://stackoverflow.com/users/16927819/daniel-bueno'}",False,1746,2,1,1668846386,1631792697,1631800092.0,69207838,CC BY-SA 4.0,https://stackoverflow.com/questions/69207838/textblob-detect-language-function-not-working,textblob .detect_language() function not working,,,,,
9,"['python', 'scipy', 'differential-equations']","{'account_id': 11363896, 'reputation': 934, 'user_id': 10796158, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79cee47c04aa6e1d99d827e0dc638ad4?s=256&d=identicon&r=PG&f=1', 'display_name': 'An Ignorant Wanderer', 'link': 'https://stackoverflow.com/users/10796158/an-ignorant-wanderer'}",True,217,3,2,1668753015,1632355081,1632356034.0,69292456,CC BY-SA 4.0,https://stackoverflow.com/questions/69292456/logistic-growth-curve-using-scipy-is-not-quite-right,Logistic growth curve using scipy is not quite right,69293628.0,,,,
