,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from
0,"['python', 'vega-lite', 'altair']","{'account_id': 6010420, 'reputation': 433, 'user_id': 5342250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1588ee2b738c51da7fac2f8d9eeec4e7?s=256&d=identicon&r=PG', 'display_name': 'herman', 'link': 'https://stackoverflow.com/users/5342250/herman'}",True,2590,55169600.0,3,7,1669200764,1552586935,1552587884.0,55169344,CC BY-SA 4.0,https://stackoverflow.com/questions/55169344/how-to-make-altair-plots-responsive,How to make Altair plots responsive,,,,
1,"['python', 'pyspark', 'amazon-emr']","{'account_id': 6402080, 'reputation': 809, 'user_id': 4964409, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/61a50f14b7ddc21bdcfe41f7bbdfc16b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sandie', 'link': 'https://stackoverflow.com/users/4964409/sandie'}",False,7420,,1,4,1669122175,1553783344,1562594569.0,55400119,CC BY-SA 4.0,https://stackoverflow.com/questions/55400119/how-to-read-large-zip-files-in-pyspark,How to read large zip files in pyspark,,,,
2,"['python', 'pandas']","{'account_id': 15262755, 'reputation': 115, 'user_id': 11012302, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dec3be7b43facb9028cc87da2253c561?s=256&d=identicon&r=PG&f=1', 'display_name': 'raffaelo92', 'link': 'https://stackoverflow.com/users/11012302/raffaelo92'}",True,407,55196977.0,1,2,1668943855,1552738942,1668943855.0,55196725,CC BY-SA 4.0,https://stackoverflow.com/questions/55196725/how-to-collapse-rows-to-columns-in-pandas,How to collapse rows to columns in Pandas?,,,,
3,"['python', 'python-3.x', 'email', 'mime', 'smtplib']","{'account_id': 7268653, 'reputation': 75, 'user_id': 5542498, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/732581316872458/picture?type=large', 'display_name': 'Vineeth Ananthula', 'link': 'https://stackoverflow.com/users/5542498/vineeth-ananthula'}",True,11066,,2,3,1668938651,1551933987,1551942986.0,55036268,CC BY-SA 4.0,https://stackoverflow.com/questions/55036268/sending-email-in-python-mimemultipart,Sending email in python (MIMEmultipart),,,,
4,"['python', 'epub']","{'account_id': 15535790, 'reputation': 168, 'user_id': 11208029, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a0b62a3bd9efb5e0c38549f8c541318?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adrian', 'link': 'https://stackoverflow.com/users/11208029/adrian'}",True,8384,,4,1,1668856429,1552645549,,55180484,CC BY-SA 4.0,https://stackoverflow.com/questions/55180484/i-need-an-epub-to-text-solution-in-python,I need an epub to text solution in Python,,,,
5,"['python', 'python-3.x', 'powerpoint', 'python-pptx']","{'account_id': 12899973, 'reputation': 123, 'user_id': 9329168, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/7cc8e9f295a7bd9569253e242a744638?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shaon', 'link': 'https://stackoverflow.com/users/9329168/shaon'}",True,3740,,3,0,1668795139,1551444456,1650588424.0,54945022,CC BY-SA 4.0,https://stackoverflow.com/questions/54945022/unable-to-delete-powerpoint-slides-using-python-pptx,Unable to delete PowerPoint Slides using Python-pptx,,,,
6,"['python', 'rest', 'flask', 'flask-restful', 'flask-login']","{'account_id': 9141618, 'reputation': 349, 'user_id': 6799287, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ef7fc252bf94feafdf76057e7539e1e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dave', 'link': 'https://stackoverflow.com/users/6799287/dave'}",True,8517,,2,3,1668754599,1553370499,1553384008.0,55317712,CC BY-SA 4.0,https://stackoverflow.com/questions/55317712/flask-error-attributeerror-nonetype-object-has-no-attribute-get,Flask error : AttributeError: &#39;NoneType&#39; object has no attribute &#39;get&#39;,,,,
7,"['python', 'jenkins-pipeline']","{'account_id': 15591481, 'reputation': 49, 'user_id': 11248384, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-JRK9w0guQ_g/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd5zjZc60pfBi-xYKSlJAulvehkrg/mo/photo.jpg?sz=256', 'display_name': 'Sridevi Raman', 'link': 'https://stackoverflow.com/users/11248384/sridevi-raman'}",True,2215,,2,2,1668712876,1553371019,,55317792,CC BY-SA 4.0,https://stackoverflow.com/questions/55317792/no-report-was-found-for-sonar-python-coverage-reportpaths-using-pattern-coverage,No report was found for sonar.python.coverage.reportPaths using pattern coverage-reports/coverage.xml,,,,
8,"['python', 'plotly', 'plotly-dash']","{'account_id': 11351360, 'reputation': 439, 'user_id': 8322222, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/8182874a79dfbafcbf3fd5bda0ee4131?s=256&d=identicon&r=PG&f=1', 'display_name': 'user8322222', 'link': 'https://stackoverflow.com/users/8322222/user8322222'}",True,13984,55432757.0,4,7,1668709187,1553771354,1553956413.0,55396090,CC BY-SA 4.0,https://stackoverflow.com/questions/55396090/how-to-align-text-left-on-a-plotly-bar-chart-example-image-contained-plotly-d,How to align text left on a plotly bar chart (example image contained) [Plotly-Dash],,,,
9,"['python', 'pandas', 'psycopg2']","{'account_id': 12276274, 'reputation': 130, 'user_id': 8959845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e68c1c2da959814d9502ac41c9e87946?s=256&d=identicon&r=PG&f=1', 'display_name': 'Piotr Rybiński', 'link': 'https://stackoverflow.com/users/8959845/piotr-rybi%c5%84ski'}",True,1870,55615086.0,3,6,1668682915,1553505966,1554906291.0,55334704,CC BY-SA 4.0,https://stackoverflow.com/questions/55334704/what-is-proper-way-to-close-connection-in-psyopcg2-with-with-statement,What is proper way to close connection in psyopcg2 with &quot;with statement&quot;?,,,,
10,"['python', 'python-3.7', 'python-dataclasses']","{'account_id': 12899027, 'reputation': 2919, 'user_id': 9328497, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/6e011969ef6d71e46b18d76a1e785b6d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hide', 'link': 'https://stackoverflow.com/users/9328497/hide'}",True,21594,55101438.0,7,17,1668620702,1552298160,1552312348.0,55099243,CC BY-SA 4.0,https://stackoverflow.com/questions/55099243/python3-dataclass-with-kwargsasterisk,python3 dataclass with **kwargs(asterisk),,,,
11,"['python', 'pandas']","{'account_id': 15446792, 'reputation': 11, 'user_id': 11143510, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-fnR8jJupGzE/AAAAAAAAAAI/AAAAAAAAAAc/-XSPPWguR6I/photo.jpg?sz=256', 'display_name': 'Puneet batra', 'link': 'https://stackoverflow.com/users/11143510/puneet-batra'}",True,7589,,7,1,1668615665,1552831629,1552832469.0,55207940,CC BY-SA 4.0,https://stackoverflow.com/questions/55207940/remove-the-missing-values-from-the-rows-having-greater-than-5-missing-values-and,Remove the missing values from the rows having greater than 5 missing values and then print the percentage of missing values in each column,,,,
12,"['python', 'unit-testing', 'pytest', 'databricks']","{'account_id': 14078078, 'reputation': 1, 'user_id': 10169809, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e99be7abe9afcb71393781001d5aea5a?s=256&d=identicon&r=PG&f=1', 'display_name': 'wesdev', 'link': 'https://stackoverflow.com/users/10169809/wesdev'}",True,3072,,2,0,1668599255,1552386192,1552395790.0,55119153,CC BY-SA 4.0,https://stackoverflow.com/questions/55119153/how-do-you-run-pytest-either-from-a-notebook-or-command-line-on-databricks,how do you run pytest either from a notebook or command line on databricks?,,,,
13,"['python', 'anytree']","{'account_id': 10822547, 'reputation': 1442, 'user_id': 7959545, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/IEBjj.jpg?s=256&g=1', 'display_name': 'Sohaib Anwaar', 'link': 'https://stackoverflow.com/users/7959545/sohaib-anwaar'}",False,906,,2,0,1668527051,1551525759,,54957947,CC BY-SA 4.0,https://stackoverflow.com/questions/54957947/manuplating-data-in-anytree-node,manuplating data in anytree node,,,,
14,"['python', 'pip', 'python-extensions']","{'account_id': 15549207, 'reputation': 31, 'user_id': 11217433, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60a585849b901fa5525a963f4145fbd5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nub', 'link': 'https://stackoverflow.com/users/11217433/nub'}",True,488,,3,0,1668515681,1552901224,1607795504.0,55218142,CC BY-SA 4.0,https://stackoverflow.com/questions/55218142/does-pip-install-respect-the-compiler-version-used-to-build-python,Does `pip install` respect the compiler version used to build Python?,,,,
