,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['python', 'pytube']","{'account_id': 15594332, 'reputation': 121, 'user_id': 11250327, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-rr0A0Kt1RQ0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdeyX7uT0ZE1nKywaN5XUFNB_HATA/mo/photo.jpg?sz=256', 'display_name': 'SY Moon', 'link': 'https://stackoverflow.com/users/11250327/sy-moon'}",False,541,1,0,1669186100,1643455872,70904877,CC BY-SA 4.0,https://stackoverflow.com/questions/70904877/pytube-how-to-download-private-youtube-video,"pytube, How to download private YouTube video?",,,,,,
1,"['python', 'pandas']","{'account_id': 12212604, 'reputation': 4241, 'user_id': 8913983, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10208849093023890/picture?type=large', 'display_name': 'Jonas Palačionis', 'link': 'https://stackoverflow.com/users/8913983/jonas-pala%c4%8dionis'}",True,41,3,2,1669173382,1641384799,70592685,CC BY-SA 4.0,https://stackoverflow.com/questions/70592685/filling-0-with-previous-value-at-index,Filling 0 with previous value at index,70592782.0,,,,,
2,"['python', 'pandas', 'dataframe']","{'account_id': 5975876, 'reputation': 161, 'user_id': 5887941, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea0df0212cfa1289b0788cd809d0e19a?s=256&d=identicon&r=PG&f=1', 'display_name': 'mapperx', 'link': 'https://stackoverflow.com/users/5887941/mapperx'}",True,770,3,0,1669134650,1642592628,70770016,CC BY-SA 4.0,https://stackoverflow.com/questions/70770016/how-to-remove-excess-whitespaces-in-entire-python-dataframe-columns,How to remove excess whitespaces in entire python dataframe columns,70770103.0,1642598414.0,,,,
3,"['python', 'pickle', 'streamlit']","{'account_id': 22965930, 'reputation': 25, 'user_id': 17094977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyG6v_Opj89iSPYbWxPlv9GSYCvwim_CZMN4b22=k-s256', 'display_name': 'Huy Huy', 'link': 'https://stackoverflow.com/users/17094977/huy-huy'}",True,1008,2,0,1669125254,1641651853,70633236,CC BY-SA 4.0,https://stackoverflow.com/questions/70633236/unable-to-load-pickle-file-in-streamlit,Unable to load pickle file in streamlit,70897773.0,,,,,
4,"['python', 'python-3.x', 'datetime', 'timezone', 'zoneinfo']","{'account_id': 457372, 'reputation': 2191, 'user_id': 856647, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/YWbzz.jpg?s=256&g=1', 'display_name': 'roob', 'link': 'https://stackoverflow.com/users/856647/roob'}",True,114,2,2,1669125075,1642796972,70807339,CC BY-SA 4.0,https://stackoverflow.com/questions/70807339/how-to-get-timezone-rules-version-used-by-datetime,How to get timezone rules version used by datetime?,,1642806575.0,,,,
5,"['python', 'pyinstaller']","{'account_id': 1779885, 'reputation': 474, 'user_id': 1622899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a01994661733b9ae765107c44c5ba1c3?s=256&d=identicon&r=PG', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/1622899/andrew'}",False,253,0,0,1669118440,1641424600,70600713,CC BY-SA 4.0,https://stackoverflow.com/questions/70600713/pyinstaller-is-not-importing-pyshorteners-correctly,pyinstaller is not importing pyshorteners correctly,,,,,,
6,"['python', 'pip', 'anaconda']","{'account_id': 17820604, 'reputation': 5, 'user_id': 12943051, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCBEdEdIukClL3dK8GZiBBp7wV-ivEJE9YFeoE=k-s256', 'display_name': 'Rajas Bondale', 'link': 'https://stackoverflow.com/users/12943051/rajas-bondale'}",True,492,2,0,1669115947,1641140257,70557619,CC BY-SA 4.0,https://stackoverflow.com/questions/70557619/how-do-i-solve-pythoncom39-dll-could-not-be-located-error,How do I solve &quot;pythoncom39.dll could not be located error&quot;?,73442796.0,1641780690.0,,,,
7,"['python', 'tensorflow', 'installation', 'huggingface-transformers']","{'account_id': 9416120, 'reputation': 325, 'user_id': 7227146, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/5737adf0ea2191f472783d94fb0a9b04?s=256&d=identicon&r=PG&f=1', 'display_name': 'zest16', 'link': 'https://stackoverflow.com/users/7227146/zest16'}",False,1832,4,4,1669083798,1641575718,70624869,CC BY-SA 4.0,https://stackoverflow.com/questions/70624869/tfbertforsequenceclassification-requires-the-tensorflow-library-but-it-was-not-f,TFBertForSequenceClassification requires the TensorFlow library but it was not found in your environment,,,,,,
8,"['python', 'postgresql', 'sqlalchemy']","{'account_id': 9721690, 'reputation': 122, 'user_id': 7210223, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2138436e96860ba0ed57f2f272c90efe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wotchin', 'link': 'https://stackoverflow.com/users/7210223/wotchin'}",True,264,2,1,1669079911,1641363801,70588587,CC BY-SA 4.0,https://stackoverflow.com/questions/70588587/sqlalchemy-raises-an-exception-for-unknown-version-while-connecting-to-gaussdb,SQLAlchemy raises an exception for unknown version while connecting to GaussDB (for openGauss),,,,,,
9,"['python', 'uvloop']","{'account_id': 10907113, 'reputation': 21, 'user_id': 8017527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f61a10f0fb3d4cdf4302aa6d6bea136?s=256&d=identicon&r=PG&f=1', 'display_name': ' gf160', 'link': 'https://stackoverflow.com/users/8017527/gf160'}",True,1819,2,2,1669060837,1642343510,70731019,CC BY-SA 4.0,https://stackoverflow.com/questions/70731019/is-it-impossible-developing-with-fastapi-uvloop-windows,"Is it impossible developing with fastApi, uvloop, windows?",,1642520116.0,,,,
