,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['python', 'formatting']","{'account_id': 20688126, 'reputation': 23, 'user_id': 15190098, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ftR95t9yHWI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl5nVNt-Eog_4-EDGFizjpyHfQV6A/s96-c/photo.jpg?sz=256', 'display_name': 'npv thrilok', 'link': 'https://stackoverflow.com/users/15190098/npv-thrilok'}",True,1682,68475660.0,4,2,1669121260,1626894602,1669121190.0,68475255,CC BY-SA 4.0,https://stackoverflow.com/questions/68475255/how-to-print-for-loop-output-on-same-line-after-each-iteration,how to print for loop output on same line after each iteration,,,,
1,"['python', 'tkinter']","{'account_id': 22277700, 'reputation': 1, 'user_id': 16506556, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3970cd755e117c8fda81459e6efd75b?s=256&d=identicon&r=PG&f=1', 'display_name': 'sandyspace', 'link': 'https://stackoverflow.com/users/16506556/sandyspace'}",True,1346,,1,0,1669097145,1626998182,1669097145.0,68492630,,https://stackoverflow.com/questions/68492630/how-can-i-save-a-csv-file-using-tk-filedialog-with-tkinter,How can I save a csv file using tk.filedialog with tkinter?,1627002778.0,Needs details or clarity,,
2,"['python', 'tensorflow', 'machine-learning', 'keras', 'mlops']","{'user_type': 'does_not_exist', 'display_name': 'user15957418'}",True,137,68290120.0,1,1,1668940892,1625371379,,68241601,CC BY-SA 4.0,https://stackoverflow.com/questions/68241601/i-am-unable-to-integrate-mlrun-to-my-code,I am unable to integrate mlrun to my code?,,,,
3,"['python', 'pandas', 'xml']","{'account_id': 17439163, 'reputation': 1361, 'user_id': 12641598, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gi69i.png?s=256&g=1', 'display_name': 'esse', 'link': 'https://stackoverflow.com/users/12641598/esse'}",False,3479,,2,5,1668904357,1625642453,,68281666,CC BY-SA 4.0,https://stackoverflow.com/questions/68281666/how-to-set-the-xpath-of-pandass-read-xml,How to set the `xpath` of pandas&#39;s read_xml?,,,,
4,"['python', 'google-cloud-platform']","{'account_id': 11248467, 'reputation': 21, 'user_id': 8250383, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-bYSXqhALSaw/AAAAAAAAAAI/AAAAAAAAALw/xUJnCHcggHI/photo.jpg?sz=256', 'display_name': 'Suman Satpathy', 'link': 'https://stackoverflow.com/users/8250383/suman-satpathy'}",True,1256,,2,1,1668811453,1626431431,,68407501,CC BY-SA 4.0,https://stackoverflow.com/questions/68407501/how-to-connect-to-gcp-memorystore-redis-from-local,How to connect to GCP Memorystore redis from local?,,,,
5,"['python', 'django', 'django-filter']","{'account_id': 20972590, 'reputation': 21, 'user_id': 15409420, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f6fdccde17c5d787dc5c3831ff478e7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paweł', 'link': 'https://stackoverflow.com/users/15409420/pawe%c5%82'}",False,150,,2,2,1668780654,1626279759,,68381768,CC BY-SA 4.0,https://stackoverflow.com/questions/68381768/how-to-set-class-of-orderingfilters-widget-in-django,How to set class of OrderingFilter&#39;s widget in Django?,,,,
6,"['python', 'python-3.x']","{'account_id': 22097098, 'reputation': 27, 'user_id': 16354177, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a85cfa5b53b6849d624424268b978f01?s=256&d=identicon&r=PG', 'display_name': 'Clifford Attaglo', 'link': 'https://stackoverflow.com/users/16354177/clifford-attaglo'}",True,11855,,2,1,1668749652,1625414619,1625414718.0,68246572,CC BY-SA 4.0,https://stackoverflow.com/questions/68246572/solve-it-but-still-having-error-somewhere,solve it but still having error somewhere,,,,
7,"['python', 'django', 'django-channels']","{'account_id': 22100929, 'reputation': 101, 'user_id': 16357423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65a4a85632b4b9f42052fd85bda16b96?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ingyu Yang', 'link': 'https://stackoverflow.com/users/16357423/ingyu-yang'}",True,3209,,1,10,1668727274,1625137162,1625145648.0,68208931,CC BY-SA 4.0,https://stackoverflow.com/questions/68208931/django-runtimeerror-at-admin-users-user-1-change-single-thread-executor-alrea,"django RuntimeError at /admin/users/user/1/change/, Single thread executor already being used, would deadlock",,,,
8,"['python', 'apache-spark', 'pyspark']","{'account_id': 12432880, 'reputation': 21, 'user_id': 9054439, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0986cbef1387726e0c6a7bd71ccf86a3?s=256&d=identicon&r=PG&f=1', 'display_name': 'I.Badrooh', 'link': 'https://stackoverflow.com/users/9054439/i-badrooh'}",True,759,,2,1,1668724239,1627125196,1627162729.0,68509434,CC BY-SA 4.0,https://stackoverflow.com/questions/68509434/i-can-read-from-local-file-in-py-spark-but-i-cant-write-data-frame-in-local-fil,I can read from local file in py spark but i can&#39;t write data frame in local file,,,,
9,"['python', 'tensorflow']","{'account_id': 15348651, 'reputation': 168, 'user_id': 11073182, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/tMVKh.jpg?s=256&g=1', 'display_name': 'lukew3', 'link': 'https://stackoverflow.com/users/11073182/lukew3'}",False,103,,1,1,1668657814,1627054833,,68501750,CC BY-SA 4.0,https://stackoverflow.com/questions/68501750/keyerror-pose-when-training-tflite-file-from-pascal-voc,Keyerror: &#39;pose&#39; when training tflite file from pascal voc,,,,
10,"['python', 'deep-learning', 'pytorch']","{'account_id': 22295698, 'reputation': 71, 'user_id': 16521752, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2bbb31a492be5e2ce7b37341d8580b2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tomatotum', 'link': 'https://stackoverflow.com/users/16521752/tomatotum'}",True,10125,,4,2,1668634698,1627484229,1627514808.0,68562730,CC BY-SA 4.0,https://stackoverflow.com/questions/68562730/how-to-fix-assertionerror-cuda-unavailable-invalid-device-0-requested,"How to Fix &quot;AssertionError: CUDA unavailable, invalid device 0 requested&quot;",,,,
11,"['python', 'annotations', 'pymupdf']","{'account_id': 16210187, 'reputation': 861, 'user_id': 11805611, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e29dac1699fd306834e9a2d4eb0ff86a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Katie Melosto', 'link': 'https://stackoverflow.com/users/11805611/katie-melosto'}",True,871,68629934.0,2,0,1668614029,1625065963,1626120902.0,68197427,CC BY-SA 4.0,https://stackoverflow.com/questions/68197427/why-does-pymupdf-document-show-the-error-no-attribute-new-page-when-it-is-a,"Why does PyMupdf Document show the error, no attribute &#39;new_page&#39;, when it is a PDF?",,,,
