,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date
0,"['c++', 'c++20', 'range-v3']","{'account_id': 13968285, 'reputation': 199, 'user_id': 10087560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c00234bf6d5a1bafd0d710b5ac385bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Liam Goodacre', 'link': 'https://stackoverflow.com/users/10087560/liam-goodacre'}",True,936,5,4,1668958594,1622096909,1622175017.0,67716780,CC BY-SA 4.0,https://stackoverflow.com/questions/67716780/is-it-possible-advisable-to-return-a-range,Is it possible / advisable to return a range?,,,,,
1,"['c++', 'c++builder', 'vcl', 'topendialog']","{'account_id': 11181114, 'reputation': 63, 'user_id': 8205149, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1824778984505716/picture?type=large', 'display_name': 'Jacek', 'link': 'https://stackoverflow.com/users/8205149/jacek'}",False,170,3,2,1668751394,1621358359,1621360028.0,67591056,CC BY-SA 4.0,https://stackoverflow.com/questions/67591056/exception-in-topendialog-when-closing-program,Exception in TOpenDialog when closing program,,,,,
2,"['c++', 'split', 'c++builder', 'c++builder-10.3-rio']","{'account_id': 21550868, 'reputation': 35, 'user_id': 15886997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa6e5ac9d0b4577e555d81d39118c959?s=256&d=identicon&r=PG&f=1', 'display_name': 'LightFox7', 'link': 'https://stackoverflow.com/users/15886997/lightfox7'}",True,430,1,0,1668598210,1620652774,1668598210.0,67471196,CC BY-SA 4.0,https://stackoverflow.com/questions/67471196/how-to-split-a-unicodestring-in-cbuilder,How to split a UnicodeString in C++Builder,,,,,
3,"['c++', 'gcc']","{'account_id': 3267988, 'reputation': 69419, 'user_id': 2752075, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/5oQlf.png?s=256&g=1', 'display_name': 'HolyBlackCat', 'link': 'https://stackoverflow.com/users/2752075/holyblackcat'}",True,529,1,16,1668103303,1621964712,1621969756.0,67693089,CC BY-SA 4.0,https://stackoverflow.com/questions/67693089/overloading-for-stdvariant-breaks-an-unrelated-stdmap,Overloading &amp;&amp; for `std::variant` breaks an unrelated `std::map`,74393443.0,,,,
4,"['c++', 'arrays', 'boost', 'stdvector', 'stdarray']","{'account_id': 514136, 'reputation': 109035, 'user_id': 1593077, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/10c44e0d9568e48d05708ae196ad936f?s=256&d=identicon&r=PG', 'display_name': 'einpoklum', 'link': 'https://stackoverflow.com/users/1593077/einpoklum'}",True,325,1,-9,1667917786,1620252417,1620325402.0,67409337,,https://stackoverflow.com/questions/67409337/what-variations-of-vector-like-containers-already-widely-established-do-i-have,What variations of vector-like containers already widely established? Do I have to write my own?,67409339.0,1620379034.0,Needs more focus,,
5,"['c++', 'linux', 'curl', 'libcurl']","{'account_id': 1076295, 'reputation': 2318, 'user_id': 1074367, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/9058c070662d7560ecb21a93e523466b?s=256&d=identicon&r=PG', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/1074367/michael'}",False,677,0,2,1667139272,1621527131,1667139272.0,67624191,CC BY-SA 4.0,https://stackoverflow.com/questions/67624191/getting-problem-with-the-ssl-ca-cert-error-while-using-libcurl,Getting &quot;Problem with the SSL CA cert&quot; error while using libcurl,,,,,
6,"['c++', 'casting', 'enum-class']","{'account_id': 8354705, 'reputation': 113, 'user_id': 6818466, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ac691b317a7d97b13ec48b187bcd135?s=256&d=identicon&r=PG&f=1', 'display_name': 'qwa', 'link': 'https://stackoverflow.com/users/6818466/qwa'}",False,89,0,0,1666755344,1619950618,1666755344.0,67355195,CC BY-SA 4.0,https://stackoverflow.com/questions/67355195/alternative-for-casting-strongly-typed-enum-to-int-in-c,Alternative for casting strongly-typed enum to int in C++,,,,,
7,"['c++', 'visual-studio-2019', 'c++20', 'move-semantics', 'stdstring']","{'account_id': 2194877, 'reputation': 14473, 'user_id': 7325599, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d601da836449a445b9f15756296061d?s=256&d=identicon&r=PG', 'display_name': 'Fedor', 'link': 'https://stackoverflow.com/users/7325599/fedor'}",False,137,0,0,1666445791,1622277954,1666445791.0,67749466,CC BY-SA 4.0,https://stackoverflow.com/questions/67749466/suspicious-warning-c4238-nonstandard-extension-used-class-rvalue-used-as-lvalu,Suspicious warning C4238: nonstandard extension used: class rvalue used as lvalue,,,,,
8,"['c++', 'tbb']","{'account_id': 18553431, 'reputation': 446, 'user_id': 13519156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91ecec7949d915393272997e4e71cc48?s=256&d=identicon&r=PG&f=1', 'display_name': 'MA19', 'link': 'https://stackoverflow.com/users/13519156/ma19'}",False,217,0,0,1665894356,1620499212,1665894356.0,67450984,CC BY-SA 4.0,https://stackoverflow.com/questions/67450984/mpic-undefined-reference-to-typeinfo-for-tbbtask,mpic++ undefined reference to typeinfo for tbb::task,,,,,
9,"['c#', 'c++', 'linux', '.net-core', 'signals']","{'account_id': 15515473, 'reputation': 324, 'user_id': 11193154, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QmFPI.jpg?s=256&g=1', 'display_name': 'Katsutoshi Hayashida', 'link': 'https://stackoverflow.com/users/11193154/katsutoshi-hayashida'}",True,332,1,0,1665770945,1622154998,1622235937.0,67730745,CC BY-SA 4.0,https://stackoverflow.com/questions/67730745/custom-posix-signal-in-c-on-a-linux-platform-does-not-work,Custom posix signal in C# on a linux platform does not work,68200348.0,,,,
