,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason
0,"['c++', 'templates', 'googlemock']","{'account_id': 19437194, 'reputation': 11, 'user_id': 14216388, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff2213f81171ed506095ad6d43382b44?s=256&d=identicon&r=PG&f=1', 'display_name': 'WBurzynski', 'link': 'https://stackoverflow.com/users/14216388/wburzynski'}",True,249,74532230.0,2,0,1669118046,1627635023,1658870854.0,68588088,CC BY-SA 4.0,https://stackoverflow.com/questions/68588088/is-it-possible-to-have-create-mock-method-for-each-argument-from-parameter-pack,Is it possible to have create mock method for each argument from parameter pack?,,,
1,"['c++', 'reverse-engineering', 'frida']","{'account_id': 16526139, 'reputation': 97, 'user_id': 11940848, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QDjgD8GZzH4/AAAAAAAAAAI/AAAAAAAAF9k/1AUHsiHByO8/photo.jpg?sz=256', 'display_name': 'Kaspek', 'link': 'https://stackoverflow.com/users/11940848/kaspek'}",True,489,68377314.0,1,2,1669102152,1626045562,1669102152.0,68340530,CC BY-SA 4.0,https://stackoverflow.com/questions/68340530/create-new-nativefunction-and-use-it-then,Create new NativeFunction and use it then,,,
2,"['c++', 'macos', 'arm', 'protocol-buffers', 'protobuf-c']","{'account_id': 21243660, 'reputation': 368, 'user_id': 15626695, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/505ddc735abe32d90f871b4a71338474?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stephen Stilwell', 'link': 'https://stackoverflow.com/users/15626695/stephen-stilwell'}",True,2250,68486846.0,2,-1,1669050904,1625241281,,68228181,CC BY-SA 4.0,https://stackoverflow.com/questions/68228181/how-do-you-install-the-protobuf-compiler-protocol-buffers-protoc-on-mac-m1-a,How do you install the Protobuf Compiler (Protocol Buffers / protoc) on Mac M1 ARM?,,,
3,"['c++', 'visual-studio-code', 'mingw']","{'account_id': 17529730, 'reputation': 21, 'user_id': 12714022, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Wrmt9SmsWV8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcdQ8VFLACkA_sM_UPnVIPA4AMH2g/photo.jpg?sz=256', 'display_name': 'Andres Felipe Medina Ealo', 'link': 'https://stackoverflow.com/users/12714022/andres-felipe-medina-ealo'}",True,30821,,3,2,1668846203,1625871410,1625923807.0,68323394,CC BY-SA 4.0,https://stackoverflow.com/questions/68323394/include-errors-detected-please-update-your-includepath-in-visual-studio-code,#include errors detected. Please update your includePath in visual studio code,1668852009.0,,
4,"['c++', 'data-structures', 'connection', 'graph-databases']","{'account_id': 16637593, 'reputation': 45, 'user_id': 12023908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd8ed9b34db9a2e815eaab369e745f9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ivan_M2', 'link': 'https://stackoverflow.com/users/12023908/ivan-m2'}",False,283,,3,0,1668619194,1627375789,,68541756,,https://stackoverflow.com/questions/68541756/graph-database-c-connection,Graph database/C++ connection,,1668877698.0,Opinion-based
5,"['c++', 'node.js', 'shared-libraries', 'ffi', 'node-ffi']","{'account_id': 10486825, 'reputation': 43, 'user_id': 7730058, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3919f94251acf646e5a6716d9adab61?s=256&d=identicon&r=PG&f=1', 'display_name': 'DOM', 'link': 'https://stackoverflow.com/users/7730058/dom'}",False,584,,0,2,1668471056,1626934780,,68480039,CC BY-SA 4.0,https://stackoverflow.com/questions/68480039/ffi-napi-how-to-accept-a-struct-containing-a-char-array-as-the-return-type,ffi-napi How to accept a struct containing a char array as the return type?,,,
6,"['c++', 'debugging', 'visual-studio-code', 'vscode-debugger']","{'account_id': 16651844, 'reputation': 1437, 'user_id': 12034477, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAwTQHR9qNSFia7d_uOc-mwbtDJ6-n5IZB8gn6Mig=k-s256', 'display_name': 'Aditya Prakash', 'link': 'https://stackoverflow.com/users/12034477/aditya-prakash'}",False,1666,,1,2,1668337836,1627356506,,68538584,CC BY-SA 4.0,https://stackoverflow.com/questions/68538584/vscode-debugger-freezes,VSCode debugger freezes,,,
7,"['c++', 'visual-studio-code']","{'account_id': 19091661, 'reputation': 11, 'user_id': 13941830, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EU5jv.jpg?s=256&g=1', 'display_name': 'MOSES AMAECHI', 'link': 'https://stackoverflow.com/users/13941830/moses-amaechi'}",False,56,,1,1,1668067928,1625839342,,68318085,CC BY-SA 4.0,https://stackoverflow.com/questions/68318085/vscode-c-c-debugger-console-implementation,Vscode C/C++ debugger console implementation,,,
8,"['c++', 'dynamic-programming']","{'account_id': 20485348, 'reputation': 53, 'user_id': 15032639, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-35OaRGhuo6M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckh8PLnuz0a34hFs0HCcpBNEGPVwg/s96-c/photo.jpg?sz=256', 'display_name': 'user15032639', 'link': 'https://stackoverflow.com/users/15032639/user15032639'}",True,170,68532335.0,2,0,1667564021,1627311398,1627418962.0,68532134,CC BY-SA 4.0,https://stackoverflow.com/questions/68532134/my-implementation-of-the-grid-traveller-problem-only-works-for-small-grids,My implementation of the grid traveller problem only works for small grids,,,
9,"['c++', 'windows', 'visual-studio', 'qt']","{'account_id': 2990168, 'reputation': 465, 'user_id': 2537892, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/f4212f04725f25ff6a16d5d496b3e59b?s=256&d=identicon&r=PG', 'display_name': 'riverofwind', 'link': 'https://stackoverflow.com/users/2537892/riverofwind'}",False,452,,2,4,1667526788,1626728529,,68446998,CC BY-SA 4.0,https://stackoverflow.com/questions/68446998/visual-studio-with-qt-vs-tools-throws-object-reference-not-set-to-an-instance-o,Visual Studio with Qt VS Tools Throws &quot;Object reference not set to an instance of an object&quot; When Opening Qt Project File,,,
