,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from
0,"['c++', 'nlohmann-json']","{'account_id': 15114797, 'reputation': 43, 'user_id': 10907563, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1767502276688101/picture?type=large', 'display_name': 'Reinis Zīverts', 'link': 'https://stackoverflow.com/users/10907563/reinis-z%c4%abverts'}",True,1620,54387615.0,1,1,1666896851,1548586120,1666896851.0,54387288,CC BY-SA 4.0,https://stackoverflow.com/questions/54387288/how-to-change-json-object-name-without-changing-its-values-in-c,How to change json object name without changing its values in C++?,,,,
1,"['c++', 'c++11', 'memory-management', 'c++17']","{'account_id': 11083281, 'reputation': 372, 'user_id': 8137872, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://graph.facebook.com/10213146126271038/picture?type=large', 'display_name': 'Joseph Franciscus', 'link': 'https://stackoverflow.com/users/8137872/joseph-franciscus'}",True,749,54191102.0,1,3,1666792107,1547510627,1547516376.0,54190979,CC BY-SA 4.0,https://stackoverflow.com/questions/54190979/why-is-select-on-container-copy-construction-needed,Why is select_on_container_copy_construction needed?,,,,
2,"['c++', 'c++11', 'stl', 'containers', 'bimap']","{'account_id': 4308961, 'reputation': 240, 'user_id': 10911886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d51aa344456eed18b5a1f88711d7ce76?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3520616', 'link': 'https://stackoverflow.com/users/10911886/user3520616'}",True,180,,2,3,1666703807,1548665471,,54398336,CC BY-SA 4.0,https://stackoverflow.com/questions/54398336/stl-type-for-mapping-one-to-one-relations,STL Type for mapping one-to-one relations?,,,,
3,"['c++', 'sql-server', 'ssms', 'c++builder']","{'account_id': 4581075, 'reputation': 1, 'user_id': 3718027, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HhdKL.png?s=256&g=1', 'display_name': 'Mochu33', 'link': 'https://stackoverflow.com/users/3718027/mochu33'}",True,80,54890055.0,2,0,1666636586,1548853292,1666636586.0,54441241,CC BY-SA 4.0,https://stackoverflow.com/questions/54441241/problem-executing-stored-procedure-in-my-code,Problem executing stored procedure in my code,,,,
4,"['c++', 'boost', 'range']","{'account_id': 3691879, 'reputation': 5045, 'user_id': 3074280, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/8pIgB.jpg?s=256&g=1', 'display_name': 'nyarlathotep108', 'link': 'https://stackoverflow.com/users/3074280/nyarlathotep108'}",True,917,,2,4,1666632826,1547471328,,54182175,CC BY-SA 4.0,https://stackoverflow.com/questions/54182175/join-a-variable-number-of-ranges,Join a variable number of ranges,,,,
5,"['python', 'c++', 'numpy', 'armadillo']","{'user_type': 'does_not_exist', 'display_name': 'user7241499'}",True,1686,,2,4,1666612505,1546617332,,54042246,CC BY-SA 4.0,https://stackoverflow.com/questions/54042246/how-to-send-a-numpy-array-to-armadillo-c-and-return-a-numpy-array-from-armad,How to send a numpy array to armadillo (C++) and return a numpy array from armadillo,,,,
6,"['c++', 'qt', 'qt5']","{'account_id': 6251552, 'reputation': 154, 'user_id': 4861450, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91bc3b882d7bd23c0a8a4d47a2c3916b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hoehli', 'link': 'https://stackoverflow.com/users/4861450/hoehli'}",True,85,,1,1,1666577179,1548859829,1666577179.0,54443311,CC BY-SA 4.0,https://stackoverflow.com/questions/54443311/displaying-different-colored-string-in-one-qtablewidget-cell,Displaying different colored string in one QTableWidget cell,,,,
7,"['c++', 'language-lawyer']","{'account_id': 1189917, 'reputation': 1261, 'user_id': 1162978, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/0e908671c0508cbb172a1ef30ff66c54?s=256&d=identicon&r=PG', 'display_name': 'WaldB', 'link': 'https://stackoverflow.com/users/1162978/waldb'}",True,121,,2,1,1666399393,1546603370,,54038617,CC BY-SA 4.0,https://stackoverflow.com/questions/54038617/what-is-the-purpose-of-a-linkage-declaration-for-linkage-purposes-only-as-exp,"What is the purpose of a linkage declaration for &quot;linkage purposes&quot; only, as explained in [dcl.typedef]/9?",,,,
8,"['c++', 'makefile', 'g++', 'gtk']","{'account_id': 913073, 'reputation': 1012, 'user_id': 946462, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/559509cd147228c32b2c6b2e19f21f34?s=256&d=identicon&r=PG', 'display_name': 'Esocoder', 'link': 'https://stackoverflow.com/users/946462/esocoder'}",True,170,54311944.0,2,-1,1666360553,1548163869,,54309420,CC BY-SA 4.0,https://stackoverflow.com/questions/54309420/compile-gtk-library-in-combination-with-other-libraries-using-a-makefile,Compile gtk library in combination with other libraries using a Makefile,,,,
9,"['c++', 'opengl', 'glfw', 'imgui']","{'account_id': 1157486, 'reputation': 2166, 'user_id': 1137713, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/iuRcY.jpg?s=256&g=1', 'display_name': 'iHowell', 'link': 'https://stackoverflow.com/users/1137713/ihowell'}",True,5055,,2,3,1666109804,1548175753,1548186025.0,54312897,CC BY-SA 4.0,https://stackoverflow.com/questions/54312897/how-do-i-limit-my-frames-per-second-in-a-glfw-window-using-dear-imgui,How do I limit my Frames Per Second in a GLFW window? (Using Dear ImGui),,,,
