,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date
0,"['c++', 'window', 'glfw', 'vulkan']","{'account_id': 19137034, 'reputation': 120, 'user_id': 13977826, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6QDu4.jpg?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/13977826/chris'}",False,152,1,0,1669172557,1643473754,1648478455.0,70907459,CC BY-SA 4.0,https://stackoverflow.com/questions/70907459/glfw-window-on-macbook-16-displaying-content-only-in-upper-left-of-window,GLFW Window on MacBook 16&quot; displaying content only in upper left of window,,,,,
1,"['c++', 'command-line-interface', 'c++-cli']","{'account_id': 18844251, 'reputation': 35, 'user_id': 13744970, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjkFIB5QvsNaOwjJPqOyhIU_Ql3PSgirhEw__q7=k-s256', 'display_name': 'SAHIL SINGH DHESI', 'link': 'https://stackoverflow.com/users/13744970/sahil-singh-dhesi'}",True,75,2,-2,1668807317,1642806312,,70808565,CC BY-SA 4.0,https://stackoverflow.com/questions/70808565/trying-to-implement-ntp-client-using-managed-c-but-getting-date-from-1899-usin,Trying to implement NTP Client using Managed C++ but getting date from 1899 using time.windows.com,74495558.0,,,,
2,"['c++', 'json', 'parsing', 'poco']","{'account_id': 19961303, 'reputation': 139, 'user_id': 14628838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8dee12015a9fcad147ade9f7a4973ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alvov1', 'link': 'https://stackoverflow.com/users/14628838/alvov1'}",False,187,1,1,1668796475,1642607939,,70773777,CC BY-SA 4.0,https://stackoverflow.com/questions/70773777/how-to-parse-stdstring-into-pocojsonobject-in-c,How to parse std::string into Poco::JSON::Object in C++,,,,,
3,"['c++', 'visual-studio-2022']","{'account_id': 23990131, 'reputation': 23, 'user_id': 17976424, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/452b966f639dac83bdbe7d317e88ae41?s=256&d=identicon&r=PG', 'display_name': '386', 'link': 'https://stackoverflow.com/users/17976424/386'}",True,200,3,1,1668769372,1642708020,1642710950.0,70792553,CC BY-SA 4.0,https://stackoverflow.com/questions/70792553/exe-not-working-properly-outside-of-visual-studio,Exe not working properly outside of visual studio?,70792888.0,,,,
4,"['c++', 'multithreading', 'qt']","{'account_id': 21715599, 'reputation': 45, 'user_id': 17680863, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz5Ew6aHTYO8Ym8tOlViIyKB51JGWubt6E4T3kl=k-s256', 'display_name': 'dummy account', 'link': 'https://stackoverflow.com/users/17680863/dummy-account'}",False,651,1,0,1668581492,1641227705,,70568784,CC BY-SA 4.0,https://stackoverflow.com/questions/70568784/illegal-attempt-to-connect-to-variable-that-is-in-a-different-thread-than-the-qm,Illegal attempt to connect to variable that is in a different thread than the QML engine,,,,,
5,"['c++', 'json', 'visual-studio-code', 'compilation', 'vscode-code-runner']","{'account_id': 22562795, 'reputation': 77, 'user_id': 16750229, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/040a7e76c03eee753ac3f0b60e6dd21e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/16750229/jeff'}",True,427,1,2,1668192261,1642678040,,70785390,CC BY-SA 4.0,https://stackoverflow.com/questions/70785390/code-runner-in-vscode-ignoring-my-compiler-arguments-in-my-tasks-json-file,Code Runner in vsCode ignoring my compiler arguments in my tasks.json file,74406914.0,,,,
6,"['c++', 'environment-variables', 'clion', 'address-sanitizer', 'sanitizer']","{'account_id': 3040336, 'reputation': 73, 'user_id': 2577547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1da631628fe4c364af493805b93b9aed?s=256&d=identicon&r=PG', 'display_name': 'user2577547', 'link': 'https://stackoverflow.com/users/2577547/user2577547'}",False,518,2,0,1668078285,1641122758,1641122963.0,70555557,CC BY-SA 4.0,https://stackoverflow.com/questions/70555557/how-to-set-asan-options-to-cmake-managed-projects-in-clion,How to set ASAN_OPTIONS to CMake managed projects in CLion,,,,,
7,"['c++', 'windows', 'audio', 'core-audio', 'wasapi']","{'account_id': 21103904, 'reputation': 1, 'user_id': 15513298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34c73702c050a2b0760b868892e092f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ivan', 'link': 'https://stackoverflow.com/users/15513298/ivan'}",True,71,1,0,1667963840,1641349583,1642000296.0,70587148,CC BY-SA 4.0,https://stackoverflow.com/questions/70587148/why-is-audclnt-e-endpoint-create-failed-triggered-when-i-use-wasapi-to-create-an,Why is AUDCLNT_E_ENDPOINT_CREATE_FAILED triggered when I use WASAPI to create an audio endpoint on a Windows computer?,74369544.0,,,,
8,"['c++', 'opencv', 'mat']","{'account_id': 23890055, 'reputation': 11, 'user_id': 17889830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb2a89c0e922f4b443ad4a3b6f47abf7?s=256&d=identicon&r=PG', 'display_name': 'jggdg', 'link': 'https://stackoverflow.com/users/17889830/jggdg'}",False,220,3,1,1667888785,1641803377,1641810810.0,70649610,CC BY-SA 4.0,https://stackoverflow.com/questions/70649610/how-to-creat-a-3-d-matrix-using-mat,How to creat a 3-d matrix using Mat,,,,,
9,"['python', 'c++', 'embed']","{'account_id': 16005668, 'reputation': 319, 'user_id': 11551227, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-RpL0oq6atwo/AAAAAAAAAAI/AAAAAAAAAJQ/G1YvXpaFjaM/photo.jpg?sz=256', 'display_name': 'Daniel Casasampera', 'link': 'https://stackoverflow.com/users/11551227/daniel-casasampera'}",False,1201,0,1,1667707200,1641139241,1667707200.0,70557495,CC BY-SA 4.0,https://stackoverflow.com/questions/70557495/how-to-embed-python-in-c,How to embed Python in C++,,,,,
