,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['c++', 'windows', 'gcc', 'codeblocks', 'mingw-w64']","{'account_id': 17728561, 'reputation': 13, 'user_id': 12871703, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBbsnAxR4JoEGV29YhZNU3AO579rShDpdQ_SSXS=k-s256', 'display_name': 'KPr', 'link': 'https://stackoverflow.com/users/12871703/kpr'}",False,1278,2,1,1668803049,1617014670,1617016270.0,66852780,CC BY-SA 4.0,https://stackoverflow.com/questions/66852780/mingw-32-64-not-compile-for-32-bit,MinGW 32/64 not compile for 32 bit,,,
1,"['c++', 'unit-testing', 'dependency-injection', 'googlemock']","{'account_id': 6476141, 'reputation': 569, 'user_id': 5014688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/387b74e9196f2edf20fa845505b033a9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ingo', 'link': 'https://stackoverflow.com/users/5014688/ingo'}",True,205,2,0,1668785383,1615651730,,66615668,CC BY-SA 4.0,https://stackoverflow.com/questions/66615668/practical-example-for-dependency-injection-and-mocking-with-googlemock,Practical example for Dependency Injection and mocking with Googlemock,66615669.0,,
2,"['c++', 'c', 'shared-libraries', 'static-libraries', 'tensorflow-c++']","{'account_id': 15470796, 'reputation': 648, 'user_id': 11160943, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/q1bHd.png?s=256&g=1', 'display_name': 'fisakhan', 'link': 'https://stackoverflow.com/users/11160943/fisakhan'}",False,355,2,2,1668708854,1616749373,,66813820,CC BY-SA 4.0,https://stackoverflow.com/questions/66813820/tensorflow-c-api-static-library,tensorflow C API static library,,,
3,"['c++', 'visual-studio-code']","{'account_id': 12081500, 'reputation': 195, 'user_id': 8833069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43cb114426a59008f23978428ca879b6?s=256&d=identicon&r=PG', 'display_name': 'JCSB', 'link': 'https://stackoverflow.com/users/8833069/jcsb'}",True,1378,2,1,1668619652,1614872645,1616187290.0,66478377,CC BY-SA 4.0,https://stackoverflow.com/questions/66478377/what-is-vs-codes-default-documentation-formatting,What is VS code&#39;s default documentation formatting,66478972.0,,
4,"['c++', 'concurrency', 'atomic', 'lock-free', 'wait-free']","{'account_id': 2828522, 'reputation': 8041, 'user_id': 2430597, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/f0kyJ.jpg?s=256&g=1', 'display_name': 'plasmacel', 'link': 'https://stackoverflow.com/users/2430597/plasmacel'}",True,210,1,2,1668340444,1614962574,1614971637.0,66496375,CC BY-SA 4.0,https://stackoverflow.com/questions/66496375/improving-lock-free-linear-allocation-to-be-wait-free,Improving lock-free linear allocation to be wait-free,74412242.0,,
5,"['c++', 'undefined-behavior']","{'account_id': 16971627, 'reputation': 1102, 'user_id': 12276119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e784d7a97ac733332a1db10dd3c2ca87?s=256&d=identicon&r=PG&f=1', 'display_name': 'SomeProgrammer', 'link': 'https://stackoverflow.com/users/12276119/someprogrammer'}",True,433,3,4,1667326929,1616759032,1616761162.0,66816301,CC BY-SA 4.0,https://stackoverflow.com/questions/66816301/is-there-a-safe-version-of-c-without-undefined-behaviour,Is there a safe version of C++ without undefined behaviour?,66816831.0,,
6,"['c++', 'pointers', 'winapi', 'char']","{'account_id': 20413785, 'reputation': 1178, 'user_id': 14976549, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hXm2i.jpg?s=256&g=1', 'display_name': '0xB00B', 'link': 'https://stackoverflow.com/users/14976549/0xb00b'}",True,360,1,1,1667228666,1617186396,1667228666.0,66885976,CC BY-SA 4.0,https://stackoverflow.com/questions/66885976/unable-to-pass-tchar-as-parameter-in-c-c,Unable to pass TCHAR as parameter in C/C++,66889630.0,,
7,"['c++', 'matrix', 'char']","{'account_id': 20477588, 'reputation': 1, 'user_id': 15026536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d6f1503e39f0a5928c3c395218a73a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'beginner18', 'link': 'https://stackoverflow.com/users/15026536/beginner18'}",True,1704,2,0,1667062180,1616004522,,66678845,,https://stackoverflow.com/questions/66678845/matrix-of-characters-in-c,Matrix of characters in c++,,1616019367.0,Needs details or clarity
8,"['c++', 'string']","{'account_id': 20955651, 'reputation': 5, 'user_id': 15396233, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiOhe1U4oITVUjwFvYiPdFEN3gKIwqexa3mLyHE=k-s256', 'display_name': 'Markus Vaittinen', 'link': 'https://stackoverflow.com/users/15396233/markus-vaittinen'}",True,76,1,0,1666887548,1615763692,1666887548.0,66630515,CC BY-SA 4.0,https://stackoverflow.com/questions/66630515/how-to-use-a-string-to-find-and-execute-a-function-with-matching-name,How to use a string to find and execute a function with matching name?,66630884.0,,
9,"['c++', 'boost', 'casting', 'numeric-conversion']","{'account_id': 237267, 'reputation': 4251, 'user_id': 505308, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d2af9a7d7d3be5a9ecb7df6338851364?s=256&d=identicon&r=PG', 'display_name': 'jhourback', 'link': 'https://stackoverflow.com/users/505308/jhourback'}",True,123,3,2,1666656382,1615318836,1666572118.0,66553674,CC BY-SA 4.0,https://stackoverflow.com/questions/66553674/is-there-a-purpose-to-using-boostnumeric-castdoublelong-i-e-converting,"Is there a purpose to using boost::numeric_cast&lt;double&gt;(long) (i.e., converting from long to double)?",,,
