,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['c++', 'class', 'c++11', 'auto']","{'account_id': 18850219, 'reputation': 561, 'user_id': 13749535, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/aYXdJ.png?s=256&g=1', 'display_name': 'Kate', 'link': 'https://stackoverflow.com/users/13749535/kate'}",True,2677,62809929.0,5,35,1669131524,1594280016,1595327210.0,62809651,CC BY-SA 4.0,https://stackoverflow.com/questions/62809651/what-is-the-type-of-an-auto-return-type-when-returning-this-in-an-anonymous-c,What is the type of an &#39;auto&#39; return type when returning *this in an anonymous class?,,,
1,"['c++', 'vector', 'static', 'c++20', 'allocator']","{'account_id': 1534540, 'reputation': 15024, 'user_id': 1430927, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/ruRvK.png?s=256&g=1', 'display_name': 'Tomilov Anatoliy', 'link': 'https://stackoverflow.com/users/1430927/tomilov-anatoliy'}",False,342,,2,1,1669113489,1595009266,1595009557.0,62959555,CC BY-SA 4.0,https://stackoverflow.com/questions/62959555/static-allocator-to-make-static-vector-from-stdvector,static_allocator to make static_vector from std::vector,,,
2,"['c++', 'parallel-processing', 'c++17']","{'account_id': 3847362, 'reputation': 3895, 'user_id': 3188445, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3188445', 'link': 'https://stackoverflow.com/users/3188445/user3188445'}",True,1395,,4,4,1668944874,1594362976,1594364279.0,62828567,CC BY-SA 4.0,https://stackoverflow.com/questions/62828567/parallel-for-loop-over-range-of-array-indices-in-c17,Parallel for loop over range of array indices in C++17,,,
3,"['c++', 'c++20', 'c++-modules']","{'account_id': 15990265, 'reputation': 993, 'user_id': 11539646, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9gH5v.jpg?s=256&g=1', 'display_name': 'BlueTune', 'link': 'https://stackoverflow.com/users/11539646/bluetune'}",True,2825,63102540.0,3,10,1668748779,1595777193,1595778185.0,63102126,CC BY-SA 4.0,https://stackoverflow.com/questions/63102126/will-modules-in-c20-reduce-compile-time-compared-to-traditional-header-files,Will modules in c++20 reduce compile time compared to traditional header-files?,,,
4,"['c++', 'visual-studio-code', 'metatrader4']","{'account_id': 2412284, 'reputation': 173, 'user_id': 2107115, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e30bf066ebc2b2fa24ec5be2474b1ecf?s=256&d=identicon&r=PG', 'display_name': 'Hermann', 'link': 'https://stackoverflow.com/users/2107115/hermann'}",False,136,,2,0,1668719117,1595514496,1595519584.0,63056642,CC BY-SA 4.0,https://stackoverflow.com/questions/63056642/exlude-mql4-colors-from-formating-e-g-c250-250-250,"Exlude MQL4 colors from formating (e.g. C&#39;250,250,250&#39;)",,,
5,"['c++', 'enums']","{'account_id': 18030706, 'reputation': 323, 'user_id': 13105419, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5eb00c1ed0d09e81f0a60dfd31d1e22f?s=256&d=identicon&r=PG&f=1', 'display_name': 'expl0it3r', 'link': 'https://stackoverflow.com/users/13105419/expl0it3r'}",False,162,,1,0,1668460594,1595624473,1595628178.0,63081406,CC BY-SA 4.0,https://stackoverflow.com/questions/63081406/how-to-forward-declare-an-enum-from-a-namespace,How to forward declare an enum from a namespace?,,,
6,"['c++', 'gdal']","{'account_id': 8698114, 'reputation': 11, 'user_id': 6508899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac1eda0a286daed5d7fbc067c268d690?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kunal Khosla', 'link': 'https://stackoverflow.com/users/6508899/kunal-khosla'}",False,323,,1,0,1668030354,1594382283,1668030354.0,62833843,CC BY-SA 4.0,https://stackoverflow.com/questions/62833843/is-it-possible-to-convert-pixel-coordinates-of-an-image-to-lat-long-using-gdal-i,"Is it possible to convert pixel coordinates of an image to lat,long using GDAL in C++?",,,
7,"['c++', 'casablanca', 'cpprest-sdk']","{'account_id': 278156, 'reputation': 5383, 'user_id': 572586, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/4837f7d94d6466b2e4a6d4af3551926a?s=256&d=identicon&r=PG', 'display_name': 'cprogrammer', 'link': 'https://stackoverflow.com/users/572586/cprogrammer'}",True,175,62832282.0,2,0,1667975736,1594374818,,62831743,CC BY-SA 4.0,https://stackoverflow.com/questions/62831743/list-to-form-encoded-parameters-in-casablanca,List to form-encoded parameters in Casablanca,,,
8,"['c++', 'if-statement']","{'account_id': 18122778, 'reputation': 43, 'user_id': 13178570, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiJDYhmH1UExNSwce1A8sK1wn36WowqOWNObQ_C=k-s256', 'display_name': 'T Figmiester', 'link': 'https://stackoverflow.com/users/13178570/t-figmiester'}",True,88,62745823.0,1,0,1666957908,1593975681,1666957908.0,62745150,CC BY-SA 4.0,https://stackoverflow.com/questions/62745150/how-can-i-get-c-to-tally-up-the-results-and-produce-a-plan,How can I get C++ to &#39;tally up&#39; the results and produce a plan?,,,
9,"['c++', 'windows', 'dev-c++']","{'account_id': 18994967, 'reputation': 45, 'user_id': 13863323, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-WJF4zFcwv0M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckz7y1VGk704ZtAimAIJSsVSnCGQw/photo.jpg?sz=256', 'display_name': 'Ahanaful Alam', 'link': 'https://stackoverflow.com/users/13863323/ahanaful-alam'}",True,1786,,4,1,1666826439,1593849729,1593850994.0,62726760,CC BY-SA 4.0,https://stackoverflow.com/questions/62726760/my-emoji-program-is-showing-box-with-a-question-mark-in-c,My emoji program is showing box with a question mark in C++,,,
