,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['c++', 'time-complexity']","{'account_id': 19812411, 'reputation': 43, 'user_id': 14510887, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1596572997170416/picture?type=large', 'display_name': 'Leobej', 'link': 'https://stackoverflow.com/users/14510887/leobej'}",True,182,68835512.0,1,0,1668603640,1629301119,1668603640.0,68835413,CC BY-SA 4.0,https://stackoverflow.com/questions/68835413/what-is-time-complexity-for-this-function,What is time complexity for this function?,,,,
1,['c++'],"{'account_id': 19812411, 'reputation': 43, 'user_id': 14510887, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1596572997170416/picture?type=large', 'display_name': 'Leobej', 'link': 'https://stackoverflow.com/users/14510887/leobej'}",True,95,68658138.0,1,-1,1668603306,1628100102,1668603306.0,68656058,CC BY-SA 4.0,https://stackoverflow.com/questions/68656058/how-to-make-a-base-converter-from-base-10-to-base-9-and-then-to-base-7,How to make a base converter from base 10 to base 9 and then to base 7,,,,
2,['c++'],"{'account_id': 16059849, 'reputation': 29, 'user_id': 11591076, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-h3EPtVwYHmQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rePlDEtxc3UcrtpNNrhFE9FSVUKIA/mo/photo.jpg?sz=256', 'display_name': 'Артем Налькин', 'link': 'https://stackoverflow.com/users/11591076/%d0%90%d1%80%d1%82%d0%b5%d0%bc-%d0%9d%d0%b0%d0%bb%d1%8c%d0%ba%d0%b8%d0%bd'}",True,72,68667314.0,1,0,1668525011,1628168709,1628169401.0,68667175,CC BY-SA 4.0,https://stackoverflow.com/questions/68667175/cin-ignore-not-working-further-inputs-get-skipped-even-with-clear,cin.ignore not working: further inputs get skipped even with clear(),,,,
3,"['c++', 'templates', 'metaprogramming']","{'account_id': 14646783, 'reputation': 75, 'user_id': 10577896, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-D4SllAIBjwA/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbA3xkM1muYfBmuIB_8fCos85gtjmQ/mo/photo.jpg?sz=256', 'display_name': '陈泽霖', 'link': 'https://stackoverflow.com/users/10577896/%e9%99%88%e6%b3%bd%e9%9c%96'}",True,461,68675479.0,1,7,1668470902,1628217392,1668470902.0,68675444,CC BY-SA 4.0,https://stackoverflow.com/questions/68675444/why-would-type-identity-make-a-difference,why would type_identity make a difference?,,,,
4,"['c++', 'c', 'qt', 'qt5']","{'account_id': 991116, 'reputation': 2026, 'user_id': 1008405, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6ccd4b1f51d2727927ac4f091cb71009?s=256&d=identicon&r=PG', 'display_name': 'Heretic', 'link': 'https://stackoverflow.com/users/1008405/heretic'}",False,230,,1,0,1667772184,1629200220,1667772184.0,68816648,,https://stackoverflow.com/questions/68816648/undefined-reference-when-im-linking-c-files-in-c-inside-qt-framework,Undefined reference when I&#39;m linking C files in C++ inside Qt framework,1629209519.0,Duplicate,,
5,"['c++', 'c++20', 'c++-concepts', 'if-constexpr']","{'account_id': 21518655, 'reputation': 259, 'user_id': 15860107, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c04b86d529b61437b2bdb090c8641a5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hydrogen', 'link': 'https://stackoverflow.com/users/15860107/hydrogen'}",True,393,68801477.0,1,12,1667489539,1629106929,1629622505.0,68800577,CC BY-SA 4.0,https://stackoverflow.com/questions/68800577/how-to-properly-use-concepts,How to properly use concepts?,,,,
6,"['android', 'c++', 'protocol-buffers', 'ionic4', 'esp32']","{'account_id': 9235748, 'reputation': 363, 'user_id': 6860460, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/07a897f963bdba04ecf8bb89ff50f7ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'coder101', 'link': 'https://stackoverflow.com/users/6860460/coder101'}",False,366,,1,0,1667399532,1628986927,1628992052.0,68787904,CC BY-SA 4.0,https://stackoverflow.com/questions/68787904/need-help-sending-wifi-credentials-ssid-and-password-from-ionic-app-for-androi,Need help sending wifi credentials (ssid and password) from ionic app for Android to esp32,,,,
7,"['c++', 'c++11', 'constructor', 'mutex', 'constexpr']","{'account_id': 1008948, 'reputation': 4945, 'user_id': 1021959, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/PaP06.png?s=256&g=1', 'display_name': 'Bernard', 'link': 'https://stackoverflow.com/users/1021959/bernard'}",True,321,,1,4,1667155189,1630214758,1630222241.0,68970111,CC BY-SA 4.0,https://stackoverflow.com/questions/68970111/how-is-stdmutexs-constexpr-constructor-implemented,How is std::mutex&#39;s constexpr constructor implemented?,,,,
8,"['c++', 'macros']","{'account_id': 8707612, 'reputation': 421, 'user_id': 6515001, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/7157036f1a431ed2046922370bb59344?s=256&d=identicon&r=PG&f=1', 'display_name': 'DrHell', 'link': 'https://stackoverflow.com/users/6515001/drhell'}",False,129,,1,2,1666634870,1628347411,,68693388,CC BY-SA 4.0,https://stackoverflow.com/questions/68693388/how-to-have-a-c-macro-for-debug-which-can-change-its-content,"How to have a C++ macro for debug, which can change its content",,,,
9,"['c++', 'opencv', 'visual-studio-code', 'include']","{'account_id': 15888607, 'reputation': 5, 'user_id': 11464368, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-pXXTZNCOwdU/AAAAAAAAAAI/AAAAAAAAAFU/2FKgN1YwzZs/photo.jpg?sz=256', 'display_name': 'Wendel', 'link': 'https://stackoverflow.com/users/11464368/wendel'}",False,789,,1,0,1666609663,1629124237,1666609663.0,68804584,CC BY-SA 4.0,https://stackoverflow.com/questions/68804584/visual-code-and-opencv-no-such-file-or-directory,Visual Code and OpenCV : No such file or directory,,,,
