,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
0,"['c++', 'segmentation-fault', 'core', 'dump', 'ternary-tree']","{'account_id': 16981080, 'reputation': 81, 'user_id': 12282999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a42fcc3e426e8aa598bb4f6b0551f2b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lilith X', 'link': 'https://stackoverflow.com/users/12282999/lilith-x'}",True,117,60046592.0,1,-1,1669160707,1580760089,1669160707.0,60046351,CC BY-SA 4.0,https://stackoverflow.com/questions/60046351/segmentation-fault-core-dumped-but-cant-figure-out,Segmentation fault (core dumped) but can&#39;t figure out,,,
1,"['c++', 'qt']","{'account_id': 1472798, 'reputation': 719, 'user_id': 1383915, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f1922f18d0ebe4cf6a9f2fab6b1a951?s=256&d=identicon&r=PG', 'display_name': 'twj', 'link': 'https://stackoverflow.com/users/1383915/twj'}",True,2098,60013220.0,2,4,1668705887,1580518425,,60013093,CC BY-SA 4.0,https://stackoverflow.com/questions/60013093/qt-c-multiple-q-namespace-for-the-same-namespace-in-different-files,Qt C++: Multiple Q_NAMESPACE for the same namespace in different files,,,
2,"['c++', 'libraries', 'iostream', 'idioms', 'debug-print']","{'account_id': 514136, 'reputation': 109065, 'user_id': 1593077, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/10c44e0d9568e48d05708ae196ad936f?s=256&d=identicon&r=PG', 'display_name': 'einpoklum', 'link': 'https://stackoverflow.com/users/1593077/einpoklum'}",False,96,,0,5,1668496411,1582834855,1668496411.0,60441172,CC BY-SA 4.0,https://stackoverflow.com/questions/60441172/should-i-provide-ostream-operators-for-types-in-a-library,Should I provide ostream &lt;&lt; operators for types in a library?,,,
3,"['c++', 'c++17', 'stdvector', 'simd', 'memory-alignment']","{'account_id': 8342958, 'reputation': 1123, 'user_id': 6267719, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/a21811278f7f2fbbfbca475cbbb4a88b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prunus Persica', 'link': 'https://stackoverflow.com/users/6267719/prunus-persica'}",True,2129,,2,19,1667641083,1581427187,1581427696.0,60169819,CC BY-SA 4.0,https://stackoverflow.com/questions/60169819/modern-approach-to-making-stdvector-allocate-aligned-memory,Modern approach to making std::vector allocate aligned memory,,,
4,"['c++', 'linux', 'ubuntu', 'g++', 'vcpkg']","{'account_id': 16922049, 'reputation': 55, 'user_id': 12238633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ae177d8517ebf6c8a232fba1c5766a3?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheVirtuoso', 'link': 'https://stackoverflow.com/users/12238633/thevirtuoso'}",False,507,,1,1,1667555689,1580685218,1580688498.0,60031496,CC BY-SA 4.0,https://stackoverflow.com/questions/60031496/how-which-directory-to-install-a-3rd-party-c-library-on-ubuntu,How/Which directory to install a 3rd party C++ library on Ubuntu?,,,
5,"['c++', 'include', 'clang-format']","{'account_id': 10051254, 'reputation': 3507, 'user_id': 7431005, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/faf76298f3d4f60915eee51da1ee7c3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'user7431005', 'link': 'https://stackoverflow.com/users/7431005/user7431005'}",True,12007,60334345.0,3,17,1667219864,1582271735,,60334299,CC BY-SA 4.0,https://stackoverflow.com/questions/60334299/clang-format-disable-ordering-includes,clang format: disable ordering includes,,,
6,"['c++', 'numerical-methods']","{'account_id': 4794237, 'reputation': 41, 'user_id': 3872621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/3872621/dan'}",False,154,,0,3,1666970063,1581943898,1581951310.0,60262896,CC BY-SA 4.0,https://stackoverflow.com/questions/60262896/trust-region-algorithm-implementation-in-dlib,Trust region algorithm implementation in dlib,,,
7,"['c++', 'opencv', 'build', 'cmake']","{'account_id': 1211489, 'reputation': 18725, 'user_id': 1179925, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/5403975c3b25b9407b19a26b65d1ce72?s=256&d=identicon&r=PG', 'display_name': 'mrgloom', 'link': 'https://stackoverflow.com/users/1179925/mrgloom'}",False,315,,1,2,1666146141,1582116082,,60300632,CC BY-SA 4.0,https://stackoverflow.com/questions/60300632/how-to-get-list-of-opencv-modules,How to get list of opencv modules?,,,
8,"['c++', 'ros2']","{'account_id': 10525543, 'reputation': 11, 'user_id': 7756668, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a82fe055f4ba72fa3ea0864da8e569f?s=256&d=identicon&r=PG&f=1', 'display_name': 'EniacBlue', 'link': 'https://stackoverflow.com/users/7756668/eniacblue'}",True,652,,1,1,1666005421,1582040257,,60284498,CC BY-SA 4.0,https://stackoverflow.com/questions/60284498/ros2-dynamic-messages-template,ROS2 Dynamic messages template,,,
9,"['c++', 'pointers', 'destructor', 'smart-pointers']","{'account_id': 15508698, 'reputation': 541, 'user_id': 11188084, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-E4nqLDM5GN8/AAAAAAAAAAI/AAAAAAAAAAA/MLtqd2OYzyk/photo.jpg?sz=256', 'display_name': 'Joshua Segal', 'link': 'https://stackoverflow.com/users/11188084/joshua-segal'}",True,1109,60006840.0,5,5,1665716358,1580484286,,60006759,CC BY-SA 4.0,https://stackoverflow.com/questions/60006759/do-primitive-types-in-c-have-destructors,Do Primitive Types in C++ have destructors?,,,
