,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['c++', 'bit']","{'account_id': 12523429, 'reputation': 97, 'user_id': 9114063, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wrW7Y.jpg?s=256&g=1', 'display_name': 'sagar saini', 'link': 'https://stackoverflow.com/users/9114063/sagar-saini'}",True,1481,1,1,1669158331,1559127360,1559228916.0,56358931,CC BY-SA 4.0,https://stackoverflow.com/questions/56358931/how-to-find-the-leftmost-bit-of-an-number-in-one-line,How to find the leftmost bit of an number in one line,,,,
1,"['c++', 'windows', 'winapi', 'dll', 'dll-injection']","{'account_id': 5483620, 'reputation': 365, 'user_id': 4359175, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gjrXkbJYKeo/AAAAAAAAAAI/AAAAAAAAACk/l8H5ex4ZOI8/photo.jpg?sz=256', 'display_name': 'slinkin', 'link': 'https://stackoverflow.com/users/4359175/slinkin'}",True,1062,2,0,1668557775,1558911937,,56318027,CC BY-SA 4.0,https://stackoverflow.com/questions/56318027/how-to-unload-dll-itself-correctly,How to unload DLL itself correctly?,,,,
2,"['c++', 'cmake', 'cpack']","{'account_id': 3313246, 'reputation': 25445, 'user_id': 2786156, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/fWMLm.jpg?s=256&g=1', 'display_name': 'St.Antario', 'link': 'https://stackoverflow.com/users/2786156/st-antario'}",True,238,1,3,1668225754,1558639189,1668225754.0,56281702,CC BY-SA 4.0,https://stackoverflow.com/questions/56281702/prevent-creation-of-namelink-for-installed-shared-libraries-when-using-cpack,prevent creation of namelink for installed shared libraries when using CPack,,,,
3,"['c++', 'mongodb', 'mongo-cxx-driver']","{'account_id': 2984369, 'reputation': 31, 'user_id': 5561513, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-v6Ee289n5as/AAAAAAAAAAI/AAAAAAAAARw/lPQddTEpRj8/photo.jpg?sz=256', 'display_name': 'Aleksandra Arsovski', 'link': 'https://stackoverflow.com/users/5561513/aleksandra-arsovski'}",True,249,2,1,1667790664,1557772179,1557783680.0,56117984,CC BY-SA 4.0,https://stackoverflow.com/questions/56117984/bsoncxx-is-there-a-way-to-iterate-through-documents-in-bson-dump-file,bsoncxx - is there a way to iterate through documents in .bson dump file?,56135949.0,,,
4,"['c++', 'opengl', 'shader', 'decklink', 'blackmagic-design']","{'account_id': 1434395, 'reputation': 5904, 'user_id': 1356106, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/b117835270c229921b975f0e1ce12454?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tim Autin', 'link': 'https://stackoverflow.com/users/1356106/tim-autin'}",True,212,1,0,1667074487,1558964521,1667074487.0,56327238,CC BY-SA 4.0,https://stackoverflow.com/questions/56327238/decklink-sdk-qtquick,Decklink SDK &amp; QtQuick,,,,
5,"['c++', 'hash', 'c++17', 'template-meta-programming', 'c++20']","{'account_id': 473684, 'reputation': 55697, 'user_id': 882932, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/KdHtK.png?s=256&g=1', 'display_name': 'Vincent', 'link': 'https://stackoverflow.com/users/882932/vincent'}",True,1714,6,10,1666540415,1558698656,1558741781.0,56292104,CC BY-SA 4.0,https://stackoverflow.com/questions/56292104/hashing-types-at-compile-time-in-c17-c2a,Hashing types at compile-time in C++17/C++2a,56292955.0,,,
6,"['c++', 'language-lawyer', 'inner-classes', 'friend', 'access-control']","{'account_id': 10704123, 'reputation': 1309, 'user_id': 7878485, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/15dabd902549f21699b86daa04ecaeed?s=256&d=identicon&r=PG&f=1', 'display_name': 'nitronoid', 'link': 'https://stackoverflow.com/users/7878485/nitronoid'}",False,299,2,2,1666308709,1559252114,1559781912.0,56385922,CC BY-SA 4.0,https://stackoverflow.com/questions/56385922/private-enum-access-fails-to-compile-from-a-nested-classs-friend-function,Private enum access fails to compile from a nested class&#39;s friend function,,,,
7,"['c++', 'qt', 'constexpr', 'string-literals']","{'account_id': 1521908, 'reputation': 8258, 'user_id': 1421332, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/39f3da5b153edf32201b9e9100dad01a?s=256&d=identicon&r=PG', 'display_name': 'Silicomancer', 'link': 'https://stackoverflow.com/users/1421332/silicomancer'}",True,4799,4,5,1666261428,1558205671,1558205743.0,56201976,CC BY-SA 4.0,https://stackoverflow.com/questions/56201976/qt-vs-constexpr-string-literal,Qt vs constexpr string literal,56209811.0,,,
8,"['c++', 'c', 'gcc', 'cmake', 'ld']","{'account_id': 3992330, 'reputation': 1156, 'user_id': 3290848, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/51ba190445123c026ddf012ff947302e?s=256&d=identicon&r=PG&f=1', 'display_name': 'NorbertM', 'link': 'https://stackoverflow.com/users/3290848/norbertm'}",True,3666,1,3,1666250533,1558652742,1666250533.0,56283941,CC BY-SA 4.0,https://stackoverflow.com/questions/56283941/why-gcc-gc-sections-and-ffunction-sections-is-not-working-cmake-build,Why GCC --gc-sections and -ffunction-sections is not working? (cmake build),56283942.0,,,
9,"['c++', 'c', 'language-lawyer', 'signed', 'integer-overflow']","{'account_id': 5823909, 'reputation': 120836, 'user_id': 4593267, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/EEyLy.jpg?s=256&g=1', 'display_name': 'chqrlie', 'link': 'https://stackoverflow.com/users/4593267/chqrlie'}",True,1013,4,40,1666120824,1557343350,1666120824.0,56047702,CC BY-SA 4.0,https://stackoverflow.com/questions/56047702/is-there-some-meaningful-statistical-data-to-justify-keeping-signed-integer-arit,Is there some meaningful statistical data to justify keeping signed integer arithmetic overflow undefined?,56051070.0,,,
10,"['c#', 'c++', 'windows-shell']","{'account_id': 2625029, 'reputation': 364, 'user_id': 2272235, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/a68259d69c46dc51a6115495520af88d?s=256&d=identicon&r=PG', 'display_name': 'Nolan Blew', 'link': 'https://stackoverflow.com/users/2272235/nolan-blew'}",True,2030,1,5,1665270708,1556657970,,55928588,CC BY-SA 4.0,https://stackoverflow.com/questions/55928588/shchangenotify-in-windows-10-not-updating-quick-access-items,SHChangeNotify in Windows 10 not updating Quick Access items,55940770.0,,,
11,"['c++', 'csv', 'file', 'delete-row', 'mql4']","{'account_id': 4951218, 'reputation': 21, 'user_id': 3985083, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a2499d0b2307acaeae5cc97cd024d0b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Karthikeyan V', 'link': 'https://stackoverflow.com/users/3985083/karthikeyan-v'}",False,976,2,2,1665263137,1557862177,1665263137.0,56137363,CC BY-SA 4.0,https://stackoverflow.com/questions/56137363/deleting-line-from-file-mql4,deleting line from file MQL4,,,,
12,"['c++', 'arm', 'msys2', 'gnu-toolchain', 'xpack']","{'account_id': 6687172, 'reputation': 195, 'user_id': 5157958, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec7feed743a5b100e4af8901e484fcb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Spacefish', 'link': 'https://stackoverflow.com/users/5157958/spacefish'}",True,4158,2,3,1664312198,1558275545,1575562028.0,56208677,CC BY-SA 4.0,https://stackoverflow.com/questions/56208677/installing-and-using-arm-none-eabi-gcc-on-msys2,Installing and using arm-none-eabi-gcc on MSYS2,56227377.0,,,
13,"['c++', 'initialization', 'c++17', 'compile-time', 'stdarray']","{'account_id': 1167883, 'reputation': 8342, 'user_id': 1145760, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/065408758852145010d28c2aa811ca68?s=256&d=identicon&r=PG', 'display_name': 'Vorac', 'link': 'https://stackoverflow.com/users/1145760/vorac'}",True,4528,3,39,1663926936,1559239599,1663926936.0,56383454,CC BY-SA 4.0,https://stackoverflow.com/questions/56383454/initialize-an-stdarray-algorithmically-at-compile-time,Initialize an std::array algorithmically at compile time,56383882.0,,,
14,"['c++', 'visual-c++', 'bit-fields']","{'user_type': 'does_not_exist', 'display_name': 'user11567957'}",True,478,4,-10,1662731816,1559052788,1662731816.0,56344190,CC BY-SA 4.0,https://stackoverflow.com/questions/56344190/msvc-1-bit-enum-type-equals-1-and-equality-test-fails,MSVC 1 bit enum type equals -1 and equality test fails,56345536.0,,,
15,"['c++', 'lambda']","{'account_id': 13399686, 'reputation': 194, 'user_id': 9669614, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f570f7b3549ece781a2be28062db8212?s=256&d=identicon&r=PG', 'display_name': 'EzR1d3r', 'link': 'https://stackoverflow.com/users/9669614/ezr1d3r'}",True,336,3,1,1662534913,1558870976,1558871641.0,56313174,CC BY-SA 4.0,https://stackoverflow.com/questions/56313174/lambda-loses-captured-value,Lambda loses captured value,56313857.0,,,
