,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['c++', 'jemalloc']","{'account_id': 21305374, 'reputation': 21, 'user_id': 15680693, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/198646af0f1f74096b2f2842c7a1f499?s=256&d=identicon&r=PG&f=1', 'display_name': 'HsuehYH', 'link': 'https://stackoverflow.com/users/15680693/hsuehyh'}",False,175,1,2,1668587265,1618738174,67147055,CC BY-SA 4.0,https://stackoverflow.com/questions/67147055/why-does-jemalloc-take-more-time-to-allocate-4096-bytes-of-memory-than-other-sma,Why does jemalloc take more time to allocate 4096 bytes of memory than other SMALL memory?,,,,,,
1,"['c++', 'c++11', 'bitset']","{'account_id': 21162185, 'reputation': 33, 'user_id': 15560203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9aae77308152a98bc7d558157c99e9d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'SaucyPandora', 'link': 'https://stackoverflow.com/users/15560203/saucypandora'}",True,289,2,3,1668581077,1617652606,66959037,CC BY-SA 4.0,https://stackoverflow.com/questions/66959037/declaring-an-array-of-stdbitset-using-stdstring,Declaring an array of std::bitset using std::string,66959087.0,1617652983.0,,,,
2,"['c++', 'c', 'visual-studio-code', 'mingw', 'settings']","{'account_id': 19245835, 'reputation': 61, 'user_id': 14064881, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Enxg8.jpg?s=256&g=1', 'display_name': 'Vivek Hotti', 'link': 'https://stackoverflow.com/users/14064881/vivek-hotti'}",True,1119,5,0,1668094420,1618808789,67156230,CC BY-SA 4.0,https://stackoverflow.com/questions/67156230/too-many-arguments-error-while-running-c-program-on-vs-code,&quot;Too many arguments&quot; error while running C program on VS Code,,,,,,
3,"['c++', 'visual-studio-code', 'linker-errors']","{'account_id': 10102374, 'reputation': 369, 'user_id': 9145465, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91ffeaaa915ab9396f3b41e113789f48?s=256&d=identicon&r=PG&f=1', 'display_name': 'elanonrigby', 'link': 'https://stackoverflow.com/users/9145465/elanonrigby'}",True,2185,2,4,1667924981,1617744864,66976746,CC BY-SA 4.0,https://stackoverflow.com/questions/66976746/link-error-in-visual-studio-code-with-c,Link error in Visual Studio Code with C++,,1617745580.0,,,,
4,"['c++', 'docker', 'go', 'bazel']","{'account_id': 6298340, 'reputation': 437, 'user_id': 5860334, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/U7a21.png?s=256&g=1', 'display_name': 'JayEye', 'link': 'https://stackoverflow.com/users/5860334/jayeye'}",True,1956,2,6,1667443808,1618189873,67051566,CC BY-SA 4.0,https://stackoverflow.com/questions/67051566/how-do-i-create-a-go-docker-image-with-bazel-when-also-needing-libstdc,How do I create a Go docker image with bazel when also needing libstdc++?,67054386.0,,,,,
5,"['c++', 'boost', 'sparse-matrix', 'armadillo']","{'account_id': 6910769, 'reputation': 246, 'user_id': 10057173, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5nx1D.jpg?s=256&g=1', 'display_name': 'Galilean', 'link': 'https://stackoverflow.com/users/10057173/galilean'}",True,164,2,2,1667400012,1619443113,67267414,CC BY-SA 4.0,https://stackoverflow.com/questions/67267414/how-to-serialize-sparse-matrix-in-armadillo-and-use-with-mpi-implementation-of-b,How to serialize sparse matrix in Armadillo and use with mpi implementation of boost?,67275320.0,,,,,
6,"['c++', 'dynamic-programming']","{'account_id': 20689226, 'reputation': 17, 'user_id': 15190965, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2872659969724536/picture?type=large', 'display_name': 'Сайханбилэг', 'link': 'https://stackoverflow.com/users/15190965/%d0%a1%d0%b0%d0%b9%d1%85%d0%b0%d0%bd%d0%b1%d0%b8%d0%bb%d1%8d%d0%b3'}",True,145,1,-1,1667391104,1619624144,67303332,,https://stackoverflow.com/questions/67303332/how-do-i-fix-this-code-i-have-tried-so-many-ways-sad,How do I fix this code i have tried so many ways *sad*,,1667391104.0,1619912996.0,Not suitable for this site,,
7,"['c++', 'multithreading', 'c++11', 'thread-safety']","{'account_id': 10332275, 'reputation': 9754, 'user_id': 7621674, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/323bed98b2e655d5fa9ac6d23a72b995?s=256&d=identicon&r=PG', 'display_name': 'm7913d', 'link': 'https://stackoverflow.com/users/7621674/m7913d'}",True,748,3,0,1666985110,1618702077,67143880,CC BY-SA 4.0,https://stackoverflow.com/questions/67143880/what-is-the-definition-of-a-thread-safe-function-according-to-the-c11-languag,What is the definition of a thread safe function according to the C++11 (Language/Library) Standard?,67200830.0,1619885214.0,,,,
8,"['c++', 'gcc', 'g++']","{'account_id': 16168147, 'reputation': 191, 'user_id': 11744916, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/t2q55.jpg?s=256&g=1', 'display_name': 'the4naves', 'link': 'https://stackoverflow.com/users/11744916/the4naves'}",False,500,1,1,1666523458,1618188902,67051489,CC BY-SA 4.0,https://stackoverflow.com/questions/67051489/gcc-wpadded-is-inconsistant,gcc -Wpadded is inconsistant,,1618193011.0,,,,
9,['c++'],"{'account_id': 20825952, 'reputation': 21, 'user_id': 15296447, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qx918HmQWes/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnUYQWOsXu8h-LkHt-cgMBfNJN6-A/s96-c/photo.jpg?sz=256', 'display_name': 'Khadijah Kamba', 'link': 'https://stackoverflow.com/users/15296447/khadijah-kamba'}",True,78,4,1,1666382053,1619184735,67230882,CC BY-SA 4.0,https://stackoverflow.com/questions/67230882/how-to-use-if-statement-with-a-boolean-function-in-another-class,How to use If statement with a boolean function in another class,,1619185212.0,,,,
10,"['c++', 'automation', 'arduino', 'relayjs']","{'account_id': 12814685, 'reputation': 29, 'user_id': 9271673, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4cgHd.jpg?s=256&g=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/9271673/tom'}",False,143,1,-1,1665665135,1618739054,67147173,CC BY-SA 4.0,https://stackoverflow.com/questions/67147173/arduino-loop-does-not-stop-only-with-smaller-counters-arduino-nano-every,Arduino loop does not stop - only with smaller counters. Arduino Nano Every,,1665665135.0,,,,
11,"['c++', 'profiler', 'pprof', 'gperftools', 'gperf']","{'account_id': 11965100, 'reputation': 387, 'user_id': 8755035, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4437baf6c1a5c296382d57ec33e6bb3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Orif Milod', 'link': 'https://stackoverflow.com/users/8755035/orif-milod'}",True,525,2,0,1665098613,1618055983,67034132,CC BY-SA 4.0,https://stackoverflow.com/questions/67034132/gperftools-not-installing-lprofiler-on-mac-after-installing-it-with-brew,gperftools not installing -lprofiler on Mac after installing it with brew,67035229.0,1618071966.0,,,,
12,"['c++', 'constexpr', 'compile-time', 'fmt']","{'account_id': 11727115, 'reputation': 33, 'user_id': 8583999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/017bfd856f2c2806f889ddcd8b1e6913?s=256&d=identicon&r=PG&f=1', 'display_name': 'Martin Mocko', 'link': 'https://stackoverflow.com/users/8583999/martin-mocko'}",True,1440,2,2,1665066366,1618322050,67076274,CC BY-SA 4.0,https://stackoverflow.com/questions/67076274/fmt-always-compile-time-check-format-string-in-function,{fmt}: always compile-time check format string in function,70027023.0,1618322257.0,,,,
13,"['c++', 'c', 'user-interface']","{'account_id': 2818905, 'reputation': 2513, 'user_id': 2423150, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/f8d0598639a453f140fc8790be00da94?s=256&d=identicon&r=PG', 'display_name': 'Ingwie Phoenix', 'link': 'https://stackoverflow.com/users/2423150/ingwie-phoenix'}",True,1214,3,2,1665036657,1618201153,67052617,CC BY-SA 4.0,https://stackoverflow.com/questions/67052617/windows-gui-can-i-access-the-modern-ui-from-c,Windows GUI: Can I access the &quot;modern ui&quot; from C++?,,,,,,
14,"['c++', 'opencv', 'static-libraries', 'webassembly', 'emscripten']","{'account_id': 16074151, 'reputation': 43, 'user_id': 11601765, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-atxJU-IJOhU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcIGaygKGz4zVCO2eJNuHdCJbpGcA/mo/photo.jpg?sz=256', 'display_name': 'TheSlyOne', 'link': 'https://stackoverflow.com/users/11601765/theslyone'}",True,698,1,0,1664017546,1619206005,67235824,CC BY-SA 4.0,https://stackoverflow.com/questions/67235824/how-to-build-the-whole-opencv-library-into-a-static-library,How to build the whole openCV library into a static library?,67358471.0,,,,,
15,"['c++', 'opengl', 'window', 'glfw']","{'account_id': 16762029, 'reputation': 143, 'user_id': 12116517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7cb5e6748c0e294ffe96f40c9a60c77?s=256&d=identicon&r=PG&f=1', 'display_name': 'Caiyi Zhou', 'link': 'https://stackoverflow.com/users/12116517/caiyi-zhou'}",True,1724,3,1,1663437389,1617970855,67021071,CC BY-SA 4.0,https://stackoverflow.com/questions/67021071/how-to-center-an-opengl-window-with-glfw,How to center an opengl window with glfw?,67021130.0,,,,,
16,"['c++', 'linux', 'c++20', 'stdatomic', 'futex']","{'account_id': 4438260, 'reputation': 24810, 'user_id': 3613500, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/lIfov.png?s=256&g=1', 'display_name': 'David Haim', 'link': 'https://stackoverflow.com/users/3613500/david-haim'}",True,847,2,12,1662621981,1618055395,67034029,CC BY-SA 4.0,https://stackoverflow.com/questions/67034029/using-stdatomic-with-futex-system-call,Using std::atomic with futex system call,67197430.0,1618575223.0,,,,
17,['c++'],"{'account_id': 21353684, 'reputation': 3, 'user_id': 15722921, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f11f1c018884ba6aaf1b770958999747?s=256&d=identicon&r=PG&f=1', 'display_name': 'ps22222', 'link': 'https://stackoverflow.com/users/15722921/ps22222'}",True,561,1,-3,1662360443,1619028750,67201375,,https://stackoverflow.com/questions/67201375/why-does-the-value-of-this-static-variable-not-change,Why does the value of this static variable not change?,67201415.0,,1662360381.0,Duplicate,,
18,"['c++', 'qt', 'opencv', 'v4l2']","{'account_id': 1466616, 'reputation': 449, 'user_id': 1379268, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/nQhn1.jpg?s=256&g=1', 'display_name': 'smsware', 'link': 'https://stackoverflow.com/users/1379268/smsware'}",False,116,0,0,1662100016,1617310541,66911439,CC BY-SA 4.0,https://stackoverflow.com/questions/66911439/opencv-mat-obejct-is-not-filled-from-videocapture-properly-if-imshow-is-not-us,OpenCV Mat obejct is not filled from VideoCapture properly if imshow() is NOT used,,1662100016.0,,,,
19,"['c++', 'debugging', 'gdb']","{'account_id': 21371348, 'reputation': 21, 'user_id': 15738837, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-v5efDp023pw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucksVcBVPJp7Zzt3GYjPQEVxGeMEVA/s96-c/photo.jpg?sz=256', 'display_name': 'Rodrigo', 'link': 'https://stackoverflow.com/users/15738837/rodrigo'}",False,561,0,2,1661890292,1619097696,67214143,CC BY-SA 4.0,https://stackoverflow.com/questions/67214143/c-gdb-cannot-evaluate-function-may-be-inlined,"C++, GDB: Cannot evaluate function -- may be inlined",,1661890292.0,,,,
