,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from
0,"['c++', 'vector', 'cout']","{'account_id': 23450903, 'reputation': 11, 'user_id': 17507076, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7306c6d063a7cdc29dc4b96554bbd97?s=256&d=identicon&r=PG', 'display_name': 'Lardos', 'link': 'https://stackoverflow.com/users/17507076/lardos'}",False,211,1,0,1668942648,1637839348,1637844225.0,70110222,CC BY-SA 4.0,https://stackoverflow.com/questions/70110222/console-doesnt-show-output-from-vector,Console doesn&#39;t show output from vector,,,,
1,"['c++', 'c', 'opencl', 'opencl-c']","{'account_id': 22829788, 'reputation': 1, 'user_id': 16978473, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzqHeVwOokhPl31DAiNjOuOW5ykF38IpDNlq-FC=k-s256', 'display_name': '신동철', 'link': 'https://stackoverflow.com/users/16978473/%ec%8b%a0%eb%8f%99%ec%b2%a0'}",False,161,1,0,1668672015,1636147521,1636171286.0,69859406,CC BY-SA 4.0,https://stackoverflow.com/questions/69859406/opencl-clbuildprogram-could-not-open-file-c-users,OpenCL clBuildProgram &quot;Could not open file: C:\Users\?&quot;,,,,
2,"['android', 'c++', 'android-studio', 'shared-libraries']","{'account_id': 19891164, 'reputation': 1, 'user_id': 14573191, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjDBCU6eHnBgmTYHNTHbmPioB0tfL7F4lC2Cx84qA=k-s256', 'display_name': 'Ofer Goren', 'link': 'https://stackoverflow.com/users/14573191/ofer-goren'}",False,73,1,0,1668661848,1637484512,,70053057,CC BY-SA 4.0,https://stackoverflow.com/questions/70053057/creating-native-shared-library-with-android-studio,Creating native shared library with Android studio,,,,
3,"['c++', 'backend', 'web-development-server']","{'account_id': 21667858, 'reputation': 37, 'user_id': 15985931, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzTj32wciAFbRcMSCOILs1nYEoF7C3tE_DWtfLA=k-s256', 'display_name': 'Saksham Arya', 'link': 'https://stackoverflow.com/users/15985931/saksham-arya'}",False,816,1,0,1668638712,1638088813,1638089009.0,70141812,CC BY-SA 4.0,https://stackoverflow.com/questions/70141812/how-to-run-cprogram-at-the-backend-of-a-web-application,How to run C++program at the backend of a web application?,,,,
4,"['c++', 'grpc', 'ubuntu-server', 'abseil']","{'account_id': 23257961, 'reputation': 41, 'user_id': 17344704, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b1fb79b5282718085f4de9aa254393c?s=256&d=identicon&r=PG', 'display_name': 'x84a01', 'link': 'https://stackoverflow.com/users/17344704/x84a01'}",True,3307,1,4,1668559438,1636221824,1668559438.0,69866575,CC BY-SA 4.0,https://stackoverflow.com/questions/69866575/why-cant-linker-find-absl-references,Why can&#39;t linker find absl references?,,,,
5,"['python', 'c++', 'linux', 'boost']","{'account_id': 7204216, 'reputation': 76, 'user_id': 5500418, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c450b2e6d7fdfaca019210bc23f598d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roberto', 'link': 'https://stackoverflow.com/users/5500418/roberto'}",False,450,1,2,1667651024,1637010817,1637010864.0,69980953,CC BY-SA 4.0,https://stackoverflow.com/questions/69980953/c-boost-python-undefined-reference-to-py-dealloc,C++ Boost + Python: undefined reference to Py_Dealloc,,,,
6,"['c++', 'templates', 'c++17', 'template-specialization', 'conditional-compilation']","{'account_id': 14454417, 'reputation': 1304, 'user_id': 10441038, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FbXo3.jpg?s=256&g=1', 'display_name': 'Leon', 'link': 'https://stackoverflow.com/users/10441038/leon'}",True,67,2,0,1667626518,1637647350,1637659958.0,70076085,CC BY-SA 4.0,https://stackoverflow.com/questions/70076085/specialize-member-func-for-integral-template-arg-with-c17,Specialize member func for integral template arg with c++17,,,,
7,"['c++', 'cereal']","{'account_id': 23262689, 'reputation': 11, 'user_id': 17348749, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd34bdbe869f01a5a939ad1e0f7a7272?s=256&d=identicon&r=PG', 'display_name': 'Kazuki_ZK', 'link': 'https://stackoverflow.com/users/17348749/kazuki-zk'}",False,98,1,0,1667394133,1636278496,1636279767.0,69871338,CC BY-SA 4.0,https://stackoverflow.com/questions/69871338/how-do-you-serialize-a-derived-member-class-cereal,How do you serialize a derived member class (cereal),,,,
8,"['c++', 'file', 'pointers', 'dynamic-arrays']","{'account_id': 23099154, 'reputation': 35, 'user_id': 17208806, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24b58e5edcc72a37256efd4c422ec346?s=256&d=identicon&r=PG', 'display_name': 'AbuDavid', 'link': 'https://stackoverflow.com/users/17208806/abudavid'}",True,507,2,0,1667213741,1635774441,1635774758.0,69797846,CC BY-SA 4.0,https://stackoverflow.com/questions/69797846/reading-words-from-a-file-into-dynamically-allocated-array,Reading words from a file into dynamically allocated array,,,,
9,"['c++', 'decklink', 'blackmagic-design']","{'account_id': 23417143, 'reputation': 31, 'user_id': 17477928, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca6b73973bd6bb731b6ef70a93554e39?s=256&d=identicon&r=PG', 'display_name': 'filmmakerto', 'link': 'https://stackoverflow.com/users/17477928/filmmakerto'}",False,189,1,0,1667074405,1637576082,1667074405.0,70064115,CC BY-SA 4.0,https://stackoverflow.com/questions/70064115/is-there-a-minimal-working-example-of-c-decklink-output,Is there a minimal working example of C++ DeckLink output?,,,,
