,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['c++', 'debugging', 'visual-studio-code', 'cmake', 'gdb']","{'account_id': 16844095, 'reputation': 115, 'user_id': 12178746, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBm3Q2kaILhJVHRuk6QOgYpd5gA9QJbQ7XgEO-u=k-s256', 'display_name': 'Nathan Anderson', 'link': 'https://stackoverflow.com/users/12178746/nathan-anderson'}",True,26398,6,6,1669055232,1585535486,60923232,CC BY-SA 4.0,https://stackoverflow.com/questions/60923232/error-unable-to-start-debugging-unexpected-gdb-output-from-command-exec-run,ERROR: Unable to start debugging. Unexpected GDB output from command &quot;-exec-run&quot;. Unable to find Mach task port for process-id 1401,,,,,,
1,"['c++', 'linker', 'embedded', 'mbed']","{'account_id': 7729520, 'reputation': 117, 'user_id': 7820536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20593ed4c2a8215135b5b19892550dde?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aisha', 'link': 'https://stackoverflow.com/users/7820536/aisha'}",True,460,2,1,1668897695,1584095082,60668713,CC BY-SA 4.0,https://stackoverflow.com/questions/60668713/linking-error-in-mbed-crypto-on-nucleo-l152re,Linking error in mbed-crypto on NUCLEO_L152RE,60669867.0,1584217227.0,,,,
2,"['c++', 'msdn', 'sal']","{'account_id': 1906039, 'reputation': 1184, 'user_id': 1720897, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/069268435c267064e72fe21bf7a90490?s=256&d=identicon&r=PG', 'display_name': 'user1720897', 'link': 'https://stackoverflow.com/users/1720897/user1720897'}",False,133,1,3,1668843767,1583584466,60577577,CC BY-SA 4.0,https://stackoverflow.com/questions/60577577/did-microsoft-drop-source-code-annotation-language-sal-and-calling-convention,Did Microsoft drop source-code annotation language (SAL) and calling convention from their function definition in MSDN,,,,,,
3,"['c++', 'winapi', 'cmd', 'windows-console', 'ansi-colors']","{'account_id': 17172244, 'reputation': 41, 'user_id': 12429141, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7h6hR.png?s=256&g=1', 'display_name': 'Alan Lovell', 'link': 'https://stackoverflow.com/users/12429141/alan-lovell'}",False,317,1,1,1668539433,1583323582,60525685,CC BY-SA 4.0,https://stackoverflow.com/questions/60525685/how-can-i-get-ansi-colour-codes-to-work-in-the-windows-cmd,How can I get ANSI colour-codes to work in the Windows CMD?,,1668539433.0,,,,
4,"['c++', 'c', 'unix', 'nm']","{'account_id': 5607464, 'reputation': 1513, 'user_id': 4441477, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f92182839b265074948295c7bf513548?s=256&d=identicon&r=PG', 'display_name': 'jw_', 'link': 'https://stackoverflow.com/users/4441477/jw'}",True,257,2,0,1668326591,1583111007,60481295,CC BY-SA 4.0,https://stackoverflow.com/questions/60481295/how-to-know-the-visibility-of-a-symbol-in-an-object-file,How to know the visibility of a symbol in an object file,60481461.0,1583111715.0,,,,
5,"['c++', 'extern']","{'account_id': 11672608, 'reputation': 21, 'user_id': 8547196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef3c80afd1e645e8f5226b42a3c0ee82?s=256&d=identicon&r=PG&f=1', 'display_name': 'Duan', 'link': 'https://stackoverflow.com/users/8547196/duan'}",True,555,3,2,1667307101,1585217688,60864962,CC BY-SA 4.0,https://stackoverflow.com/questions/60864962/extern-array-goes-undefined-reference-error-but-works-well-for-int,"extern array goes undefined reference error, but works well for int",,,,,,
6,"['c++', 'void']","{'account_id': 16024684, 'reputation': 1, 'user_id': 11565242, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2KOP5MS-0Ko/AAAAAAAAAAI/AAAAAAAAAlo/cbHYSTBqs48/photo.jpg?sz=256', 'display_name': 'hfzrmd', 'link': 'https://stackoverflow.com/users/11565242/hfzrmd'}",False,99,2,-2,1665338874,1585071195,60836319,CC BY-SA 4.0,https://stackoverflow.com/questions/60836319/void-setgrade-int-total-error-invalid-use-of-void-expression,Void SetGrade (int total) : [error: invalid use of void expression],,1585073110.0,,,,
7,"['c++', 'visual-studio', 'debugging', 'automation', 'attach-to-process']","{'account_id': 433754, 'reputation': 35003, 'user_id': 995714, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/w1393.jpg?s=256&g=1', 'display_name': 'phuclv', 'link': 'https://stackoverflow.com/users/995714/phuclv'}",False,355,1,-1,1665070213,1583399471,60541684,CC BY-SA 4.0,https://stackoverflow.com/questions/60541684/how-to-attach-a-process-to-the-current-debugger-programmatically,How to attach a process to the current debugger programmatically?,,1665070213.0,,,,
8,"['python', 'c++', 'swig', 'typemaps']","{'account_id': 16336840, 'reputation': 173, 'user_id': 13128229, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-j0mQMU4dVcM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfw5U9daNpzkULJwddW9SE2vglYdA/photo.jpg?sz=256', 'display_name': 'Matan Cohen', 'link': 'https://stackoverflow.com/users/13128229/matan-cohen'}",False,214,0,4,1663845059,1585221410,60865997,CC BY-SA 4.0,https://stackoverflow.com/questions/60865997/swig-typeerror-in-method-b-create-argument-1-of-type-a-const,"SWIG TypeError: in method &#39;B_create&#39;, argument 1 of type &#39;A const &amp;&#39;",,1663845059.0,,,,
9,"['c++', 'qt', 'qt5']","{'account_id': 6380989, 'reputation': 3860, 'user_id': 4950448, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://graph.facebook.com/907276442666522/picture?type=large', 'display_name': 'Antoine Morrier', 'link': 'https://stackoverflow.com/users/4950448/antoine-morrier'}",False,54,1,0,1663656246,1585155681,60853695,CC BY-SA 4.0,https://stackoverflow.com/questions/60853695/qt-linguist-macro-and-preprocessor,"Qt Linguist, macro and preprocessor",,,,,,
