,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['c++', 'linear-algebra', 'eigen', 'solver']","{'account_id': 1407003, 'reputation': 461, 'user_id': 2152521, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/813bb4202cb3b6868afeba88d7b76e73?s=256&d=identicon&r=PG', 'display_name': 'Charlie', 'link': 'https://stackoverflow.com/users/2152521/charlie'}",False,222,1,5,1668708278,1590492249,1590517294.0,62021064,CC BY-SA 4.0,https://stackoverflow.com/questions/62021064/implementing-the-bartels-stewart-algorithm-in-eigen3-real-matrices-only,Implementing the Bartels–Stewart algorithm in Eigen3 -- real matrices only?,,,,,
1,"['c++', 'visual-studio', 'msbuild', 'precompiled-headers', 'custom-build-step']","{'account_id': 12666250, 'reputation': 539, 'user_id': 9205446, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-k0eBEZh5FSE/AAAAAAAAAAI/AAAAAAAAAB4/PnaLocfTGfM/photo.jpg?sz=256', 'display_name': 'Emil Kabirov', 'link': 'https://stackoverflow.com/users/9205446/emil-kabirov'}",True,542,3,4,1668569281,1588788535,1589186735.0,61642214,CC BY-SA 4.0,https://stackoverflow.com/questions/61642214/visual-studio-deletes-a-shared-pch-file-and-questions-about-custom-build-steps,"Visual Studio deletes a shared .pch file, and questions about custom build steps",61725421.0,,,,
2,"['c++', 'curl', 'get']","{'account_id': 1403142, 'reputation': 31, 'user_id': 1331548, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8174292149d76eeae21a7175a6b5a3b?s=256&d=identicon&r=PG', 'display_name': 'user1331548', 'link': 'https://stackoverflow.com/users/1331548/user1331548'}",True,483,2,1,1668424346,1590448384,,62012186,CC BY-SA 4.0,https://stackoverflow.com/questions/62012186/using-curl-in-c-c-to-issue-a-get-http-request-with-a-data-file,Using CURL in C++/C to issue a GET HTTP Request with a data file,,,,,
3,"['c++', 'docker', 'gcc', 'centos']","{'account_id': 7517199, 'reputation': 6854, 'user_id': 5710233, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5LmFgRhfZNQ/AAAAAAAAAAI/AAAAAAAAABk/Etcd11tdJGc/photo.jpg?sz=256', 'display_name': 'Mizux', 'link': 'https://stackoverflow.com/users/5710233/mizux'}",True,8945,2,3,1668172596,1588590951,1588632556.0,61590926,CC BY-SA 4.0,https://stackoverflow.com/questions/61590926/how-to-install-gcc-g-9-on-centos-8-docker-centoslatest,How to install gcc/g++ 9 on CentOS 8 docker (centos:latest),,,,,
4,"['c++', 'templates', 'c++98']","{'account_id': 15625663, 'reputation': 105, 'user_id': 11273393, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-XG8zlPLQoEI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfDXD0nslSL3SJRvjAvkOlNbk86zg/mo/photo.jpg?sz=256', 'display_name': 'wpark', 'link': 'https://stackoverflow.com/users/11273393/wpark'}",True,527,2,1,1667906113,1588413750,,61557539,,https://stackoverflow.com/questions/61557539/how-can-i-use-my-custom-enable-if-in-c98,How can I use my custom enable_if in c++98?,,1667906072.0,Duplicate,,
5,"['c++', 'string', 'pointers', 'scope', 'undefined-behavior']","{'account_id': 18170086, 'reputation': 1, 'user_id': 13219906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe46be635489966d4add4849d501ce86?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lubersky', 'link': 'https://stackoverflow.com/users/13219906/lubersky'}",False,54,1,0,1667406730,1589110574,1667406524.0,61711312,CC BY-SA 4.0,https://stackoverflow.com/questions/61711312/how-to-make-pointer-show-objects-string-variable,How to make pointer show object&#39;s string variable?,,,,,
6,"['c++', 'exception']","{'account_id': 15532490, 'reputation': 455, 'user_id': 12826055, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-2_g01SPgsuE/AAAAAAAAAAI/AAAAAAAAATM/CSo_84AGd3c/photo.jpg?sz=256', 'display_name': 'str1ng', 'link': 'https://stackoverflow.com/users/12826055/str1ng'}",True,59,1,1,1667355445,1590700993,1667355445.0,62074778,CC BY-SA 4.0,https://stackoverflow.com/questions/62074778/why-is-my-c-program-always-throwing-exception-even-if-the-users-input-is-ok,Why is my C++ program always throwing exception even if the user&#39;s input is ok?,62074837.0,,,,
7,"['c++', 'visual-studio-code', 'arduino', 'include', 'intellisense']","{'account_id': 18648625, 'reputation': 91, 'user_id': 13592633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/082d510fc05e56a85a28ce16806256ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'ar-std', 'link': 'https://stackoverflow.com/users/13592633/ar-std'}",True,3445,3,3,1667252207,1590148585,1590344843.0,61954481,CC BY-SA 4.0,https://stackoverflow.com/questions/61954481/intellisense-throws-include-errors-when-working-with-arduino-in-vs-code,IntelliSense throws #include errors when working with Arduino in VS Code,,,,,
8,"['c++', 'microcontroller', 'stm32']","{'account_id': 9361514, 'reputation': 1640, 'user_id': 6947687, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/d0d3a100995c266cd398b0f85d26a946?s=256&d=identicon&r=PG&f=1', 'display_name': 'bielu000', 'link': 'https://stackoverflow.com/users/6947687/bielu000'}",False,220,2,-1,1667186046,1590181537,1667186046.0,61963872,CC BY-SA 4.0,https://stackoverflow.com/questions/61963872/definitions-of-interrupt-handlers-are-optimized-out-so-the-null-handler-is-call,"Definitions of interrupt handlers are optimized out, so the null handler is called",,,,,
9,"['c++', 'c++11', 'intellij-idea', 'intellij-14']","{'user_type': 'does_not_exist', 'display_name': 'user13129928'}",True,35957,2,20,1666880625,1589186783,1589193379.0,61725661,CC BY-SA 4.0,https://stackoverflow.com/questions/61725661/how-can-you-use-c-in-intellij-idea,How can you use C++ in IntelliJ IDEA?,61725697.0,,,,
