,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['c#', '.net', 'json.net', 'json-deserialization', 'reserved-words']","{'account_id': 1178916, 'reputation': 3871, 'user_id': 1154283, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/1d79d329fe43d6492dcc90d2cc46e460?s=256&d=identicon&r=PG', 'display_name': 'Kosmo零', 'link': 'https://stackoverflow.com/users/1154283/kosmo%e9%9b%b6'}",True,970,62715942.0,2,5,1669514496,1593780985,1669514496.0,62715929,CC BY-SA 4.0,https://stackoverflow.com/questions/62715929/how-to-deserialize-json-object-with-newtonsoft-when-its-fields-names-are-reserv,How to deserialize JSON object with Newtonsoft when it&#39;s fields names are reserved keywords like &quot;short&quot;?,,,
1,"['c#', '.net', 'pdf']","{'account_id': 13999886, 'reputation': 23, 'user_id': 10111813, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1361099890701072/picture?type=large', 'display_name': 'Barak Harari', 'link': 'https://stackoverflow.com/users/10111813/barak-harari'}",False,216,,2,0,1669357018,1595422095,,63034584,CC BY-SA 4.0,https://stackoverflow.com/questions/63034584/sautfinsoft-pdf-focus-net-converter-text-issue,Sautfinsoft PDF Focus .Net Converter text issue,,,
2,"['c#', 'api', 'viewmodel', 'dto', 'naming']","{'account_id': 13396271, 'reputation': 1010, 'user_id': 9667085, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gSMc6.jpg?s=256&g=1', 'display_name': 'Rod Ram&#237;rez', 'link': 'https://stackoverflow.com/users/9667085/rod-ram%c3%adrez'}",True,5278,63184702.0,1,6,1669204328,1596159887,1669204296.0,63184635,,https://stackoverflow.com/questions/63184635/is-there-any-naming-convention-for-in-and-out-dto,Is there any naming convention for IN and OUT DTO?,1596162650.0,Opinion-based,
3,"['c#', '.net', 'asp.net-core', '.net-core']","{'account_id': 17139765, 'reputation': 1, 'user_id': 12404067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f73ec23f920817819ea6b880b48abc94?s=256&d=identicon&r=PG&f=1', 'display_name': 'Code Geek', 'link': 'https://stackoverflow.com/users/12404067/code-geek'}",False,169,,0,0,1669125097,1594289448,1594292637.0,62812545,CC BY-SA 4.0,https://stackoverflow.com/questions/62812545/unable-to-set-the-private-key-in-net-core,Unable to set the private key in .NET Core,,,
4,"['c#', 'amazon-web-services', 'aws-lambda']","{'account_id': 3983339, 'reputation': 2849, 'user_id': 3284707, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3284707', 'link': 'https://stackoverflow.com/users/3284707/user3284707'}",True,2365,63097325.0,3,0,1669105170,1595746794,1595828133.0,63097080,CC BY-SA 4.0,https://stackoverflow.com/questions/63097080/can-you-cache-a-variable-to-use-between-invocations-of-a-c-aws-lambda-function,Can you cache a variable to use between invocations of a C# AWS Lambda function,,,
5,"['c#', '.net', 'marshalling', 'cil', 'reflection.emit']","{'account_id': 4835872, 'reputation': 2675, 'user_id': 3902603, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/OASkw.jpg?s=256&g=1', 'display_name': 'unknown6656', 'link': 'https://stackoverflow.com/users/3902603/unknown6656'}",True,130,,1,6,1668904888,1596043650,1596096438.0,63159208,CC BY-SA 4.0,https://stackoverflow.com/questions/63159208/emitting-marshalas-dynamically-using-reflection-emit,Emitting `[MarshalAs(...)]` dynamically using Reflection.Emit,,,
6,"['c#', 'asp.net-core', 'wix']","{'account_id': 15449221, 'reputation': 63, 'user_id': 11145182, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/107c74c37a07b358145f99c0294f6673?s=256&d=identicon&r=PG&f=1', 'display_name': 'DarthXerox', 'link': 'https://stackoverflow.com/users/11145182/darthxerox'}",False,764,,1,1,1668809272,1593609493,,62677771,CC BY-SA 4.0,https://stackoverflow.com/questions/62677771/the-wix-toolset-v3-11-or-newer-build-tools-must-be-installed-even-after-inst,The WiX Toolset v3.11 (or newer) build tools must be installed - Even after installation,,,
7,"['c#', 'asp.net-core', 'asp.net-core-mvc']","{'account_id': 12458612, 'reputation': 85, 'user_id': 9070924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a172a0ce626fcb5e1031ca3d827ee8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Iqbal Fasyah', 'link': 'https://stackoverflow.com/users/9070924/iqbal-fasyah'}",True,1774,,2,2,1668790701,1593747744,1593762856.0,62708172,CC BY-SA 4.0,https://stackoverflow.com/questions/62708172/expressionmetadataprovider-in-net-core-3-1,ExpressionMetadataProvider in .net core 3.1,,,
8,"['c#', 'html', 'asp.net-core-mvc', 'razor-pages']","{'account_id': 18599368, 'reputation': 13, 'user_id': 13554547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0aa302d0c5e416a0cf3a9fa2b45b6b41?s=256&d=identicon&r=PG&f=1', 'display_name': 'Limbro', 'link': 'https://stackoverflow.com/users/13554547/limbro'}",True,306,62676197.0,3,-1,1668709582,1593602550,,62675714,CC BY-SA 4.0,https://stackoverflow.com/questions/62675714/c-html-this-localhost-page-can-t-be-found,C# | HTML | This localhost page can’t be found,,,
9,"['c#', 'appium', 'winappdriver']","{'account_id': 14469608, 'reputation': 109, 'user_id': 10452021, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-diKiYeR0LrA/AAAAAAAAAAI/AAAAAAAAOKk/TVDK9BpOk30/photo.jpg?sz=256', 'display_name': 'Ankit Rathi', 'link': 'https://stackoverflow.com/users/10452021/ankit-rathi'}",True,5221,,4,2,1668673369,1594807168,1594886960.0,62912331,CC BY-SA 4.0,https://stackoverflow.com/questions/62912331/how-to-select-an-item-from-combobox-using-winappdriver,How to select an item from ComboBox using WinAppDriver?,,,
