,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
0,"['c#', 'html']","{'account_id': 367117, 'reputation': 101, 'user_id': 713092, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/33268dfed8b8c1a27e08ecfa02c9fe1f?s=256&d=identicon&r=PG', 'display_name': 'Dev', 'link': 'https://stackoverflow.com/users/713092/dev'}",False,2591,3,3,1669357474,1351693613,1351693928.0,13160191,CC BY-SA 3.0,https://stackoverflow.com/questions/13160191/how-to-convert-the-asp-net-pages-as-pdf-and-download-the-samevalues-are-not-sta,How to convert the ASP.NET pages as PDF and download the same(values are not static),,,,,
1,"['c#', 'sharepoint', 'sharepoint-2010', 'sharepoint-api']","{'account_id': 449895, 'reputation': 81, 'user_id': 844943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c100816d746e71ca4cc64052de9fa6bf?s=256&d=identicon&r=PG', 'display_name': 'Zzz Zzz', 'link': 'https://stackoverflow.com/users/844943/zzz-zzz'}",True,6932,3,4,1668761017,1351613959,,13143353,CC BY-SA 3.0,https://stackoverflow.com/questions/13143353/how-to-programmatically-create-editable-wiki-pages-within-the-pages-library-of-a,How to programmatically create editable wiki pages within the Pages library of an Enterprise Wiki site,13158900.0,,,,
2,"['c#', 'oracle', 'database-connection', 'oledb']","{'account_id': 1574599, 'reputation': 255, 'user_id': 1461412, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/be9e68ae2ea5881de8813e451c872721?s=256&d=identicon&r=PG', 'display_name': 'Angelo Gabriel Escudero V&#237;a', 'link': 'https://stackoverflow.com/users/1461412/angelo-gabriel-escudero-v%c3%ada'}",False,27022,2,3,1668654330,1349491691,,12756264,CC BY-SA 3.0,https://stackoverflow.com/questions/12756264/oracle-connection-string-with-c-using-oledb,oracle connection String with C# using oledb,,,,,
3,"['c#', '.net', 'embedded-resource', 'csharpcodeprovider']","{'account_id': 411140, 'reputation': 4787, 'user_id': 783410, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/9cc1a242c22b6057c68e49b8d9590055?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rafik Bari', 'link': 'https://stackoverflow.com/users/783410/rafik-bari'}",True,96931,8,64,1668616311,1350999652,1479749645.0,13031778,CC BY-SA 3.0,https://stackoverflow.com/questions/13031778/how-can-i-extract-a-file-from-an-embedded-resource-and-save-it-to-disk,How can I extract a file from an embedded resource and save it to disk?,34664553.0,,,,
4,"['c#', 'excel', 'openxml']","{'account_id': 42356, 'reputation': 6215, 'user_id': 123367, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/eca5558915259ac2532d25f165b2067d?s=256&d=identicon&r=PG', 'display_name': 'Kobojunkie', 'link': 'https://stackoverflow.com/users/123367/kobojunkie'}",True,14561,3,1,1668528576,1349126320,1349134415.0,12681246,CC BY-SA 3.0,https://stackoverflow.com/questions/12681246/openxml-for-excel-a-document-must-contain-exactly-one-root-element-line-1-co,"OpenXML for Excel - A document must contain exactly one root element. Line 1, column 0",,,,,
5,"['c#', 'asp.net']","{'account_id': 1592135, 'reputation': 1952, 'user_id': 1475234, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/2e6067c22276001f8b24200b8399126d?s=256&d=identicon&r=PG', 'display_name': 'Bisileesh', 'link': 'https://stackoverflow.com/users/1475234/bisileesh'}",True,113604,9,49,1667983427,1351254123,1544624459.0,13086856,CC BY-SA 4.0,https://stackoverflow.com/questions/13086856/mobile-device-detection-in-asp-net,Mobile Device Detection in asp.net,,1537333674.0,,,
6,"['c#', 'pretty-print']","{'account_id': 149388, 'reputation': 5856, 'user_id': 361836, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/f426a26f03d7d4d61d354a3b2fc5337d?s=256&d=identicon&r=PG', 'display_name': 'lucidquiet', 'link': 'https://stackoverflow.com/users/361836/lucidquiet'}",True,20733,9,32,1667871381,1351265424,1351269148.0,13089911,CC BY-SA 3.0,https://stackoverflow.com/questions/13089911/is-there-a-pretty-printer-code-formatter-for-c-as-part-of-build-system,Is there a pretty printer / code formatter for C# (as part of build system)?,,,,,
7,"['c#', 'asp.net', '.net', 'c#-4.0', 'checkbox']","{'user_type': 'does_not_exist', 'display_name': 'user1537319'}",True,37429,5,14,1667456942,1350400429,1350401007.0,12917897,CC BY-SA 3.0,https://stackoverflow.com/questions/12917897/space-between-text-and-checkbox,space between text and checkbox,12918059.0,,,,
8,"['c#', 'exception']","{'account_id': 1763499, 'reputation': 891, 'user_id': 1609948, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/ce899115dc10020aa8962243a0c88fe1?s=256&d=identicon&r=PG', 'display_name': 'Gorden Gram', 'link': 'https://stackoverflow.com/users/1609948/gorden-gram'}",True,137064,8,65,1667391151,1350380780,1620622358.0,12911833,CC BY-SA 4.0,https://stackoverflow.com/questions/12911833/how-to-catch-all-exceptions-in-c-using-try-and-catch,How to catch all exceptions in c# using try and catch?,12911864.0,,,,
9,"['c#', '.net', 'filesystemwatcher']","{'account_id': 1831265, 'reputation': 1727, 'user_id': 1662619, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/u3BFv.jpg?s=256&g=1', 'display_name': 'Jimmy', 'link': 'https://stackoverflow.com/users/1662619/jimmy'}",True,33727,2,55,1667388406,1349779004,1667388406.0,12798197,CC BY-SA 4.0,https://stackoverflow.com/questions/12798197/use-filesystemwatcher-on-a-single-file-in-c,Use FileSystemWatcher on a single file in C#,12798263.0,,,,
