,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
0,"['c#', '.net', 'asp.net-core', 'asp.net-identity', '.net-6.0']","{'account_id': 21125199, 'reputation': 23, 'user_id': 15530580, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjtZC3tlxcOIRFIw2oZtXdBNO_Kq-3TLHeTSD3o=k-s256', 'display_name': 'Kahlouche Omar Djaber', 'link': 'https://stackoverflow.com/users/15530580/kahlouche-omar-djaber'}",True,934,70934920.0,2,1,1669179862,1632932959,69380244,CC BY-SA 4.0,https://stackoverflow.com/questions/69380244/how-can-i-dbinizializer-in-program-in-net6,How can I DbInizializer in Program in Net6,,,,
1,"['c#', '.net', 'playwright']","{'account_id': 12473512, 'reputation': 113, 'user_id': 9080751, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8ae4b3842aaca77e5a9dba904bef8ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'hubesal', 'link': 'https://stackoverflow.com/users/9080751/hubesal'}",True,1713,,3,0,1669112452,1631599299,69172512,CC BY-SA 4.0,https://stackoverflow.com/questions/69172512/playwright-c-wait-for-input-text-to-be-empty,Playwright C# - wait for input text to be empty,,,,
2,"['c#', 'jwt', 'token', 'access-token']","{'account_id': 999483, 'reputation': 1381, 'user_id': 1014674, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/752e679a313130c7818a6e71a428a18a?s=256&d=identicon&r=PG', 'display_name': 'Aldemar Cuartas Carvajal', 'link': 'https://stackoverflow.com/users/1014674/aldemar-cuartas-carvajal'}",True,3591,,3,5,1668830175,1631844715,69217013,CC BY-SA 4.0,https://stackoverflow.com/questions/69217013/securitytokenexpiredexception-idx10223-lifetime-validation-failed-the-token-i,"SecurityTokenExpiredException: IDX10223: Lifetime validation failed. The token is expired. ValidTo: &#39;System.DateTime&#39;, Current time: &#39;System.DateTime&#39;",1631920622.0,,,
3,"['c#', '.net-6.0', '.net-7.0', 'c#-11.0', '.net-generic-math']","{'account_id': 5379259, 'reputation': 6980, 'user_id': 4601149, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/x0fdS.jpg?s=256&g=1', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/4601149/dan'}",True,613,69243567.0,1,1,1668777932,1631996968,69238213,CC BY-SA 4.0,https://stackoverflow.com/questions/69238213/adding-operator-support-to-interfaces-preview-feature-in-net-6,Adding operator support to interfaces (Preview Feature in .NET 6),1668777932.0,,,
4,"['c#', 'asp.net-core-webapi', 'ioc-container', '.net-6.0']","{'account_id': 222806, 'reputation': 4518, 'user_id': 481656, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/x5iAY.jpg?s=256&g=1', 'display_name': 'Hassan Gulzar', 'link': 'https://stackoverflow.com/users/481656/hassan-gulzar'}",True,1317,70637260.0,1,1,1668749220,1631679473,69187043,CC BY-SA 4.0,https://stackoverflow.com/questions/69187043/hangfire-recurring-job-to-call-method-is-startup-using-existing-services,Hangfire recurring job to call method is Startup using existing services,1631694186.0,,,
5,"['c#', 'nuget', 'epplus']","{'account_id': 8650745, 'reputation': 29, 'user_id': 6476524, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cfbd8.png?s=256&g=1', 'display_name': 'Alex Developer', 'link': 'https://stackoverflow.com/users/6476524/alex-developer'}",True,2555,,4,2,1668600661,1632612577,69330761,CC BY-SA 4.0,https://stackoverflow.com/questions/69330761/epplus-could-not-load-file-or-assembly-microsoft-io-recyclablememorystream,EPPlus Could not load file or assembly &#39;Microsoft.IO.RecyclableMemoryStream,1632614328.0,,,
6,"['c#', 'asp.net-core', 'asp.net-web-api', 'hangfire', 'recurring-events']","{'account_id': 14589181, 'reputation': 257, 'user_id': 10536936, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2raHH.jpg?s=256&g=1', 'display_name': 'Ali Zedan', 'link': 'https://stackoverflow.com/users/10536936/ali-zedan'}",True,401,,1,-1,1668525022,1632943804,69382388,CC BY-SA 4.0,https://stackoverflow.com/questions/69382388/how-to-schedule-a-periodic-task-in-c,How to schedule a periodic task in C#?,1668525022.0,,,
7,"['c#', 'linq', 'functional-programming', 'either']","{'account_id': 165987, 'reputation': 4723, 'user_id': 389828, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/4225dbf0254a965b70e024c58c58750f?s=256&d=identicon&r=PG', 'display_name': 'Tim Barrass', 'link': 'https://stackoverflow.com/users/389828/tim-barrass'}",True,154,69124015.0,2,0,1668333219,1631212507,69123203,CC BY-SA 4.0,https://stackoverflow.com/questions/69123203/what-signature-should-my-types-selectmany-method-have,What signature should my type&#39;s SelectMany method have?,1668333219.0,,,
8,"['c#', '.net', 'tuples']","{'account_id': 11579120, 'reputation': 195, 'user_id': 8483576, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/239b5dd1d5c3429e49abb559bf5a2a7a?s=256&d=identicon&r=PG', 'display_name': 'Dušan', 'link': 'https://stackoverflow.com/users/8483576/du%c5%a1an'}",True,742,69010882.0,3,1,1668285356,1630486405,69010618,CC BY-SA 4.0,https://stackoverflow.com/questions/69010618/how-to-separate-c-tuple-values-to-match-method-arguments,How to separate C# tuple values to match method arguments,,,,
9,"['c#', 'excel', 'ms-word', 'vsto']","{'account_id': 7575072, 'reputation': 67, 'user_id': 5747720, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1664784237113256/picture?type=large', 'display_name': 'Taha Ermis', 'link': 'https://stackoverflow.com/users/5747720/taha-ermis'}",True,82,69039789.0,1,0,1668018435,1630578102,69028395,CC BY-SA 4.0,https://stackoverflow.com/questions/69028395/is-there-a-way-to-select-table-object-that-is-just-pasted-into-a-word-document-u,Is there a way to select table object that is just pasted into a word document using vsto c#,1668018435.0,,,
