,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['c#', 'json', 'sql-server', 'dapper']","{'account_id': 8547677, 'reputation': 379, 'user_id': 6608329, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mIts1.jpg?s=256&g=1', 'display_name': 'Q&#39;&#39;', 'link': 'https://stackoverflow.com/users/6608329/q'}",True,6394,54096564.0,1,13,1669384255,1546964024,1546970048.0,54095648,CC BY-SA 4.0,https://stackoverflow.com/questions/54095648/using-dapper-to-get-nvarcharmax-returns-a-string-trimmed-to-4000-characters-c,Using Dapper to get nvarchar(max) returns a string trimmed to 4000 characters. Can this behaviour be changed?,,,,
1,"['c#', 'xamarin', 'math', 'skiasharp']","{'account_id': 13198102, 'reputation': 193, 'user_id': 9532167, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37a8c79f4da1051e54b0f6933e85de66?s=256&d=identicon&r=PG&f=1', 'display_name': 'XamDev89', 'link': 'https://stackoverflow.com/users/9532167/xamdev89'}",True,3684,54280256.0,1,4,1669382211,1548012057,,54280085,CC BY-SA 4.0,https://stackoverflow.com/questions/54280085/calculate-degrees-of-angle-using-x-y-coordinates,"Calculate degrees of angle using x, y coordinates",,,,
2,['c#'],"{'account_id': 1155544, 'reputation': 6581, 'user_id': 1136267, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/YP5Fl.jpg?s=256&g=1', 'display_name': 'HerrimanCoder', 'link': 'https://stackoverflow.com/users/1136267/herrimancoder'}",False,53,,1,-2,1669329614,1546641204,1669329614.0,54047072,CC BY-SA 4.0,https://stackoverflow.com/questions/54047072/convert-static-params-to-array-and-use-with-lambda-where,Convert static params to array and use with lambda WHERE,,,,
3,"['c#', 'asp.net-core', '.net-core', 'asp.net-core-mvc', 'asp.net-core-identity']","{'account_id': 15171120, 'reputation': 127, 'user_id': 10947126, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6b55aa3ffda12d86f810d9b46cead9a?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Nash', 'link': 'https://stackoverflow.com/users/10947126/john-nash'}",True,1949,54298678.0,2,3,1669285807,1548109452,1669285774.0,54298598,CC BY-SA 4.0,https://stackoverflow.com/questions/54298598/microsoft-aspnetcore-identity-identityerror-when-attempting-registration,Microsoft.AspNetCore.Identity.IdentityError when attempting registration,,,,
4,"['c#', 'linux', 'unity3d', 'mono', 'omnisharp']","{'account_id': 10350775, 'reputation': 674, 'user_id': 7634254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab45ca5019d8c812019f75149beee9fa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eyap', 'link': 'https://stackoverflow.com/users/7634254/eyap'}",True,34840,54419812.0,9,40,1668569901,1548524121,1580478348.0,54380924,CC BY-SA 4.0,https://stackoverflow.com/questions/54380924/reference-assemblies-for-framework-netframework-version-v4-7-1-were-not-found,"Reference assemblies for framework &quot;.NETFramework,Version=v4.7.1&quot; were not found",,,,
5,"['c#', 'docker', 'asp.net-core', 'identityserver4']","{'account_id': 14950458, 'reputation': 683, 'user_id': 10794314, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-YAOcsrOfV2I/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-iVJCgiznrZ2t5Tm_YEhbAmjaTxyQ/mo/photo.jpg?sz=256', 'display_name': 'Jane Senya', 'link': 'https://stackoverflow.com/users/10794314/jane-senya'}",True,134043,,18,65,1668516458,1548834298,1599720989.0,54435551,CC BY-SA 4.0,https://stackoverflow.com/questions/54435551/invalidoperationexception-idx20803-unable-to-obtain-configuration-from-pii,&quot;InvalidOperationException: IDX20803: Unable to obtain configuration from: &#39;[PII is hidden]&#39;&quot;,,,,
6,"['c#', 'outlook-addin']","{'account_id': 7645892, 'reputation': 13, 'user_id': 5796588, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f854fa81a6731f76c10aaec8b5a3a4d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'jbryan10', 'link': 'https://stackoverflow.com/users/5796588/jbryan10'}",True,558,,2,1,1668410715,1548268591,,54333624,CC BY-SA 4.0,https://stackoverflow.com/questions/54333624/how-to-select-a-mailitem-not-in-the-explorer-currentview,How to select a MailItem not in the Explorer CurrentView,,,,
7,"['c#', 'asp.net-mvc', 'stripe-payments']","{'account_id': 14652071, 'reputation': 554, 'user_id': 10581807, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebae5a589919e09b87559b0a6f19ef2b?s=256&d=identicon&r=PG&f=1', 'display_name': 'extensionhelp', 'link': 'https://stackoverflow.com/users/10581807/extensionhelp'}",True,10146,,4,12,1668070706,1546882390,,54079124,CC BY-SA 4.0,https://stackoverflow.com/questions/54079124/stripeexception-no-such-plan,StripeException: No Such Plan,,,,
8,"['c#', 'unit-testing', 'asp.net-core', 'entity-framework-core', 'moq']","{'account_id': 7855111, 'reputation': 1718, 'user_id': 5937252, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://lh3.googleusercontent.com/-X9KygqMVuOg/AAAAAAAAAAI/AAAAAAAAAAA/A38P4bvqS4g/photo.jpg?sz=256', 'display_name': 'MarcosF8', 'link': 'https://stackoverflow.com/users/5937252/marcosf8'}",True,77764,54220067.0,6,75,1668005094,1547650583,1547652507.0,54219742,CC BY-SA 4.0,https://stackoverflow.com/questions/54219742/mocking-ef-core-dbcontext-and-dbset,Mocking EF core dbcontext and dbset,,,,
9,"['c#', 'quartz.net']","{'account_id': 7861427, 'reputation': 327, 'user_id': 5941712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f024e34e095f687edba8e931aebdc52c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lmao', 'link': 'https://stackoverflow.com/users/5941712/lmao'}",False,62,,1,0,1667835833,1546869861,1667835833.0,54075892,,https://stackoverflow.com/questions/54075892/scheduling-the-next-job-in-chain-execution,Scheduling the next job in chain execution,1667835871.0,Duplicate,,
10,"['c#', 'asp.net-core', 'asp.net-apicontroller']","{'account_id': 1656397, 'reputation': 33737, 'user_id': 1525840, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e1d7083d88bd7d8eedea825a941dae57?s=256&d=identicon&r=PG', 'display_name': 'Konrad Viltersten', 'link': 'https://stackoverflow.com/users/1525840/konrad-viltersten'}",True,1561,54341264.0,1,0,1667831464,1548292879,,54338080,,https://stackoverflow.com/questions/54338080/how-do-i-read-in-a-file-from-disc-during-runtime-in-my-webapi-net-core,How do I read in a file from disc during runtime in my WebAPI .NET Core,1548371197.0,Duplicate,,
11,"['c#', 'winforms', 'authentication']","{'account_id': 13646497, 'reputation': 37, 'user_id': 9845381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39d24272cc847ef5b4096259c2dfd4f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Carlo Goretti', 'link': 'https://stackoverflow.com/users/9845381/carlo-goretti'}",True,149,54003520.0,1,0,1667529980,1546416853,1667529980.0,54003148,CC BY-SA 4.0,https://stackoverflow.com/questions/54003148/how-can-i-make-the-function-keep-going,How can I make the function keep going,,,,
12,"['c#', 'reference']","{'account_id': 14997133, 'reputation': 127, 'user_id': 10826121, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2cMQw7ELRuk/AAAAAAAAAAI/AAAAAAAAACQ/lB4jTdi0goI/photo.jpg?sz=256', 'display_name': 'xX_EASY HD LP MC AWP GOD_Xx', 'link': 'https://stackoverflow.com/users/10826121/xx-easy-hd-lp-mc-awp-god-xx'}",True,101,54062526.0,1,0,1667494088,1546784066,1667494088.0,54062373,CC BY-SA 4.0,https://stackoverflow.com/questions/54062373/is-the-in-parameter-modifier-really-optional-on-the-call-site,Is the in parameter modifier really optional on the call site?,,,,
13,"['c#', 'xaml', 'xamarin', 'xamarin.forms']","{'account_id': 11653573, 'reputation': 49, 'user_id': 8534073, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92f07bf3facd62e5d4fd74e38b46f0c2?s=256&d=identicon&r=PG', 'display_name': 'Ruan Molinari', 'link': 'https://stackoverflow.com/users/8534073/ruan-molinari'}",True,359,74305125.0,2,2,1667487399,1548415171,,54364288,CC BY-SA 4.0,https://stackoverflow.com/questions/54364288/why-group-header-in-xamarin-forms-list-view-isnt-visible-in-release-mode,Why group header in xamarin forms list view isn&#39;t visible in release mode?,,,,
14,"['c#', 'winforms', 'cefsharp']","{'account_id': 345910, 'reputation': 7616, 'user_id': 679099, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/4b28d1b32b4ef7385b42ac2c8e38502e?s=256&d=identicon&r=PG', 'display_name': 'YosiFZ', 'link': 'https://stackoverflow.com/users/679099/yosifz'}",False,2559,,1,1,1667483937,1548369182,1548369299.0,54356358,CC BY-SA 4.0,https://stackoverflow.com/questions/54356358/winform-cefsharp-cant-clear-cache-directory,Winform Cefsharp: Can&#39;t clear cache directory,,,,
