,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['c#', '.net', 'asp.net-core', '.net-6.0']","{'account_id': 2244054, 'reputation': 16719, 'user_id': 1977871, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/96369eebd8de286a6d4b6db05c2bb1fc?s=256&d=identicon&r=PG', 'display_name': 'VivekDev', 'link': 'https://stackoverflow.com/users/1977871/vivekdev'}",True,128280,69722959.0,10,183,1669456598,1635250204,1669456598.0,69722872,CC BY-SA 4.0,https://stackoverflow.com/questions/69722872/asp-net-core-6-how-to-access-configuration-during-startup,ASP.NET Core 6 how to access Configuration during startup,,
1,"['c#', 'event-handling', 'tooltip', 'mouse', 'visibility']","{'account_id': 5370447, 'reputation': 14783, 'user_id': 4279155, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/Gve3F.png?s=256&g=1', 'display_name': 'Dominique', 'link': 'https://stackoverflow.com/users/4279155/dominique'}",True,550,69679868.0,1,1,1669384778,1634887248,1669384778.0,69672832,CC BY-SA 4.0,https://stackoverflow.com/questions/69672832/how-to-hide-a-tooltip-when-moving-the-mouse,How to hide a tooltip when moving the mouse,,
2,"['c#', 'hot-reload', 'visual-studio-2022']","{'account_id': 15693842, 'reputation': 431, 'user_id': 11324005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5ce5c5fcbb29c4d2a2bedbab1363a43?s=256&d=identicon&r=PG&f=1', 'display_name': 'bob mason', 'link': 'https://stackoverflow.com/users/11324005/bob-mason'}",True,27485,,12,29,1669372727,1635585409,1638426015.0,69778272,CC BY-SA 4.0,https://stackoverflow.com/questions/69778272/unable-to-hot-reload-on-visual-studio-2022,Unable to Hot Reload on Visual Studio 2022,,
3,"['javascript', 'c#', 'asp.net']","{'account_id': 23133836, 'reputation': 1, 'user_id': 17238331, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c481422ea6283b200b3b4082ab2a8cc?s=256&d=identicon&r=PG', 'display_name': 'Geet', 'link': 'https://stackoverflow.com/users/17238331/geet'}",False,68,,1,0,1669220095,1635139674,1669220095.0,69703230,CC BY-SA 4.0,https://stackoverflow.com/questions/69703230/expand-collapse-whole-row,expand collapse whole row,,
4,"['c#', 'linq', '.net-core', 'dynamic', 'nullable']","{'account_id': 15225140, 'reputation': 93, 'user_id': 10985987, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-5bTSfeq73QE/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOdcmvEpccGL3vn_Of_QkVQafQbcg/mo/photo.jpg?sz=256', 'display_name': 'Enis', 'link': 'https://stackoverflow.com/users/10985987/enis'}",False,307,,1,0,1669106466,1633956823,1634073744.0,69526554,CC BY-SA 4.0,https://stackoverflow.com/questions/69526554/order-by-nullable-objects-at-end-with-linq-dynamic-core,Order by nullable objects at end with linq dynamic core,,
5,"['c#', '.net', 'xamarin', 'barcode', 'gs1-datamatrix']","{'account_id': 18568807, 'reputation': 63, 'user_id': 13531053, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e4923ba8adad4e6e816b6f91b4d9a7a?s=256&d=identicon&r=PG&f=1', 'display_name': 'yeetyeet', 'link': 'https://stackoverflow.com/users/13531053/yeetyeet'}",True,1376,69676374.0,4,2,1669098151,1634901370,,69675913,CC BY-SA 4.0,https://stackoverflow.com/questions/69675913/gs1-barcode-parsing-it-seems-that-there-is-no-separating-character,GS1 barcode parsing - It seems that there is no separating character,,
6,"['c#', 'visual-studio', 'visual-studio-2019']","{'account_id': 22009367, 'reputation': 75, 'user_id': 16279860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjfurPvUoa1VFo0eVG06Fwbe06end3HQ38cOmMRnQ=k-s256', 'display_name': 'AssSoonAsPossiblee', 'link': 'https://stackoverflow.com/users/16279860/asssoonaspossiblee'}",True,2306,69517423.0,5,2,1668944930,1633871705,1633886652.0,69515476,CC BY-SA 4.0,https://stackoverflow.com/questions/69515476/visual-studio-2019-blank-solution-template-is-not-showed,Visual Studio 2019 Blank Solution template is not showed,,
7,"['c#', 'unity3d', 'visual-studio-code']","{'account_id': 22966402, 'reputation': 11, 'user_id': 17095390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a9345ada0208db87515a82c10fec1a0?s=256&d=identicon&r=PG', 'display_name': 'Calicoleopard999', 'link': 'https://stackoverflow.com/users/17095390/calicoleopard999'}",False,925,,2,0,1668885450,1634788710,1635485251.0,69655692,CC BY-SA 4.0,https://stackoverflow.com/questions/69655692/visual-studio-code-isnt-detecting-errors,Visual Studio Code isn&#39;t detecting errors,,
8,"['c#', 'caching', 'response', '.net-6.0', 'minimal-apis']","{'account_id': 12463985, 'reputation': 97, 'user_id': 9074658, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kDgLS.jpg?s=256&g=1', 'display_name': 'konkri', 'link': 'https://stackoverflow.com/users/9074658/konkri'}",True,1617,,2,1,1668787596,1635341376,1641331887.0,69739606,CC BY-SA 4.0,https://stackoverflow.com/questions/69739606/how-to-implement-response-caching-with-minimal-apis-in-net-6,How to implement Response Caching with Minimal APIs in .NET 6?,,
9,"['c#', '.net', '.net-6.0', 'preview-feature', '.net-generic-math']","{'account_id': 13698659, 'reputation': 2693, 'user_id': 9884514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61536fc5d138a6cb1277d6c943798fb3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nigel', 'link': 'https://stackoverflow.com/users/9884514/nigel'}",True,291,69470801.0,1,0,1668778063,1633543511,1668778063.0,69470644,CC BY-SA 4.0,https://stackoverflow.com/questions/69470644/how-can-i-use-iadditionoperators-from-net-6-preview-7,"How can I use IAdditionOperators&lt;,,&gt; from .NET 6 preview 7?",,
10,"['c#', 'asp.net-core', 'rdlc']","{'account_id': 17966586, 'reputation': 425, 'user_id': 13056343, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgpvC_iAk52H6Qa5kLs-ZEnHvYpWr9J4p2Mh-EujQ=k-s256', 'display_name': 'Ammad Amir', 'link': 'https://stackoverflow.com/users/13056343/ammad-amir'}",False,548,,0,0,1668726079,1634813897,1634904334.0,69660703,CC BY-SA 4.0,https://stackoverflow.com/questions/69660703/an-unexpected-error-occurred-in-report-processing-index-was-outside-the-bounds,An unexpected error occurred in Report Processing. Index was outside the bounds of the array,,
