,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['c#', 'discord', 'webclient', 'webhooks']","{'account_id': 14349930, 'reputation': 11, 'user_id': 10365766, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ZgzjkSUw4z8/AAAAAAAAAAI/AAAAAAAAAgI/7mQv6ncPY4U/photo.jpg?sz=256', 'display_name': 'hcker49', 'link': 'https://stackoverflow.com/users/10365766/hcker49'}",False,1498,1,0,1669501366,1589208249,1589208900.0,61732485,CC BY-SA 4.0,https://stackoverflow.com/questions/61732485/how-to-send-a-file-using-discord-webhook-in-c,How to send a file using Discord Webhook in C#?,,,,
1,"['c#', 'asp.net-core', '.net-standard', '.net-framework-version']","{'account_id': 2149845, 'reputation': 138, 'user_id': 1906560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd7f4835ea7a9f6038dc05417fdac6b0?s=256&d=identicon&r=PG', 'display_name': 'Manu', 'link': 'https://stackoverflow.com/users/1906560/manu'}",True,8720,3,10,1669461090,1588267324,,61529217,CC BY-SA 4.0,https://stackoverflow.com/questions/61529217/how-to-use-system-configuration-configurationmanager-in-netstanard-library-for,How to use System.Configuration.ConfigurationManager in .netstanard library for .net core and .netframework,61543083.0,,,
2,"['c#', 'selenium', 'selenium-chromedriver']","{'account_id': 1883068, 'reputation': 1319, 'user_id': 1702827, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/rkwO1.jpg?s=256&g=1', 'display_name': 'johnstaveley', 'link': 'https://stackoverflow.com/users/1702827/johnstaveley'}",True,1521,1,4,1669190226,1589463278,1669190226.0,61798725,CC BY-SA 4.0,https://stackoverflow.com/questions/61798725/save-as-pdf-using-selenium-and-chrome,Save as PDF using Selenium and Chrome,,,,
3,"['c#', '.net-core', 'zip']","{'account_id': 17834252, 'reputation': 65, 'user_id': 13032727, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7d38f8022148e9c33d809bf2369d638?s=256&d=identicon&r=PG', 'display_name': 'Novica Josifovski', 'link': 'https://stackoverflow.com/users/13032727/novica-josifovski'}",True,854,2,3,1669048539,1588839321,1588839779.0,61652977,CC BY-SA 4.0,https://stackoverflow.com/questions/61652977/cannot-convert-iformfile-to-string,Cannot convert IFormfile to string,61660171.0,,,
4,"['c#', 'xamarin', 'xamarin.forms', 'get', 'set']","{'account_id': 14901416, 'reputation': 35, 'user_id': 10760135, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d058f3a360d1066a0ebcca04739ef180?s=256&d=identicon&r=PG&f=1', 'display_name': 'H. Ivanov', 'link': 'https://stackoverflow.com/users/10760135/h-ivanov'}",True,224,3,0,1668719847,1590573309,1668719847.0,62040323,CC BY-SA 4.0,https://stackoverflow.com/questions/62040323/xamarin-persistent-color-chooser,Xamarin Persistent color chooser,62081478.0,,,
5,"['c#', 'unity3d']","{'account_id': 18339476, 'reputation': 9, 'user_id': 13356101, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NMBst.jpg?s=256&g=1', 'display_name': 'Charly', 'link': 'https://stackoverflow.com/users/13356101/charly'}",True,121,3,0,1668704855,1588795102,1668704855.0,61644228,CC BY-SA 4.0,https://stackoverflow.com/questions/61644228/is-there-any-restriction-if-you-play-a-sound-into-oncolliderenter2d-or-am-i-mi,Is there any restriction if you play a sound into OnColliderEnter2D() or am I missing something?,,,,
6,"['c#', '.net', 'asp.net-core-mvc']","{'account_id': 18484893, 'reputation': 21, 'user_id': 13466116, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10205303484263776/picture?type=large', 'display_name': 'Ahmed Hamdaoui', 'link': 'https://stackoverflow.com/users/13466116/ahmed-hamdaoui'}",False,2293,1,2,1668693090,1588784509,1588788540.0,61640899,CC BY-SA 4.0,https://stackoverflow.com/questions/61640899/asp-net-core-ldap-active-directory-authentication,ASP.NET Core LDAP Active Directory Authentication,,,,
7,"['c#', 'wpf', 'mvvm', 'observablecollection']","{'account_id': 11238834, 'reputation': 644, 'user_id': 8243936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5097b54209bf25d39d6ae5a54ae1c9b0?s=256&d=identicon&r=PG&f=1', 'display_name': 'NEBEZ', 'link': 'https://stackoverflow.com/users/8243936/nebez'}",True,154,1,-1,1668665727,1590393918,1668665727.0,61998248,,https://stackoverflow.com/questions/61998248/how-to-filter-combobox-itemssource-based-on-other-combobox-selected-item-in-wpf,How to filter ComboBox itemssource based on other ComboBox selected item in WPF-C#?,61998955.0,1590420266.0,Not suitable for this site,
8,"['c#', 'asp.net-core', 'azure-blob-storage', 'memorystream']","{'account_id': 7799081, 'reputation': 11, 'user_id': 9938669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf75b029ed86e87751ae6556bbefe840?s=256&d=identicon&r=PG&f=1', 'display_name': 'Freestob', 'link': 'https://stackoverflow.com/users/9938669/freestob'}",False,422,1,1,1668617912,1588615612,1588701875.0,61598779,CC BY-SA 4.0,https://stackoverflow.com/questions/61598779/out-of-memory-exception-when-zipping-memory-stream,Out Of Memory Exception when zipping memory stream,,,,
9,"['c#', 'mstest']","{'account_id': 1095257, 'reputation': 7194, 'user_id': 1088979, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/3d7bc072af5598957ac59f458d7345c4?s=256&d=identicon&r=PG', 'display_name': 'Allan Xu', 'link': 'https://stackoverflow.com/users/1088979/allan-xu'}",True,675,1,3,1668602906,1589391856,1589394393.0,61781327,CC BY-SA 4.0,https://stackoverflow.com/questions/61781327/visual-studio-2019-is-there-any-way-to-prevent-parallel-execution-of-test-metho,Visual Studio 2019: Is there any way to prevent parallel execution of test methods in a [TestClass]?,,,,
