,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['c#', 'visual-studio-2019', 'dllimport', 'cnc']","{'account_id': 15287073, 'reputation': 13, 'user_id': 11029799, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/579812be19607435387833b8c30cbb39?s=256&d=identicon&r=PG&f=1', 'display_name': 'sol', 'link': 'https://stackoverflow.com/users/11029799/sol'}",True,1668,66540615.0,2,0,1669107425,1615253542,66539545,CC BY-SA 4.0,https://stackoverflow.com/questions/66539545/how-to-load-dll-files-in-c-from-visual-studio-working-on-fanuc-focas-library,How to load .dll files in C# from Visual Studio (Working on FANUC FOCAS library),,,,,
1,"['c#', 'asp.net', 'asp.net-core', '.net-core']","{'account_id': 15556004, 'reputation': 1520, 'user_id': 11222433, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-p4bxG152fGA/AAAAAAAAAAI/AAAAAAAAAcU/uv4EG88G33M/photo.jpg?sz=256', 'display_name': 'foad abdollahi', 'link': 'https://stackoverflow.com/users/11222433/foad-abdollahi'}",True,529,66757554.0,3,0,1669045921,1616409582,66744435,CC BY-SA 4.0,https://stackoverflow.com/questions/66744435/google-authentication-correlation-failed-unknown-location,Google Authentication Correlation failed.(Unknown location),1616419770.0,,,,
2,"['c#', 'blazor', 'blazor-server-side']","{'account_id': 187629, 'reputation': 30974, 'user_id': 425823, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/00d813f85062c23d43043e6132278610?s=256&d=identicon&r=PG', 'display_name': 'Greg Gum', 'link': 'https://stackoverflow.com/users/425823/greg-gum'}",False,423,,2,0,1669043718,1615937439,66664939,CC BY-SA 4.0,https://stackoverflow.com/questions/66664939/eventaggregator-alternative,EventAggregator alternative,,,,,
3,"['c#', 'unity3d', 'shader', 'compute-shader']","{'account_id': 21071399, 'reputation': 1, 'user_id': 15487577, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjsI3op18JxjnfBuDE963wRH91sbPRoMupmoRgH8Q=k-s256', 'display_name': 'Ярослав Шевчук', 'link': 'https://stackoverflow.com/users/15487577/%d0%af%d1%80%d0%be%d1%81%d0%bb%d0%b0%d0%b2-%d0%a8%d0%b5%d0%b2%d1%87%d1%83%d0%ba'}",True,1201,,3,0,1668958625,1616774376,66820319,CC BY-SA 4.0,https://stackoverflow.com/questions/66820319/compute-shader-isnt-updating,Compute shader isn&#39;t updating,,,,,
4,"['c#', 'recursion', 'triangle']","{'account_id': 21064104, 'reputation': 1, 'user_id': 15481852, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjpk_IYqPbNMW17kIEyXE3Fkcv33Tx3EKlNBFBMtA0=k-s256', 'display_name': 'Jaroslav Milan', 'link': 'https://stackoverflow.com/users/15481852/jaroslav-milan'}",False,102,,1,0,1668932538,1616705822,66807504,CC BY-SA 4.0,https://stackoverflow.com/questions/66807504/how-to-create-triangle-inside-triangle-with-recursion,How to create triangle inside triangle with recursion,,,,,
5,"['c#', 'postgresql', 'datetime']","{'account_id': 18726533, 'reputation': 119, 'user_id': 13653050, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d3b9c75807723f2cab0e8f96bad2b34?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sad-EyedLadyoftheLowlands', 'link': 'https://stackoverflow.com/users/13653050/sad-eyedladyofthelowlands'}",False,355,,1,0,1668890097,1615322348,66554454,CC BY-SA 4.0,https://stackoverflow.com/questions/66554454/postgres-and-c-datetime-with-timezone-confusion,Postgres and c# - DateTime with timezone confusion,,,,,
6,"['c#', 'asp.net-core', 'exception', 'filter', 'middleware']","{'account_id': 11524409, 'reputation': 660, 'user_id': 8445310, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/P9lVQ.jpg?s=256&g=1', 'display_name': 'Tolga Cakir', 'link': 'https://stackoverflow.com/users/8445310/tolga-cakir'}",True,2809,,3,0,1667954042,1617114749,66872981,CC BY-SA 4.0,https://stackoverflow.com/questions/66872981/should-i-use-exceptionfilter-or-middleware-for-exception-handling-in-net,Should I Use ExceptionFilter or Middleware for Exception Handling in .NET,1617170305.0,,,,
7,"['c#', 'winforms', 'picturebox', 'localdb']","{'account_id': 16024464, 'reputation': 615, 'user_id': 11565087, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5D33U.png?s=256&g=1', 'display_name': 'paraJdox1', 'link': 'https://stackoverflow.com/users/11565087/parajdox1'}",False,640,,3,0,1667834850,1615628830,66612039,CC BY-SA 4.0,https://stackoverflow.com/questions/66612039/why-is-my-image-from-database-not-displaying-properly-in-my-picturebox,Why is my image (from database) not displaying properly in my pictureBox?,1615799261.0,,,,
8,"['c#', 'amibroker']","{'account_id': 16822577, 'reputation': 1, 'user_id': 12162619, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-FtAsbEHu29I/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdTsJ9jORUFRlJ5ziW7eKi61GLKGw/photo.jpg?sz=256', 'display_name': 'anoop tamiya', 'link': 'https://stackoverflow.com/users/12162619/anoop-tamiya'}",False,173,,1,0,1667833427,1616946184,66843216,CC BY-SA 4.0,https://stackoverflow.com/questions/66843216/how-can-i-read-data-from-other-desktop-application,how can i read data from other desktop application,1616946642.0,,,,
9,"['c#', 'roslyn', 'analyzer']","{'account_id': 1474079, 'reputation': 359, 'user_id': 1384936, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8965102f023375253cd38dd26910a451?s=256&d=identicon&r=PG', 'display_name': 'btomas', 'link': 'https://stackoverflow.com/users/1384936/btomas'}",True,630,,1,2,1667802864,1616575099,66777422,CC BY-SA 4.0,https://stackoverflow.com/questions/66777422/how-to-validate-projects-property-default-namespace-with-roslyn-analyzer,How to validate Projects property default namespace with Roslyn analyzer,1616653151.0,,,,
