,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['c#', 'jupyter-notebook', '.net-6.0', 'dotnet-interactive', '.net-interactive']","{'account_id': 3436840, 'reputation': 1035, 'user_id': 2879771, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'baouss', 'link': 'https://stackoverflow.com/users/2879771/baouss'}",True,221,70007675.0,1,1,1669404354,1637163664,1669404354.0,70007416,CC BY-SA 4.0,https://stackoverflow.com/questions/70007416/net-interactive-notebook-cannot-use-system-text-json,"NET interactive notebook, cannot use System.Text.Json",,
1,"['c#', 'iis', 'asp.net-web-api']","{'account_id': 2784606, 'reputation': 806, 'user_id': 2396350, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/1863e3c0e945aca051072b59e36d4b19?s=256&d=identicon&r=PG', 'display_name': 'Marcel James', 'link': 'https://stackoverflow.com/users/2396350/marcel-james'}",False,153,,0,0,1669329914,1636065171,1636066560.0,69846597,CC BY-SA 4.0,https://stackoverflow.com/questions/69846597/why-is-my-net-web-api-on-iis-listing-physical-files-and-not-my-website,Why is my .NET WEB API on IIS listing physical files and not my Website,,
2,"['c#', '.net', 'sqlite', 'xamarin', 'maui']","{'account_id': 15761523, 'reputation': 126, 'user_id': 11373112, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4L6Ox.png?s=256&g=1', 'display_name': 'jallmen', 'link': 'https://stackoverflow.com/users/11373112/jallmen'}",True,4662,70273130.0,4,2,1669231164,1635694356,1669231164.0,69788033,CC BY-SA 4.0,https://stackoverflow.com/questions/69788033/connection-to-database-cannot-be-resolved,Connection to database cannot be resolved,,
3,"['c#', '.net-standard']","{'account_id': 114347, 'reputation': 6553, 'user_id': 300741, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/4bf0a4a4374636ecd15a62f0b3424015?s=256&d=identicon&r=PG', 'display_name': 'Master_T', 'link': 'https://stackoverflow.com/users/300741/master-t'}",True,1268,70083625.0,2,4,1669210644,1637677368,,70082582,CC BY-SA 4.0,https://stackoverflow.com/questions/70082582/net-standard-dependency-not-copied-to-output-directory,.NET Standard: dependency not copied to output directory,,
4,"['c#', '.net', 'ssl', 'tls1.3', 'servicepointmanager']","{'account_id': 17511025, 'reputation': 21, 'user_id': 12699120, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAGa-7YuijnFrckLPD9CzISR79mLl6kRNKCzDCu=k-s256', 'display_name': 'Masoud Chegeni', 'link': 'https://stackoverflow.com/users/12699120/masoud-chegeni'}",False,2094,,2,2,1669099784,1637680546,,70083338,CC BY-SA 4.0,https://stackoverflow.com/questions/70083338/c-httpclient-could-not-create-ssl-tls-secure-channel,C# HttpClient: Could not create SSL/TLS secure channel,,
5,"['c#', 'asp.net-mvc', 'visual-studio-2022']","{'account_id': 1071121, 'reputation': 337, 'user_id': 1070376, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/685c924ce35a28d0f22f2f0071758807?s=256&d=identicon&r=PG', 'display_name': 'sax', 'link': 'https://stackoverflow.com/users/1070376/sax'}",False,917,,3,3,1669060391,1637184714,1637185230.0,70011828,CC BY-SA 4.0,https://stackoverflow.com/questions/70011828/visual-studio-2022-where-is-the-routerconfig-cs-and-global-asax-in-mvc-project,Visual Studio 2022 - Where is the RouterConfig.cs and Global.asax in MVC project?,,
6,"['c#', '.net-6.0', 'visual-studio-2022', 'c#-10.0']","{'account_id': 436474, 'reputation': 3696, 'user_id': 823680, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Vn8hX.jpg?s=256&g=1', 'display_name': 'Mirek', 'link': 'https://stackoverflow.com/users/823680/mirek'}",True,11478,69889803.0,4,71,1668815065,1636402965,1668815065.0,69889519,CC BY-SA 4.0,https://stackoverflow.com/questions/69889519/vs-2022-convert-to-file-scoped-namespace-in-all-files,VS 2022 - Convert to file-scoped namespace in all files,,
7,"['c#', 'visual-studio']","{'account_id': 2840320, 'reputation': 1094, 'user_id': 14624372, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/swKjg.jpg?s=256&g=1', 'display_name': 'Alek Depler', 'link': 'https://stackoverflow.com/users/14624372/alek-depler'}",True,10456,,6,21,1668780731,1636539593,1636539688.0,69911480,CC BY-SA 4.0,https://stackoverflow.com/questions/69911480/how-to-force-visual-studio-2022-create-console-projects-with-namespaces-and-clas,How to force Visual Studio 2022 create console projects with namespaces and classes (like in old good days)?,,
8,"['c#', 'visual-studio']","{'account_id': 5820753, 'reputation': 3527, 'user_id': 4588927, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QncHk.jpg?s=256&g=1', 'display_name': 'Bozhidar Stoyneff', 'link': 'https://stackoverflow.com/users/4588927/bozhidar-stoyneff'}",True,3286,69918985.0,1,6,1668779743,1636569952,1668779743.0,69918647,CC BY-SA 4.0,https://stackoverflow.com/questions/69918647/how-to-access-command-line-arguments-with-new-console-app-template-in-vs2022,How to access command line arguments with new Console App template in VS2022,,
9,"['c#', 'types', 'operators', '.net-generic-math']","{'account_id': 14087595, 'reputation': 353, 'user_id': 10509565, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0140b1ceaabb35670dea56dcb2159cf1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Robin', 'link': 'https://stackoverflow.com/users/10509565/robin'}",True,69,70049979.0,2,1,1668778133,1637441626,1668778133.0,70049781,CC BY-SA 4.0,https://stackoverflow.com/questions/70049781/is-this-possible-specify-any-generic-type-as-long-as-the-operation-is-defined,Is this possible? Specify any generic type as long as the + operation is defined on it,,
10,"['c#', 'asp.net-core', 'azure-feature-manager']","{'account_id': 2280387, 'reputation': 6155, 'user_id': 2005616, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/6xu2S.jpg?s=256&g=1', 'display_name': 'Ryan Langton', 'link': 'https://stackoverflow.com/users/2005616/ryan-langton'}",True,227,74489637.0,1,4,1668774177,1637330761,1637331465.0,70036109,CC BY-SA 4.0,https://stackoverflow.com/questions/70036109/azure-feature-management-on-startup,Azure Feature Management on startup,,
