,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['c#', 'sql-server', 'concurrency', 'entity-framework-core', 'locking']","{'account_id': 557311, 'reputation': 1834, 'user_id': 919700, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/8a56d6e5177348776169e5f3d9099232?s=256&d=identicon&r=PG', 'display_name': 'Cristiano Ghersi', 'link': 'https://stackoverflow.com/users/919700/cristiano-ghersi'}",True,408,73077746.0,2,5,1669516428,1658443661,1658461637.0,73073436,CC BY-SA 4.0,https://stackoverflow.com/questions/73073436/ef-core-takes-a-lot-of-time-sometimes-to-perform-select-query,"EF Core takes a lot of time, sometimes, to perform SELECT query",,
1,"['c#', 'blazor', 'keycloak']","{'account_id': 23451041, 'reputation': 43, 'user_id': 17507193, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47daddf9ee59fa59e5e52f498bd35a3c?s=256&d=identicon&r=PG', 'display_name': 'Giftzwerg02', 'link': 'https://stackoverflow.com/users/17507193/giftzwerg02'}",False,318,,0,2,1669515882,1658086556,,73014805,CC BY-SA 4.0,https://stackoverflow.com/questions/73014805/blazor-with-keycloak-oidc,Blazor with Keycloak OIDC,,
2,"['c#', 'record']","{'account_id': 1023984, 'reputation': 37510, 'user_id': 1033686, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/CUp4B.jpg?s=256&g=1', 'display_name': 'Matthew Layton', 'link': 'https://stackoverflow.com/users/1033686/matthew-layton'}",True,372,,2,3,1669444982,1658168574,,73026919,CC BY-SA 4.0,https://stackoverflow.com/questions/73026919/c-why-are-record-classes-immutable-by-default-but-record-structs-are-not,"C# - Why are record classes immutable by default, but record structs are not?",,
3,"['c#', 'unicode', 'gitlab', 'ascii', 'ansi']","{'account_id': 4784332, 'reputation': 99, 'user_id': 3865284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asma', 'link': 'https://stackoverflow.com/users/3865284/asma'}",True,100,,1,1,1669416745,1657141581,1657141983.0,72889862,CC BY-SA 4.0,https://stackoverflow.com/questions/72889862/how-to-remove-special-characters-from-gitlab-trace-log-api,How to remove special characters from gitlab trace log API,,
4,"['c#', 'json', '.net', 'json.net']","{'account_id': 22668359, 'reputation': 13, 'user_id': 16840391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5808917b2e8fc913234cd15bf26157d7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Onur GOZ', 'link': 'https://stackoverflow.com/users/16840391/onur-goz'}",True,163,72982530.0,2,1,1669299954,1657808469,1657808628.0,72982079,CC BY-SA 4.0,https://stackoverflow.com/questions/72982079/how-can-i-ignore-the-property-name-that-i-use-in-the-jsonproperty-attribute-pro,"How can I ignore the property name that I use in the jsonproperty attribute, provided that it is only once",,
5,"['c#', '.net', '.net-6.0', 'visual-studio-2022']","{'account_id': 1191279, 'reputation': 10354, 'user_id': 1164004, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/Ux2ub.jpg?s=256&g=1', 'display_name': 'Yonatan Nir', 'link': 'https://stackoverflow.com/users/1164004/yonatan-nir'}",True,4263,73574505.0,3,4,1669206569,1657107800,,72883014,CC BY-SA 4.0,https://stackoverflow.com/questions/72883014/migrate-from-net-standard-to-net-6-using-the-upgrade-tool,Migrate from .net standard to .net 6 using the upgrade tool,,
6,"['c#', 'asp.net', 'xunit']","{'account_id': 10950243, 'reputation': 176, 'user_id': 10042041, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-O0Krzaelu_E/AAAAAAAAAAI/AAAAAAAAACs/QRiLhx0z6Wg/photo.jpg?sz=256', 'display_name': 'Ruberoid', 'link': 'https://stackoverflow.com/users/10042041/ruberoid'}",False,137,,1,0,1669116710,1657190780,1657196211.0,72896441,CC BY-SA 4.0,https://stackoverflow.com/questions/72896441/unknown-command-environment-development-during-testing,Unknown command: --environment=Development during testing,,
7,"['c#', 'multithreading', 'hash']","{'account_id': 23418, 'reputation': 4389, 'user_id': 58678, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/dd5d521e2423b320b1a38f214174414e?s=256&d=identicon&r=PG', 'display_name': 'hIpPy', 'link': 'https://stackoverflow.com/users/58678/hippy'}",True,308,74211393.0,1,3,1669113576,1657993768,1658029357.0,73006466,CC BY-SA 4.0,https://stackoverflow.com/questions/73006466/is-hashalgorithm-computehash-thread-safe,Is HashAlgorithm.ComputeHash() thread-safe?,,
8,"['c#', 'api', 'whatsapp']","{'account_id': 22497591, 'reputation': 133, 'user_id': 16694344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c94bef4ec70efa6653963f0c3a45e45e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ashok', 'link': 'https://stackoverflow.com/users/16694344/ashok'}",True,1052,,1,1,1669102030,1658144248,,73021726,CC BY-SA 4.0,https://stackoverflow.com/questions/73021726/how-to-send-whatsapp-message-using-whatsapp-api-only-in-cshould-not-use-any-th,how to send WhatsApp message using WhatsApp API only in C#(should not use any third-party API links),,
9,"['c#', 'visual-studio-code', 'vscode-extensions', 'omnisharp']","{'account_id': 18722727, 'reputation': 53, 'user_id': 13650191, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3476067319074111/picture?type=large', 'display_name': 'Jason McGinty', 'link': 'https://stackoverflow.com/users/13650191/jason-mcginty'}",True,526,74446368.0,4,4,1669062896,1658871352,,73129993,CC BY-SA 4.0,https://stackoverflow.com/questions/73129993/vscode-omnisharp-ignores-format-settings-in-omnisharp-json,VSCode Omnisharp ignores format settings in omnisharp.json,,
10,"['c#', 'monogame']","{'account_id': 20077572, 'reputation': 1, 'user_id': 14720986, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KySwH.jpg?s=256&g=1', 'display_name': 'Unwanted', 'link': 'https://stackoverflow.com/users/14720986/unwanted'}",False,188,,2,-1,1669026946,1657807266,,72981795,CC BY-SA 4.0,https://stackoverflow.com/questions/72981795/how-to-make-a-2d-grid-with-c,How to make a 2d grid with c#,,
11,"['c#', 'json', '.net', 'serialization']","{'account_id': 25861196, 'reputation': 13, 'user_id': 19593657, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8dd2c86111a7725ed8320e08e69df902?s=256&d=identicon&r=PG', 'display_name': 'KarlSupertramp', 'link': 'https://stackoverflow.com/users/19593657/karlsupertramp'}",True,124,74487895.0,2,1,1669013934,1658814513,1658815252.0,73118246,CC BY-SA 4.0,https://stackoverflow.com/questions/73118246/c-serialize-all-attributes-of-derived-class-in-a-list-of-base-class,C# - Serialize all attributes of derived class in a list of base class,,
12,"['c#', 'asp.net']","{'account_id': 21448409, 'reputation': 590, 'user_id': 15801387, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08616e4f18c7e5c058784f0ff752ed5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'innom', 'link': 'https://stackoverflow.com/users/15801387/innom'}",False,97,,2,1,1668888908,1659003158,1659011375.0,73151066,CC BY-SA 4.0,https://stackoverflow.com/questions/73151066/asp-net-razor-pages-binding-checkbox-result-to-dataset,asp.net razor pages: binding checkbox result to dataset,,
13,['c#'],"{'account_id': 25766012, 'reputation': 3, 'user_id': 19515957, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9377dfd5311b9b0c5cba73ade6a4b0d7?s=256&d=identicon&r=PG', 'display_name': 'MdmrC', 'link': 'https://stackoverflow.com/users/19515957/mdmrc'}",True,51,72921379.0,1,0,1668880028,1657369270,1657369346.0,72921310,CC BY-SA 4.0,https://stackoverflow.com/questions/72921310/string-to-double-error-with-switch-case-calculator,String To Double Error With Switch-Case Calculator,,
