,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['c#', '.net', 'asp.net-web-api', 'asp.net-core', 'resource-files']","{'account_id': 7810331, 'reputation': 3036, 'user_id': 5906715, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/5281f5730d63ac84d702d5584077edf3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Balanjaneyulu K', 'link': 'https://stackoverflow.com/users/5906715/balanjaneyulu-k'}",False,1627,2,1,1669221581,1557998188,56165014,CC BY-SA 4.0,https://stackoverflow.com/questions/56165014/stream-is-not-a-valid-resource-file,Stream is not a valid resource file,,,,,,
1,"['c#', 'visual-studio', 'xamarin']","{'account_id': 5727, 'reputation': 57818, 'user_id': 9382, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/bc7b9ac824e43ce9d62bf7dfb37b6393?s=256&d=identicon&r=PG', 'display_name': 'AngryHacker', 'link': 'https://stackoverflow.com/users/9382/angryhacker'}",True,2072,3,3,1669120357,1557603181,56093637,CC BY-SA 4.0,https://stackoverflow.com/questions/56093637/is-it-possible-to-develop-a-carplay-app-using-xamarin-tools,Is it possible to develop a CarPlay app using Xamarin tools,64237741.0,1557767550.0,,,,
2,"['c#', 'asp.net-web-api2', 'microsoft-graph-api']","{'account_id': 4293728, 'reputation': 909, 'user_id': 3509337, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/98aed7da4ecdaee10d625d1b7b03cebe?s=256&d=identicon&r=PG&f=1', 'display_name': 'mr.coffee', 'link': 'https://stackoverflow.com/users/3509337/mr-coffee'}",True,3206,3,3,1669104942,1556759738,55944518,CC BY-SA 4.0,https://stackoverflow.com/questions/55944518/microsoft-graph-api-call-hangs-indefinitely,Microsoft Graph API call hangs indefinitely,,1605649906.0,,,,
3,"['c#', 'garbage-collection', 'c++-cli', 'deadlock', 'windbg']","{'account_id': 15960580, 'reputation': 21, 'user_id': 11517766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3fdf9ef7df38fde2674975e55c13e9d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheOrbOfConfusion89', 'link': 'https://stackoverflow.com/users/11517766/theorbofconfusion89'}",False,342,0,2,1669072899,1558126591,56193467,CC BY-SA 4.0,https://stackoverflow.com/questions/56193467/deadlock-during-garbage-collection-in-mixed-c-c-cli-application,Deadlock during garbage collection in mixed C#/C++-CLI application,,1558126912.0,,,,
4,"['c#', 'entity-framework']","{'account_id': 4729132, 'reputation': 4147, 'user_id': 3825246, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/V1fVO.jpg?s=256&g=1', 'display_name': 'Ibanez1408', 'link': 'https://stackoverflow.com/users/3825246/ibanez1408'}",False,5967,1,4,1668949047,1558411871,56230952,CC BY-SA 4.0,https://stackoverflow.com/questions/56230952/remove-migration-is-not-working-in-vs-2015,Remove-Migration is not working in VS 2015,,,,,,
5,"['c#', 'asp.net', 'log4net']","{'account_id': 284743, 'reputation': 1568, 'user_id': 583037, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/bfe825648fafb9cae7c3aebd6dc2225b?s=256&d=identicon&r=PG', 'display_name': 'Joel Wiklund', 'link': 'https://stackoverflow.com/users/583037/joel-wiklund'}",True,2909,1,2,1668872246,1558958462,56325688,CC BY-SA 4.0,https://stackoverflow.com/questions/56325688/write-log-file-to-appdata-with-log4net-asp-net-core-2-2-not-working,Write log file to AppData with log4net Asp.net Core 2.2 not working,56326142.0,1558960508.0,,,,
6,"['c#', 'asp.net', 'datatable', 'aws-sdk', 'amazon-athena']","{'account_id': 15722409, 'reputation': 53, 'user_id': 11344974, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-dtGTGt5ewKc/AAAAAAAAAAI/AAAAAAAAAB8/ht5_uSmw1Z0/photo.jpg?sz=256', 'display_name': 'Driss Elk', 'link': 'https://stackoverflow.com/users/11344974/driss-elk'}",False,286,1,1,1668598929,1556788426,55949174,CC BY-SA 4.0,https://stackoverflow.com/questions/55949174/how-to-fill-a-datatable-or-dataset-with-an-aws-athena-query,How to fill a datatable or dataset with an AWS ATHENA query?,,,,,,
7,"['c#', 'android', 'ios', 'unity3d']","{'account_id': 10648380, 'reputation': 417, 'user_id': 7840247, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/rU91V.png?s=256&g=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/7840247/daniel'}",True,1912,3,2,1668544801,1558355551,56221113,CC BY-SA 4.0,https://stackoverflow.com/questions/56221113/fix-for-scrollrect-multi-touch-in-unity,Fix for ScrollRect multi-touch in Unity?,57134835.0,1558811902.0,,,,
8,"['c#', 'azure', 'azure-storage']","{'account_id': 6630496, 'reputation': 2281, 'user_id': 5119348, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://lh5.googleusercontent.com/-DPW7zVp2GLo/AAAAAAAAAAI/AAAAAAAAAXY/Cu2oLJ_7sO8/photo.jpg?sz=256', 'display_name': 'Mr Giggles', 'link': 'https://stackoverflow.com/users/5119348/mr-giggles'}",True,64994,3,31,1668437137,1557837756,56130784,CC BY-SA 4.0,https://stackoverflow.com/questions/56130784/this-request-is-not-authorized-to-perform-this-operation-azure-blobclient,This request is not authorized to perform this operation. Azure blobClient,56131085.0,,,,,
9,"['c#', 'linq', 'async-await', 'entity-framework-core', 'iasyncenumerable']","{'account_id': 11280576, 'reputation': 428, 'user_id': 8273183, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-E1-KG-bHhHM/AAAAAAAAAAI/AAAAAAAAANQ/Xw8mcOHGtLg/photo.jpg?sz=256', 'display_name': 'Nainesh Patel', 'link': 'https://stackoverflow.com/users/8273183/nainesh-patel'}",True,12115,2,10,1668237119,1558038617,56176176,CC BY-SA 4.0,https://stackoverflow.com/questions/56176176/difference-between-tolistasync-and-asasyncenumerable-tolist,Difference between &quot;ToListAsync()&quot; and &quot;AsAsyncEnumerable().ToList()&quot;,56176437.0,1641491367.0,,,,
