,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['c#', '.net', 'visual-studio']","{'account_id': 15694223, 'reputation': 89, 'user_id': 11324286, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f19ee77a7b517eae60ebf517b4c22937?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mdd M', 'link': 'https://stackoverflow.com/users/11324286/mdd-m'}",True,1090,72324713.0,1,2,1669374013,1653075989,1669374013.0,72324119,CC BY-SA 4.0,https://stackoverflow.com/questions/72324119/purpose-of-the-deps-json-file-in-net-and-can-i-avoid-it,Purpose of the .deps.json file in .NET and can I avoid it?,,
1,"['c#', 'asp.net', 'ascx']","{'account_id': 25386836, 'reputation': 11, 'user_id': 19198493, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyYRJGVz1Dqe294N3H51cBYHvKeEOZdLJWD6kM4=k-s256', 'display_name': 'srivenkatesan s', 'link': 'https://stackoverflow.com/users/19198493/srivenkatesan-s'}",False,100,,0,1,1669333316,1653483638,1654024954.0,72378151,CC BY-SA 4.0,https://stackoverflow.com/questions/72378151/when-i-type-in-chinese-got-error-as-multibyte-character-not-supported,When I type in Chinese got error as &quot;Multibyte character not supported&quot;,,
2,"['c#', 'asp.net-core', 'metrics', 'open-telemetry']","{'account_id': 552678, 'reputation': 982, 'user_id': 917874, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/6bdc43aebf3ee1b1e83e522aa8f1896c?s=256&d=identicon&r=PG', 'display_name': 'FireShock', 'link': 'https://stackoverflow.com/users/917874/fireshock'}",False,227,,1,1,1669332406,1653379333,,72359268,CC BY-SA 4.0,https://stackoverflow.com/questions/72359268/authenticate-asp-net-core-opentelemetry-metrics-endpoint,Authenticate ASP.NET Core OpenTelemetry /metrics endpoint,,
3,"['c#', 'entity-framework-core', 'entity-framework-6', 'entity-framework-migrations', 'visual-studio-2022']","{'account_id': 24084442, 'reputation': 81, 'user_id': 18104879, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fea18545636e3c698f87e5eb37c00b7f?s=256&d=identicon&r=PG', 'display_name': 'Michie', 'link': 'https://stackoverflow.com/users/18104879/michie'}",False,900,,1,0,1669310950,1653112464,1653115311.0,72327033,CC BY-SA 4.0,https://stackoverflow.com/questions/72327033/fix-an-error-enable-migration-c-using-visual-studio-2022,Fix an error enable-migration C# using Visual Studio 2022,,
4,"['c#', 'mvvm', 'maui']","{'account_id': 3195054, 'reputation': 411, 'user_id': 2698407, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Z7TU2.jpg?s=256&g=1', 'display_name': 'master_ruko', 'link': 'https://stackoverflow.com/users/2698407/master-ruko'}",True,6290,72439742.0,3,6,1669291000,1653883639,,72429055,CC BY-SA 4.0,https://stackoverflow.com/questions/72429055/how-to-displayalert-in-a-net-maui-viewmodel,How to DisplayAlert in a .NET MAUI ViewModel,,
5,"['c#', 'entity-framework-core']","{'account_id': 20606151, 'reputation': 55, 'user_id': 15126353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0eec8ea2265435bee2ee023c3ae40055?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kol256', 'link': 'https://stackoverflow.com/users/15126353/kol256'}",True,1647,72237290.0,2,0,1669266393,1652495196,1652496080.0,72236883,CC BY-SA 4.0,https://stackoverflow.com/questions/72236883/the-entity-type-liststring-requires-a-primary-key-to-be-defined,The entity type &#39;List&lt;string&gt;&#39; requires a primary key to be defined,,
6,"['c#', 'json', 'converters', 'system.text.json', 'jsonconverter']","{'account_id': 18145761, 'reputation': 17, 'user_id': 13199113, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dbd71a0a239a1cd0ff10c99aea34e3f2?s=256&d=identicon&r=PG', 'display_name': 'araqiel', 'link': 'https://stackoverflow.com/users/13199113/araqiel'}",True,734,72375245.0,1,1,1669255811,1653466352,1669255811.0,72374087,CC BY-SA 4.0,https://stackoverflow.com/questions/72374087/system-text-json-jsonconverter-string-array-to-single-string,System.Text.Json JsonConverter String array to single string,,
7,"['c#', 'authentication', '.net-core', 'oauth-2.0']","{'account_id': 19174613, 'reputation': 108, 'user_id': 14007574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5832692b309d9b5d3cb06965efdcf91d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fatih Kara', 'link': 'https://stackoverflow.com/users/14007574/fatih-kara'}",True,302,74548169.0,3,0,1669212658,1652363757,1652368305.0,72216934,CC BY-SA 4.0,https://stackoverflow.com/questions/72216934/why-am-i-getting-invalid-redirect-url-error-message-in-oauth-2-0-authenticatio,why am I getting &quot;invalid redirect_url&quot; error message in OAuth 2.0 Authentication?,,
8,"['c#', 'asp.net-mvc', 'asp.net-core', 'asp.net-core-mvc']","{'account_id': 22889851, 'reputation': 21, 'user_id': 17030140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ef303c2685a7bce2e0502233710985b?s=256&d=identicon&r=PG', 'display_name': 'opgg', 'link': 'https://stackoverflow.com/users/17030140/opgg'}",False,107,,1,2,1668995796,1651611346,1651735793.0,72105373,CC BY-SA 4.0,https://stackoverflow.com/questions/72105373/how-do-i-get-user-input-from-the-view-and-use-it-in-my-controller,how do I get user input from the view and use it in my controller,,
9,"['c#', 'asp.net', 'asp.net-core', 'asp.net-mvc-4']","{'account_id': 18281313, 'reputation': 25, 'user_id': 13310086, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjRAi09ImecPhyWUOUnfgCwckDnJSr1a-LsClfbjA=k-s256', 'display_name': 'Aman Kadakuntla', 'link': 'https://stackoverflow.com/users/13310086/aman-kadakuntla'}",True,385,72267205.0,1,2,1668995739,1652695027,1652698186.0,72257359,CC BY-SA 4.0,https://stackoverflow.com/questions/72257359/how-do-i-fill-the-html-field-with-date-in-asp-net-mvc,How do i fill the html field with date in asp.net mvc?,,
10,"['c#', 'unity3d']","{'account_id': 24567768, 'reputation': 3, 'user_id': 18474689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc6c5d8694cd0b85748ba49916cc71e8?s=256&d=identicon&r=PG', 'display_name': 'Legoman12343', 'link': 'https://stackoverflow.com/users/18474689/legoman12343'}",True,2759,72292428.0,3,0,1668898516,1652889121,,72292349,CC BY-SA 4.0,https://stackoverflow.com/questions/72292349/how-do-you-destroy-a-unity-gameobject-and-remove-from-a-list-at-the-same-time,How do you destroy a unity GameObject and remove from a list at the same time?,,
