,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['c#', 'c#-9.0']","{'account_id': 8725235, 'reputation': 20034, 'user_id': 6527049, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/smnwW.jpg?s=256&g=1', 'display_name': 'vivek nuna', 'link': 'https://stackoverflow.com/users/6527049/vivek-nuna'}",True,7759,62372479.0,4,16,1669041789,1592137154,1599484315.0,62372422,CC BY-SA 4.0,https://stackoverflow.com/questions/62372422/what-is-difference-between-init-only-and-readonly-in-c-9,What is difference between Init-Only and ReadOnly in C# 9?,,,,
1,"['c#', 'winforms', 'messagebox']","{'account_id': 17638448, 'reputation': 55, 'user_id': 12801220, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EbHXl.jpg?s=256&g=1', 'display_name': 'Harjuuso', 'link': 'https://stackoverflow.com/users/12801220/harjuuso'}",True,1058,62179358.0,2,2,1668968976,1591206050,,62179255,CC BY-SA 4.0,https://stackoverflow.com/questions/62179255/dropdown-select-inside-messagebox-in-winforms,Dropdown/select inside messagebox in winforms,,,,
2,"['c#', 'entity-framework-migrations', 'dbcontext', 'ef-core-3.0']","{'account_id': 1209090, 'reputation': 3978, 'user_id': 1177999, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d2397dd703288cfed313b4d682608c89?s=256&d=identicon&r=PG', 'display_name': 'sinsedrix', 'link': 'https://stackoverflow.com/users/1177999/sinsedrix'}",True,4872,,5,8,1668964175,1591780677,,62299962,CC BY-SA 4.0,https://stackoverflow.com/questions/62299962/where-is-dbcontext-database-migrate-method,Where is DbContext.Database.Migrate() method?,,,,
3,"['c#', 'unity3d']","{'account_id': 18770234, 'reputation': 31, 'user_id': 13687222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75a92b3110aa104723d294e34b6c81ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'SurDno', 'link': 'https://stackoverflow.com/users/13687222/surdno'}",True,2079,,1,0,1668431755,1591358688,,62214961,CC BY-SA 4.0,https://stackoverflow.com/questions/62214961/is-there-a-way-to-load-a-file-from-resources-and-then-deserialize-it-through-bin,Is there a way to load a file from Resources and then deserialize it through BinaryFormatter?,,,,
4,"['c#', 'asp.net-core', 'constructor', 'entity-framework-core']","{'account_id': 5049911, 'reputation': 1484, 'user_id': 4054808, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/191d4a84a9584ca8f2f0a2ed3fc0fb3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Richard   Housham', 'link': 'https://stackoverflow.com/users/4054808/richard-housham'}",True,8721,62411789.0,3,4,1668290191,1592319221,1668290191.0,62411410,CC BY-SA 4.0,https://stackoverflow.com/questions/62411410/is-there-any-better-way-to-add-the-dbcontext-to-a-asp-core-mvc-controller,Is there any better way to add the dbcontext to a Asp.core MVC controller?,,,,
5,"['c#', 'php', 'serialization']","{'account_id': 3098070, 'reputation': 51, 'user_id': 2622875, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/f33f58eb3e585d3c09d70e46013670ae?s=256&d=identicon&r=PG', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/2622875/dan'}",True,654,,1,4,1668245656,1591042547,,62140322,CC BY-SA 4.0,https://stackoverflow.com/questions/62140322/how-to-deserialise-php-serialized-array-in-c,How to deserialise PHP Serialized array in C#,,,,
6,"['c#', '.net', 'opencv', 'wmi']","{'account_id': 1097023, 'reputation': 4930, 'user_id': 1090403, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/aAtKv.jpg?s=256&g=1', 'display_name': 'Francesco Bonizzi', 'link': 'https://stackoverflow.com/users/1090403/francesco-bonizzi'}",False,193,,0,0,1668245094,1592297681,1592298097.0,62404667,CC BY-SA 4.0,https://stackoverflow.com/questions/62404667/wmi-sort-by-connection-order-with-wmi,WMI: sort by connection order with WMI,,,,
7,"['c#', 'string', 'substring']","{'account_id': 3874424, 'reputation': 1714, 'user_id': 3208848, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/e61d7489df20910dfc64f42173fdabfe?s=256&d=identicon&r=PG&f=1', 'display_name': 'trinalbadger587', 'link': 'https://stackoverflow.com/users/3208848/trinalbadger587'}",True,326,74410350.0,3,0,1668226579,1592685818,,62491438,CC BY-SA 4.0,https://stackoverflow.com/questions/62491438/is-there-any-way-to-compare-strings-with-a-startindex,Is there any way to compare strings with a startIndex?,,,,
8,"['c#', '.net', '.net-core', 'reflection', '.net-assembly']","{'account_id': 1656397, 'reputation': 33737, 'user_id': 1525840, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e1d7083d88bd7d8eedea825a941dae57?s=256&d=identicon&r=PG', 'display_name': 'Konrad Viltersten', 'link': 'https://stackoverflow.com/users/1525840/konrad-viltersten'}",True,1828,62464624.0,2,5,1668094179,1592547049,1668094179.0,62464317,CC BY-SA 4.0,https://stackoverflow.com/questions/62464317/difference-between-getentryassembly-and-getexecutingassembly,Difference between GetEntryAssembly and GetExecutingAssembly,,,,
9,"['c#', 'unity3d', 'game-development']","{'user_type': 'does_not_exist', 'display_name': 'user13625527'}",True,1896,,3,1,1668084494,1592074870,1621102822.0,62364392,CC BY-SA 4.0,https://stackoverflow.com/questions/62364392/unity-touch-count-ignore-ui-input,Unity Touch Count ignore Ui input,,,,
