,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['c#', 'visual-studio-2019', 'windows-forms-designer']","{'account_id': 1676626, 'reputation': 471, 'user_id': 1542024, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/1409014ebf63c0b58c75e4e30ca2f508?s=256&d=identicon&r=PG&f=1', 'display_name': 'NetXpert', 'link': 'https://stackoverflow.com/users/1542024/netxpert'}",True,133,1,0,1669493807,1601002048,1669493807.0,64057088,CC BY-SA 4.0,https://stackoverflow.com/questions/64057088/windows-forms-control-custom-collection-is-crashing-designer-without-reporting-a,Windows Forms Control custom collection is crashing designer without reporting any error(s),,,,
1,"['c#', 'wpf', 'asp.net-core', 'memory-leaks']","{'account_id': 16733737, 'reputation': 304, 'user_id': 12095432, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4izSy.png?s=256&g=1', 'display_name': 'GoozMeister', 'link': 'https://stackoverflow.com/users/12095432/goozmeister'}",False,245,1,1,1669368251,1599203615,1599205281.0,63736499,CC BY-SA 4.0,https://stackoverflow.com/questions/63736499/release-memory-after-loading-pdf-in-api,Release memory after loading PDF in API,,,,
2,"['c#', 'task-parallel-library', 'tpl-dataflow']","{'account_id': 3822800, 'reputation': 93, 'user_id': 3170453, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0Cwgy.jpg?s=256&g=1', 'display_name': 'Gave Drohl', 'link': 'https://stackoverflow.com/users/3170453/gave-drohl'}",True,147,1,2,1669292327,1599259588,,63748814,CC BY-SA 4.0,https://stackoverflow.com/questions/63748814/many-to-many-tpl-dataflow-does-not-process-all-inputs,Many to Many TPL Dataflow does not process all inputs,63749571.0,,,
3,"['c#', 'asp.net-core', 'asp.net-core-webapi']","{'account_id': 4597208, 'reputation': 41779, 'user_id': 3728901, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/fa73df70975a858016fb2da1b2cdb820?s=256&d=identicon&r=PG&f=1', 'display_name': 'James Grey', 'link': 'https://stackoverflow.com/users/3728901/james-grey'}",True,158,2,2,1668995798,1599539295,1599540073.0,63787119,CC BY-SA 4.0,https://stackoverflow.com/questions/63787119/how-to-keep-case-sensitive-in-restful-response,How to keep case-sensitive in Restful response?,63787335.0,,,
4,"['c#', '.net-core']","{'account_id': 15977959, 'reputation': 962, 'user_id': 11530367, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a63634fee3fc4db7034de06e81d6c1e?s=256&d=identicon&r=PG&f=1', 'display_name': 'GLJ', 'link': 'https://stackoverflow.com/users/11530367/glj'}",True,469,2,3,1668805690,1601407192,,64126236,CC BY-SA 4.0,https://stackoverflow.com/questions/64126236/reading-the-target-of-a-lnk-file-in-c-net-core,Reading the target of a .lnk file in C# .NET Core?,,,,
5,"['c#', 'sql', 'sql-server', 'asp.net-mvc', '.net-core']","{'account_id': 9067253, 'reputation': 39, 'user_id': 6751668, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/394fcc25ecf88ee405da7d4ed153916f?s=256&d=identicon&r=PG&f=1', 'display_name': 'vez25', 'link': 'https://stackoverflow.com/users/6751668/vez25'}",False,313,1,1,1668464772,1599817666,1599818641.0,63844633,CC BY-SA 4.0,https://stackoverflow.com/questions/63844633/sqlcommand-executenonquery-return-1-but-no-row-inserted-in-database,SqlCommand.ExecuteNonQuery return 1 but no row inserted in database,,,,
6,"['c#', 'asp.net', 'web-config']","{'account_id': 19298221, 'reputation': 81, 'user_id': 14106738, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj5JtbYM0EvXlNPoOrGXBcZG2uK2oA6yzFkAJcHlA=k-s256', 'display_name': 'Chanchen Pork', 'link': 'https://stackoverflow.com/users/14106738/chanchen-pork'}",False,1224,1,5,1668395162,1600305630,,63929959,CC BY-SA 4.0,https://stackoverflow.com/questions/63929959/system-webserver-has-invalid-child-element-cors,System.webserver has invalid child element &quot;cors&quot;,,,,
7,"['c#', 'blazor']","{'account_id': 8226966, 'reputation': 197, 'user_id': 6188976, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ETqxN.jpg?s=256&g=1', 'display_name': 'SqueezeOJ', 'link': 'https://stackoverflow.com/users/6188976/squeezeoj'}",True,3041,2,5,1668394244,1599597142,1600180571.0,63801182,CC BY-SA 4.0,https://stackoverflow.com/questions/63801182/blazor-list-refresh-after-update,Blazor List Refresh After Update,,,,
8,"['c#', 'c#-9.0', 'record-classes']","{'account_id': 209189, 'reputation': 15548, 'user_id': 460084, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/da1ca34cd223036fca4443fe8187b2fd?s=256&d=identicon&r=PG', 'display_name': 'kofifus', 'link': 'https://stackoverflow.com/users/460084/kofifus'}",True,2915,2,6,1668184199,1601251151,1668172717.0,64094373,CC BY-SA 4.0,https://stackoverflow.com/questions/64094373/c-9-0-records-tostring-not-inherited,C# 9.0 records - ToString not inherited,70624144.0,,,
9,"['c#', 'sqlite', 'entity-framework-core', 'xunit']","{'account_id': 12696553, 'reputation': 174, 'user_id': 9224807, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b474954550e63b6e108e630557226fc5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Scotland141', 'link': 'https://stackoverflow.com/users/9224807/scotland141'}",False,440,1,1,1668114083,1599566677,1668114083.0,63793543,CC BY-SA 4.0,https://stackoverflow.com/questions/63793543/using-hasdefaultvaluesqlnewid,Using .HasDefaultValueSql(&quot;NEWID()&quot;),,,,
